forecast_date,target,target_end_date,type,quantile,value,location
2021-02-28,1 wk ahead cum death,2021-03-06,point,,523898.0,US
2021-02-28,1 wk ahead cum death,2021-03-06,quantile,0.01,517903.15765591245,US
2021-02-28,1 wk ahead cum death,2021-03-06,quantile,0.025,518614.5317111346,US
2021-02-28,1 wk ahead cum death,2021-03-06,quantile,0.05,519361.94708981144,US
2021-02-28,1 wk ahead cum death,2021-03-06,quantile,0.1,520189.92694829765,US
2021-02-28,1 wk ahead cum death,2021-03-06,quantile,0.15,520782.32906481385,US
2021-02-28,1 wk ahead cum death,2021-03-06,quantile,0.2,521242.01723133604,US
2021-02-28,1 wk ahead cum death,2021-03-06,quantile,0.25,521632.93057259376,US
2021-02-28,1 wk ahead cum death,2021-03-06,quantile,0.3,521975.5666892623,US
2021-02-28,1 wk ahead cum death,2021-03-06,quantile,0.35,522347.33223332383,US
2021-02-28,1 wk ahead cum death,2021-03-06,quantile,0.4,522627.1515675155,US
2021-02-28,1 wk ahead cum death,2021-03-06,quantile,0.45,522945.8841004716,US
2021-02-28,1 wk ahead cum death,2021-03-06,quantile,0.5,523524.1771142252,US
2021-02-28,1 wk ahead cum death,2021-03-06,quantile,0.55,523983.0738511551,US
2021-02-28,1 wk ahead cum death,2021-03-06,quantile,0.6,524550.5414407945,US
2021-02-28,1 wk ahead cum death,2021-03-06,quantile,0.65,525069.5538729555,US
2021-02-28,1 wk ahead cum death,2021-03-06,quantile,0.7,525598.2067992,US
2021-02-28,1 wk ahead cum death,2021-03-06,quantile,0.75,525921.9220891881,US
2021-02-28,1 wk ahead cum death,2021-03-06,quantile,0.8,526324.7246772022,US
2021-02-28,1 wk ahead cum death,2021-03-06,quantile,0.85,526933.9079124474,US
2021-02-28,1 wk ahead cum death,2021-03-06,quantile,0.9,527735.0959820327,US
2021-02-28,1 wk ahead cum death,2021-03-06,quantile,0.95,529800.6643800237,US
2021-02-28,1 wk ahead cum death,2021-03-06,quantile,0.975,531326.2162552777,US
2021-02-28,1 wk ahead cum death,2021-03-06,quantile,0.99,533575.3056468238,US
2021-02-28,1 wk ahead inc case,2021-03-06,point,,462305.0,US
2021-02-28,1 wk ahead inc case,2021-03-06,quantile,0.025,325274.55389180494,US
2021-02-28,1 wk ahead inc case,2021-03-06,quantile,0.1,365188.6200153102,US
2021-02-28,1 wk ahead inc case,2021-03-06,quantile,0.25,408580.8640176252,US
2021-02-28,1 wk ahead inc case,2021-03-06,quantile,0.5,451424.6198846751,US
2021-02-28,1 wk ahead inc case,2021-03-06,quantile,0.75,507779.16316139075,US
2021-02-28,1 wk ahead inc case,2021-03-06,quantile,0.9,570094.7452000353,US
2021-02-28,1 wk ahead inc case,2021-03-06,quantile,0.975,643305.2260617033,US
2021-02-28,1 wk ahead inc death,2021-03-06,point,,11907.0,US
2021-02-28,1 wk ahead inc death,2021-03-06,quantile,0.01,5912.15765591232,US
2021-02-28,1 wk ahead inc death,2021-03-06,quantile,0.025,6623.5317111345,US
2021-02-28,1 wk ahead inc death,2021-03-06,quantile,0.05,7370.947089811338,US
2021-02-28,1 wk ahead inc death,2021-03-06,quantile,0.1,8198.926948297652,US
2021-02-28,1 wk ahead inc death,2021-03-06,quantile,0.15,8791.329064813975,US
2021-02-28,1 wk ahead inc death,2021-03-06,quantile,0.2,9251.01723133609,US
2021-02-28,1 wk ahead inc death,2021-03-06,quantile,0.25,9641.930572593898,US
2021-02-28,1 wk ahead inc death,2021-03-06,quantile,0.3,9984.56668926234,US
2021-02-28,1 wk ahead inc death,2021-03-06,quantile,0.35,10356.332233323777,US
2021-02-28,1 wk ahead inc death,2021-03-06,quantile,0.4,10636.151567515439,US
2021-02-28,1 wk ahead inc death,2021-03-06,quantile,0.45,10954.884100471707,US
2021-02-28,1 wk ahead inc death,2021-03-06,quantile,0.5,11533.177114225326,US
2021-02-28,1 wk ahead inc death,2021-03-06,quantile,0.55,11992.073851155159,US
2021-02-28,1 wk ahead inc death,2021-03-06,quantile,0.6,12559.541440794426,US
2021-02-28,1 wk ahead inc death,2021-03-06,quantile,0.65,13078.553872955694,US
2021-02-28,1 wk ahead inc death,2021-03-06,quantile,0.7,13607.206799200081,US
2021-02-28,1 wk ahead inc death,2021-03-06,quantile,0.75,13930.922089188101,US
2021-02-28,1 wk ahead inc death,2021-03-06,quantile,0.8,14333.724677202212,US
2021-02-28,1 wk ahead inc death,2021-03-06,quantile,0.85,14942.907912447286,US
2021-02-28,1 wk ahead inc death,2021-03-06,quantile,0.9,15744.095982032624,US
2021-02-28,1 wk ahead inc death,2021-03-06,quantile,0.95,17809.664380023663,US
2021-02-28,1 wk ahead inc death,2021-03-06,quantile,0.975,19335.21625527774,US
2021-02-28,1 wk ahead inc death,2021-03-06,quantile,0.99,21584.30564682384,US
2021-02-28,2 wk ahead cum death,2021-03-13,point,,534086.0,US
2021-02-28,2 wk ahead cum death,2021-03-13,quantile,0.01,523078.63961632235,US
2021-02-28,2 wk ahead cum death,2021-03-13,quantile,0.025,524477.905476137,US
2021-02-28,2 wk ahead cum death,2021-03-13,quantile,0.05,525826.9193501024,US
2021-02-28,2 wk ahead cum death,2021-03-13,quantile,0.1,527256.9676727641,US
2021-02-28,2 wk ahead cum death,2021-03-13,quantile,0.15,528308.9986165613,US
2021-02-28,2 wk ahead cum death,2021-03-13,quantile,0.2,529242.5282359899,US
2021-02-28,2 wk ahead cum death,2021-03-13,quantile,0.25,529965.0563313768,US
2021-02-28,2 wk ahead cum death,2021-03-13,quantile,0.3,530597.1268337879,US
2021-02-28,2 wk ahead cum death,2021-03-13,quantile,0.35,531301.9971424262,US
2021-02-28,2 wk ahead cum death,2021-03-13,quantile,0.4,531878.7173395914,US
2021-02-28,2 wk ahead cum death,2021-03-13,quantile,0.45,532399.8035806307,US
2021-02-28,2 wk ahead cum death,2021-03-13,quantile,0.5,533180.9458199589,US
2021-02-28,2 wk ahead cum death,2021-03-13,quantile,0.55,533904.2303116608,US
2021-02-28,2 wk ahead cum death,2021-03-13,quantile,0.6,534858.8012112505,US
2021-02-28,2 wk ahead cum death,2021-03-13,quantile,0.65,535754.8280502193,US
2021-02-28,2 wk ahead cum death,2021-03-13,quantile,0.7,536798.5304752982,US
2021-02-28,2 wk ahead cum death,2021-03-13,quantile,0.75,537544.3147804175,US
2021-02-28,2 wk ahead cum death,2021-03-13,quantile,0.8,538517.9937232116,US
2021-02-28,2 wk ahead cum death,2021-03-13,quantile,0.85,539846.0380259401,US
2021-02-28,2 wk ahead cum death,2021-03-13,quantile,0.9,541980.0528044121,US
2021-02-28,2 wk ahead cum death,2021-03-13,quantile,0.95,545422.6616187016,US
2021-02-28,2 wk ahead cum death,2021-03-13,quantile,0.975,547948.5263923223,US
2021-02-28,2 wk ahead cum death,2021-03-13,quantile,0.99,552374.8672687118,US
2021-02-28,2 wk ahead inc case,2021-03-13,point,,470378.0,US
2021-02-28,2 wk ahead inc case,2021-03-13,quantile,0.025,343303.2522363374,US
2021-02-28,2 wk ahead inc case,2021-03-13,quantile,0.1,383413.6199526359,US
2021-02-28,2 wk ahead inc case,2021-03-13,quantile,0.25,421422.24474884203,US
2021-02-28,2 wk ahead inc case,2021-03-13,quantile,0.5,461817.58602200914,US
2021-02-28,2 wk ahead inc case,2021-03-13,quantile,0.75,508795.2150452498,US
2021-02-28,2 wk ahead inc case,2021-03-13,quantile,0.9,572929.6201199297,US
2021-02-28,2 wk ahead inc case,2021-03-13,quantile,0.975,648177.7096751719,US
2021-02-28,2 wk ahead inc death,2021-03-13,point,,10188.0,US
2021-02-28,2 wk ahead inc death,2021-03-13,quantile,0.01,5175.481960410027,US
2021-02-28,2 wk ahead inc death,2021-03-13,quantile,0.025,5863.3737650026,US
2021-02-28,2 wk ahead inc death,2021-03-13,quantile,0.05,6464.972260291013,US
2021-02-28,2 wk ahead inc death,2021-03-13,quantile,0.1,7067.040724466387,US
2021-02-28,2 wk ahead inc death,2021-03-13,quantile,0.15,7526.6695517472035,US
2021-02-28,2 wk ahead inc death,2021-03-13,quantile,0.2,8000.5110046537675,US
2021-02-28,2 wk ahead inc death,2021-03-13,quantile,0.25,8332.125758782984,US
2021-02-28,2 wk ahead inc death,2021-03-13,quantile,0.3,8621.560144525512,US
2021-02-28,2 wk ahead inc death,2021-03-13,quantile,0.35,8954.664909102195,US
2021-02-28,2 wk ahead inc death,2021-03-13,quantile,0.4,9251.565772076085,US
2021-02-28,2 wk ahead inc death,2021-03-13,quantile,0.45,9453.919480158966,US
2021-02-28,2 wk ahead inc death,2021-03-13,quantile,0.5,9656.768705733877,US
2021-02-28,2 wk ahead inc death,2021-03-13,quantile,0.55,9921.156460505712,US
2021-02-28,2 wk ahead inc death,2021-03-13,quantile,0.6,10308.25977045621,US
2021-02-28,2 wk ahead inc death,2021-03-13,quantile,0.65,10685.274177263676,US
2021-02-28,2 wk ahead inc death,2021-03-13,quantile,0.7,11200.323676097953,US
2021-02-28,2 wk ahead inc death,2021-03-13,quantile,0.75,11622.392691229183,US
2021-02-28,2 wk ahead inc death,2021-03-13,quantile,0.8,12193.26904600928,US
2021-02-28,2 wk ahead inc death,2021-03-13,quantile,0.85,12912.13011349279,US
2021-02-28,2 wk ahead inc death,2021-03-13,quantile,0.9,14244.956822379312,US
2021-02-28,2 wk ahead inc death,2021-03-13,quantile,0.95,15621.99723867776,US
2021-02-28,2 wk ahead inc death,2021-03-13,quantile,0.975,16622.310137044475,US
2021-02-28,2 wk ahead inc death,2021-03-13,quantile,0.99,18799.561621887988,US
2021-02-28,3 wk ahead cum death,2021-03-20,point,,542876.0,US
2021-02-28,3 wk ahead cum death,2021-03-20,quantile,0.01,527463.2217031874,US
2021-02-28,3 wk ahead cum death,2021-03-20,quantile,0.025,529573.2758321086,US
2021-02-28,3 wk ahead cum death,2021-03-20,quantile,0.05,531675.8042748384,US
2021-02-28,3 wk ahead cum death,2021-03-20,quantile,0.1,533795.5699931292,US
2021-02-28,3 wk ahead cum death,2021-03-20,quantile,0.15,535179.054340345,US
2021-02-28,3 wk ahead cum death,2021-03-20,quantile,0.2,536413.5712298378,US
2021-02-28,3 wk ahead cum death,2021-03-20,quantile,0.25,537396.7403171327,US
2021-02-28,3 wk ahead cum death,2021-03-20,quantile,0.3,538224.7301712015,US
2021-02-28,3 wk ahead cum death,2021-03-20,quantile,0.35,539128.5040741797,US
2021-02-28,3 wk ahead cum death,2021-03-20,quantile,0.4,539893.0483675123,US
2021-02-28,3 wk ahead cum death,2021-03-20,quantile,0.45,540597.2758514014,US
2021-02-28,3 wk ahead cum death,2021-03-20,quantile,0.5,541596.0135470744,US
2021-02-28,3 wk ahead cum death,2021-03-20,quantile,0.55,542594.9639577685,US
2021-02-28,3 wk ahead cum death,2021-03-20,quantile,0.6,543784.1951594043,US
2021-02-28,3 wk ahead cum death,2021-03-20,quantile,0.65,544999.5927683732,US
2021-02-28,3 wk ahead cum death,2021-03-20,quantile,0.7,546274.09922682,US
2021-02-28,3 wk ahead cum death,2021-03-20,quantile,0.75,547338.5225799765,US
2021-02-28,3 wk ahead cum death,2021-03-20,quantile,0.8,548664.3026035464,US
2021-02-28,3 wk ahead cum death,2021-03-20,quantile,0.85,550474.5043036194,US
2021-02-28,3 wk ahead cum death,2021-03-20,quantile,0.9,553452.3571354463,US
2021-02-28,3 wk ahead cum death,2021-03-20,quantile,0.95,558422.8586480162,US
2021-02-28,3 wk ahead cum death,2021-03-20,quantile,0.975,562437.9721909827,US
2021-02-28,3 wk ahead cum death,2021-03-20,quantile,0.99,569073.6971478763,US
2021-02-28,3 wk ahead inc case,2021-03-20,point,,475113.0,US
2021-02-28,3 wk ahead inc case,2021-03-20,quantile,0.025,357569.855178926,US
2021-02-28,3 wk ahead inc case,2021-03-20,quantile,0.1,400773.08521341963,US
2021-02-28,3 wk ahead inc case,2021-03-20,quantile,0.25,430769.45130042505,US
2021-02-28,3 wk ahead inc case,2021-03-20,quantile,0.5,468810.8027779324,US
2021-02-28,3 wk ahead inc case,2021-03-20,quantile,0.75,511186.3749529803,US
2021-02-28,3 wk ahead inc case,2021-03-20,quantile,0.9,553405.5741060034,US
2021-02-28,3 wk ahead inc case,2021-03-20,quantile,0.975,632566.2631067812,US
2021-02-28,3 wk ahead inc death,2021-03-20,point,,8790.0,US
2021-02-28,3 wk ahead inc death,2021-03-20,quantile,0.01,4384.582086865001,US
2021-02-28,3 wk ahead inc death,2021-03-20,quantile,0.025,5095.370355971621,US
2021-02-28,3 wk ahead inc death,2021-03-20,quantile,0.05,5848.8849247359185,US
2021-02-28,3 wk ahead inc death,2021-03-20,quantile,0.1,6538.602320365313,US
2021-02-28,3 wk ahead inc death,2021-03-20,quantile,0.15,6870.055723783999,US
2021-02-28,3 wk ahead inc death,2021-03-20,quantile,0.2,7171.042993848181,US
2021-02-28,3 wk ahead inc death,2021-03-20,quantile,0.25,7431.683985755896,US
2021-02-28,3 wk ahead inc death,2021-03-20,quantile,0.3,7627.603337413738,US
2021-02-28,3 wk ahead inc death,2021-03-20,quantile,0.35,7826.506931753422,US
2021-02-28,3 wk ahead inc death,2021-03-20,quantile,0.4,8014.331027920785,US
2021-02-28,3 wk ahead inc death,2021-03-20,quantile,0.45,8197.47227077071,US
2021-02-28,3 wk ahead inc death,2021-03-20,quantile,0.5,8415.067727115273,US
2021-02-28,3 wk ahead inc death,2021-03-20,quantile,0.55,8690.733646107712,US
2021-02-28,3 wk ahead inc death,2021-03-20,quantile,0.6,8925.3939481541,US
2021-02-28,3 wk ahead inc death,2021-03-20,quantile,0.65,9244.764718153816,US
2021-02-28,3 wk ahead inc death,2021-03-20,quantile,0.7,9475.568751521912,US
