forecast_date,target,target_end_date,type,quantile,location,value
2021-06-13,1 wk ahead inc case,2021-06-19,point,,US,94691.0
2021-06-13,2 wk ahead inc case,2021-06-26,point,,US,92752.0
2021-06-13,3 wk ahead inc case,2021-07-03,point,,US,89998.0
2021-06-13,4 wk ahead inc case,2021-07-10,point,,US,89486.0
2021-06-13,1 wk ahead inc case,2021-06-19,point,,60,0.0
2021-06-13,1 wk ahead inc case,2021-06-19,point,,66,53.0
2021-06-13,1 wk ahead inc case,2021-06-19,point,,69,3.0
2021-06-13,1 wk ahead inc case,2021-06-19,point,,72,285.0
2021-06-13,1 wk ahead inc case,2021-06-19,point,,78,207.0
2021-06-13,1 wk ahead inc case,2021-06-19,point,,01,2198.0
2021-06-13,1 wk ahead inc case,2021-06-19,point,,02,174.0
2021-06-13,1 wk ahead inc case,2021-06-19,point,,04,2749.0
2021-06-13,1 wk ahead inc case,2021-06-19,point,,05,1238.0
2021-06-13,1 wk ahead inc case,2021-06-19,point,,06,6882.0
2021-06-13,1 wk ahead inc case,2021-06-19,point,,08,3872.0
2021-06-13,1 wk ahead inc case,2021-06-19,point,,09,410.0
2021-06-13,1 wk ahead inc case,2021-06-19,point,,10,226.0
2021-06-13,1 wk ahead inc case,2021-06-19,point,,11,118.0
2021-06-13,1 wk ahead inc case,2021-06-19,point,,12,6952.0
2021-06-13,1 wk ahead inc case,2021-06-19,point,,13,2390.0
2021-06-13,1 wk ahead inc case,2021-06-19,point,,15,360.0
2021-06-13,1 wk ahead inc case,2021-06-19,point,,16,706.0
2021-06-13,1 wk ahead inc case,2021-06-19,point,,17,2389.0
2021-06-13,1 wk ahead inc case,2021-06-19,point,,18,2256.0
2021-06-13,1 wk ahead inc case,2021-06-19,point,,19,480.0
2021-06-13,1 wk ahead inc case,2021-06-19,point,,20,830.0
2021-06-13,1 wk ahead inc case,2021-06-19,point,,21,1995.0
2021-06-13,1 wk ahead inc case,2021-06-19,point,,22,2362.0
2021-06-13,1 wk ahead inc case,2021-06-19,point,,23,341.0
2021-06-13,1 wk ahead inc case,2021-06-19,point,,24,680.0
2021-06-13,1 wk ahead inc case,2021-06-19,point,,25,904.0
2021-06-13,1 wk ahead inc case,2021-06-19,point,,26,2176.0
2021-06-13,1 wk ahead inc case,2021-06-19,point,,27,1180.0
2021-06-13,1 wk ahead inc case,2021-06-19,point,,28,733.0
