forecast_date,target,target_end_date,type,quantile,location,value
2021-12-12,1 wk ahead inc case,2021-12-18,point,,US,956500.0
2021-12-12,2 wk ahead inc case,2021-12-25,point,,US,1051010.0
2021-12-12,3 wk ahead inc case,2022-01-01,point,,US,1185653.0
2021-12-12,4 wk ahead inc case,2022-01-08,point,,US,1340490.0
2021-12-12,1 wk ahead inc case,2021-12-18,point,,60,4.0
2021-12-12,1 wk ahead inc case,2021-12-18,point,,66,78.0
2021-12-12,1 wk ahead inc case,2021-12-18,point,,69,284.0
2021-12-12,1 wk ahead inc case,2021-12-18,point,,72,826.0
2021-12-12,1 wk ahead inc case,2021-12-18,point,,78,78.0
2021-12-12,1 wk ahead inc case,2021-12-18,point,,01,4505.0
2021-12-12,1 wk ahead inc case,2021-12-18,point,,02,1420.0
2021-12-12,1 wk ahead inc case,2021-12-18,point,,04,28230.0
2021-12-12,1 wk ahead inc case,2021-12-18,point,,05,6629.0
2021-12-12,1 wk ahead inc case,2021-12-18,point,,06,52291.0
2021-12-12,1 wk ahead inc case,2021-12-18,point,,08,16163.0
2021-12-12,1 wk ahead inc case,2021-12-18,point,,09,17376.0
2021-12-12,1 wk ahead inc case,2021-12-18,point,,10,5394.0
2021-12-12,1 wk ahead inc case,2021-12-18,point,,11,1710.0
2021-12-12,1 wk ahead inc case,2021-12-18,point,,12,14072.0
2021-12-12,1 wk ahead inc case,2021-12-18,point,,13,11643.0
2021-12-12,1 wk ahead inc case,2021-12-18,point,,15,893.0
2021-12-12,1 wk ahead inc case,2021-12-18,point,,16,2994.0
2021-12-12,1 wk ahead inc case,2021-12-18,point,,17,59028.0
2021-12-12,1 wk ahead inc case,2021-12-18,point,,18,38400.0
2021-12-12,1 wk ahead inc case,2021-12-18,point,,19,14790.0
2021-12-12,1 wk ahead inc case,2021-12-18,point,,20,15234.0
2021-12-12,1 wk ahead inc case,2021-12-18,point,,21,18796.0
2021-12-12,1 wk ahead inc case,2021-12-18,point,,22,3546.0
2021-12-12,1 wk ahead inc case,2021-12-18,point,,23,7284.0
2021-12-12,1 wk ahead inc case,2021-12-18,point,,25,39187.0
2021-12-12,1 wk ahead inc case,2021-12-18,point,,26,56781.0
2021-12-12,1 wk ahead inc case,2021-12-18,point,,27,31633.0
2021-12-12,1 wk ahead inc case,2021-12-18,point,,28,3974.0
2021-12-12,1 wk ahead inc case,2021-12-18,point,,29,24972.0
2021-12-12,1 wk ahead inc case,2021-12-18,point,,30,1545.0
2021-12-12,1 wk ahead inc case,2021-12-18,point,,31,8466.0
2021-12-12,1 wk ahead inc case,2021-12-18,point,,32,4867.0
2021-12-12,1 wk ahead inc case,2021-12-18,point,,33,10286.0
2021-12-12,1 wk ahead inc case,2021-12-18,point,,34,37243.0
2021-12-12,1 wk ahead inc case,2021-12-18,point,,35,10253.0
2021-12-12,1 wk ahead inc case,2021-12-18,point,,36,78082.0
2021-12-12,1 wk ahead inc case,2021-12-18,point,,37,26159.0
2021-12-12,1 wk ahead inc case,2021-12-18,point,,38,2774.0
2021-12-12,1 wk ahead inc case,2021-12-18,point,,39,56985.0
2021-12-12,1 wk ahead inc case,2021-12-18,point,,40,11612.0
2021-12-12,1 wk ahead inc case,2021-12-18,point,,41,6616.0
2021-12-12,1 wk ahead inc case,2021-12-18,point,,42,58779.0
2021-12-12,1 wk ahead inc case,2021-12-18,point,,44,7840.0
2021-12-12,1 wk ahead inc case,2021-12-18,point,,45,9208.0
2021-12-12,1 wk ahead inc case,2021-12-18,point,,46,3174.0
2021-12-12,1 wk ahead inc case,2021-12-18,point,,47,14578.0
2021-12-12,1 wk ahead inc case,2021-12-18,point,,48,34606.0
2021-12-12,1 wk ahead inc case,2021-12-18,point,,49,9580.0
2021-12-12,1 wk ahead inc case,2021-12-18,point,,50,3741.0
2021-12-12,1 wk ahead inc case,2021-12-18,point,,51,21292.0
2021-12-12,1 wk ahead inc case,2021-12-18,point,,53,11377.0
2021-12-12,1 wk ahead inc case,2021-12-18,point,,54,8433.0
2021-12-12,1 wk ahead inc case,2021-12-18,point,,55,26222.0
