forecast_date,target,target_end_date,type,quantile,location,value
2021-04-11,1 wk ahead inc case,2021-04-17,point,,US,499298.0
2021-04-11,1 wk ahead inc case,2021-04-17,quantile,0.025,US,382976.5803741502
2021-04-11,1 wk ahead inc case,2021-04-17,quantile,0.1,US,427268.80177602824
2021-04-11,1 wk ahead inc case,2021-04-17,quantile,0.25,US,459273.12549524836
2021-04-11,1 wk ahead inc case,2021-04-17,quantile,0.5,US,494056.39568875404
2021-04-11,1 wk ahead inc case,2021-04-17,quantile,0.75,US,534059.7109852852
2021-04-11,1 wk ahead inc case,2021-04-17,quantile,0.9,US,582482.5938613841
2021-04-11,1 wk ahead inc case,2021-04-17,quantile,0.975,US,637302.8928066068
2021-04-11,2 wk ahead inc case,2021-04-24,point,,US,531386.5
2021-04-11,2 wk ahead inc case,2021-04-24,quantile,0.025,US,417430.3685814744
2021-04-11,2 wk ahead inc case,2021-04-24,quantile,0.1,US,453800.553933915
2021-04-11,2 wk ahead inc case,2021-04-24,quantile,0.25,US,485421.3547337642
2021-04-11,2 wk ahead inc case,2021-04-24,quantile,0.5,US,526413.9239966476
2021-04-11,2 wk ahead inc case,2021-04-24,quantile,0.75,US,569429.5055591384
2021-04-11,2 wk ahead inc case,2021-04-24,quantile,0.9,US,614499.5163274682
2021-04-11,2 wk ahead inc case,2021-04-24,quantile,0.975,US,677123.9206128691
2021-04-11,3 wk ahead inc case,2021-05-01,point,,US,562274.0
2021-04-11,3 wk ahead inc case,2021-05-01,quantile,0.025,US,443724.9175218628
2021-04-11,3 wk ahead inc case,2021-05-01,quantile,0.1,US,480664.8264674734
2021-04-11,3 wk ahead inc case,2021-05-01,quantile,0.25,US,514830.98966747965
2021-04-11,3 wk ahead inc case,2021-05-01,quantile,0.5,US,558405.0333716142
2021-04-11,3 wk ahead inc case,2021-05-01,quantile,0.75,US,600925.6135765202
2021-04-11,3 wk ahead inc case,2021-05-01,quantile,0.9,US,649577.0082555572
2021-04-11,3 wk ahead inc case,2021-05-01,quantile,0.975,US,713118.5351912187
2021-04-11,4 wk ahead inc case,2021-05-08,point,,US,596825.0
2021-04-11,4 wk ahead inc case,2021-05-08,quantile,0.025,US,472606.9059572083
2021-04-11,4 wk ahead inc case,2021-05-08,quantile,0.1,US,508180.9782591702
2021-04-11,4 wk ahead inc case,2021-05-08,quantile,0.25,US,548127.0285481814
2021-04-11,4 wk ahead inc case,2021-05-08,quantile,0.5,US,592476.1684480008
2021-04-11,4 wk ahead inc case,2021-05-08,quantile,0.75,US,640171.5493835916
2021-04-11,4 wk ahead inc case,2021-05-08,quantile,0.9,US,689742.9078487088
2021-04-11,4 wk ahead inc case,2021-05-08,quantile,0.975,US,752492.9793866577
2021-04-11,1 wk ahead inc case,2021-04-17,point,,66,96.5
2021-04-11,1 wk ahead inc case,2021-04-17,point,,69,4.0
2021-04-11,1 wk ahead inc case,2021-04-17,point,,72,3099.0
2021-04-11,1 wk ahead inc case,2021-04-17,point,,78,73.5
2021-04-11,1 wk ahead inc case,2021-04-17,point,,01,1895.0
2021-04-11,1 wk ahead inc case,2021-04-17,point,,02,1434.5
2021-04-11,1 wk ahead inc case,2021-04-17,point,,04,5054.0
2021-04-11,1 wk ahead inc case,2021-04-17,point,,05,1050.5
2021-04-11,1 wk ahead inc case,2021-04-17,point,,06,21004.5
2021-04-11,1 wk ahead inc case,2021-04-17,point,,08,11387.0
2021-04-11,1 wk ahead inc case,2021-04-17,point,,09,8228.0
2021-04-11,1 wk ahead inc case,2021-04-17,point,,10,2442.5
2021-04-11,1 wk ahead inc case,2021-04-17,point,,11,906.5
2021-04-11,1 wk ahead inc case,2021-04-17,point,,12,43772.0
2021-04-11,1 wk ahead inc case,2021-04-17,point,,13,8701.0
2021-04-11,1 wk ahead inc case,2021-04-17,point,,15,922.0
2021-04-11,1 wk ahead inc case,2021-04-17,point,,16,2036.0
2021-04-11,1 wk ahead inc case,2021-04-17,point,,17,25918.5
2021-04-11,1 wk ahead inc case,2021-04-17,point,,18,7701.5
2021-04-11,1 wk ahead inc case,2021-04-17,point,,19,3646.0
2021-04-11,1 wk ahead inc case,2021-04-17,point,,20,1346.5
2021-04-11,1 wk ahead inc case,2021-04-17,point,,21,3745.0
2021-04-11,1 wk ahead inc case,2021-04-17,point,,22,2756.0
2021-04-11,1 wk ahead inc case,2021-04-17,point,,23,2348.5
2021-04-11,1 wk ahead inc case,2021-04-17,point,,24,9720.5
2021-04-11,1 wk ahead inc case,2021-04-17,point,,25,14741.0
2021-04-11,1 wk ahead inc case,2021-04-17,point,,26,57448.0
2021-04-11,1 wk ahead inc case,2021-04-17,point,,27,15646.0
2021-04-11,1 wk ahead inc case,2021-04-17,point,,28,1292.0
2021-04-11,1 wk ahead inc case,2021-04-17,point,,29,4313.5
2021-04-11,1 wk ahead inc case,2021-04-17,point,,30,1028.5
2021-04-11,1 wk ahead inc case,2021-04-17,point,,31,3307.0
2021-04-11,1 wk ahead inc case,2021-04-17,point,,32,2478.0
2021-04-11,1 wk ahead inc case,2021-04-17,point,,33,3154.5
2021-04-11,1 wk ahead inc case,2021-04-17,point,,34,29266.5
2021-04-11,1 wk ahead inc case,2021-04-17,point,,35,1265.0
2021-04-11,1 wk ahead inc case,2021-04-17,point,,36,53969.5
2021-04-11,1 wk ahead inc case,2021-04-17,point,,37,12125.0
2021-04-11,1 wk ahead inc case,2021-04-17,point,,38,1160.5
2021-04-11,1 wk ahead inc case,2021-04-17,point,,39,15005.0
2021-04-11,1 wk ahead inc case,2021-04-17,point,,40,2198.0
2021-04-11,1 wk ahead inc case,2021-04-17,point,,41,3534.5
2021-04-11,1 wk ahead inc case,2021-04-17,point,,42,32688.5
2021-04-11,1 wk ahead inc case,2021-04-17,point,,44,2874.0
2021-04-11,1 wk ahead inc case,2021-04-17,point,,45,6786.5
2021-04-11,1 wk ahead inc case,2021-04-17,point,,46,1251.5
2021-04-11,1 wk ahead inc case,2021-04-17,point,,47,7647.0
2021-04-11,1 wk ahead inc case,2021-04-17,point,,48,23968.5
2021-04-11,1 wk ahead inc case,2021-04-17,point,,49,2938.0
2021-04-11,1 wk ahead inc case,2021-04-17,point,,50,1273.0
2021-04-11,1 wk ahead inc case,2021-04-17,point,,51,10681.0
2021-04-11,1 wk ahead inc case,2021-04-17,point,,53,8172.0
2021-04-11,1 wk ahead inc case,2021-04-17,point,,54,2720.0
2021-04-11,1 wk ahead inc case,2021-04-17,point,,55,6632.0
2021-04-11,1 wk ahead inc case,2021-04-17,point,,56,444.5
2021-04-11,2 wk ahead inc case,2021-04-24,point,,66,93.5
2021-04-11,2 wk ahead inc case,2021-04-24,point,,69,4.0
2021-04-11,2 wk ahead inc case,2021-04-24,point,,72,2974.0
2021-04-11,2 wk ahead inc case,2021-04-24,point,,78,56.0
2021-04-11,2 wk ahead inc case,2021-04-24,point,,01,1793.5
2021-04-11,2 wk ahead inc case,2021-04-24,point,,02,1577.5
2021-04-11,2 wk ahead inc case,2021-04-24,point,,04,5579.0
2021-04-11,2 wk ahead inc case,2021-04-24,point,,05,1013.0
2021-04-11,2 wk ahead inc case,2021-04-24,point,,06,22065.5
2021-04-11,2 wk ahead inc case,2021-04-24,point,,08,12403.5
2021-04-11,2 wk ahead inc case,2021-04-24,point,,09,8676.0
2021-04-11,2 wk ahead inc case,2021-04-24,point,,10,2640.5
2021-04-11,2 wk ahead inc case,2021-04-24,point,,11,977.5
2021-04-11,2 wk ahead inc case,2021-04-24,point,,12,48370.5
2021-04-11,2 wk ahead inc case,2021-04-24,point,,13,8720.0
2021-04-11,2 wk ahead inc case,2021-04-24,point,,15,1056.0
2021-04-11,2 wk ahead inc case,2021-04-24,point,,16,2050.0
2021-04-11,2 wk ahead inc case,2021-04-24,point,,17,29786.0
2021-04-11,2 wk ahead inc case,2021-04-24,point,,18,8158.0
2021-04-11,2 wk ahead inc case,2021-04-24,point,,19,3834.0
2021-04-11,2 wk ahead inc case,2021-04-24,point,,20,1343.5
2021-04-11,2 wk ahead inc case,2021-04-24,point,,21,3704.0
2021-04-11,2 wk ahead inc case,2021-04-24,point,,22,2666.0
2021-04-11,2 wk ahead inc case,2021-04-24,point,,23,2730.0
2021-04-11,2 wk ahead inc case,2021-04-24,point,,24,10166.0
2021-04-11,2 wk ahead inc case,2021-04-24,point,,25,15142.5
2021-04-11,2 wk ahead inc case,2021-04-24,point,,26,63933.5
2021-04-11,2 wk ahead inc case,2021-04-24,point,,27,17355.0
2021-04-11,2 wk ahead inc case,2021-04-24,point,,28,1202.0
2021-04-11,2 wk ahead inc case,2021-04-24,point,,29,4285.5
2021-04-11,2 wk ahead inc case,2021-04-24,point,,30,998.5
2021-04-11,2 wk ahead inc case,2021-04-24,point,,31,3787.5
2021-04-11,2 wk ahead inc case,2021-04-24,point,,32,2649.0
2021-04-11,2 wk ahead inc case,2021-04-24,point,,33,3470.0
2021-04-11,2 wk ahead inc case,2021-04-24,point,,34,30850.0
2021-04-11,2 wk ahead inc case,2021-04-24,point,,35,1254.5
2021-04-11,2 wk ahead inc case,2021-04-24,point,,36,54876.5
2021-04-11,2 wk ahead inc case,2021-04-24,point,,37,12136.0
2021-04-11,2 wk ahead inc case,2021-04-24,point,,38,1260.5
2021-04-11,2 wk ahead inc case,2021-04-24,point,,39,16216.5
2021-04-11,2 wk ahead inc case,2021-04-24,point,,40,2118.0
2021-04-11,2 wk ahead inc case,2021-04-24,point,,41,3890.5
2021-04-11,2 wk ahead inc case,2021-04-24,point,,42,34899.0
2021-04-11,2 wk ahead inc case,2021-04-24,point,,44,2989.5
2021-04-11,2 wk ahead inc case,2021-04-24,point,,45,6765.5
2021-04-11,2 wk ahead inc case,2021-04-24,point,,46,1223.5
2021-04-11,2 wk ahead inc case,2021-04-24,point,,47,7068.5
2021-04-11,2 wk ahead inc case,2021-04-24,point,,48,25225.5
2021-04-11,2 wk ahead inc case,2021-04-24,point,,49,3161.0
2021-04-11,2 wk ahead inc case,2021-04-24,point,,50,1430.5
2021-04-11,2 wk ahead inc case,2021-04-24,point,,51,11549.0
2021-04-11,2 wk ahead inc case,2021-04-24,point,,53,8764.0
2021-04-11,2 wk ahead inc case,2021-04-24,point,,54,2723.0
2021-04-11,2 wk ahead inc case,2021-04-24,point,,55,7210.0
2021-04-11,2 wk ahead inc case,2021-04-24,point,,56,513.5
2021-04-11,3 wk ahead inc case,2021-05-01,point,,66,100.5
2021-04-11,3 wk ahead inc case,2021-05-01,point,,69,3.5
2021-04-11,3 wk ahead inc case,2021-05-01,point,,72,2949.5
2021-04-11,3 wk ahead inc case,2021-05-01,point,,78,46.5
2021-04-11,3 wk ahead inc case,2021-05-01,point,,01,1738.0
2021-04-11,3 wk ahead inc case,2021-05-01,point,,02,1763.0
2021-04-11,3 wk ahead inc case,2021-05-01,point,,04,6069.5
