forecast_date,target,target_end_date,type,quantile,value,location
2021-03-07,1 wk ahead inc case,2021-03-13,point,,412454.0,US
2021-03-07,1 wk ahead inc case,2021-03-13,quantile,0.025,301787.51060280454,US
2021-03-07,1 wk ahead inc case,2021-03-13,quantile,0.1,341186.16987040243,US
2021-03-07,1 wk ahead inc case,2021-03-13,quantile,0.25,374149.64604400174,US
2021-03-07,1 wk ahead inc case,2021-03-13,quantile,0.5,406273.5775345301,US
2021-03-07,1 wk ahead inc case,2021-03-13,quantile,0.75,444392.8606212045,US
2021-03-07,1 wk ahead inc case,2021-03-13,quantile,0.9,485205.33712465724,US
2021-03-07,1 wk ahead inc case,2021-03-13,quantile,0.975,568356.9680600772,US
2021-03-07,2 wk ahead inc case,2021-03-20,point,,412083.0,US
2021-03-07,2 wk ahead inc case,2021-03-20,quantile,0.025,312614.9127759504,US
2021-03-07,2 wk ahead inc case,2021-03-20,quantile,0.1,347471.13426037424,US
2021-03-07,2 wk ahead inc case,2021-03-20,quantile,0.25,376672.8359168115,US
2021-03-07,2 wk ahead inc case,2021-03-20,quantile,0.5,404341.23511629086,US
2021-03-07,2 wk ahead inc case,2021-03-20,quantile,0.75,443391.34710032993,US
2021-03-07,2 wk ahead inc case,2021-03-20,quantile,0.9,482142.14998339885,US
2021-03-07,2 wk ahead inc case,2021-03-20,quantile,0.975,550886.9556931689,US
2021-03-07,3 wk ahead inc case,2021-03-27,point,,420999.0,US
2021-03-07,3 wk ahead inc case,2021-03-27,quantile,0.025,322858.3281038571,US
2021-03-07,3 wk ahead inc case,2021-03-27,quantile,0.1,358151.2539542607,US
2021-03-07,3 wk ahead inc case,2021-03-27,quantile,0.25,382705.5245810907,US
2021-03-07,3 wk ahead inc case,2021-03-27,quantile,0.5,413613.5738145343,US
2021-03-07,3 wk ahead inc case,2021-03-27,quantile,0.75,453912.7484972737,US
2021-03-07,3 wk ahead inc case,2021-03-27,quantile,0.9,489012.1205288293,US
2021-03-07,3 wk ahead inc case,2021-03-27,quantile,0.975,557882.053267314,US
2021-03-07,4 wk ahead inc case,2021-04-03,point,,430221.0,US
2021-03-07,4 wk ahead inc case,2021-04-03,quantile,0.025,329811.22825771506,US
2021-03-07,4 wk ahead inc case,2021-04-03,quantile,0.1,368773.51313454553,US
2021-03-07,4 wk ahead inc case,2021-04-03,quantile,0.25,393798.8431447105,US
2021-03-07,4 wk ahead inc case,2021-04-03,quantile,0.5,424429.31139502366,US
2021-03-07,4 wk ahead inc case,2021-04-03,quantile,0.75,465175.309051746,US
2021-03-07,4 wk ahead inc case,2021-04-03,quantile,0.9,491810.8590838592,US
2021-03-07,4 wk ahead inc case,2021-04-03,quantile,0.975,551113.3874204053,US
2021-03-07,1 wk ahead inc case,2021-03-13,point,,4252.0,01
2021-03-07,1 wk ahead inc case,2021-03-13,point,,1058.0,02
2021-03-07,1 wk ahead inc case,2021-03-13,point,,8354.0,04
2021-03-07,1 wk ahead inc case,2021-03-13,point,,2602.0,05
2021-03-07,1 wk ahead inc case,2021-03-13,point,,29979.0,06
2021-03-07,1 wk ahead inc case,2021-03-13,point,,8451.0,08
2021-03-07,1 wk ahead inc case,2021-03-13,point,,5332.0,09
2021-03-07,1 wk ahead inc case,2021-03-13,point,,1779.0,10
2021-03-07,1 wk ahead inc case,2021-03-13,point,,800.0,11
2021-03-07,1 wk ahead inc case,2021-03-13,point,,38015.0,12
2021-03-07,1 wk ahead inc case,2021-03-13,point,,17653.0,13
2021-03-07,1 wk ahead inc case,2021-03-13,point,,418.0,15
2021-03-07,1 wk ahead inc case,2021-03-13,point,,1941.0,16
2021-03-07,1 wk ahead inc case,2021-03-13,point,,12232.0,17
2021-03-07,1 wk ahead inc case,2021-03-13,point,,5326.0,18
2021-03-07,1 wk ahead inc case,2021-03-13,point,,3391.0,19
