forecast_date,target,target_end_date,type,quantile,value,location
2020-12-27,1 wk ahead cum death,2021-01-02,point,,350540.0,US
2020-12-27,1 wk ahead cum death,2021-01-02,quantile,0.01,343567.7548786498,US
2020-12-27,1 wk ahead cum death,2021-01-02,quantile,0.025,344799.5816331196,US
2020-12-27,1 wk ahead cum death,2021-01-02,quantile,0.05,345938.22151453886,US
2020-12-27,1 wk ahead cum death,2021-01-02,quantile,0.1,346926.4396887644,US
2020-12-27,1 wk ahead cum death,2021-01-02,quantile,0.15,347855.5609751589,US
2020-12-27,1 wk ahead cum death,2021-01-02,quantile,0.2,348271.47671616083,US
2020-12-27,1 wk ahead cum death,2021-01-02,quantile,0.25,348759.5272641609,US
2020-12-27,1 wk ahead cum death,2021-01-02,quantile,0.3,349069.59628117376,US
2020-12-27,1 wk ahead cum death,2021-01-02,quantile,0.35,349363.08724336757,US
2020-12-27,1 wk ahead cum death,2021-01-02,quantile,0.4,349654.78632398293,US
2020-12-27,1 wk ahead cum death,2021-01-02,quantile,0.45,349990.8173589922,US
2020-12-27,1 wk ahead cum death,2021-01-02,quantile,0.5,350214.1380949127,US
2020-12-27,1 wk ahead cum death,2021-01-02,quantile,0.55,350468.0446096779,US
2020-12-27,1 wk ahead cum death,2021-01-02,quantile,0.6,350842.19869429915,US
2020-12-27,1 wk ahead cum death,2021-01-02,quantile,0.65,351168.6188688191,US
2020-12-27,1 wk ahead cum death,2021-01-02,quantile,0.7,351616.24926789204,US
2020-12-27,1 wk ahead cum death,2021-01-02,quantile,0.75,352121.12107091345,US
2020-12-27,1 wk ahead cum death,2021-01-02,quantile,0.8,352761.0946907919,US
2020-12-27,1 wk ahead cum death,2021-01-02,quantile,0.85,353588.8641401396,US
2020-12-27,1 wk ahead cum death,2021-01-02,quantile,0.9,354561.0293996934,US
2020-12-27,1 wk ahead cum death,2021-01-02,quantile,0.95,356011.16730189824,US
2020-12-27,1 wk ahead cum death,2021-01-02,quantile,0.975,358361.6035851691,US
2020-12-27,1 wk ahead cum death,2021-01-02,quantile,0.99,359929.82967044285,US
2020-12-27,1 wk ahead inc case,2021-01-02,point,,1290530.0,US
2020-12-27,1 wk ahead inc case,2021-01-02,quantile,0.025,848121.2988695796,US
2020-12-27,1 wk ahead inc case,2021-01-02,quantile,0.1,990055.1398000799,US
2020-12-27,1 wk ahead inc case,2021-01-02,quantile,0.25,1153976.2629354536,US
2020-12-27,1 wk ahead inc case,2021-01-02,quantile,0.5,1291475.971475627,US
2020-12-27,1 wk ahead inc case,2021-01-02,quantile,0.75,1402498.8918849535,US
2020-12-27,1 wk ahead inc case,2021-01-02,quantile,0.9,1516878.3258373064,US
2020-12-27,1 wk ahead inc case,2021-01-02,quantile,0.975,1802288.6121283495,US
2020-12-27,1 wk ahead inc death,2021-01-02,point,,18634.0,US
2020-12-27,1 wk ahead inc death,2021-01-02,quantile,0.01,11661.754878649774,US
2020-12-27,1 wk ahead inc death,2021-01-02,quantile,0.025,12893.5816331196,US
2020-12-27,1 wk ahead inc death,2021-01-02,quantile,0.05,14032.221514538793,US
2020-12-27,1 wk ahead inc death,2021-01-02,quantile,0.1,15020.439688764405,US
2020-12-27,1 wk ahead inc death,2021-01-02,quantile,0.15,15949.560975159064,US
2020-12-27,1 wk ahead inc death,2021-01-02,quantile,0.2,16365.476716160998,US
2020-12-27,1 wk ahead inc death,2021-01-02,quantile,0.25,16853.527264160777,US
2020-12-27,1 wk ahead inc death,2021-01-02,quantile,0.3,17163.596281173606,US
2020-12-27,1 wk ahead inc death,2021-01-02,quantile,0.35,17457.087243367605,US
2020-12-27,1 wk ahead inc death,2021-01-02,quantile,0.4,17748.78632398289,US
2020-12-27,1 wk ahead inc death,2021-01-02,quantile,0.45,18084.817358992233,US
2020-12-27,1 wk ahead inc death,2021-01-02,quantile,0.5,18308.138094912618,US
2020-12-27,1 wk ahead inc death,2021-01-02,quantile,0.55,18562.044609677963,US
2020-12-27,1 wk ahead inc death,2021-01-02,quantile,0.6,18936.198694299146,US
2020-12-27,1 wk ahead inc death,2021-01-02,quantile,0.65,19262.618868819056,US
2020-12-27,1 wk ahead inc death,2021-01-02,quantile,0.7,19710.24926789208,US
2020-12-27,1 wk ahead inc death,2021-01-02,quantile,0.75,20215.12107091343,US
2020-12-27,1 wk ahead inc death,2021-01-02,quantile,0.8,20855.094690791924,US
2020-12-27,1 wk ahead inc death,2021-01-02,quantile,0.85,21682.86414013954,US
2020-12-27,1 wk ahead inc death,2021-01-02,quantile,0.9,22655.029399693463,US
2020-12-27,1 wk ahead inc death,2021-01-02,quantile,0.95,24105.167301898284,US
2020-12-27,1 wk ahead inc death,2021-01-02,quantile,0.975,26455.603585169174,US
2020-12-27,1 wk ahead inc death,2021-01-02,quantile,0.99,28023.829670442854,US
2020-12-27,2 wk ahead cum death,2021-01-09,point,,369007.0,US
2020-12-27,2 wk ahead cum death,2021-01-09,quantile,0.01,354747.02561221004,US
2020-12-27,2 wk ahead cum death,2021-01-09,quantile,0.025,357458.9817816957,US
2020-12-27,2 wk ahead cum death,2021-01-09,quantile,0.05,359584.3343398269,US
2020-12-27,2 wk ahead cum death,2021-01-09,quantile,0.1,361562.5014510642,US
2020-12-27,2 wk ahead cum death,2021-01-09,quantile,0.15,363136.46626474743,US
2020-12-27,2 wk ahead cum death,2021-01-09,quantile,0.2,364155.9289979977,US
2020-12-27,2 wk ahead cum death,2021-01-09,quantile,0.25,365136.40459449263,US
2020-12-27,2 wk ahead cum death,2021-01-09,quantile,0.3,365897.24228998926,US
2020-12-27,2 wk ahead cum death,2021-01-09,quantile,0.35,366582.29762371455,US
2020-12-27,2 wk ahead cum death,2021-01-09,quantile,0.4,367175.51219976426,US
2020-12-27,2 wk ahead cum death,2021-01-09,quantile,0.45,367892.96611822565,US
2020-12-27,2 wk ahead cum death,2021-01-09,quantile,0.5,368659.48510463175,US
2020-12-27,2 wk ahead cum death,2021-01-09,quantile,0.55,369376.0419880348,US
2020-12-27,2 wk ahead cum death,2021-01-09,quantile,0.6,370086.46241421724,US
2020-12-27,2 wk ahead cum death,2021-01-09,quantile,0.65,370674.03716890304,US
2020-12-27,2 wk ahead cum death,2021-01-09,quantile,0.7,371452.00095136644,US
2020-12-27,2 wk ahead cum death,2021-01-09,quantile,0.75,372456.7527696874,US
2020-12-27,2 wk ahead cum death,2021-01-09,quantile,0.8,373578.0651494149,US
2020-12-27,2 wk ahead cum death,2021-01-09,quantile,0.85,375091.14095796307,US
2020-12-27,2 wk ahead cum death,2021-01-09,quantile,0.9,376955.0347485047,US
2020-12-27,2 wk ahead cum death,2021-01-09,quantile,0.95,379908.9051707247,US
2020-12-27,2 wk ahead cum death,2021-01-09,quantile,0.975,383913.25560117053,US
2020-12-27,2 wk ahead cum death,2021-01-09,quantile,0.99,387834.0130059289,US
2020-12-27,2 wk ahead inc case,2021-01-09,point,,1242143.0,US
2020-12-27,2 wk ahead inc case,2021-01-09,quantile,0.025,825646.5497702163,US
2020-12-27,2 wk ahead inc case,2021-01-09,quantile,0.1,927483.4852755631,US
2020-12-27,2 wk ahead inc case,2021-01-09,quantile,0.25,1097068.9789207058,US
2020-12-27,2 wk ahead inc case,2021-01-09,quantile,0.5,1250586.1463950123,US
2020-12-27,2 wk ahead inc case,2021-01-09,quantile,0.75,1355061.2753752049,US
2020-12-27,2 wk ahead inc case,2021-01-09,quantile,0.9,1468712.6685189016,US
2020-12-27,2 wk ahead inc case,2021-01-09,quantile,0.975,1742247.4034970324,US
2020-12-27,2 wk ahead inc death,2021-01-09,point,,18467.0,US
2020-12-27,2 wk ahead inc death,2021-01-09,quantile,0.01,11179.270733560266,US
2020-12-27,2 wk ahead inc death,2021-01-09,quantile,0.025,12659.400148576135,US
2020-12-27,2 wk ahead inc death,2021-01-09,quantile,0.05,13646.112825288044,US
2020-12-27,2 wk ahead inc death,2021-01-09,quantile,0.1,14636.061762299823,US
2020-12-27,2 wk ahead inc death,2021-01-09,quantile,0.15,15280.905289588452,US
2020-12-27,2 wk ahead inc death,2021-01-09,quantile,0.2,15884.452281836731,US
2020-12-27,2 wk ahead inc death,2021-01-09,quantile,0.25,16376.877330331688,US
2020-12-27,2 wk ahead inc death,2021-01-09,quantile,0.3,16827.646008815565,US
2020-12-27,2 wk ahead inc death,2021-01-09,quantile,0.35,17219.21038034694,US
2020-12-27,2 wk ahead inc death,2021-01-09,quantile,0.4,17520.725875781285,US
2020-12-27,2 wk ahead inc death,2021-01-09,quantile,0.45,17902.14875923338,US
2020-12-27,2 wk ahead inc death,2021-01-09,quantile,0.5,18445.34700971903,US
2020-12-27,2 wk ahead inc death,2021-01-09,quantile,0.55,18907.99737835669,US
2020-12-27,2 wk ahead inc death,2021-01-09,quantile,0.6,19244.263719918148,US
2020-12-27,2 wk ahead inc death,2021-01-09,quantile,0.65,19505.418300084075,US
2020-12-27,2 wk ahead inc death,2021-01-09,quantile,0.7,19835.751683474482,US
2020-12-27,2 wk ahead inc death,2021-01-09,quantile,0.75,20335.63169877417,US
2020-12-27,2 wk ahead inc death,2021-01-09,quantile,0.8,20816.97045862305,US
2020-12-27,2 wk ahead inc death,2021-01-09,quantile,0.85,21502.27681782354,US
2020-12-27,2 wk ahead inc death,2021-01-09,quantile,0.9,22394.005348811228,US
2020-12-27,2 wk ahead inc death,2021-01-09,quantile,0.95,23897.737868826385,US
2020-12-27,2 wk ahead inc death,2021-01-09,quantile,0.975,25551.652016001426,US
2020-12-27,2 wk ahead inc death,2021-01-09,quantile,0.99,27904.183335485926,US
2020-12-27,3 wk ahead cum death,2021-01-16,point,,386975.0,US
2020-12-27,3 wk ahead cum death,2021-01-16,quantile,0.01,365667.3631134324,US
2020-12-27,3 wk ahead cum death,2021-01-16,quantile,0.025,369573.8230036195,US
2020-12-27,3 wk ahead cum death,2021-01-16,quantile,0.05,372667.4921991378,US
2020-12-27,3 wk ahead cum death,2021-01-16,quantile,0.1,375725.7560925042,US
2020-12-27,3 wk ahead cum death,2021-01-16,quantile,0.15,378207.4857633668,US
2020-12-27,3 wk ahead cum death,2021-01-16,quantile,0.2,379679.88877420546,US
2020-12-27,3 wk ahead cum death,2021-01-16,quantile,0.25,381175.221982183,US
2020-12-27,3 wk ahead cum death,2021-01-16,quantile,0.3,382268.769674286,US
2020-12-27,3 wk ahead cum death,2021-01-16,quantile,0.35,383342.2950131818,US
2020-12-27,3 wk ahead cum death,2021-01-16,quantile,0.4,384337.95384923596,US
2020-12-27,3 wk ahead cum death,2021-01-16,quantile,0.45,385454.7769938497,US
2020-12-27,3 wk ahead cum death,2021-01-16,quantile,0.5,386571.95266776765,US
2020-12-27,3 wk ahead cum death,2021-01-16,quantile,0.55,387615.57454425277,US
2020-12-27,3 wk ahead cum death,2021-01-16,quantile,0.6,388714.9782092774,US
2020-12-27,3 wk ahead cum death,2021-01-16,quantile,0.65,389587.02519747434,US
2020-12-27,3 wk ahead cum death,2021-01-16,quantile,0.7,390694.0216840736,US
2020-12-27,3 wk ahead cum death,2021-01-16,quantile,0.75,392185.25740215136,US
2020-12-27,3 wk ahead cum death,2021-01-16,quantile,0.8,393775.78958479635,US
2020-12-27,3 wk ahead cum death,2021-01-16,quantile,0.85,396006.58817341406,US
2020-12-27,3 wk ahead cum death,2021-01-16,quantile,0.9,398636.7422090514,US
2020-12-27,3 wk ahead cum death,2021-01-16,quantile,0.95,403122.1368222963,US
2020-12-27,3 wk ahead cum death,2021-01-16,quantile,0.975,408837.98763113917,US
