forecast_date,target,target_end_date,type,quantile,value,location
2021-07-25,1 wk ahead inc case,2021-07-31,point,,443596.0,US
2021-07-25,2 wk ahead inc case,2021-08-07,point,,515744.0,US
2021-07-25,3 wk ahead inc case,2021-08-14,point,,567100.0,US
2021-07-25,4 wk ahead inc case,2021-08-21,point,,613637.0,US
2021-07-25,1 wk ahead inc case,2021-07-31,point,,42.0,66
2021-07-25,1 wk ahead inc case,2021-07-31,point,,0.0,69
2021-07-25,1 wk ahead inc case,2021-07-31,point,,1548.0,72
2021-07-25,1 wk ahead inc case,2021-07-31,point,,213.0,78
2021-07-25,1 wk ahead inc case,2021-07-31,point,,12525.0,01
2021-07-25,1 wk ahead inc case,2021-07-31,point,,1885.0,02
2021-07-25,1 wk ahead inc case,2021-07-31,point,,10611.0,04
2021-07-25,1 wk ahead inc case,2021-07-31,point,,13362.0,05
2021-07-25,1 wk ahead inc case,2021-07-31,point,,59513.0,06
2021-07-25,1 wk ahead inc case,2021-07-31,point,,4246.0,08
2021-07-25,1 wk ahead inc case,2021-07-31,point,,1823.0,09
2021-07-25,1 wk ahead inc case,2021-07-31,point,,499.0,10
2021-07-25,1 wk ahead inc case,2021-07-31,point,,500.0,11
2021-07-25,1 wk ahead inc case,2021-07-31,point,,74043.0,12
2021-07-25,1 wk ahead inc case,2021-07-31,point,,15800.0,13
2021-07-25,1 wk ahead inc case,2021-07-31,point,,1648.0,15
2021-07-25,1 wk ahead inc case,2021-07-31,point,,1808.0,16
2021-07-25,1 wk ahead inc case,2021-07-31,point,,10394.0,17
2021-07-25,1 wk ahead inc case,2021-07-31,point,,5359.0,18
2021-07-25,1 wk ahead inc case,2021-07-31,point,,2367.0,19
2021-07-25,1 wk ahead inc case,2021-07-31,point,,4590.0,20
2021-07-25,1 wk ahead inc case,2021-07-31,point,,6200.0,21
2021-07-25,1 wk ahead inc case,2021-07-31,point,,20818.0,22
2021-07-25,1 wk ahead inc case,2021-07-31,point,,581.0,23
2021-07-25,1 wk ahead inc case,2021-07-31,point,,2267.0,24
2021-07-25,1 wk ahead inc case,2021-07-31,point,,3921.0,25
2021-07-25,1 wk ahead inc case,2021-07-31,point,,3847.0,26
2021-07-25,1 wk ahead inc case,2021-07-31,point,,2621.0,27
2021-07-25,1 wk ahead inc case,2021-07-31,point,,8891.0,28
2021-07-25,1 wk ahead inc case,2021-07-31,point,,17656.0,29
2021-07-25,1 wk ahead inc case,2021-07-31,point,,782.0,30
2021-07-25,1 wk ahead inc case,2021-07-31,point,,1226.0,31
2021-07-25,1 wk ahead inc case,2021-07-31,point,,6573.0,32
2021-07-25,1 wk ahead inc case,2021-07-31,point,,338.0,33
2021-07-25,1 wk ahead inc case,2021-07-31,point,,5778.0,34
2021-07-25,1 wk ahead inc case,2021-07-31,point,,1693.0,35
2021-07-25,1 wk ahead inc case,2021-07-31,point,,12455.0,36
2021-07-25,1 wk ahead inc case,2021-07-31,point,,12065.0,37
2021-07-25,1 wk ahead inc case,2021-07-31,point,,290.0,38
2021-07-25,1 wk ahead inc case,2021-07-31,point,,6226.0,39
2021-07-25,1 wk ahead inc case,2021-07-31,point,,8639.0,40
2021-07-25,1 wk ahead inc case,2021-07-31,point,,3763.0,41
2021-07-25,1 wk ahead inc case,2021-07-31,point,,4338.0,42
2021-07-25,1 wk ahead inc case,2021-07-31,point,,677.0,44
2021-07-25,1 wk ahead inc case,2021-07-31,point,,6236.0,45
2021-07-25,1 wk ahead inc case,2021-07-31,point,,343.0,46
2021-07-25,1 wk ahead inc case,2021-07-31,point,,10686.0,47
2021-07-25,1 wk ahead inc case,2021-07-31,point,,49727.0,48
2021-07-25,1 wk ahead inc case,2021-07-31,point,,4656.0,49
2021-07-25,1 wk ahead inc case,2021-07-31,point,,168.0,50
2021-07-25,1 wk ahead inc case,2021-07-31,point,,4929.0,51
2021-07-25,1 wk ahead inc case,2021-07-31,point,,7084.0,53
