forecast_date,target,target_end_date,type,quantile,location,value
2021-10-24,1 wk ahead inc case,2021-10-30,point,,US,487358.0
2021-10-24,2 wk ahead inc case,2021-11-06,point,,US,434174.0
2021-10-24,3 wk ahead inc case,2021-11-13,point,,US,405668.0
2021-10-24,4 wk ahead inc case,2021-11-20,point,,US,379448.0
2021-10-24,1 wk ahead inc case,2021-10-30,point,,60,2.0
2021-10-24,1 wk ahead inc case,2021-10-30,point,,66,742.0
2021-10-24,1 wk ahead inc case,2021-10-30,point,,69,8.0
2021-10-24,1 wk ahead inc case,2021-10-30,point,,72,678.0
2021-10-24,1 wk ahead inc case,2021-10-30,point,,78,82.0
2021-10-24,1 wk ahead inc case,2021-10-30,point,,01,5315.0
2021-10-24,1 wk ahead inc case,2021-10-30,point,,02,5297.0
2021-10-24,1 wk ahead inc case,2021-10-30,point,,04,15782.0
2021-10-24,1 wk ahead inc case,2021-10-30,point,,05,3250.0
2021-10-24,1 wk ahead inc case,2021-10-30,point,,06,37486.0
2021-10-24,1 wk ahead inc case,2021-10-30,point,,08,15654.0
2021-10-24,1 wk ahead inc case,2021-10-30,point,,09,3248.0
2021-10-24,1 wk ahead inc case,2021-10-30,point,,10,2202.0
2021-10-24,1 wk ahead inc case,2021-10-30,point,,11,592.0
2021-10-24,1 wk ahead inc case,2021-10-30,point,,12,13652.0
2021-10-24,1 wk ahead inc case,2021-10-30,point,,13,8706.0
2021-10-24,1 wk ahead inc case,2021-10-30,point,,15,829.0
2021-10-24,1 wk ahead inc case,2021-10-30,point,,16,8210.0
2021-10-24,1 wk ahead inc case,2021-10-30,point,,17,14465.0
2021-10-24,1 wk ahead inc case,2021-10-30,point,,18,9960.0
2021-10-24,1 wk ahead inc case,2021-10-30,point,,19,7064.0
2021-10-24,1 wk ahead inc case,2021-10-30,point,,20,5265.0
2021-10-24,1 wk ahead inc case,2021-10-30,point,,21,8716.0
2021-10-24,1 wk ahead inc case,2021-10-30,point,,22,3104.0
2021-10-24,1 wk ahead inc case,2021-10-30,point,,23,3279.0
2021-10-24,1 wk ahead inc case,2021-10-30,point,,24,5204.0
2021-10-24,1 wk ahead inc case,2021-10-30,point,,25,9763.0
2021-10-24,1 wk ahead inc case,2021-10-30,point,,26,26232.0
2021-10-24,1 wk ahead inc case,2021-10-30,point,,27,14712.0
2021-10-24,1 wk ahead inc case,2021-10-30,point,,28,2976.0
2021-10-24,1 wk ahead inc case,2021-10-30,point,,29,6157.0
2021-10-24,1 wk ahead inc case,2021-10-30,point,,30,5869.0
2021-10-24,1 wk ahead inc case,2021-10-30,point,,31,3432.0
2021-10-24,1 wk ahead inc case,2021-10-30,point,,32,3826.0
2021-10-24,1 wk ahead inc case,2021-10-30,point,,33,3922.0
2021-10-24,1 wk ahead inc case,2021-10-30,point,,34,7590.0
2021-10-24,1 wk ahead inc case,2021-10-30,point,,35,5069.0
2021-10-24,1 wk ahead inc case,2021-10-30,point,,36,27314.0
