forecast_date,target,target_end_date,type,quantile,value,location
2021-05-09,1 wk ahead inc case,2021-05-15,point,,279946.0,US
2021-05-09,1 wk ahead inc case,2021-05-15,quantile,0.025,153845.53415953214,US
2021-05-09,1 wk ahead inc case,2021-05-15,quantile,0.1,222391.99057380666,US
2021-05-09,1 wk ahead inc case,2021-05-15,quantile,0.25,250820.94900340645,US
2021-05-09,1 wk ahead inc case,2021-05-15,quantile,0.5,275336.9834012602,US
2021-05-09,1 wk ahead inc case,2021-05-15,quantile,0.75,312570.7928904396,US
2021-05-09,1 wk ahead inc case,2021-05-15,quantile,0.9,361125.36035423644,US
2021-05-09,1 wk ahead inc case,2021-05-15,quantile,0.975,388139.6647745526,US
2021-05-09,2 wk ahead inc case,2021-05-22,point,,243402.0,US
2021-05-09,2 wk ahead inc case,2021-05-22,quantile,0.025,133088.63178620665,US
2021-05-09,2 wk ahead inc case,2021-05-22,quantile,0.1,192927.36601739976,US
2021-05-09,2 wk ahead inc case,2021-05-22,quantile,0.25,214988.682791723,US
2021-05-09,2 wk ahead inc case,2021-05-22,quantile,0.5,239200.18095715428,US
2021-05-09,2 wk ahead inc case,2021-05-22,quantile,0.75,274551.73863581783,US
2021-05-09,2 wk ahead inc case,2021-05-22,quantile,0.9,313063.3868972421,US
2021-05-09,2 wk ahead inc case,2021-05-22,quantile,0.975,336896.0937793329,US
2021-05-09,3 wk ahead inc case,2021-05-29,point,,213773.0,US
2021-05-09,3 wk ahead inc case,2021-05-29,quantile,0.025,121984.10902283019,US
2021-05-09,3 wk ahead inc case,2021-05-29,quantile,0.1,172505.06092631046,US
2021-05-09,3 wk ahead inc case,2021-05-29,quantile,0.25,188256.83723950826,US
2021-05-09,3 wk ahead inc case,2021-05-29,quantile,0.5,212609.0997829828,US
2021-05-09,3 wk ahead inc case,2021-05-29,quantile,0.75,240904.47370435743,US
2021-05-09,3 wk ahead inc case,2021-05-29,quantile,0.9,271563.1403829716,US
2021-05-09,3 wk ahead inc case,2021-05-29,quantile,0.975,291997.6012366361,US
2021-05-09,4 wk ahead inc case,2021-06-05,point,,190755.0,US
2021-05-09,4 wk ahead inc case,2021-06-05,quantile,0.025,118038.48815309757,US
