forecast_date,target,target_end_date,type,quantile,value,location
2021-03-14,1 wk ahead inc case,2021-03-20,point,,367354.0,US
2021-03-14,1 wk ahead inc case,2021-03-20,quantile,0.025,273086.9111931513,US
2021-03-14,1 wk ahead inc case,2021-03-20,quantile,0.1,304244.09600732534,US
2021-03-14,1 wk ahead inc case,2021-03-20,quantile,0.25,332877.00205105817,US
2021-03-14,1 wk ahead inc case,2021-03-20,quantile,0.5,363928.27675701847,US
2021-03-14,1 wk ahead inc case,2021-03-20,quantile,0.75,397893.3808519133,US
2021-03-14,1 wk ahead inc case,2021-03-20,quantile,0.9,431695.2386410929,US
2021-03-14,1 wk ahead inc case,2021-03-20,quantile,0.975,489260.833562381,US
2021-03-14,2 wk ahead inc case,2021-03-27,point,,368043.0,US
2021-03-14,2 wk ahead inc case,2021-03-27,quantile,0.025,276908.19780625653,US
2021-03-14,2 wk ahead inc case,2021-03-27,quantile,0.1,307363.1137573426,US
2021-03-14,2 wk ahead inc case,2021-03-27,quantile,0.25,331937.7498110631,US
2021-03-14,2 wk ahead inc case,2021-03-27,quantile,0.5,364771.02403379965,US
2021-03-14,2 wk ahead inc case,2021-03-27,quantile,0.75,397737.42203740944,US
2021-03-14,2 wk ahead inc case,2021-03-27,quantile,0.9,436489.93346219015,US
2021-03-14,2 wk ahead inc case,2021-03-27,quantile,0.975,489355.2771677028,US
2021-03-14,3 wk ahead inc case,2021-04-03,point,,374123.0,US
2021-03-14,3 wk ahead inc case,2021-04-03,quantile,0.025,283224.7605051373,US
2021-03-14,3 wk ahead inc case,2021-04-03,quantile,0.1,315019.6057004924,US
2021-03-14,3 wk ahead inc case,2021-04-03,quantile,0.25,341445.32243885915,US
2021-03-14,3 wk ahead inc case,2021-04-03,quantile,0.5,369215.5227347431,US
2021-03-14,3 wk ahead inc case,2021-04-03,quantile,0.75,403804.30974776915,US
2021-03-14,3 wk ahead inc case,2021-04-03,quantile,0.9,436037.48426253494,US
2021-03-14,3 wk ahead inc case,2021-04-03,quantile,0.975,493132.64728215284,US
2021-03-14,4 wk ahead inc case,2021-04-10,point,,384924.0,US
2021-03-14,4 wk ahead inc case,2021-04-10,quantile,0.025,298606.2242853812,US
2021-03-14,4 wk ahead inc case,2021-04-10,quantile,0.1,327323.4357364491,US
2021-03-14,4 wk ahead inc case,2021-04-10,quantile,0.25,352072.12911253324,US
2021-03-14,4 wk ahead inc case,2021-04-10,quantile,0.5,380654.8270084997,US
2021-03-14,4 wk ahead inc case,2021-04-10,quantile,0.75,412010.4228315887,US
2021-03-14,4 wk ahead inc case,2021-04-10,quantile,0.9,448903.85489848925,US
2021-03-14,4 wk ahead inc case,2021-04-10,quantile,0.975,501577.07937593095,US
2021-03-14,1 wk ahead inc case,2021-03-20,point,,3757.0,01
2021-03-14,1 wk ahead inc case,2021-03-20,point,,916.0,02
2021-03-14,1 wk ahead inc case,2021-03-20,point,,7754.0,04
2021-03-14,1 wk ahead inc case,2021-03-20,point,,2073.0,05
2021-03-14,1 wk ahead inc case,2021-03-20,point,,23420.0,06
2021-03-14,1 wk ahead inc case,2021-03-20,point,,6926.0,08
2021-03-14,1 wk ahead inc case,2021-03-20,point,,4901.0,09
2021-03-14,1 wk ahead inc case,2021-03-20,point,,2429.0,10
2021-03-14,1 wk ahead inc case,2021-03-20,point,,1378.0,11
2021-03-14,1 wk ahead inc case,2021-03-20,point,,26809.0,12
2021-03-14,1 wk ahead inc case,2021-03-20,point,,10900.0,13
2021-03-14,1 wk ahead inc case,2021-03-20,point,,501.0,15
2021-03-14,1 wk ahead inc case,2021-03-20,point,,2483.0,16
2021-03-14,1 wk ahead inc case,2021-03-20,point,,10480.0,17
2021-03-14,1 wk ahead inc case,2021-03-20,point,,5773.0,18
2021-03-14,1 wk ahead inc case,2021-03-20,point,,3403.0,19
2021-03-14,1 wk ahead inc case,2021-03-20,point,,1840.0,20
2021-03-14,1 wk ahead inc case,2021-03-20,point,,5631.0,21
2021-03-14,1 wk ahead inc case,2021-03-20,point,,3446.0,22
2021-03-14,1 wk ahead inc case,2021-03-20,point,,1302.0,23
2021-03-14,1 wk ahead inc case,2021-03-20,point,,5865.0,24
2021-03-14,1 wk ahead inc case,2021-03-20,point,,10641.0,25
2021-03-14,1 wk ahead inc case,2021-03-20,point,,16940.0,26
2021-03-14,1 wk ahead inc case,2021-03-20,point,,6556.0,27
2021-03-14,1 wk ahead inc case,2021-03-20,point,,3686.0,28
2021-03-14,1 wk ahead inc case,2021-03-20,point,,3232.0,29
2021-03-14,1 wk ahead inc case,2021-03-20,point,,906.0,30
2021-03-14,1 wk ahead inc case,2021-03-20,point,,1867.0,31
2021-03-14,1 wk ahead inc case,2021-03-20,point,,3359.0,32
2021-03-14,1 wk ahead inc case,2021-03-20,point,,1792.0,33
