forecast_date,target,target_end_date,type,quantile,location,value
2021-06-27,1 wk ahead inc case,2021-07-03,point,,US,76800.0
2021-06-27,2 wk ahead inc case,2021-07-10,point,,US,75449.0
2021-06-27,3 wk ahead inc case,2021-07-17,point,,US,71262.0
2021-06-27,4 wk ahead inc case,2021-07-24,point,,US,70190.0
2021-06-27,1 wk ahead inc case,2021-07-03,point,,60,0.0
2021-06-27,1 wk ahead inc case,2021-07-03,point,,66,58.0
2021-06-27,1 wk ahead inc case,2021-07-03,point,,69,0.0
2021-06-27,1 wk ahead inc case,2021-07-03,point,,72,220.0
2021-06-27,1 wk ahead inc case,2021-07-03,point,,78,78.0
2021-06-27,1 wk ahead inc case,2021-07-03,point,,01,1048.0
2021-06-27,1 wk ahead inc case,2021-07-03,point,,02,210.0
2021-06-27,1 wk ahead inc case,2021-07-03,point,,04,3414.0
2021-06-27,1 wk ahead inc case,2021-07-03,point,,05,1990.0
2021-06-27,1 wk ahead inc case,2021-07-03,point,,06,6791.0
2021-06-27,1 wk ahead inc case,2021-07-03,point,,08,2570.0
2021-06-27,1 wk ahead inc case,2021-07-03,point,,09,314.0
2021-06-27,1 wk ahead inc case,2021-07-03,point,,10,130.0
2021-06-27,1 wk ahead inc case,2021-07-03,point,,11,65.0
2021-06-27,1 wk ahead inc case,2021-07-03,point,,12,10106.0
2021-06-27,1 wk ahead inc case,2021-07-03,point,,13,2142.0
2021-06-27,1 wk ahead inc case,2021-07-03,point,,15,267.0
2021-06-27,1 wk ahead inc case,2021-07-03,point,,16,594.0
2021-06-27,1 wk ahead inc case,2021-07-03,point,,17,1498.0
2021-06-27,1 wk ahead inc case,2021-07-03,point,,18,1790.0
2021-06-27,1 wk ahead inc case,2021-07-03,point,,19,461.0
2021-06-27,1 wk ahead inc case,2021-07-03,point,,20,730.0
2021-06-27,1 wk ahead inc case,2021-07-03,point,,21,928.0
2021-06-27,1 wk ahead inc case,2021-07-03,point,,22,2071.0
2021-06-27,1 wk ahead inc case,2021-07-03,point,,23,159.0
2021-06-27,1 wk ahead inc case,2021-07-03,point,,24,335.0
2021-06-27,1 wk ahead inc case,2021-07-03,point,,25,356.0
