forecast_date,target,target_end_date,type,quantile,value,location
2021-05-23,1 wk ahead inc case,2021-05-29,point,,177454.0,US
2021-05-23,1 wk ahead inc case,2021-05-29,quantile,0.025,96074.89589044215,US
2021-05-23,1 wk ahead inc case,2021-05-29,quantile,0.1,146214.62926150745,US
2021-05-23,1 wk ahead inc case,2021-05-29,quantile,0.25,155900.07644436232,US
2021-05-23,1 wk ahead inc case,2021-05-29,quantile,0.5,174574.49373652396,US
2021-05-23,1 wk ahead inc case,2021-05-29,quantile,0.75,198449.85323996007,US
2021-05-23,1 wk ahead inc case,2021-05-29,quantile,0.9,229747.28006860663,US
2021-05-23,1 wk ahead inc case,2021-05-29,quantile,0.975,243700.54381005873,US
2021-05-23,2 wk ahead inc case,2021-06-05,point,,155401.0,US
2021-05-23,2 wk ahead inc case,2021-06-05,quantile,0.025,84745.71003622324,US
2021-05-23,2 wk ahead inc case,2021-06-05,quantile,0.1,128661.8584864939,US
2021-05-23,2 wk ahead inc case,2021-06-05,quantile,0.25,136000.45357227337,US
2021-05-23,2 wk ahead inc case,2021-06-05,quantile,0.5,155667.4931553337,US
2021-05-23,2 wk ahead inc case,2021-06-05,quantile,0.75,173618.7623669229,US
2021-05-23,2 wk ahead inc case,2021-06-05,quantile,0.9,198277.21536108648,US
2021-05-23,2 wk ahead inc case,2021-06-05,quantile,0.975,212276.71087991225,US
2021-05-23,3 wk ahead inc case,2021-06-12,point,,137914.0,US
2021-05-23,3 wk ahead inc case,2021-06-12,quantile,0.025,83073.28365500974,US
2021-05-23,3 wk ahead inc case,2021-06-12,quantile,0.1,113912.9969226433,US
2021-05-23,3 wk ahead inc case,2021-06-12,quantile,0.25,120526.12956466689,US
2021-05-23,3 wk ahead inc case,2021-06-12,quantile,0.5,139152.89472574735,US
2021-05-23,3 wk ahead inc case,2021-06-12,quantile,0.75,152699.74062115446,US
2021-05-23,3 wk ahead inc case,2021-06-12,quantile,0.9,172184.06552098316,US
2021-05-23,3 wk ahead inc case,2021-06-12,quantile,0.975,184138.3623809901,US
2021-05-23,4 wk ahead inc case,2021-06-19,point,,123158.0,US
2021-05-23,4 wk ahead inc case,2021-06-19,quantile,0.025,78210.05929417597,US
2021-05-23,4 wk ahead inc case,2021-06-19,quantile,0.1,101699.57628728331,US
2021-05-23,4 wk ahead inc case,2021-06-19,quantile,0.25,108120.69561354385,US
