forecast_date,target,target_end_date,type,quantile,location,value
2021-10-31,1 wk ahead inc case,2021-11-06,point,,US,471092.0
2021-10-31,2 wk ahead inc case,2021-11-13,point,,US,430070.0
2021-10-31,3 wk ahead inc case,2021-11-20,point,,US,409754.0
2021-10-31,4 wk ahead inc case,2021-11-27,point,,US,393421.0
2021-10-31,1 wk ahead inc case,2021-11-06,point,,60,3.0
2021-10-31,1 wk ahead inc case,2021-11-06,point,,66,805.0
2021-10-31,1 wk ahead inc case,2021-11-06,point,,72,784.0
2021-10-31,1 wk ahead inc case,2021-11-06,point,,78,81.0
2021-10-31,1 wk ahead inc case,2021-11-06,point,,01,6020.0
2021-10-31,1 wk ahead inc case,2021-11-06,point,,02,4624.0
2021-10-31,1 wk ahead inc case,2021-11-06,point,,04,16834.0
2021-10-31,1 wk ahead inc case,2021-11-06,point,,05,2800.0
2021-10-31,1 wk ahead inc case,2021-11-06,point,,06,44066.0
2021-10-31,1 wk ahead inc case,2021-11-06,point,,08,20350.0
2021-10-31,1 wk ahead inc case,2021-11-06,point,,09,2152.0
2021-10-31,1 wk ahead inc case,2021-11-06,point,,10,1745.0
2021-10-31,1 wk ahead inc case,2021-11-06,point,,11,591.0
2021-10-31,1 wk ahead inc case,2021-11-06,point,,12,11488.0
2021-10-31,1 wk ahead inc case,2021-11-06,point,,13,8057.0
2021-10-31,1 wk ahead inc case,2021-11-06,point,,15,928.0
2021-10-31,1 wk ahead inc case,2021-11-06,point,,16,6358.0
2021-10-31,1 wk ahead inc case,2021-11-06,point,,17,14307.0
2021-10-31,1 wk ahead inc case,2021-11-06,point,,18,9634.0
2021-10-31,1 wk ahead inc case,2021-11-06,point,,19,7957.0
2021-10-31,1 wk ahead inc case,2021-11-06,point,,20,5934.0
2021-10-31,1 wk ahead inc case,2021-11-06,point,,21,7850.0
2021-10-31,1 wk ahead inc case,2021-11-06,point,,22,2831.0
2021-10-31,1 wk ahead inc case,2021-11-06,point,,23,3272.0
2021-10-31,1 wk ahead inc case,2021-11-06,point,,24,4741.0
2021-10-31,1 wk ahead inc case,2021-11-06,point,,25,8694.0
2021-10-31,1 wk ahead inc case,2021-11-06,point,,26,26455.0
2021-10-31,1 wk ahead inc case,2021-11-06,point,,27,16730.0
