forecast_date,target,target_end_date,type,quantile,location,value
2021-07-04,1 wk ahead inc case,2021-07-10,point,,US,94410.0
2021-07-04,2 wk ahead inc case,2021-07-17,point,,US,99565.0
2021-07-04,3 wk ahead inc case,2021-07-24,point,,US,105584.0
2021-07-04,4 wk ahead inc case,2021-07-31,point,,US,113786.0
2021-07-04,1 wk ahead inc case,2021-07-10,point,,60,0.0
2021-07-04,1 wk ahead inc case,2021-07-10,point,,66,52.0
2021-07-04,1 wk ahead inc case,2021-07-10,point,,69,0.0
2021-07-04,1 wk ahead inc case,2021-07-10,point,,72,220.0
2021-07-04,1 wk ahead inc case,2021-07-10,point,,78,68.0
2021-07-04,1 wk ahead inc case,2021-07-10,point,,01,1680.0
2021-07-04,1 wk ahead inc case,2021-07-10,point,,02,286.0
2021-07-04,1 wk ahead inc case,2021-07-10,point,,04,3966.0
2021-07-04,1 wk ahead inc case,2021-07-10,point,,05,3574.0
2021-07-04,1 wk ahead inc case,2021-07-10,point,,06,6732.0
2021-07-04,1 wk ahead inc case,2021-07-10,point,,08,2850.0
2021-07-04,1 wk ahead inc case,2021-07-10,point,,09,412.0
2021-07-04,1 wk ahead inc case,2021-07-10,point,,10,162.0
2021-07-04,1 wk ahead inc case,2021-07-10,point,,11,83.0
2021-07-04,1 wk ahead inc case,2021-07-10,point,,12,12522.0
2021-07-04,1 wk ahead inc case,2021-07-10,point,,13,2786.0
2021-07-04,1 wk ahead inc case,2021-07-10,point,,15,326.0
2021-07-04,1 wk ahead inc case,2021-07-10,point,,16,498.0
2021-07-04,1 wk ahead inc case,2021-07-10,point,,17,2182.0
2021-07-04,1 wk ahead inc case,2021-07-10,point,,18,1935.0
2021-07-04,1 wk ahead inc case,2021-07-10,point,,19,586.0
2021-07-04,1 wk ahead inc case,2021-07-10,point,,20,1306.0
2021-07-04,1 wk ahead inc case,2021-07-10,point,,21,1046.0
2021-07-04,1 wk ahead inc case,2021-07-10,point,,22,3124.0
2021-07-04,1 wk ahead inc case,2021-07-10,point,,23,147.0
2021-07-04,1 wk ahead inc case,2021-07-10,point,,24,440.0
2021-07-04,1 wk ahead inc case,2021-07-10,point,,25,402.0
2021-07-04,1 wk ahead inc case,2021-07-10,point,,26,1153.0
2021-07-04,1 wk ahead inc case,2021-07-10,point,,27,604.0
2021-07-04,1 wk ahead inc case,2021-07-10,point,,28,1574.0
2021-07-04,1 wk ahead inc case,2021-07-10,point,,29,6816.0
2021-07-04,1 wk ahead inc case,2021-07-10,point,,30,344.0
2021-07-04,1 wk ahead inc case,2021-07-10,point,,31,316.0
