forecast_date,target,target_end_date,type,quantile,location,value
2021-05-30,1 wk ahead inc case,2021-06-05,point,,US,124387.5
2021-05-30,1 wk ahead inc case,2021-06-05,quantile,0.025,US,88654.90501038387
2021-05-30,1 wk ahead inc case,2021-06-05,quantile,0.1,US,100526.55720397778
2021-05-30,1 wk ahead inc case,2021-06-05,quantile,0.25,US,111986.2520061718
2021-05-30,1 wk ahead inc case,2021-06-05,quantile,0.5,US,123736.76641074751
2021-05-30,1 wk ahead inc case,2021-06-05,quantile,0.75,US,134971.88938723807
2021-05-30,1 wk ahead inc case,2021-06-05,quantile,0.9,US,149079.38296249096
2021-05-30,1 wk ahead inc case,2021-06-05,quantile,0.975,US,168161.0582907978
2021-05-30,2 wk ahead inc case,2021-06-12,point,,US,101551.0
2021-05-30,2 wk ahead inc case,2021-06-12,quantile,0.025,US,71459.7354686198
2021-05-30,2 wk ahead inc case,2021-06-12,quantile,0.1,US,81310.07209078161
2021-05-30,2 wk ahead inc case,2021-06-12,quantile,0.25,US,89832.7314885025
2021-05-30,2 wk ahead inc case,2021-06-12,quantile,0.5,US,100033.00542474494
2021-05-30,2 wk ahead inc case,2021-06-12,quantile,0.75,US,110678.39685413692
2021-05-30,2 wk ahead inc case,2021-06-12,quantile,0.9,US,122769.25284096402
2021-05-30,2 wk ahead inc case,2021-06-12,quantile,0.975,US,143391.75027121225
2021-05-30,3 wk ahead inc case,2021-06-19,point,,US,90035.0
2021-05-30,3 wk ahead inc case,2021-06-19,quantile,0.025,US,62573.909405678794
2021-05-30,3 wk ahead inc case,2021-06-19,quantile,0.1,US,70875.06026614402
2021-05-30,3 wk ahead inc case,2021-06-19,quantile,0.25,US,79983.25581937825
2021-05-30,3 wk ahead inc case,2021-06-19,quantile,0.5,US,88874.61813977931
2021-05-30,3 wk ahead inc case,2021-06-19,quantile,0.75,US,98102.34414359635
2021-05-30,3 wk ahead inc case,2021-06-19,quantile,0.9,US,108989.35065637008
2021-05-30,3 wk ahead inc case,2021-06-19,quantile,0.975,US,126650.0520202447
2021-05-30,4 wk ahead inc case,2021-06-26,point,,US,81707.5
2021-05-30,4 wk ahead inc case,2021-06-26,quantile,0.025,US,56497.93252998972
2021-05-30,4 wk ahead inc case,2021-06-26,quantile,0.1,US,65151.5179442481
2021-05-30,4 wk ahead inc case,2021-06-26,quantile,0.25,US,72456.80503857002
2021-05-30,4 wk ahead inc case,2021-06-26,quantile,0.5,US,80207.64542558108
2021-05-30,4 wk ahead inc case,2021-06-26,quantile,0.75,US,89233.26705278883
2021-05-30,4 wk ahead inc case,2021-06-26,quantile,0.9,US,98551.71372649596
2021-05-30,4 wk ahead inc case,2021-06-26,quantile,0.975,US,117209.09423721176
2021-05-30,1 wk ahead inc case,2021-06-05,point,,60,0.0
2021-05-30,1 wk ahead inc case,2021-06-05,point,,66,51.5
2021-05-30,1 wk ahead inc case,2021-06-05,point,,69,5.0
2021-05-30,1 wk ahead inc case,2021-06-05,point,,72,1026.0
2021-05-30,1 wk ahead inc case,2021-06-05,point,,78,97.5
2021-05-30,1 wk ahead inc case,2021-06-05,point,,01,1672.5
2021-05-30,1 wk ahead inc case,2021-06-05,point,,02,293.0
2021-05-30,1 wk ahead inc case,2021-06-05,point,,04,3453.0
2021-05-30,1 wk ahead inc case,2021-06-05,point,,05,1267.0
2021-05-30,1 wk ahead inc case,2021-06-05,point,,06,7575.0
2021-05-30,1 wk ahead inc case,2021-06-05,point,,08,4271.0
2021-05-30,1 wk ahead inc case,2021-06-05,point,,09,660.0
2021-05-30,1 wk ahead inc case,2021-06-05,point,,10,468.0
2021-05-30,1 wk ahead inc case,2021-06-05,point,,11,203.0
2021-05-30,1 wk ahead inc case,2021-06-05,point,,12,12353.0
2021-05-30,1 wk ahead inc case,2021-06-05,point,,13,3067.5
2021-05-30,1 wk ahead inc case,2021-06-05,point,,15,350.5
2021-05-30,1 wk ahead inc case,2021-06-05,point,,16,964.0
2021-05-30,1 wk ahead inc case,2021-06-05,point,,17,5921.5
2021-05-30,1 wk ahead inc case,2021-06-05,point,,18,3312.5
2021-05-30,1 wk ahead inc case,2021-06-05,point,,19,765.5
2021-05-30,1 wk ahead inc case,2021-06-05,point,,20,973.5
2021-05-30,1 wk ahead inc case,2021-06-05,point,,21,2611.5
2021-05-30,1 wk ahead inc case,2021-06-05,point,,22,2739.0
2021-05-30,1 wk ahead inc case,2021-06-05,point,,23,702.0
2021-05-30,1 wk ahead inc case,2021-06-05,point,,24,1680.0
2021-05-30,1 wk ahead inc case,2021-06-05,point,,25,1799.0
2021-05-30,1 wk ahead inc case,2021-06-05,point,,26,4063.5
2021-05-30,1 wk ahead inc case,2021-06-05,point,,27,2304.5
2021-05-30,1 wk ahead inc case,2021-06-05,point,,28,1234.0
2021-05-30,1 wk ahead inc case,2021-06-05,point,,29,2811.0
2021-05-30,1 wk ahead inc case,2021-06-05,point,,30,454.5
2021-05-30,1 wk ahead inc case,2021-06-05,point,,31,391.0
2021-05-30,1 wk ahead inc case,2021-06-05,point,,32,1251.5
2021-05-30,1 wk ahead inc case,2021-06-05,point,,33,417.5
2021-05-30,1 wk ahead inc case,2021-06-05,point,,34,2279.5
2021-05-30,1 wk ahead inc case,2021-06-05,point,,35,957.5
2021-05-30,1 wk ahead inc case,2021-06-05,point,,36,5330.5
2021-05-30,1 wk ahead inc case,2021-06-05,point,,37,4345.5
2021-05-30,1 wk ahead inc case,2021-06-05,point,,38,318.5
2021-05-30,1 wk ahead inc case,2021-06-05,point,,39,4351.5
2021-05-30,1 wk ahead inc case,2021-06-05,point,,40,949.0
2021-05-30,1 wk ahead inc case,2021-06-05,point,,41,2316.0
2021-05-30,1 wk ahead inc case,2021-06-05,point,,42,6221.0
2021-05-30,1 wk ahead inc case,2021-06-05,point,,44,584.0
2021-05-30,1 wk ahead inc case,2021-06-05,point,,45,1778.0
2021-05-30,1 wk ahead inc case,2021-06-05,point,,46,232.0
2021-05-30,1 wk ahead inc case,2021-06-05,point,,47,1925.5
2021-05-30,1 wk ahead inc case,2021-06-05,point,,48,10508.0
2021-05-30,1 wk ahead inc case,2021-06-05,point,,49,1532.0
2021-05-30,1 wk ahead inc case,2021-06-05,point,,50,192.0
2021-05-30,1 wk ahead inc case,2021-06-05,point,,51,2256.0
2021-05-30,1 wk ahead inc case,2021-06-05,point,,53,3516.5
2021-05-30,1 wk ahead inc case,2021-06-05,point,,54,1298.0
2021-05-30,1 wk ahead inc case,2021-06-05,point,,55,1845.0
2021-05-30,1 wk ahead inc case,2021-06-05,point,,56,442.0
2021-05-30,2 wk ahead inc case,2021-06-12,point,,60,0.0
2021-05-30,2 wk ahead inc case,2021-06-12,point,,66,48.5
2021-05-30,2 wk ahead inc case,2021-06-12,point,,69,5.5
2021-05-30,2 wk ahead inc case,2021-06-12,point,,72,1175.5
2021-05-30,2 wk ahead inc case,2021-06-12,point,,78,98.0
2021-05-30,2 wk ahead inc case,2021-06-12,point,,01,1423.5
2021-05-30,2 wk ahead inc case,2021-06-12,point,,02,245.0
2021-05-30,2 wk ahead inc case,2021-06-12,point,,04,3338.5
2021-05-30,2 wk ahead inc case,2021-06-12,point,,05,1239.5
2021-05-30,2 wk ahead inc case,2021-06-12,point,,06,7065.5
2021-05-30,2 wk ahead inc case,2021-06-12,point,,08,3319.5
2021-05-30,2 wk ahead inc case,2021-06-12,point,,09,506.0
2021-05-30,2 wk ahead inc case,2021-06-12,point,,10,358.0
2021-05-30,2 wk ahead inc case,2021-06-12,point,,11,182.0
2021-05-30,2 wk ahead inc case,2021-06-12,point,,12,9209.0
2021-05-30,2 wk ahead inc case,2021-06-12,point,,13,2618.5
2021-05-30,2 wk ahead inc case,2021-06-12,point,,15,286.0
2021-05-30,2 wk ahead inc case,2021-06-12,point,,16,833.5
2021-05-30,2 wk ahead inc case,2021-06-12,point,,17,4187.5
2021-05-30,2 wk ahead inc case,2021-06-12,point,,18,2689.5
2021-05-30,2 wk ahead inc case,2021-06-12,point,,19,569.0
2021-05-30,2 wk ahead inc case,2021-06-12,point,,20,820.0
2021-05-30,2 wk ahead inc case,2021-06-12,point,,21,2373.0
2021-05-30,2 wk ahead inc case,2021-06-12,point,,22,2424.5
2021-05-30,2 wk ahead inc case,2021-06-12,point,,23,525.0
2021-05-30,2 wk ahead inc case,2021-06-12,point,,24,1470.0
2021-05-30,2 wk ahead inc case,2021-06-12,point,,25,1367.5
2021-05-30,2 wk ahead inc case,2021-06-12,point,,26,2757.5
2021-05-30,2 wk ahead inc case,2021-06-12,point,,27,1619.0
2021-05-30,2 wk ahead inc case,2021-06-12,point,,28,1109.5
2021-05-30,2 wk ahead inc case,2021-06-12,point,,29,2671.5
2021-05-30,2 wk ahead inc case,2021-06-12,point,,30,431.0
2021-05-30,2 wk ahead inc case,2021-06-12,point,,31,301.5
2021-05-30,2 wk ahead inc case,2021-06-12,point,,32,1040.0
2021-05-30,2 wk ahead inc case,2021-06-12,point,,33,341.0
2021-05-30,2 wk ahead inc case,2021-06-12,point,,34,2129.0
2021-05-30,2 wk ahead inc case,2021-06-12,point,,35,871.0
2021-05-30,2 wk ahead inc case,2021-06-12,point,,36,3512.5
2021-05-30,2 wk ahead inc case,2021-06-12,point,,37,3179.5
2021-05-30,2 wk ahead inc case,2021-06-12,point,,38,265.5
2021-05-30,2 wk ahead inc case,2021-06-12,point,,39,3534.0
2021-05-30,2 wk ahead inc case,2021-06-12,point,,40,785.5
2021-05-30,2 wk ahead inc case,2021-06-12,point,,41,2107.0
2021-05-30,2 wk ahead inc case,2021-06-12,point,,42,4192.0
2021-05-30,2 wk ahead inc case,2021-06-12,point,,44,441.5
2021-05-30,2 wk ahead inc case,2021-06-12,point,,45,1506.0
2021-05-30,2 wk ahead inc case,2021-06-12,point,,46,209.0
2021-05-30,2 wk ahead inc case,2021-06-12,point,,47,1564.0
2021-05-30,2 wk ahead inc case,2021-06-12,point,,48,9181.5
2021-05-30,2 wk ahead inc case,2021-06-12,point,,49,1388.5
2021-05-30,2 wk ahead inc case,2021-06-12,point,,50,176.0
2021-05-30,2 wk ahead inc case,2021-06-12,point,,51,2038.0
