,location,target,type,quantile,forecast_date,target_end_date,value
0,13,1 wk ahead cum death,point,,2020-05-31,2020-06-06,2239.0
1,13,1 wk ahead cum death,quantile,0.01,2020-05-31,2020-06-06,1684.5
2,13,1 wk ahead cum death,quantile,0.025,2020-05-31,2020-06-06,1706.25
3,13,1 wk ahead cum death,quantile,0.05,2020-05-31,2020-06-06,1729.0
4,13,1 wk ahead cum death,quantile,0.1,2020-05-31,2020-06-06,1812.0
5,13,1 wk ahead cum death,quantile,0.15,2020-05-31,2020-06-06,1865.0
6,13,1 wk ahead cum death,quantile,0.2,2020-05-31,2020-06-06,1954.0
7,13,1 wk ahead cum death,quantile,0.25,2020-05-31,2020-06-06,2005.0
8,13,1 wk ahead cum death,quantile,0.3,2020-05-31,2020-06-06,2055.0
9,13,1 wk ahead cum death,quantile,0.35,2020-05-31,2020-06-06,2150.0
10,13,1 wk ahead cum death,quantile,0.4,2020-05-31,2020-06-06,2192.0
11,13,1 wk ahead cum death,quantile,0.45,2020-05-31,2020-06-06,2245.0
12,13,1 wk ahead cum death,quantile,0.5,2020-05-31,2020-06-06,2345.0
13,13,1 wk ahead cum death,quantile,0.55,2020-05-31,2020-06-06,2369.0
14,13,1 wk ahead cum death,quantile,0.6,2020-05-31,2020-06-06,2386.0
15,13,1 wk ahead cum death,quantile,0.65,2020-05-31,2020-06-06,2418.5
16,13,1 wk ahead cum death,quantile,0.7,2020-05-31,2020-06-06,2456.0
17,13,1 wk ahead cum death,quantile,0.75,2020-05-31,2020-06-06,2470.0
18,13,1 wk ahead cum death,quantile,0.8,2020-05-31,2020-06-06,2478.0
19,13,1 wk ahead cum death,quantile,0.85,2020-05-31,2020-06-06,2516.5
20,13,1 wk ahead cum death,quantile,0.9,2020-05-31,2020-06-06,2555.0
21,13,1 wk ahead cum death,quantile,0.95,2020-05-31,2020-06-06,2627.5
22,13,1 wk ahead cum death,quantile,0.975,2020-05-31,2020-06-06,2663.75
23,13,1 wk ahead cum death,quantile,0.99,2020-05-31,2020-06-06,2685.5
24,13,2 wk ahead cum death,point,,2020-05-31,2020-06-13,2482.0
25,13,2 wk ahead cum death,quantile,0.01,2020-05-31,2020-06-13,1856.1
26,13,2 wk ahead cum death,quantile,0.025,2020-05-31,2020-06-13,1895.25
27,13,2 wk ahead cum death,quantile,0.05,2020-05-31,2020-06-13,1924.5
28,13,2 wk ahead cum death,quantile,0.1,2020-05-31,2020-06-13,2029.0
29,13,2 wk ahead cum death,quantile,0.15,2020-05-31,2020-06-13,2113.5
30,13,2 wk ahead cum death,quantile,0.2,2020-05-31,2020-06-13,2176.0
31,13,2 wk ahead cum death,quantile,0.25,2020-05-31,2020-06-13,2260.0
32,13,2 wk ahead cum death,quantile,0.3,2020-05-31,2020-06-13,2325.0
33,13,2 wk ahead cum death,quantile,0.35,2020-05-31,2020-06-13,2433.0
34,13,2 wk ahead cum death,quantile,0.4,2020-05-31,2020-06-13,2486.0
35,13,2 wk ahead cum death,quantile,0.45,2020-05-31,2020-06-13,2542.0
36,13,2 wk ahead cum death,quantile,0.5,2020-05-31,2020-06-13,2580.0
37,13,2 wk ahead cum death,quantile,0.55,2020-05-31,2020-06-13,2589.5
38,13,2 wk ahead cum death,quantile,0.6,2020-05-31,2020-06-13,2620.0
39,13,2 wk ahead cum death,quantile,0.65,2020-05-31,2020-06-13,2620.0
40,13,2 wk ahead cum death,quantile,0.7,2020-05-31,2020-06-13,2693.0
41,13,2 wk ahead cum death,quantile,0.75,2020-05-31,2020-06-13,2715.0
