forecast_date,target,target_end_date,location,location_name,type,quantile,value
2020-06-07,1 wk ahead inc death,2020-06-13,13,GA,point,NA,166
2020-06-07,1 wk ahead inc death,2020-06-13,13,GA,quantile,0.01,82.9
2020-06-07,1 wk ahead inc death,2020-06-13,13,GA,quantile,0.025,87.25
2020-06-07,1 wk ahead inc death,2020-06-13,13,GA,quantile,0.05,94.5
2020-06-07,1 wk ahead inc death,2020-06-13,13,GA,quantile,0.1,109
2020-06-07,1 wk ahead inc death,2020-06-13,13,GA,quantile,0.15,120
2020-06-07,1 wk ahead inc death,2020-06-13,13,GA,quantile,0.2,120
2020-06-07,1 wk ahead inc death,2020-06-13,13,GA,quantile,0.25,130
2020-06-07,1 wk ahead inc death,2020-06-13,13,GA,quantile,0.3,130
2020-06-07,1 wk ahead inc death,2020-06-13,13,GA,quantile,0.35,140
2020-06-07,1 wk ahead inc death,2020-06-13,13,GA,quantile,0.4,146
2020-06-07,1 wk ahead inc death,2020-06-13,13,GA,quantile,0.45,150
2020-06-07,1 wk ahead inc death,2020-06-13,13,GA,quantile,0.5,155
2020-06-07,1 wk ahead inc death,2020-06-13,13,GA,quantile,0.55,160
2020-06-07,1 wk ahead inc death,2020-06-13,13,GA,quantile,0.6,174
2020-06-07,1 wk ahead inc death,2020-06-13,13,GA,quantile,0.65,188.5
2020-06-07,1 wk ahead inc death,2020-06-13,13,GA,quantile,0.7,193
2020-06-07,1 wk ahead inc death,2020-06-13,13,GA,quantile,0.75,200
2020-06-07,1 wk ahead inc death,2020-06-13,13,GA,quantile,0.8,210
2020-06-07,1 wk ahead inc death,2020-06-13,13,GA,quantile,0.85,223
2020-06-07,1 wk ahead inc death,2020-06-13,13,GA,quantile,0.9,232
2020-06-07,1 wk ahead inc death,2020-06-13,13,GA,quantile,0.95,255.5
2020-06-07,1 wk ahead inc death,2020-06-13,13,GA,quantile,0.975,265.5
2020-06-07,1 wk ahead inc death,2020-06-13,13,GA,quantile,0.99,274.2
2020-06-07,2 wk ahead inc death,2020-06-20,13,GA,point,NA,193
2020-06-07,2 wk ahead inc death,2020-06-20,13,GA,quantile,0.01,122.9
2020-06-07,2 wk ahead inc death,2020-06-20,13,GA,quantile,0.025,127.25
2020-06-07,2 wk ahead inc death,2020-06-20,13,GA,quantile,0.05,130
2020-06-07,2 wk ahead inc death,2020-06-20,13,GA,quantile,0.1,130
2020-06-07,2 wk ahead inc death,2020-06-20,13,GA,quantile,0.15,140
2020-06-07,2 wk ahead inc death,2020-06-20,13,GA,quantile,0.2,148
2020-06-07,2 wk ahead inc death,2020-06-20,13,GA,quantile,0.25,160
2020-06-07,2 wk ahead inc death,2020-06-20,13,GA,quantile,0.3,167
2020-06-07,2 wk ahead inc death,2020-06-20,13,GA,quantile,0.35,181.5
2020-06-07,2 wk ahead inc death,2020-06-20,13,GA,quantile,0.4,190
2020-06-07,2 wk ahead inc death,2020-06-20,13,GA,quantile,0.45,190.5
2020-06-07,2 wk ahead inc death,2020-06-20,13,GA,quantile,0.5,200
2020-06-07,2 wk ahead inc death,2020-06-20,13,GA,quantile,0.55,209.5
2020-06-07,2 wk ahead inc death,2020-06-20,13,GA,quantile,0.6,210
2020-06-07,2 wk ahead inc death,2020-06-20,13,GA,quantile,0.65,210
2020-06-07,2 wk ahead inc death,2020-06-20,13,GA,quantile,0.7,213
2020-06-07,2 wk ahead inc death,2020-06-20,13,GA,quantile,0.75,220
2020-06-07,2 wk ahead inc death,2020-06-20,13,GA,quantile,0.8,230
2020-06-07,2 wk ahead inc death,2020-06-20,13,GA,quantile,0.85,230
2020-06-07,2 wk ahead inc death,2020-06-20,13,GA,quantile,0.9,250
2020-06-07,2 wk ahead inc death,2020-06-20,13,GA,quantile,0.95,250
2020-06-07,2 wk ahead inc death,2020-06-20,13,GA,quantile,0.975,258.25
2020-06-07,2 wk ahead inc death,2020-06-20,13,GA,quantile,0.99,271.3
2020-06-07,3 wk ahead inc death,2020-06-27,13,GA,point,NA,218
2020-06-07,3 wk ahead inc death,2020-06-27,13,GA,quantile,0.01,142.9
2020-06-07,3 wk ahead inc death,2020-06-27,13,GA,quantile,0.025,147.25
2020-06-07,3 wk ahead inc death,2020-06-27,13,GA,quantile,0.05,150
2020-06-07,3 wk ahead inc death,2020-06-27,13,GA,quantile,0.1,159
2020-06-07,3 wk ahead inc death,2020-06-27,13,GA,quantile,0.15,170
2020-06-07,3 wk ahead inc death,2020-06-27,13,GA,quantile,0.2,178
