,location,target,type,quantile,forecast_date,target_end_date,value
0,69,4 wk ahead cum death,quantile,0.01,2020-06-08,2020-07-04,20.7758361939356
1,69,4 wk ahead cum death,quantile,0.025,2020-06-08,2020-07-04,20.776309512668
2,69,4 wk ahead cum death,quantile,0.05,2020-06-08,2020-07-04,20.7767342069382
3,69,4 wk ahead cum death,quantile,0.1,2020-06-08,2020-07-04,20.777324801994897
4,69,4 wk ahead cum death,quantile,0.15,2020-06-08,2020-07-04,20.806804837511002
5,69,4 wk ahead cum death,quantile,0.2,2020-06-08,2020-07-04,20.807543613464603
6,69,4 wk ahead cum death,quantile,0.25,2020-06-08,2020-07-04,20.837196597893698
7,69,4 wk ahead cum death,quantile,0.3,2020-06-08,2020-07-04,20.838466405646898
8,69,4 wk ahead cum death,quantile,0.35,2020-06-08,2020-07-04,20.839572484029397
9,69,4 wk ahead cum death,quantile,0.4,2020-06-08,2020-07-04,20.9669480557536
10,69,4 wk ahead cum death,quantile,0.45,2020-06-08,2020-07-04,20.9678184179763
11,69,4 wk ahead cum death,quantile,0.5,2020-06-08,2020-07-04,21.007001286929
12,69,4 wk ahead cum death,quantile,0.55,2020-06-08,2020-07-04,21.0078958767129
13,69,4 wk ahead cum death,quantile,0.6,2020-06-08,2020-07-04,21.045968333159603
14,69,4 wk ahead cum death,quantile,0.65,2020-06-08,2020-07-04,21.050705823004503
15,69,4 wk ahead cum death,quantile,0.7,2020-06-08,2020-07-04,21.198619839034702
16,69,4 wk ahead cum death,quantile,0.75,2020-06-08,2020-07-04,21.2477854156977
17,69,4 wk ahead cum death,quantile,0.8,2020-06-08,2020-07-04,21.2947004654364
18,69,4 wk ahead cum death,quantile,0.85,2020-06-08,2020-07-04,21.480690425362397
19,69,4 wk ahead cum death,quantile,0.9,2020-06-08,2020-07-04,21.5645629238714
20,69,4 wk ahead cum death,quantile,0.95,2020-06-08,2020-07-04,21.9050772486443
21,69,4 wk ahead cum death,quantile,0.975,2020-06-08,2020-07-04,22.0822391412669
22,69,4 wk ahead cum death,quantile,0.99,2020-06-08,2020-07-04,22.3667175826564
23,66,4 wk ahead cum death,quantile,0.01,2020-06-08,2020-07-04,5.4307700778366605
24,66,4 wk ahead cum death,quantile,0.025,2020-06-08,2020-07-04,5.43081005400489
25,66,4 wk ahead cum death,quantile,0.05,2020-06-08,2020-07-04,5.430870946492621
26,66,4 wk ahead cum death,quantile,0.1,2020-06-08,2020-07-04,5.4309680976935
27,66,4 wk ahead cum death,quantile,0.15,2020-06-08,2020-07-04,5.44106635310689
28,66,4 wk ahead cum death,quantile,0.2,2020-06-08,2020-07-04,5.44119358610991
29,66,4 wk ahead cum death,quantile,0.25,2020-06-08,2020-07-04,5.44129277074349
30,66,4 wk ahead cum death,quantile,0.3,2020-06-08,2020-07-04,5.450943451316889
31,66,4 wk ahead cum death,quantile,0.35,2020-06-08,2020-07-04,5.45107297563439
32,66,4 wk ahead cum death,quantile,0.4,2020-06-08,2020-07-04,5.4521151574096
33,66,4 wk ahead cum death,quantile,0.45,2020-06-08,2020-07-04,5.486069619059251
34,66,4 wk ahead cum death,quantile,0.5,2020-06-08,2020-07-04,5.486187640964099
35,66,4 wk ahead cum death,quantile,0.55,2020-06-08,2020-07-04,5.49872648391238
36,66,4 wk ahead cum death,quantile,0.6,2020-06-08,2020-07-04,5.49888236379256
37,66,4 wk ahead cum death,quantile,0.65,2020-06-08,2020-07-04,5.5110408699745
38,66,4 wk ahead cum death,quantile,0.7,2020-06-08,2020-07-04,5.5133380559904195
39,66,4 wk ahead cum death,quantile,0.75,2020-06-08,2020-07-04,5.555126309745849
40,66,4 wk ahead cum death,quantile,0.8,2020-06-08,2020-07-04,5.57096742076037
41,66,4 wk ahead cum death,quantile,0.85,2020-06-08,2020-07-04,5.57121489689291
42,66,4 wk ahead cum death,quantile,0.9,2020-06-08,2020-07-04,5.59059904425822
43,66,4 wk ahead cum death,quantile,0.95,2020-06-08,2020-07-04,5.66407158839773
44,66,4 wk ahead cum death,quantile,0.975,2020-06-08,2020-07-04,5.68997779427552
45,66,4 wk ahead cum death,quantile,0.99,2020-06-08,2020-07-04,5.6901653217915
46,69,3 wk ahead cum death,quantile,0.01,2020-06-08,2020-06-27,20.518307471736698
47,69,3 wk ahead cum death,quantile,0.025,2020-06-08,2020-06-27,20.518687306243898
48,69,3 wk ahead cum death,quantile,0.05,2020-06-08,2020-06-27,20.5190272598557
49,69,3 wk ahead cum death,quantile,0.1,2020-06-08,2020-06-27,20.5194939270006
50,69,3 wk ahead cum death,quantile,0.15,2020-06-08,2020-06-27,20.533158706618604
51,69,3 wk ahead cum death,quantile,0.2,2020-06-08,2020-06-27,20.533720049720003
52,69,3 wk ahead cum death,quantile,0.25,2020-06-08,2020-06-27,20.5472915949759
53,69,3 wk ahead cum death,quantile,0.3,2020-06-08,2020-06-27,20.548206395656198
54,69,3 wk ahead cum death,quantile,0.35,2020-06-08,2020-06-27,20.5486815117666
55,69,3 wk ahead cum death,quantile,0.4,2020-06-08,2020-06-27,20.6736167532953
56,69,3 wk ahead cum death,quantile,0.45,2020-06-08,2020-06-27,20.674321612416602
57,69,3 wk ahead cum death,quantile,0.5,2020-06-08,2020-06-27,20.6924180426163
58,69,3 wk ahead cum death,quantile,0.55,2020-06-08,2020-06-27,20.693102010247
59,69,3 wk ahead cum death,quantile,0.6,2020-06-08,2020-06-27,20.7116501393016
60,69,3 wk ahead cum death,quantile,0.65,2020-06-08,2020-06-27,20.7123806031708
61,69,3 wk ahead cum death,quantile,0.7,2020-06-08,2020-06-27,20.859198816406302
62,69,3 wk ahead cum death,quantile,0.75,2020-06-08,2020-06-27,20.8830135358133
63,69,3 wk ahead cum death,quantile,0.8,2020-06-08,2020-06-27,20.9073574710528
64,69,3 wk ahead cum death,quantile,0.85,2020-06-08,2020-06-27,21.0833681373233
65,69,3 wk ahead cum death,quantile,0.9,2020-06-08,2020-06-27,21.126698095907397
66,69,3 wk ahead cum death,quantile,0.95,2020-06-08,2020-06-27,21.399940494088302
67,69,3 wk ahead cum death,quantile,0.975,2020-06-08,2020-06-27,21.519387269981603
68,69,3 wk ahead cum death,quantile,0.99,2020-06-08,2020-06-27,21.7610193230036
69,66,3 wk ahead cum death,quantile,0.01,2020-06-08,2020-06-27,5.33586106724997
70,66,3 wk ahead cum death,quantile,0.025,2020-06-08,2020-06-27,5.33589264075487
71,66,3 wk ahead cum death,quantile,0.05,2020-06-08,2020-06-27,5.3359384789820306
72,66,3 wk ahead cum death,quantile,0.1,2020-06-08,2020-06-27,5.336012283574769
73,66,3 wk ahead cum death,quantile,0.15,2020-06-08,2020-06-27,5.34028837489866
74,66,3 wk ahead cum death,quantile,0.2,2020-06-08,2020-06-27,5.340381691026059
