,date,location,location_name,cases,deaths,hosps
7358,2021-08-14,23,Maine,189,0,17
7359,2021-08-15,23,Maine,0,0,12
7360,2021-08-16,23,Maine,0,0,8
7361,2021-08-17,23,Maine,375,3,15
7362,2021-08-18,23,Maine,191,2,20
7363,2021-08-19,23,Maine,182,12,11
7364,2021-08-20,23,Maine,185,1,17
7365,2021-08-21,23,Maine,205,2,21
7366,2021-08-22,23,Maine,0,0,20
7367,2021-08-23,23,Maine,0,0,19
7368,2021-08-24,23,Maine,362,0,20
7369,2021-08-25,23,Maine,291,2,19
7370,2021-08-26,23,Maine,390,0,18
7371,2021-08-27,23,Maine,263,2,16
7372,2021-08-28,23,Maine,415,2,18
7373,2021-08-29,23,Maine,0,0,23
7374,2021-08-30,23,Maine,0,0,26
7375,2021-08-31,23,Maine,475,2,29
7376,2021-09-01,23,Maine,434,2,17
7377,2021-09-02,23,Maine,623,3,15
7378,2021-09-03,23,Maine,665,3,18
7379,2021-09-04,23,Maine,491,0,13
7380,2021-09-05,23,Maine,2,0,22
7381,2021-09-06,23,Maine,0,0,18
7382,2021-09-07,23,Maine,0,0,16
7383,2021-09-08,23,Maine,732,6,22
7384,2021-09-09,23,Maine,620,5,15
7385,2021-09-10,23,Maine,506,8,12
7386,2021-09-11,23,Maine,584,2,27
7387,2021-09-12,23,Maine,0,0,21
7388,2021-09-13,23,Maine,0,0,19
7389,2021-09-14,23,Maine,664,8,17
7390,2021-09-15,23,Maine,778,7,30
7391,2021-09-16,23,Maine,652,3,31
7392,2021-09-17,23,Maine,715,2,35
7393,2021-09-18,23,Maine,587,1,19
7394,2021-09-19,23,Maine,1,2,29
7395,2021-09-20,23,Maine,0,0,28
7396,2021-09-21,23,Maine,632,18,35
7397,2021-09-22,23,Maine,614,5,22
7398,2021-09-23,23,Maine,716,2,18
7399,2021-09-24,23,Maine,714,0,25
7400,2021-09-25,23,Maine,606,4,17
7401,2021-09-26,23,Maine,0,0,30
7402,2021-09-27,23,Maine,0,1,24
7403,2021-09-28,23,Maine,1005,8,38
7404,2021-09-29,23,Maine,867,0,24
7405,2021-09-30,23,Maine,925,0,19
7406,2021-10-01,23,Maine,738,2,16
7407,2021-10-02,23,Maine,741,2,12
7408,2021-10-03,23,Maine,0,0,15
7409,2021-10-04,23,Maine,0,0,15
7410,2021-10-05,23,Maine,897,10,16
7411,2021-10-06,23,Maine,842,29,18
7412,2021-10-07,23,Maine,680,1,17
7413,2021-10-08,23,Maine,461,4,16
7414,2021-10-09,23,Maine,600,5,16
7415,2021-10-10,23,Maine,-7,0,20
7416,2021-10-11,23,Maine,0,0,31
7417,2021-10-12,23,Maine,-1,1,20
7418,2021-10-13,23,Maine,893,7,21
7419,2021-10-14,23,Maine,807,5,25
7420,2021-10-15,23,Maine,543,5,22
7421,2021-10-16,23,Maine,542,2,14
7422,2021-10-17,23,Maine,0,0,26
7423,2021-10-18,23,Maine,-1,0,22
7424,2021-10-19,23,Maine,883,7,22
7425,2021-10-20,23,Maine,649,7,26
7426,2021-10-21,23,Maine,551,4,30
7427,2021-10-22,23,Maine,575,2,27
7428,2021-10-23,23,Maine,585,7,23
7429,2021-10-24,23,Maine,0,0,19
7430,2021-10-25,23,Maine,0,0,19
7431,2021-10-26,23,Maine,882,25,26
7432,2021-10-27,23,Maine,620,7,19
7433,2021-10-28,23,Maine,572,6,26
7434,2021-10-29,23,Maine,630,3,22
7435,2021-10-30,23,Maine,588,4,18
7436,2021-10-31,23,Maine,0,0,24
7437,2021-11-01,23,Maine,0,1,29
7438,2021-11-02,23,Maine,862,11,30
7439,2021-11-03,23,Maine,660,14,31
7440,2021-11-04,23,Maine,692,4,15
7441,2021-11-05,23,Maine,601,7,22
7442,2021-11-06,23,Maine,698,3,22
7443,2021-11-07,23,Maine,0,0,23
7444,2021-11-08,23,Maine,0,0,23
7445,2021-11-09,23,Maine,938,8,39
7446,2021-11-10,23,Maine,882,2,27
7447,2021-11-11,23,Maine,755,3,31
7448,2021-11-12,23,Maine,0,0,22
7449,2021-11-13,23,Maine,798,10,35
7450,2021-11-14,23,Maine,0,0,31
7451,2021-11-15,23,Maine,-1,0,38
7452,2021-11-16,23,Maine,946,13,27
7453,2021-11-17,23,Maine,1042,0,26
7454,2021-11-18,23,Maine,933,11,36
7455,2021-11-19,23,Maine,944,14,36
7456,2021-11-20,23,Maine,854,3,32
7457,2021-11-21,23,Maine,0,1,27
7458,2021-11-22,23,Maine,2,0,46
7459,2021-11-23,23,Maine,1083,28,46
7460,2021-11-24,23,Maine,993,3,35
7461,2021-11-25,23,Maine,548,0,40
7462,2021-11-26,23,Maine,0,0,41
7463,2021-11-27,23,Maine,0,0,30
7464,2021-11-28,23,Maine,0,0,29
7465,2021-11-29,23,Maine,259,4,40
7466,2021-11-30,23,Maine,914,17,42
7467,2021-12-01,23,Maine,938,3,29
7468,2021-12-02,23,Maine,852,3,38
7469,2021-12-03,23,Maine,790,2,39
7470,2021-12-04,23,Maine,876,4,34
7471,2021-12-05,23,Maine,0,0,47
7472,2021-12-06,23,Maine,0,0,39
7473,2021-12-07,23,Maine,980,12,51
7474,2021-12-08,23,Maine,1275,8,51
7475,2021-12-09,23,Maine,1460,1,56
7476,2021-12-10,23,Maine,2149,8,46
7477,2021-12-11,23,Maine,1015,2,36
7478,2021-12-12,23,Maine,0,0,32
7479,2021-12-13,23,Maine,0,0,60
7480,2021-12-14,23,Maine,1383,9,41
7481,2021-12-15,23,Maine,1504,2,41
7482,2021-12-16,23,Maine,1286,27,41
7483,2021-12-17,23,Maine,1150,25,42
7484,2021-12-18,23,Maine,1080,11,41
7485,2021-12-19,23,Maine,1,0,28
7486,2021-12-20,23,Maine,0,0,48
7487,2021-12-21,23,Maine,1558,22,32
7488,2021-12-22,23,Maine,1462,5,31
7489,2021-12-23,23,Maine,1116,4,30
7490,2021-12-24,23,Maine,1243,3,17
7491,2021-12-25,23,Maine,0,0,34
7492,2021-12-26,23,Maine,0,0,19
7493,2021-12-27,23,Maine,10,0,30
7494,2021-12-28,23,Maine,1423,17,39
7495,2021-12-29,23,Maine,1325,18,32
7496,2021-12-30,23,Maine,1091,17,33
7497,2021-12-31,23,Maine,1107,4,44
7498,2022-01-01,23,Maine,0,0,27
7499,2022-01-02,23,Maine,0,0,34
7500,2022-01-03,23,Maine,0,0,35
7501,2022-01-04,23,Maine,1481,25,31
7502,2022-01-05,23,Maine,1326,26,42
7503,2022-01-06,23,Maine,1302,10,37
7504,2022-01-07,23,Maine,1328,7,43
7505,2022-01-08,23,Maine,1203,4,29
7506,2022-01-09,23,Maine,0,0,27
7507,2022-01-10,23,Maine,0,0,31
7508,2022-01-11,23,Maine,1779,20,42
7509,2022-01-12,23,Maine,1377,0,47
7510,2022-01-13,23,Maine,1555,3,38
7511,2022-01-14,23,Maine,1411,18,33
7512,2022-01-15,23,Maine,1359,14,31
7513,2022-01-16,23,Maine,0,0,27
7514,2022-01-17,23,Maine,0,0,41
7515,2022-01-18,23,Maine,538,0,42
7516,2022-01-19,23,Maine,1545,30,41
7517,2022-01-20,23,Maine,1384,3,47
7518,2022-01-21,23,Maine,1367,2,38
7519,2022-01-22,23,Maine,1207,5,25
7520,2022-01-23,23,Maine,1,0,33
7521,2022-01-24,23,Maine,0,0,39
7522,2022-01-25,23,Maine,1575,16,41
7523,2022-01-26,23,Maine,1524,2,34
7524,2022-01-27,23,Maine,1526,12,36
7525,2022-01-28,23,Maine,1428,5,36
7526,2022-01-29,23,Maine,1273,5,35
7527,2020-07-14,24,Maryland,733,9,42
7528,2020-07-15,24,Maryland,756,7,46
7529,2020-07-16,24,Maryland,648,6,41
7530,2020-07-17,24,Maryland,707,12,47
7531,2020-07-18,24,Maryland,835,9,52
7532,2020-07-19,24,Maryland,925,9,50
7533,2020-07-20,24,Maryland,554,5,52
7534,2020-07-21,24,Maryland,860,20,68
7535,2020-07-22,24,Maryland,627,3,54
7536,2020-07-23,24,Maryland,664,4,55
7537,2020-07-24,24,Maryland,930,13,56
7538,2020-07-25,24,Maryland,1288,11,57
7539,2020-07-26,24,Maryland,694,7,66
7540,2020-07-27,24,Maryland,1128,7,70
7541,2020-07-28,24,Maryland,648,11,61
7542,2020-07-29,24,Maryland,761,20,64
7543,2020-07-30,24,Maryland,892,10,70
7544,2020-07-31,24,Maryland,1169,5,116
7545,2020-08-01,24,Maryland,1019,13,48
7546,2020-08-02,24,Maryland,909,9,54
7547,2020-08-03,24,Maryland,870,8,56
7548,2020-08-04,24,Maryland,710,7,68
7549,2020-08-05,24,Maryland,572,6,60
7550,2020-08-06,24,Maryland,579,15,65
7551,2020-08-07,24,Maryland,801,14,51
7552,2020-08-08,24,Maryland,775,12,53
7553,2020-08-09,24,Maryland,922,8,50
7554,2020-08-10,24,Maryland,755,6,62
7555,2020-08-11,24,Maryland,585,13,59
7556,2020-08-12,24,Maryland,541,8,52
7557,2020-08-13,24,Maryland,776,8,59
7558,2020-08-14,24,Maryland,715,11,64
7559,2020-08-15,24,Maryland,818,5,50
7560,2020-08-16,24,Maryland,519,3,57
7561,2020-08-17,24,Maryland,503,2,69
7562,2020-08-18,24,Maryland,520,9,60
7563,2020-08-19,24,Maryland,414,11,56
7564,2020-08-20,24,Maryland,580,8,47
7565,2020-08-21,24,Maryland,670,5,54
7566,2020-08-22,24,Maryland,624,11,47
7567,2020-08-23,24,Maryland,579,6,49
7568,2020-08-24,24,Maryland,567,3,52
7569,2020-08-25,24,Maryland,377,13,63
7570,2020-08-26,24,Maryland,440,10,43
7571,2020-08-27,24,Maryland,577,5,55
7572,2020-08-28,24,Maryland,601,5,45
7573,2020-08-29,24,Maryland,630,19,40
7574,2020-08-30,24,Maryland,497,6,39
7575,2020-08-31,24,Maryland,458,3,37
7576,2020-09-01,24,Maryland,614,6,52
7577,2020-09-02,24,Maryland,456,5,48
7578,2020-09-03,24,Maryland,693,12,47
7579,2020-09-04,24,Maryland,819,11,46
7580,2020-09-05,24,Maryland,776,7,36
7581,2020-09-06,24,Maryland,512,3,40
7582,2020-09-07,24,Maryland,764,5,44
7583,2020-09-08,24,Maryland,356,3,38
7584,2020-09-09,24,Maryland,336,9,45
7585,2020-09-10,24,Maryland,503,8,53
7586,2020-09-11,24,Maryland,646,4,51
7587,2020-09-12,24,Maryland,809,8,45
7588,2020-09-13,24,Maryland,577,2,42
7589,2020-09-14,24,Maryland,536,1,47
7590,2020-09-15,24,Maryland,599,10,50
7591,2020-09-16,24,Maryland,643,6,53
7592,2020-09-17,24,Maryland,631,6,36
7593,2020-09-18,24,Maryland,543,8,37
7594,2020-09-19,24,Maryland,682,7,41
7595,2020-09-20,24,Maryland,412,3,32
7596,2020-09-21,24,Maryland,412,4,51
7597,2020-09-22,24,Maryland,344,12,36
7598,2020-09-23,24,Maryland,385,7,48
7599,2020-09-24,24,Maryland,503,7,51
7600,2020-09-25,24,Maryland,559,8,56
7601,2020-09-26,24,Maryland,613,8,49
7602,2020-09-27,24,Maryland,431,10,44
7603,2020-09-28,24,Maryland,477,3,51
7604,2020-09-29,24,Maryland,431,8,57
7605,2020-09-30,24,Maryland,414,3,59
7606,2020-10-01,24,Maryland,785,0,43
7607,2020-10-02,24,Maryland,712,1,46
7608,2020-10-03,24,Maryland,597,7,44
7609,2020-10-04,24,Maryland,471,1,41
7610,2020-10-05,24,Maryland,501,3,64
7611,2020-10-06,24,Maryland,413,6,66
7612,2020-10-07,24,Maryland,460,6,65
7613,2020-10-08,24,Maryland,761,6,56
7614,2020-10-09,24,Maryland,734,11,60
7615,2020-10-10,24,Maryland,636,5,52
7616,2020-10-11,24,Maryland,562,4,42
7617,2020-10-12,24,Maryland,504,4,55
7618,2020-10-13,24,Maryland,482,9,60
7619,2020-10-14,24,Maryland,575,10,46
7620,2020-10-15,24,Maryland,630,6,56
7621,2020-10-16,24,Maryland,781,4,70
7622,2020-10-17,24,Maryland,798,4,58
7623,2020-10-18,24,Maryland,530,1,48
7624,2020-10-19,24,Maryland,497,4,74
7625,2020-10-20,24,Maryland,590,9,60
7626,2020-10-21,24,Maryland,492,8,70
7627,2020-10-22,24,Maryland,743,12,59
7628,2020-10-23,24,Maryland,712,8,56
7629,2020-10-24,24,Maryland,796,13,59
7630,2020-10-25,24,Maryland,792,5,55
7631,2020-10-26,24,Maryland,565,3,98
7632,2020-10-27,24,Maryland,897,9,59
7633,2020-10-28,24,Maryland,684,7,81
7634,2020-10-29,24,Maryland,962,12,63
7635,2020-10-30,24,Maryland,927,10,70
7636,2020-10-31,24,Maryland,967,10,56
7637,2020-11-01,24,Maryland,864,5,68
7638,2020-11-02,24,Maryland,850,3,86
7639,2020-11-03,24,Maryland,771,7,81
7640,2020-11-04,24,Maryland,1000,10,92
7641,2020-11-05,24,Maryland,1198,10,109
7642,2020-11-06,24,Maryland,1541,12,111
7643,2020-11-07,24,Maryland,1410,7,103
7644,2020-11-08,24,Maryland,1081,11,126
7645,2020-11-09,24,Maryland,1375,9,130
7646,2020-11-10,24,Maryland,1338,12,174
7647,2020-11-11,24,Maryland,1714,16,129
7648,2020-11-12,24,Maryland,1477,12,164
7649,2020-11-13,24,Maryland,1869,12,137
7650,2020-11-14,24,Maryland,2321,20,147
7651,2020-11-15,24,Maryland,1840,9,155
7652,2020-11-16,24,Maryland,1726,7,198
7653,2020-11-17,24,Maryland,2149,26,199
7654,2020-11-18,24,Maryland,2018,16,185
7655,2020-11-19,24,Maryland,2910,21,179
7656,2020-11-20,24,Maryland,2353,26,170
7657,2020-11-21,24,Maryland,2885,17,196
7658,2020-11-22,24,Maryland,2168,19,184
7659,2020-11-23,24,Maryland,1658,14,230
7660,2020-11-24,24,Maryland,1667,33,221
7661,2020-11-25,24,Maryland,2697,37,208
7662,2020-11-26,24,Maryland,2319,29,193
7663,2020-11-27,24,Maryland,2378,22,240
7664,2020-11-28,24,Maryland,1590,33,197
7665,2020-11-29,24,Maryland,1999,23,195
7666,2020-11-30,24,Maryland,1923,16,227
7667,2020-12-01,24,Maryland,2765,32,220
7668,2020-12-02,24,Maryland,2220,42,254
7669,2020-12-03,24,Maryland,2044,49,233
7670,2020-12-04,24,Maryland,3792,26,234
7671,2020-12-05,24,Maryland,3193,30,201
7672,2020-12-06,24,Maryland,2643,26,207
7673,2020-12-07,24,Maryland,2302,19,243
7674,2020-12-08,24,Maryland,2632,51,240
7675,2020-12-09,24,Maryland,2692,46,243
7676,2020-12-10,24,Maryland,3202,50,218
7677,2020-12-11,24,Maryland,2616,52,191
7678,2020-12-12,24,Maryland,3538,36,217
7679,2020-12-13,24,Maryland,2638,17,224
7680,2020-12-14,24,Maryland,2314,25,240
7681,2020-12-15,24,Maryland,2401,64,242
7682,2020-12-16,24,Maryland,2405,64,194
7683,2020-12-17,24,Maryland,2217,49,233
7684,2020-12-18,24,Maryland,2569,39,235
7685,2020-12-19,24,Maryland,2201,54,198
7686,2020-12-20,24,Maryland,2054,36,208
7687,2020-12-21,24,Maryland,2265,23,278
7688,2020-12-22,24,Maryland,2324,48,270
7689,2020-12-23,24,Maryland,2465,49,211
7690,2020-12-24,24,Maryland,2866,59,217
7691,2020-12-25,24,Maryland,2432,32,189
7692,2020-12-26,24,Maryland,2280,21,219
7693,2020-12-27,24,Maryland,1758,32,176
7694,2020-12-28,24,Maryland,1985,28,247
7695,2020-12-29,24,Maryland,1878,63,240
7696,2020-12-30,24,Maryland,2628,45,229
7697,2020-12-31,24,Maryland,2973,47,217
7698,2021-01-01,24,Maryland,3557,47,173
7699,2021-01-02,24,Maryland,2952,25,216
7700,2021-01-03,24,Maryland,2148,27,216
7701,2021-01-04,24,Maryland,2483,33,243
7702,2021-01-05,24,Maryland,1956,55,264
7703,2021-01-06,24,Maryland,3146,50,275
7704,2021-01-07,24,Maryland,2970,41,272
7705,2021-01-08,24,Maryland,3732,43,271
7706,2021-01-09,24,Maryland,3758,30,248
7707,2021-01-10,24,Maryland,3310,26,208
7708,2021-01-11,24,Maryland,3012,29,218
7709,2021-01-12,24,Maryland,2665,66,251
7710,2021-01-13,24,Maryland,2516,37,246
7711,2021-01-14,24,Maryland,2948,45,223
7712,2021-01-15,24,Maryland,2924,45,233
7713,2021-01-16,24,Maryland,3292,47,211
7714,2021-01-17,24,Maryland,2414,26,204
7715,2021-01-18,24,Maryland,1769,29,220
7716,2021-01-19,24,Maryland,1972,54,220
7717,2021-01-20,24,Maryland,2167,39,207
7718,2021-01-21,24,Maryland,2166,46,217
7719,2021-01-22,24,Maryland,2396,57,207
7720,2021-01-23,24,Maryland,2392,45,185
7721,2021-01-24,24,Maryland,2145,28,160
7722,2021-01-25,24,Maryland,1686,35,187
7723,2021-01-26,24,Maryland,1482,63,225
7724,2021-01-27,24,Maryland,1939,33,221
7725,2021-01-28,24,Maryland,2190,41,184
7726,2021-01-29,24,Maryland,1880,39,199
7727,2021-01-30,24,Maryland,2097,31,146
7728,2021-01-31,24,Maryland,1747,20,145
7729,2021-02-01,24,Maryland,1163,27,170
7730,2021-02-02,24,Maryland,905,34,187
7731,2021-02-03,24,Maryland,942,32,194
7732,2021-02-04,24,Maryland,1554,31,192
7733,2021-02-05,24,Maryland,1547,36,167
7734,2021-02-06,24,Maryland,1500,42,153
7735,2021-02-07,24,Maryland,1566,20,103
7736,2021-02-08,24,Maryland,903,23,138
7737,2021-02-09,24,Maryland,976,41,155
7738,2021-02-10,24,Maryland,1137,33,124
7739,2021-02-11,24,Maryland,1199,21,122
7740,2021-02-12,24,Maryland,1112,36,116
7741,2021-02-13,24,Maryland,1159,33,109
7742,2021-02-14,24,Maryland,847,18,90
7743,2021-02-15,24,Maryland,722,26,124
7744,2021-02-16,24,Maryland,516,32,110
7745,2021-02-17,24,Maryland,759,18,129
7746,2021-02-18,24,Maryland,986,31,111
7747,2021-02-19,24,Maryland,1008,16,106
7748,2021-02-20,24,Maryland,763,20,86
7749,2021-02-21,24,Maryland,618,18,81
7750,2021-02-22,24,Maryland,611,17,102
7751,2021-02-23,24,Maryland,662,30,103
7752,2021-02-24,24,Maryland,862,27,125
7753,2021-02-25,24,Maryland,976,16,98
7754,2021-02-26,24,Maryland,970,33,107
7755,2021-02-27,24,Maryland,836,18,88
7756,2021-02-28,24,Maryland,827,13,86
7757,2021-03-01,24,Maryland,603,10,94
7758,2021-03-02,24,Maryland,468,26,105
7759,2021-03-03,24,Maryland,786,14,105
7760,2021-03-04,24,Maryland,809,3,92
7761,2021-03-05,24,Maryland,913,8,100
7762,2021-03-06,24,Maryland,932,11,100
7763,2021-03-07,24,Maryland,709,14,79
7764,2021-03-08,24,Maryland,716,8,95
7765,2021-03-09,24,Maryland,631,25,113
7766,2021-03-10,24,Maryland,900,14,108
7767,2021-03-11,24,Maryland,924,12,118
7768,2021-03-12,24,Maryland,990,16,109
7769,2021-03-13,24,Maryland,1101,8,97
7770,2021-03-14,24,Maryland,860,10,104
7771,2021-03-15,24,Maryland,617,7,116
7772,2021-03-16,24,Maryland,658,25,101
7773,2021-03-17,24,Maryland,917,19,113
7774,2021-03-18,24,Maryland,1113,14,120
7775,2021-03-19,24,Maryland,1152,19,108
7776,2021-03-20,24,Maryland,1118,26,111
7777,2021-03-21,24,Maryland,1007,12,111
7778,2021-03-22,24,Maryland,682,14,150
7779,2021-03-23,24,Maryland,722,11,130
7780,2021-03-24,24,Maryland,1173,19,142
7781,2021-03-25,24,Maryland,1382,3,142
7782,2021-03-26,24,Maryland,1361,15,140
7783,2021-03-27,24,Maryland,1366,14,121
7784,2021-03-28,24,Maryland,1335,5,115
7785,2021-03-29,24,Maryland,1031,9,144
7786,2021-03-30,24,Maryland,903,13,119
7787,2021-03-31,24,Maryland,1366,13,172
7788,2021-04-01,24,Maryland,1584,17,157
7789,2021-04-02,24,Maryland,1457,16,193
7790,2021-04-03,24,Maryland,1275,23,142
7791,2021-04-04,24,Maryland,1669,8,122
7792,2021-04-05,24,Maryland,859,13,182
7793,2021-04-06,24,Maryland,867,15,187
7794,2021-04-07,24,Maryland,1471,11,168
7795,2021-04-08,24,Maryland,1297,21,176
7796,2021-04-09,24,Maryland,1840,14,167
7797,2021-04-10,24,Maryland,1584,20,150
7798,2021-04-11,24,Maryland,1483,11,147
7799,2021-04-12,24,Maryland,985,15,188
7800,2021-04-13,24,Maryland,1084,14,175
7801,2021-04-14,24,Maryland,1552,9,165
7802,2021-04-15,24,Maryland,1444,19,177
7803,2021-04-16,24,Maryland,1564,16,170
7804,2021-04-17,24,Maryland,1500,17,156
7805,2021-04-18,24,Maryland,1169,17,159
7806,2021-04-19,24,Maryland,631,12,175
7807,2021-04-20,24,Maryland,925,18,175
7808,2021-04-21,24,Maryland,1205,13,169
7809,2021-04-22,24,Maryland,1203,20,141
7810,2021-04-23,24,Maryland,1163,8,155
7811,2021-04-24,24,Maryland,1196,15,105
7812,2021-04-25,24,Maryland,906,13,118
7813,2021-04-26,24,Maryland,557,9,149
7814,2021-04-27,24,Maryland,677,18,140
7815,2021-04-28,24,Maryland,1002,21,128
7816,2021-04-29,24,Maryland,966,9,126
7817,2021-04-30,24,Maryland,942,26,115
7818,2021-05-01,24,Maryland,939,20,96
7819,2021-05-02,24,Maryland,649,12,98
7820,2021-05-03,24,Maryland,520,12,120
7821,2021-05-04,24,Maryland,501,15,124
7822,2021-05-05,24,Maryland,679,10,99
7823,2021-05-06,24,Maryland,578,9,108
7824,2021-05-07,24,Maryland,768,11,110
7825,2021-05-08,24,Maryland,656,10,86
7826,2021-05-09,24,Maryland,434,8,86
7827,2021-05-10,24,Maryland,276,10,88
7828,2021-05-11,24,Maryland,399,9,103
7829,2021-05-12,24,Maryland,471,9,83
7830,2021-05-13,24,Maryland,474,17,82
7831,2021-05-14,24,Maryland,512,12,69
7832,2021-05-15,24,Maryland,378,17,75
7833,2021-05-16,24,Maryland,369,4,74
7834,2021-05-17,24,Maryland,212,3,83
7835,2021-05-18,24,Maryland,212,13,80
7836,2021-05-19,24,Maryland,337,12,70
7837,2021-05-20,24,Maryland,319,2,64
7838,2021-05-21,24,Maryland,443,14,66
7839,2021-05-22,24,Maryland,521,17,59
7840,2021-05-23,24,Maryland,244,17,39
7841,2021-05-24,24,Maryland,228,15,48
7842,2021-05-25,24,Maryland,160,7,48
7843,2021-05-26,24,Maryland,198,8,47
7844,2021-05-27,24,Maryland,217,544,52
7845,2021-05-28,24,Maryland,248,11,38
7846,2021-05-29,24,Maryland,185,7,43
7847,2021-05-30,24,Maryland,249,8,49
7848,2021-05-31,24,Maryland,117,7,46
7849,2021-06-01,24,Maryland,101,2,44
7850,2021-06-02,24,Maryland,65,6,34
7851,2021-06-03,24,Maryland,134,4,43
7852,2021-06-04,24,Maryland,145,4,51
7853,2021-06-05,24,Maryland,132,9,30
7854,2021-06-06,24,Maryland,104,6,25
7855,2021-06-07,24,Maryland,84,4,32
7856,2021-06-08,24,Maryland,78,4,37
7857,2021-06-09,24,Maryland,126,5,35
7858,2021-06-10,24,Maryland,121,9,27
7859,2021-06-11,24,Maryland,113,10,31
7860,2021-06-12,24,Maryland,86,6,33
7861,2021-06-13,24,Maryland,82,3,30
7862,2021-06-14,24,Maryland,60,2,23
7863,2021-06-15,24,Maryland,67,1,22
7864,2021-06-16,24,Maryland,78,6,25
7865,2021-06-17,24,Maryland,79,3,25
7866,2021-06-18,24,Maryland,86,4,24
7867,2021-06-19,24,Maryland,62,5,14
7868,2021-06-20,24,Maryland,42,0,12
7869,2021-06-21,24,Maryland,40,0,23
7870,2021-06-22,24,Maryland,49,8,14
7871,2021-06-23,24,Maryland,59,7,22
7872,2021-06-24,24,Maryland,66,7,20
7873,2021-06-25,24,Maryland,64,1,21
7874,2021-06-26,24,Maryland,61,4,20
7875,2021-06-27,24,Maryland,66,3,9
7876,2021-06-28,24,Maryland,37,2,18
7877,2021-06-29,24,Maryland,36,1,19
7878,2021-06-30,24,Maryland,62,1,13
7879,2021-07-01,24,Maryland,75,3,17
7880,2021-07-02,24,Maryland,85,2,15
7881,2021-07-03,24,Maryland,96,3,15
7882,2021-07-04,24,Maryland,61,0,22
7883,2021-07-05,24,Maryland,38,2,22
7884,2021-07-06,24,Maryland,47,3,18
7885,2021-07-07,24,Maryland,55,1,16
7886,2021-07-08,24,Maryland,99,3,23
7887,2021-07-09,24,Maryland,145,3,19
7888,2021-07-10,24,Maryland,127,1,11
7889,2021-07-11,24,Maryland,79,0,17
7890,2021-07-12,24,Maryland,79,-1,13
7891,2021-07-13,24,Maryland,118,4,20
7892,2021-07-14,24,Maryland,104,4,17
7893,2021-07-15,24,Maryland,178,4,26
7894,2021-07-16,24,Maryland,183,5,21
7895,2021-07-17,24,Maryland,183,2,16
7896,2021-07-18,24,Maryland,166,1,21
7897,2021-07-19,24,Maryland,139,1,23
7898,2021-07-20,24,Maryland,155,6,24
7899,2021-07-21,24,Maryland,244,4,25
7900,2021-07-22,24,Maryland,303,6,30
7901,2021-07-23,24,Maryland,288,3,30
7902,2021-07-24,24,Maryland,317,5,35
7903,2021-07-25,24,Maryland,306,1,30
7904,2021-07-26,24,Maryland,256,1,34
7905,2021-07-27,24,Maryland,309,2,46
7906,2021-07-28,24,Maryland,416,3,35
7907,2021-07-29,24,Maryland,505,5,47
7908,2021-07-30,24,Maryland,526,0,50
7909,2021-07-31,24,Maryland,587,7,50
7910,2021-08-01,24,Maryland,547,3,30
7911,2021-08-02,24,Maryland,447,1,55
7912,2021-08-03,24,Maryland,368,6,64
7913,2021-08-04,24,Maryland,695,5,49
7914,2021-08-05,24,Maryland,729,2,65
7915,2021-08-06,24,Maryland,890,4,69
7916,2021-08-07,24,Maryland,892,3,72
7917,2021-08-08,24,Maryland,853,8,48
7918,2021-08-09,24,Maryland,586,4,75
7919,2021-08-10,24,Maryland,629,8,83
7920,2021-08-11,24,Maryland,886,1,83
7921,2021-08-12,24,Maryland,1047,3,75
7922,2021-08-13,24,Maryland,950,5,88
7923,2021-08-14,24,Maryland,1016,9,102
7924,2021-08-15,24,Maryland,869,4,71
7925,2021-08-16,24,Maryland,766,5,86
7926,2021-08-17,24,Maryland,851,3,101
7927,2021-08-18,24,Maryland,1012,8,83
7928,2021-08-19,24,Maryland,1060,9,88
7929,2021-08-20,24,Maryland,1206,6,98
7930,2021-08-21,24,Maryland,1131,16,104
7931,2021-08-22,24,Maryland,990,5,87
7932,2021-08-23,24,Maryland,925,5,110
7933,2021-08-24,24,Maryland,847,8,96
7934,2021-08-25,24,Maryland,1190,11,119
7935,2021-08-26,24,Maryland,1244,-4,92
7936,2021-08-27,24,Maryland,1373,8,92
7937,2021-08-28,24,Maryland,1368,12,102
7938,2021-08-29,24,Maryland,1067,12,95
7939,2021-08-30,24,Maryland,942,9,102
7940,2021-08-31,24,Maryland,1078,10,115
7941,2021-09-01,24,Maryland,1374,10,127
7942,2021-09-02,24,Maryland,1272,16,103
7943,2021-09-03,24,Maryland,1387,11,107
7944,2021-09-04,24,Maryland,1194,10,88
7945,2021-09-05,24,Maryland,805,12,99
7946,2021-09-06,24,Maryland,1027,14,110
7947,2021-09-07,24,Maryland,795,7,103
7948,2021-09-08,24,Maryland,701,21,106
7949,2021-09-09,24,Maryland,907,9,103
7950,2021-09-10,24,Maryland,1553,15,80
7951,2021-09-11,24,Maryland,1376,20,81
7952,2021-09-12,24,Maryland,1150,17,85
7953,2021-09-13,24,Maryland,1103,13,108
7954,2021-09-14,24,Maryland,1094,16,100
7955,2021-09-15,24,Maryland,1189,12,115
7956,2021-09-16,24,Maryland,1330,21,98
7957,2021-09-17,24,Maryland,1525,12,108
7958,2021-09-18,24,Maryland,1277,13,101
7959,2021-09-19,24,Maryland,1036,0,83
7960,2021-09-20,24,Maryland,1139,0,118
7961,2021-09-21,24,Maryland,974,46,91
7962,2021-09-22,24,Maryland,1145,23,93
7963,2021-09-23,24,Maryland,1405,16,121
