,date,location,location_name,hosps
22306,2021-04-25,20,Kansas,18
22307,2021-08-14,15,Hawaii,42
22308,2021-08-24,13,Georgia,922
22309,2021-08-22,46,South Dakota,37
22310,2021-06-03,10,Delaware,5
22311,2021-10-29,12,Florida,210
22312,2021-05-06,72,Puerto Rico,17
22313,2021-09-07,20,Kansas,116
22314,2021-09-10,10,Delaware,37
22315,2021-09-07,13,Georgia,731
22316,2021-11-03,78,Virgin Islands,0
22317,2021-05-30,19,Iowa,13
22318,2021-10-30,51,Virginia,81
22319,2021-06-27,33,New Hampshire,1
22320,2021-10-24,10,Delaware,23
22321,2021-05-03,19,Iowa,36
22322,2021-09-05,44,Rhode Island,6
22323,2021-08-20,19,Iowa,65
22324,2021-08-26,16,Idaho,81
22325,2021-07-27,09,Connecticut,24
22326,2021-10-25,02,Alaska,30
22327,2021-05-19,08,Colorado,117
22328,2021-09-13,42,Pennsylvania,293
22329,2021-06-20,04,Arizona,66
22330,2021-08-09,13,Georgia,625
22331,2021-06-30,24,Maryland,13
22332,2021-08-15,46,South Dakota,15
22333,2021-09-19,34,New Jersey,116
22334,2021-04-14,37,North Carolina,143
22335,2021-05-01,37,North Carolina,102
22336,2021-09-09,72,Puerto Rico,32
22337,2021-04-12,29,Missouri,64
22338,2021-10-29,17,Illinois,137
22339,2021-06-16,04,Arizona,75
22340,2021-08-16,49,Utah,63
22341,2021-06-08,24,Maryland,37
22342,2021-09-09,25,Massachusetts,97
22343,2021-08-15,40,Oklahoma,295
22344,2021-08-04,49,Utah,56
22345,2021-10-03,08,Colorado,115
22346,2021-07-22,28,Mississippi,77
22347,2021-05-01,12,Florida,449
22348,2021-11-01,26,Michigan,301
22349,2021-08-19,72,Puerto Rico,34
22350,2021-10-23,53,Washington,85
22351,2021-06-15,05,Arkansas,54
22352,2021-11-06,42,Pennsylvania,251
22353,2021-08-27,02,Alaska,21
22354,2021-10-07,20,Kansas,70
22355,2021-07-11,48,Texas,388
22356,2021-09-27,11,District of Columbia,13
22357,2021-04-25,01,Alabama,53
22358,2021-06-10,31,Nebraska,8
22359,2021-07-15,11,District of Columbia,3
22360,2021-10-12,41,Oregon,67
22361,2021-11-04,51,Virginia,75
22362,2021-07-18,78,Virgin Islands,0
22363,2021-05-08,45,South Carolina,36
22364,2021-04-23,53,Washington,88
22365,2021-09-30,54,West Virginia,110
22366,2021-07-08,28,Mississippi,48
22367,2021-07-19,08,Colorado,61
22368,2021-11-03,24,Maryland,57
22369,2021-07-27,47,Tennessee,161
22370,2021-08-03,12,Florida,2092
22371,2021-08-09,51,Virginia,136
22372,2021-05-24,47,Tennessee,63
22373,2021-08-28,54,West Virginia,84
22374,2021-09-12,32,Nevada,106
22375,2021-05-27,21,Kentucky,102
22376,2021-10-22,26,Michigan,252
22377,2021-07-29,42,Pennsylvania,78
22378,2021-07-14,28,Mississippi,58
22379,2021-07-04,16,Idaho,5
22380,2021-09-28,47,Tennessee,248
22381,2021-09-14,49,Utah,85
22382,2021-09-22,05,Arkansas,113
22383,2021-09-07,37,North Carolina,413
22384,2021-10-24,48,Texas,391
22385,2021-08-08,10,Delaware,14
22386,2021-07-25,29,Missouri,189
22387,2021-04-10,29,Missouri,69
22388,2021-07-08,42,Pennsylvania,40
22389,2021-06-11,06,California,129
22390,2021-08-21,23,Maine,21
22391,2021-08-12,49,Utah,59
22392,2021-09-20,11,District of Columbia,16
22393,2021-07-13,30,Montana,15
22394,2021-08-30,12,Florida,1788
22395,2021-04-10,04,Arizona,77
22396,2021-05-24,26,Michigan,153
22397,2021-09-08,42,Pennsylvania,263
22398,2021-09-23,41,Oregon,76
22399,2021-11-06,55,Wisconsin,158
22400,2021-06-24,34,New Jersey,27
22401,2021-04-07,29,Missouri,69
22402,2021-06-18,36,New York,49
22403,2021-04-28,48,Texas,383
22404,2021-09-02,23,Maine,15
22405,2021-04-13,49,Utah,25
22406,2021-08-30,37,North Carolina,412
22407,2021-08-24,46,South Dakota,33
22408,2021-06-21,09,Connecticut,6
22409,2021-09-05,10,Delaware,25
22410,2021-08-28,18,Indiana,292
22411,2021-10-14,16,Idaho,57
22412,2021-09-30,36,New York,288
22413,2021-05-31,09,Connecticut,16
22414,2021-08-26,22,Louisiana,236
22415,2021-09-03,35,New Mexico,72
22416,2021-08-23,15,Hawaii,63
22417,2021-07-19,40,Oklahoma,97
22418,2021-05-03,29,Missouri,78
22419,2021-09-06,12,Florida,1361
22420,2021-05-19,41,Oregon,39
22421,2021-07-20,10,Delaware,0
22422,2021-04-11,55,Wisconsin,74
22423,2021-07-06,47,Tennessee,30
22424,2021-06-23,39,Ohio,67
22425,2021-07-06,08,Colorado,59
22426,2021-06-10,05,Arkansas,36
22427,2021-10-02,13,Georgia,337
22428,2021-05-18,04,Arizona,68
22429,2021-05-27,53,Washington,55
22430,2021-10-08,15,Hawaii,14
22431,2021-05-29,35,New Mexico,14
22432,2021-05-13,20,Kansas,21
22433,2021-09-06,08,Colorado,141
22434,2021-09-12,08,Colorado,127
22435,2021-11-04,05,Arkansas,46
22436,2021-10-11,40,Oklahoma,159
22437,2021-08-25,27,Minnesota,70
22438,2021-05-17,41,Oregon,32
22439,2021-06-27,47,Tennessee,26
22440,2021-05-28,72,Puerto Rico,6
22441,2021-10-20,18,Indiana,164
22442,2021-07-22,44,Rhode Island,5
22443,2021-04-19,13,Georgia,209
22444,2021-05-15,78,Virgin Islands,1
22445,2021-09-07,50,Vermont,7
22446,2021-10-29,56,Wyoming,32
22447,2021-09-09,54,West Virginia,90
22448,2021-08-25,32,Nevada,132
22449,2021-09-22,35,New Mexico,43
22450,2021-06-23,46,South Dakota,2
22451,2021-08-19,55,Wisconsin,172
22452,2021-06-24,29,Missouri,90
22453,2021-06-16,30,Montana,16
22454,2021-07-05,20,Kansas,15
22455,2021-04-28,31,Nebraska,16
22456,2021-07-12,48,Texas,402
22457,2021-05-20,49,Utah,21
22458,2021-05-25,11,District of Columbia,10
22459,2021-07-21,48,Texas,670
22460,2021-09-08,26,Michigan,203
22461,2021-04-20,56,Wyoming,1
22462,2021-06-30,34,New Jersey,35
22463,2021-04-09,04,Arizona,76
22464,2021-09-22,54,West Virginia,112
22465,2021-10-01,15,Hawaii,16
22466,2021-11-02,33,New Hampshire,26
22467,2021-10-21,01,Alabama,61
22468,2021-06-10,26,Michigan,63
22469,2021-08-19,39,Ohio,276
22470,2021-09-16,23,Maine,31
22471,2021-07-29,32,Nevada,137
22472,2021-06-05,39,Ohio,71
22473,2021-05-23,72,Puerto Rico,17
22474,2021-10-27,47,Tennessee,83
22475,2021-10-28,18,Indiana,158
22476,2021-06-09,55,Wisconsin,29
22477,2021-07-20,48,Texas,624
22478,2021-07-23,30,Montana,12
22479,2021-06-22,09,Connecticut,12
22480,2021-09-14,38,North Dakota,30
22481,2021-10-18,27,Minnesota,105
22482,2021-08-24,05,Arkansas,166
22483,2021-11-01,02,Alaska,15
22484,2021-07-31,55,Wisconsin,50
22485,2021-04-27,47,Tennessee,80
22486,2021-07-27,38,North Dakota,3
22487,2021-05-11,12,Florida,451
22488,2021-04-21,31,Nebraska,14
22489,2021-10-03,22,Louisiana,45
22490,2021-07-19,53,Washington,42
22491,2021-07-01,13,Georgia,87
22492,2021-09-07,51,Virginia,237
22493,2021-04-15,20,Kansas,34
22494,2021-10-07,02,Alaska,25
22495,2021-08-31,21,Kentucky,619
22496,2021-05-25,31,Nebraska,7
22497,2021-05-28,38,North Dakota,1
22498,2021-05-23,15,Hawaii,5
22499,2021-04-19,49,Utah,14
22500,2021-07-06,56,Wyoming,12
22501,2021-05-02,20,Kansas,29
22502,2021-07-09,17,Illinois,58
22503,2021-07-18,46,South Dakota,2
22504,2021-07-24,35,New Mexico,18
22505,2021-04-23,04,Arizona,63
22506,2021-08-21,01,Alabama,342
22507,2021-11-03,56,Wyoming,28
22508,2021-05-18,47,Tennessee,61
22509,2021-05-30,05,Arkansas,23
22510,2021-05-26,42,Pennsylvania,168
22511,2021-08-08,23,Maine,13
22512,2021-10-30,01,Alabama,47
22513,2021-10-12,35,New Mexico,55
22514,2021-06-09,44,Rhode Island,4
22515,2021-09-18,02,Alaska,26
22516,2021-08-20,02,Alaska,17
22517,2021-11-05,38,North Dakota,30
22518,2021-06-03,49,Utah,20
22519,2021-09-18,45,South Carolina,225
22520,2021-08-28,78,Virgin Islands,0
22521,2021-06-13,51,Virginia,22
22522,2021-06-18,29,Missouri,92
22523,2021-07-27,01,Alabama,278
22524,2021-08-13,49,Utah,66
22525,2021-05-12,24,Maryland,83
22526,2021-06-18,49,Utah,33
22527,2021-04-24,48,Texas,366
22528,2021-10-02,78,Virgin Islands,0
22529,2021-05-18,20,Kansas,20
22530,2021-07-14,13,Georgia,145
22531,2021-06-09,22,Louisiana,44
22532,2021-05-27,04,Arizona,59
22533,2021-08-23,24,Maryland,110
22534,2021-10-26,50,Vermont,16
22535,2021-08-13,26,Michigan,102
22536,2021-06-05,55,Wisconsin,26
22537,2021-06-08,29,Missouri,88
22538,2021-09-22,24,Maryland,93
22539,2021-06-25,28,Mississippi,36
22540,2021-05-21,47,Tennessee,53
22541,2021-09-21,13,Georgia,518
22542,2021-04-17,12,Florida,529
22543,2021-09-04,22,Louisiana,148
22544,2021-04-18,48,Texas,340
22545,2021-05-09,11,District of Columbia,12
22546,2021-08-10,04,Arizona,182
22547,2021-10-01,45,South Carolina,141
22548,2021-04-24,20,Kansas,22
22549,2021-09-10,31,Nebraska,43
22550,2021-06-27,12,Florida,259
22551,2021-05-28,11,District of Columbia,3
22552,2021-07-01,09,Connecticut,11
22553,2021-09-20,48,Texas,1178
22554,2021-06-17,02,Alaska,1
22555,2021-05-31,22,Louisiana,53
22556,2021-06-07,34,New Jersey,37
22557,2021-09-08,31,Nebraska,29
22558,2021-06-02,11,District of Columbia,7
22559,2021-10-21,35,New Mexico,77
22560,2021-05-23,32,Nevada,31
22561,2021-07-09,12,Florida,515
22562,2021-10-21,08,Colorado,188
22563,2021-09-18,36,New York,258
22564,2021-10-08,09,Connecticut,29
22565,2021-06-14,25,Massachusetts,12
22566,2021-09-24,37,North Carolina,290
22567,2021-05-09,24,Maryland,86
22568,2021-09-15,39,Ohio,568
22569,2021-07-17,53,Washington,45
22570,2021-08-21,20,Kansas,84
22571,2021-10-29,24,Maryland,66
22572,2021-06-20,29,Missouri,64
22573,2021-09-06,41,Oregon,119
22574,2021-09-15,31,Nebraska,44
22575,2021-07-09,37,North Carolina,56
22576,2021-06-23,50,Vermont,1
22577,2021-05-07,32,Nevada,30
22578,2021-08-05,11,District of Columbia,14
22579,2021-06-20,11,District of Columbia,4
22580,2021-09-06,24,Maryland,110
22581,2021-08-10,39,Ohio,207
22582,2021-04-11,21,Kentucky,110
22583,2021-08-06,16,Idaho,35
22584,2021-09-09,26,Michigan,164
22585,2021-09-02,09,Connecticut,44
22586,2021-09-10,06,California,752
22587,2021-08-29,45,South Carolina,300
22588,2021-05-11,45,South Carolina,37
22589,2021-08-02,34,New Jersey,90
22590,2021-09-05,22,Louisiana,166
22591,2021-09-01,12,Florida,1764
22592,2021-07-23,17,Illinois,112
22593,2021-05-17,55,Wisconsin,97
22594,2021-11-04,09,Connecticut,34
22595,2021-07-07,35,New Mexico,20
22596,2021-04-26,31,Nebraska,20
22597,2021-09-01,34,New Jersey,153
22598,2021-10-31,26,Michigan,247
22599,2021-10-15,11,District of Columbia,17
22600,2021-09-14,37,North Carolina,338
22601,2021-05-27,72,Puerto Rico,2
22602,2021-06-22,46,South Dakota,6
22603,2021-08-17,36,New York,326
22604,2021-05-01,45,South Carolina,38
22605,2021-10-01,29,Missouri,118
22606,2021-08-05,36,New York,201
22607,2021-07-28,53,Washington,76
22608,2021-10-02,18,Indiana,169
22609,2021-06-19,28,Mississippi,28
22610,2021-07-04,28,Mississippi,26
22611,2021-04-28,16,Idaho,13
22612,2021-05-25,53,Washington,57
22613,2021-10-13,21,Kentucky,164
22614,2021-07-12,32,Nevada,94
22615,2021-08-29,12,Florida,1600
22616,2021-04-09,10,Delaware,21
22617,2021-04-22,34,New Jersey,225
22618,2021-10-25,36,New York,246
22619,2021-05-07,01,Alabama,65
22620,2021-06-09,16,Idaho,10
22621,2021-08-26,09,Connecticut,48
22622,2021-08-14,47,Tennessee,238
22623,2021-06-11,02,Alaska,4
22624,2021-05-12,78,Virgin Islands,0
22625,2021-08-09,01,Alabama,392
22626,2021-07-26,21,Kentucky,153
22627,2021-06-17,45,South Carolina,16
22628,2021-08-31,02,Alaska,22
22629,2021-10-06,33,New Hampshire,13
22630,2021-04-18,01,Alabama,64
22631,2021-10-10,20,Kansas,58
22632,2021-06-29,29,Missouri,100
22633,2021-04-07,31,Nebraska,25
22634,2021-08-26,27,Minnesota,71
22635,2021-09-29,32,Nevada,94
22636,2021-07-22,55,Wisconsin,49
22637,2021-05-10,38,North Dakota,11
22638,2021-10-03,01,Alabama,96
22639,2021-10-07,23,Maine,17
22640,2021-05-14,08,Colorado,92
22641,2021-05-31,55,Wisconsin,33
22642,2021-07-15,47,Tennessee,56
22643,2021-10-26,09,Connecticut,25
22644,2021-09-26,04,Arizona,155
22645,2021-09-19,36,New York,272
22646,2021-06-14,54,West Virginia,19
22647,2021-10-27,02,Alaska,26
22648,2021-10-22,41,Oregon,57
22649,2021-06-18,17,Illinois,49
22650,2021-08-21,50,Vermont,2
22651,2021-04-11,72,Puerto Rico,20
22652,2021-10-21,46,South Dakota,20
22653,2021-07-30,40,Oklahoma,213
22654,2021-05-16,23,Maine,9
22655,2021-06-06,17,Illinois,73
22656,2021-09-27,40,Oklahoma,202
22657,2021-07-26,36,New York,108
22658,2021-09-01,02,Alaska,22
22659,2021-08-05,54,West Virginia,36
22660,2021-04-18,33,New Hampshire,17
22661,2021-09-09,31,Nebraska,45
22662,2021-05-02,49,Utah,23
22663,2021-10-16,46,South Dakota,26
22664,2021-07-02,48,Texas,256
22665,2021-10-29,51,Virginia,94
22666,2021-08-10,29,Missouri,256
22667,2021-08-17,54,West Virginia,66
22668,2021-09-02,46,South Dakota,30
22669,2021-10-03,21,Kentucky,211
22670,2021-10-04,26,Michigan,268
22671,2021-08-03,24,Maryland,64
22672,2021-05-14,41,Oregon,36
22673,2021-09-27,42,Pennsylvania,351
22674,2021-04-26,37,North Carolina,150
22675,2021-06-19,27,Minnesota,5
22676,2021-05-19,15,Hawaii,6
22677,2021-07-16,53,Washington,40
22678,2021-05-03,41,Oregon,37
22679,2021-08-06,10,Delaware,11
22680,2021-07-10,37,North Carolina,46
22681,2021-05-22,05,Arkansas,32
22682,2021-08-06,49,Utah,69
22683,2021-08-01,05,Arkansas,165
22684,2021-10-28,29,Missouri,97
22685,2021-06-15,27,Minnesota,24
22686,2021-06-17,11,District of Columbia,7
22687,2021-10-15,72,Puerto Rico,11
22688,2021-10-06,02,Alaska,24
22689,2021-07-26,53,Washington,72
22690,2021-07-16,16,Idaho,12
22691,2021-10-17,20,Kansas,55
22692,2021-06-11,35,New Mexico,12
22693,2021-10-18,22,Louisiana,63
22694,2021-09-24,26,Michigan,219
22695,2021-09-26,20,Kansas,77
22696,2021-05-25,48,Texas,263
22697,2021-08-16,16,Idaho,61
22698,2021-05-02,16,Idaho,13
22699,2021-04-16,41,Oregon,35
22700,2021-08-10,22,Louisiana,419
22701,2021-07-14,18,Indiana,61
22702,2021-10-23,22,Louisiana,32
22703,2021-07-24,39,Ohio,87
22704,2021-09-11,23,Maine,27
22705,2021-09-11,47,Tennessee,292
22706,2021-09-24,44,Rhode Island,13
22707,2021-04-15,39,Ohio,223
22708,2021-08-25,05,Arkansas,167
22709,2021-06-23,13,Georgia,92
22710,2021-10-25,54,West Virginia,62
22711,2021-10-15,29,Missouri,95
22712,2021-09-26,17,Illinois,203
22713,2021-10-11,24,Maryland,89
22714,2021-04-28,01,Alabama,53
22715,2021-07-12,10,Delaware,0
22716,2021-09-20,30,Montana,107
22717,2021-09-24,72,Puerto Rico,5
22718,2021-04-13,16,Idaho,13
22719,2021-09-24,10,Delaware,24
22720,2021-07-20,27,Minnesota,18
22721,2021-08-28,01,Alabama,336
22722,2021-04-09,47,Tennessee,99
22723,2021-05-16,15,Hawaii,5
22724,2021-10-27,38,North Dakota,26
22725,2021-10-16,15,Hawaii,9
22726,2021-06-12,46,South Dakota,1
22727,2021-09-21,28,Mississippi,76
22728,2021-08-22,22,Louisiana,250
22729,2021-06-12,06,California,130
22730,2021-08-29,22,Louisiana,203
22731,2021-04-21,13,Georgia,209
22732,2021-06-05,09,Connecticut,11
22733,2021-10-13,60,American Samoa,0
22734,2021-07-05,40,Oklahoma,50
22735,2021-09-16,06,California,602
22736,2021-07-22,02,Alaska,18
22737,2021-06-09,27,Minnesota,19
22738,2021-05-20,19,Iowa,22
22739,2021-05-10,18,Indiana,82
22740,2021-06-04,17,Illinois,80
22741,2021-05-05,26,Michigan,283
22742,2021-10-07,34,New Jersey,94
22743,2021-04-23,48,Texas,402
22744,2021-08-15,06,California,896
22745,2021-05-05,08,Colorado,133
22746,2021-10-11,08,Colorado,173
22747,2021-08-30,19,Iowa,79
22748,2021-08-10,13,Georgia,703
22749,2021-07-19,50,Vermont,1
22750,2021-09-26,34,New Jersey,114
22751,2021-04-24,37,North Carolina,127
22752,2021-08-31,51,Virginia,219
22753,2021-04-12,25,Massachusetts,93
22754,2021-04-15,04,Arizona,43
22755,2021-09-28,27,Minnesota,98
22756,2021-06-08,47,Tennessee,18
22757,2021-10-13,19,Iowa,72
22758,2021-04-06,24,Maryland,187
22759,2021-08-23,78,Virgin Islands,1
22760,2021-07-18,56,Wyoming,18
22761,2021-06-14,29,Missouri,74
22762,2021-10-24,28,Mississippi,21
22763,2021-06-07,26,Michigan,70
22764,2021-10-29,45,South Carolina,59
22765,2021-05-30,72,Puerto Rico,1
22766,2021-08-25,09,Connecticut,58
22767,2021-09-11,30,Montana,83
22768,2021-09-04,27,Minnesota,68
22769,2021-05-06,25,Massachusetts,65
22770,2021-10-05,31,Nebraska,56
22771,2021-10-02,41,Oregon,57
22772,2021-04-10,22,Louisiana,48
22773,2021-10-22,53,Washington,97
22774,2021-10-31,21,Kentucky,105
22775,2021-08-11,15,Hawaii,54
22776,2021-06-02,29,Missouri,55
22777,2021-10-08,29,Missouri,111
22778,2021-07-30,28,Mississippi,124
22779,2021-05-10,47,Tennessee,77
22780,2021-05-31,32,Nevada,32
22781,2021-04-22,38,North Dakota,10
22782,2021-07-27,54,West Virginia,24
22783,2021-08-28,40,Oklahoma,291
22784,2021-10-19,25,Massachusetts,61
22785,2021-09-01,50,Vermont,8
22786,2021-06-16,53,Washington,38
22787,2021-09-16,35,New Mexico,51
22788,2021-06-03,35,New Mexico,8
22789,2021-09-03,09,Connecticut,35
22790,2021-10-18,04,Arizona,204
22791,2021-08-24,50,Vermont,5
22792,2021-08-18,22,Louisiana,409
22793,2021-06-27,45,South Carolina,10
22794,2021-07-31,32,Nevada,131
22795,2021-06-08,19,Iowa,13
22796,2021-08-04,30,Montana,25
22797,2021-06-07,45,South Carolina,23
22798,2021-07-16,47,Tennessee,74
22799,2021-07-01,51,Virginia,15
22800,2021-08-23,33,New Hampshire,16
22801,2021-09-18,29,Missouri,129
22802,2021-11-01,35,New Mexico,68
22803,2021-11-02,28,Mississippi,27
22804,2021-07-04,30,Montana,7
22805,2021-10-17,47,Tennessee,96
22806,2021-04-16,37,North Carolina,144
22807,2021-06-17,29,Missouri,96
22808,2021-05-20,37,North Carolina,81
22809,2021-10-11,18,Indiana,191
22810,2021-06-11,23,Maine,7
22811,2021-04-10,51,Virginia,101
22812,2021-06-05,22,Louisiana,35
22813,2021-04-30,04,Arizona,87
22814,2021-07-04,49,Utah,38
22815,2021-06-04,29,Missouri,60
22816,2021-07-13,12,Florida,672
22817,2021-08-29,26,Michigan,142
22818,2021-06-18,12,Florida,235
22819,2021-08-25,47,Tennessee,385
22820,2021-08-09,32,Nevada,160
22821,2021-07-30,10,Delaware,4
22822,2021-07-16,38,North Dakota,1
22823,2021-08-22,41,Oregon,124
22824,2021-10-12,37,North Carolina,214
22825,2021-07-02,09,Connecticut,4
22826,2021-06-03,38,North Dakota,6
22827,2021-09-26,50,Vermont,15
22828,2021-05-24,72,Puerto Rico,14
22829,2021-04-19,08,Colorado,115
22830,2021-06-14,11,District of Columbia,3
22831,2021-10-12,21,Kentucky,194
22832,2021-07-20,25,Massachusetts,22
22833,2021-06-22,37,North Carolina,43
22834,2021-10-01,12,Florida,498
22835,2021-06-01,33,New Hampshire,3
22836,2021-07-05,30,Montana,12
22837,2021-05-06,06,California,254
22838,2021-08-02,47,Tennessee,207
22839,2021-06-01,72,Puerto Rico,3
22840,2021-05-28,55,Wisconsin,43
22841,2021-10-28,55,Wisconsin,134
22842,2021-09-10,48,Texas,1581
22843,2021-09-03,38,North Dakota,16
22844,2021-07-24,04,Arizona,115
22845,2021-08-30,48,Texas,1756
22846,2021-10-08,47,Tennessee,140
22847,2021-10-23,04,Arizona,186
22848,2021-09-25,53,Washington,108
22849,2021-05-31,49,Utah,28
22850,2021-07-03,19,Iowa,13
22851,2021-08-28,23,Maine,18
22852,2021-10-26,05,Arkansas,56
22853,2021-10-24,19,Iowa,69
22854,2021-04-15,72,Puerto Rico,49
22855,2021-10-17,30,Montana,85
22856,2021-09-21,34,New Jersey,133
22857,2021-06-23,18,Indiana,30
22858,2021-08-26,42,Pennsylvania,245
22859,2021-05-12,01,Alabama,74
22860,2021-07-10,50,Vermont,0
22861,2021-08-28,25,Massachusetts,71
22862,2021-07-19,20,Kansas,47
22863,2021-06-13,04,Arizona,54
22864,2021-04-07,12,Florida,521
22865,2021-08-31,17,Illinois,316
22866,2021-05-18,26,Michigan,168
22867,2021-10-14,12,Florida,358
22868,2021-07-11,37,North Carolina,50
22869,2021-04-17,34,New Jersey,234
22870,2021-10-09,51,Virginia,118
22871,2021-06-22,13,Georgia,113
22872,2021-09-30,60,American Samoa,0
22873,2021-06-01,17,Illinois,103
22874,2021-06-14,36,New York,78
22875,2021-07-11,19,Iowa,9
22876,2021-05-08,30,Montana,12
22877,2021-07-23,42,Pennsylvania,41
22878,2021-08-06,27,Minnesota,42
22879,2021-06-08,11,District of Columbia,5
22880,2021-07-05,78,Virgin Islands,0
22881,2021-06-04,45,South Carolina,15
22882,2021-06-26,39,Ohio,49
22883,2021-08-27,17,Illinois,298
22884,2021-10-21,37,North Carolina,117
22885,2021-09-27,17,Illinois,236
22886,2021-09-15,53,Washington,164
22887,2021-10-16,30,Montana,76
22888,2021-04-12,54,West Virginia,25
22889,2021-07-25,72,Puerto Rico,9
22890,2021-09-28,30,Montana,90
22891,2021-09-03,47,Tennessee,381
22892,2021-08-04,16,Idaho,30
22893,2021-08-03,56,Wyoming,12
22894,2021-06-21,53,Washington,48
22895,2021-08-01,26,Michigan,65
22896,2021-07-02,19,Iowa,10
22897,2021-10-05,54,West Virginia,95
22898,2021-05-30,11,District of Columbia,9
22899,2021-09-21,50,Vermont,7
22900,2021-09-07,34,New Jersey,145
22901,2021-04-19,41,Oregon,27
22902,2021-09-28,15,Hawaii,15
22903,2021-07-15,01,Alabama,93
22904,2021-09-04,38,North Dakota,14
22905,2021-10-14,49,Utah,68
22906,2021-04-23,33,New Hampshire,12
22907,2021-10-03,35,New Mexico,41
22908,2021-05-19,29,Missouri,52
22909,2021-10-04,11,District of Columbia,12
22910,2021-08-03,08,Colorado,88
22911,2021-10-14,36,New York,302
22912,2021-05-28,32,Nevada,27
22913,2021-09-09,11,District of Columbia,22
22914,2021-09-13,78,Virgin Islands,2
22915,2021-09-12,41,Oregon,106
22916,2021-10-31,13,Georgia,108
22917,2021-04-16,21,Kentucky,135
22918,2021-09-23,22,Louisiana,106
22919,2021-06-30,49,Utah,32
22920,2021-10-25,25,Massachusetts,48
22921,2021-10-20,78,Virgin Islands,1
22922,2021-05-07,78,Virgin Islands,0
22923,2021-07-31,22,Louisiana,319
22924,2021-08-12,56,Wyoming,23
22925,2021-09-15,13,Georgia,607
22926,2021-06-25,49,Utah,43
22927,2021-08-01,72,Puerto Rico,9
22928,2021-10-09,72,Puerto Rico,4
22929,2021-10-04,31,Nebraska,52
22930,2021-04-27,10,Delaware,18
22931,2021-07-11,27,Minnesota,19
22932,2021-10-18,10,Delaware,25
22933,2021-10-01,30,Montana,105
22934,2021-06-29,78,Virgin Islands,0
22935,2021-06-10,11,District of Columbia,7
22936,2021-07-24,55,Wisconsin,35
22937,2021-07-14,02,Alaska,7
22938,2021-06-24,40,Oklahoma,32
22939,2021-08-14,05,Arkansas,154
22940,2021-09-17,60,American Samoa,0
22941,2021-08-05,25,Massachusetts,50
22942,2021-05-21,01,Alabama,46
22943,2021-07-28,19,Iowa,27
22944,2021-06-27,15,Hawaii,3
22945,2021-05-15,26,Michigan,193
22946,2021-04-14,13,Georgia,234
22947,2021-10-04,72,Puerto Rico,5
22948,2021-11-03,15,Hawaii,7
22949,2021-05-20,08,Colorado,85
22950,2021-10-26,42,Pennsylvania,324
22951,2021-08-27,49,Utah,68
22952,2021-06-09,01,Alabama,30
22953,2021-05-01,54,West Virginia,30
22954,2021-06-11,18,Indiana,56
22955,2021-05-30,29,Missouri,39
22956,2021-04-13,37,North Carolina,122
22957,2021-07-04,10,Delaware,2
22958,2021-09-14,55,Wisconsin,206
22959,2021-08-19,04,Arizona,211
22960,2021-07-25,49,Utah,48
22961,2021-04-25,24,Maryland,118
22962,2021-09-15,55,Wisconsin,218
22963,2021-06-05,04,Arizona,53
22964,2021-07-10,13,Georgia,121
22965,2021-07-14,46,South Dakota,7
22966,2021-04-30,30,Montana,15
22967,2021-04-18,37,North Carolina,127
22968,2021-07-17,36,New York,71
22969,2021-10-13,53,Washington,101
22970,2021-06-04,12,Florida,268
22971,2021-06-17,72,Puerto Rico,1
22972,2021-08-22,26,Michigan,128
22973,2021-05-04,31,Nebraska,12
22974,2021-09-23,01,Alabama,141
22975,2021-10-12,46,South Dakota,20
22976,2021-07-08,09,Connecticut,9
22977,2021-04-28,78,Virgin Islands,0
22978,2021-06-03,16,Idaho,16
22979,2021-04-19,24,Maryland,175
22980,2021-09-12,24,Maryland,85
22981,2021-06-29,11,District of Columbia,5
22982,2021-10-16,06,California,356
22983,2021-08-15,31,Nebraska,31
22984,2021-06-02,39,Ohio,86
22985,2021-05-17,22,Louisiana,58
22986,2021-04-12,17,Illinois,282
22987,2021-05-05,30,Montana,27
22988,2021-07-06,30,Montana,12
22989,2021-09-19,60,American Samoa,0
22990,2021-06-25,16,Idaho,9
22991,2021-05-16,50,Vermont,1
22992,2021-07-24,19,Iowa,20
22993,2021-07-09,45,South Carolina,21
22994,2021-09-05,55,Wisconsin,171
22995,2021-07-15,32,Nevada,103
22996,2021-10-17,05,Arkansas,45
22997,2021-05-07,20,Kansas,37
22998,2021-05-29,16,Idaho,13
22999,2021-06-21,21,Kentucky,87
23000,2021-10-17,50,Vermont,5
23001,2021-09-17,30,Montana,75
23002,2021-07-25,11,District of Columbia,3
23003,2021-07-27,42,Pennsylvania,77
23004,2021-06-19,04,Arizona,68
23005,2021-07-21,20,Kansas,48
23006,2021-10-01,47,Tennessee,166
23007,2021-05-10,13,Georgia,150
23008,2021-10-14,60,American Samoa,0
23009,2021-04-22,17,Illinois,240
23010,2021-09-08,53,Washington,189
23011,2021-08-09,17,Illinois,233
23012,2021-08-23,18,Indiana,292
23013,2021-08-14,36,New York,238
23014,2021-06-04,51,Virginia,26
23015,2021-10-03,41,Oregon,62
23016,2021-04-14,34,New Jersey,254
23017,2021-04-10,32,Nevada,24
23018,2021-08-16,28,Mississippi,208
23019,2021-10-24,44,Rhode Island,5
23020,2021-05-13,08,Colorado,84
23021,2021-10-19,28,Mississippi,45
23022,2021-10-30,46,South Dakota,31
