location,location_name,date,orig_obs,issue_date,real_diff,relative_diff
US,US,2020-11-18,12130,2020-11-29,48,0.003957131079967024
US,US,2020-11-19,12427,2020-11-29,-93,-0.007483704836243663
US,US,2020-11-20,12296,2020-11-29,-136,-0.011060507482108002
US,US,2020-11-21,11643,2020-11-29,-603,-0.05179077557330585
04,Arizona,2020-08-18,80,2020-12-06,6,0.075
06,California,2020-08-18,443,2020-12-06,24,0.05417607223476298
04,Arizona,2020-08-17,107,2020-12-06,5,0.04672897196261682
06,California,2020-08-17,489,2020-12-06,49,0.10020449897750511
04,Arizona,2020-08-16,76,2020-12-06,1,0.013157894736842105
06,California,2020-08-16,502,2020-12-06,27,0.053784860557768925
04,Arizona,2020-08-15,97,2020-12-06,2,0.020618556701030927
06,California,2020-08-15,479,2020-12-06,33,0.06889352818371608
08,Colorado,2020-08-15,31,2020-12-06,2,0.06451612903225806
06,California,2020-08-14,596,2020-12-06,39,0.06543624161073826
11,District of Columbia,2020-08-14,10,2020-12-06,1,0.1
04,Arizona,2020-08-13,113,2020-12-06,1,0.008849557522123894
06,California,2020-08-13,597,2020-12-06,48,0.08040201005025126
08,Colorado,2020-08-13,37,2020-12-06,1,0.02702702702702703
06,California,2020-08-12,539,2020-12-06,25,0.04638218923933209
08,Colorado,2020-08-12,30,2020-12-06,3,0.1
09,Connecticut,2020-08-12,11,2020-12-06,2,0.18181818181818182
06,California,2020-08-11,596,2020-12-06,37,0.06208053691275168
08,Colorado,2020-08-11,47,2020-12-06,2,0.0425531914893617
09,Connecticut,2020-08-11,8,2020-12-06,1,0.125
04,Arizona,2020-08-10,108,2020-12-06,6,0.05555555555555555
06,California,2020-08-10,680,2020-12-06,37,0.054411764705882354
08,Colorado,2020-08-10,34,2020-12-06,2,0.058823529411764705
06,California,2020-08-09,593,2020-12-06,28,0.047217537942664416
08,Colorado,2020-08-09,31,2020-12-06,2,0.06451612903225806
09,Connecticut,2020-08-09,10,2020-12-06,1,0.1
06,California,2020-08-08,610,2020-12-06,31,0.05081967213114754
06,California,2020-08-07,683,2020-12-06,42,0.06149341142020498
08,Colorado,2020-08-07,55,2020-12-06,1,0.01818181818181818
06,California,2020-08-06,672,2020-12-06,38,0.05654761904761905
08,Colorado,2020-08-06,57,2020-12-06,1,0.017543859649122806
04,Arizona,2020-08-05,111,2020-12-06,1,0.009009009009009009
06,California,2020-08-05,698,2020-12-06,29,0.04154727793696275
04,Arizona,2020-08-04,116,2020-12-06,9,0.07758620689655173
06,California,2020-08-04,685,2020-12-06,49,0.07153284671532846
08,Colorado,2020-08-04,54,2020-12-06,1,0.018518518518518517
04,Arizona,2020-08-03,115,2020-12-06,6,0.05217391304347826
06,California,2020-08-03,689,2020-12-06,32,0.04644412191582003
09,Connecticut,2020-08-03,47,2020-12-06,1,0.02127659574468085
04,Arizona,2020-08-02,93,2020-12-06,6,0.06451612903225806
06,California,2020-08-02,694,2020-12-06,38,0.05475504322766571
08,Colorado,2020-08-02,44,2020-12-06,4,0.09090909090909091
04,Arizona,2020-08-01,123,2020-12-06,2,0.016260162601626018
06,California,2020-08-01,661,2020-12-06,40,0.060514372163388806
08,Colorado,2020-08-01,43,2020-12-06,1,0.023255813953488372
04,Arizona,2020-07-31,116,2020-12-06,10,0.08620689655172414
06,California,2020-07-31,677,2020-12-06,50,0.07385524372230429
08,Colorado,2020-07-31,39,2020-12-06,2,0.05128205128205128
04,Arizona,2020-07-30,131,2020-12-06,8,0.061068702290076333
06,California,2020-07-30,800,2020-12-06,46,0.0575
08,Colorado,2020-07-30,52,2020-12-06,5,0.09615384615384616
06,California,2020-07-29,764,2020-12-06,45,0.058900523560209424
08,Colorado,2020-07-29,51,2020-12-06,4,0.0784313725490196
09,Connecticut,2020-07-29,2,2020-12-06,1,0.5
04,Arizona,2020-07-28,130,2020-12-06,6,0.046153846153846156
06,California,2020-07-28,785,2020-12-06,47,0.05987261146496815
08,Colorado,2020-07-28,49,2020-12-06,2,0.04081632653061224
06,California,2020-07-27,839,2020-12-06,46,0.054827175208581644
08,Colorado,2020-07-27,50,2020-12-06,1,0.02
04,Arizona,2020-07-26,216,2020-12-06,5,0.023148148148148147
06,California,2020-07-26,681,2020-12-06,47,0.06901615271659324
08,Colorado,2020-07-26,41,2020-12-06,2,0.04878048780487805
04,Arizona,2020-07-25,263,2020-12-06,1,0.0038022813688212928
06,California,2020-07-25,674,2020-12-06,42,0.06231454005934718
01,Alabama,2020-07-24,139,2020-12-06,1,0.007194244604316547
06,California,2020-07-24,790,2020-12-06,53,0.0670886075949367
08,Colorado,2020-07-24,47,2020-12-06,3,0.06382978723404255
06,California,2020-07-23,709,2020-12-06,43,0.06064880112834979
08,Colorado,2020-07-23,65,2020-12-06,1,0.015384615384615385
06,California,2020-07-22,687,2020-12-06,30,0.043668122270742356
08,Colorado,2020-07-22,47,2020-12-06,4,0.0851063829787234
06,California,2020-07-21,431,2020-12-06,22,0.05104408352668213
08,Colorado,2020-07-21,25,2020-12-06,4,0.16
06,California,2020-07-20,603,2020-12-06,7,0.011608623548922056
08,Colorado,2020-07-20,41,2020-12-06,2,0.04878048780487805
04,Arizona,2020-07-19,139,2020-12-06,3,0.02158273381294964
06,California,2020-07-19,609,2020-12-06,13,0.021346469622331693
08,Colorado,2020-07-19,39,2020-12-06,2,0.05128205128205128
09,Connecticut,2020-07-19,9,2020-12-06,2,0.2222222222222222
04,Arizona,2020-07-18,148,2020-12-06,3,0.02027027027027027
06,California,2020-07-18,392,2020-12-06,13,0.03316326530612245
08,Colorado,2020-07-18,24,2020-12-06,2,0.08333333333333333
09,Connecticut,2020-07-18,8,2020-12-06,1,0.125
05,Arkansas,2020-07-17,43,2020-12-06,14,0.32558139534883723
04,Arizona,2020-07-17,143,2020-12-06,2,0.013986013986013986
06,California,2020-07-17,596,2020-12-06,6,0.010067114093959731
04,Arizona,2020-07-16,139,2020-12-06,2,0.014388489208633094
06,California,2020-07-16,600,2020-12-06,14,0.023333333333333334
05,Arkansas,2020-07-15,50,2020-12-06,3,0.06
04,Arizona,2020-07-15,172,2020-12-06,1,0.005813953488372093
06,California,2020-07-15,567,2020-12-06,8,0.014109347442680775
05,Arkansas,2020-07-14,46,2020-12-06,8,0.17391304347826086
04,Arizona,2020-07-14,194,2020-12-06,1,0.005154639175257732
06,California,2020-07-14,612,2020-12-06,3,0.004901960784313725
01,Alabama,2020-11-28,215,2020-12-06,6,0.027906976744186046
05,Arkansas,2020-11-28,120,2020-12-06,8,0.06666666666666667
04,Arizona,2020-11-28,300,2020-12-06,-1,-0.0033333333333333335
06,California,2020-11-28,1049,2020-12-06,94,0.089609151572926593
08,Colorado,2020-11-28,253,2020-12-06,15,0.05928853754940711
09,Connecticut,2020-11-28,104,2020-12-06,-4,-0.038461538461538464
11,District of Columbia,2020-11-28,22,2020-12-06,2,0.09090909090909091
12,Florida,2020-11-28,610,2020-12-06,10,0.01639344262295082
13,Georgia,2020-11-28,462,2020-12-06,-21,-0.045454545454545456
16,Idaho,2020-11-28,62,2020-12-06,3,0.04838709677419355
17,Illinois,2020-11-28,511,2020-12-06,-5,-0.009784735812133072
18,Indiana,2020-11-28,318,2020-12-06,17,0.05345911949685535
20,Kansas,2020-11-28,156,2020-12-06,11,0.07051282051282051
21,Kentucky,2020-11-28,383,2020-12-06,35,0.09138381201044386
22,Louisiana,2020-11-28,172,2020-12-06,1,0.005813953488372093
24,Maryland,2020-11-28,195,2020-12-06,9,0.046153846153846156
26,Michigan,2020-11-28,565,2020-12-06,-4,-0.007079646017699115
27,Minnesota,2020-11-28,195,2020-12-06,5,0.02564102564102564
29,Missouri,2020-11-28,288,2020-12-06,-3,-0.010416666666666666
28,Mississippi,2020-11-28,134,2020-12-06,-23,-0.17164179104477612
30,Montana,2020-11-28,54,2020-12-06,4,0.07407407407407407
37,North Carolina,2020-11-28,252,2020-12-06,-13,-0.051587301587301584
31,Nebraska,2020-11-28,107,2020-12-06,-10,-0.09345794392523364
33,New Hampshire,2020-11-28,21,2020-12-06,1,0.047619047619047616
34,New Jersey,2020-11-28,367,2020-12-06,20,0.05449591280653951
32,Nevada,2020-11-28,155,2020-12-06,3,0.01935483870967742
36,New York,2020-11-28,715,2020-12-06,-19,-0.026573426573426574
39,Ohio,2020-11-28,700,2020-12-06,-19,-0.027142857142857142
40,Oklahoma,2020-11-28,329,2020-12-06,-5,-0.015197568389057751
42,Pennsylvania,2020-11-28,657,2020-12-06,-2,-0.0030441400304414
72,Puerto Rico,2020-11-28,33,2020-12-06,-5,-0.15151515151515152
46,South Dakota,2020-11-28,43,2020-12-06,-2,-0.046511627906976744
47,Tennessee,2020-11-28,226,2020-12-06,59,0.2610619469026549
48,Texas,2020-11-28,1109,2020-12-06,-80,-0.0721370604147881
49,Utah,2020-11-28,90,2020-12-06,2,0.022222222222222223
51,Virginia,2020-11-28,162,2020-12-06,-5,-0.030864197530864196
50,Vermont,2020-11-28,3,2020-12-06,1,0.3333333333333333
53,Washington,2020-11-28,98,2020-12-06,-7,-0.07142857142857142
55,Wisconsin,2020-11-28,395,2020-12-06,8,0.020253164556962026
54,West Virginia,2020-11-28,88,2020-12-06,1,0.011363636363636364
56,Wyoming,2020-11-28,38,2020-12-06,-4,-0.10526315789473684
05,Arkansas,2020-11-27,125,2020-12-06,5,0.04
04,Arizona,2020-11-27,285,2020-12-06,11,0.03859649122807018
06,California,2020-11-27,1073,2020-12-06,94,0.08760484622553588
08,Colorado,2020-11-27,270,2020-12-06,-8,-0.02962962962962963
09,Connecticut,2020-11-27,104,2020-12-06,34,0.3269230769230769
11,District of Columbia,2020-11-27,12,2020-12-06,2,0.16666666666666666
10,Delaware,2020-11-27,39,2020-12-06,3,0.07692307692307693
12,Florida,2020-11-27,694,2020-12-06,5,0.007204610951008645
13,Georgia,2020-11-27,406,2020-12-06,4,0.009852216748768473
15,Hawaii,2020-11-27,1,2020-12-06,3,3
19,Iowa,2020-11-27,137,2020-12-06,-1,-0.0072992700729927005
16,Idaho,2020-11-27,62,2020-12-06,8,0.12903225806451613
17,Illinois,2020-11-27,594,2020-12-06,-1,-0.0016835016835016834
18,Indiana,2020-11-27,399,2020-12-06,3,0.007518796992481203
20,Kansas,2020-11-27,160,2020-12-06,8,0.05
21,Kentucky,2020-11-27,323,2020-12-06,-7,-0.021671826625386997
25,Massachusetts,2020-11-27,140,2020-12-06,1,0.007142857142857143
24,Maryland,2020-11-27,208,2020-12-06,34,0.16346153846153846
23,Maine,2020-11-27,20,2020-12-06,-2,-0.1
26,Michigan,2020-11-27,605,2020-12-06,4,0.006611570247933884
27,Minnesota,2020-11-27,240,2020-12-06,16,0.06666666666666667
29,Missouri,2020-11-27,293,2020-12-06,9,0.030716723549488054
28,Mississippi,2020-11-27,140,2020-12-06,-7,-0.05
30,Montana,2020-11-27,69,2020-12-06,-1,-0.014492753623188406
31,Nebraska,2020-11-27,110,2020-12-06,-2,-0.01818181818181818
33,New Hampshire,2020-11-27,27,2020-12-06,1,0.037037037037037035
34,New Jersey,2020-11-27,387,2020-12-06,5,0.012919896640826873
35,New Mexico,2020-11-27,123,2020-12-06,1,0.008130081300813009
32,Nevada,2020-11-27,139,2020-12-06,26,0.18705035971223022
36,New York,2020-11-27,738,2020-12-06,-2,-0.0027100271002710027
39,Ohio,2020-11-27,687,2020-12-06,1,0.001455604075691412
40,Oklahoma,2020-11-27,344,2020-12-06,4,0.011627906976744186
42,Pennsylvania,2020-11-27,675,2020-12-06,21,0.03111111111111111
45,South Carolina,2020-11-27,97,2020-12-06,4,0.041237113402061855
46,South Dakota,2020-11-27,65,2020-12-06,5,0.07692307692307693
47,Tennessee,2020-11-27,280,2020-12-06,10,0.03571428571428571
48,Texas,2020-11-27,1156,2020-12-06,-103,-0.08910034602076125
49,Utah,2020-11-27,88,2020-12-06,-1,-0.011363636363636364
51,Virginia,2020-11-27,159,2020-12-06,5,0.031446540880503145
55,Wisconsin,2020-11-27,417,2020-12-06,3,0.007194244604316547
56,Wyoming,2020-11-27,36,2020-12-06,-1,-0.027777777777777776
01,Alabama,2020-11-26,203,2020-12-06,2,0.009852216748768473
05,Arkansas,2020-11-26,96,2020-12-06,10,0.10416666666666667
04,Arizona,2020-11-26,265,2020-12-06,10,0.03773584905660377
06,California,2020-11-26,897,2020-12-06,76,0.08472686733556299
08,Colorado,2020-11-26,219,2020-12-06,20,0.091324200913242
09,Connecticut,2020-11-26,104,2020-12-06,13,0.125
11,District of Columbia,2020-11-26,22,2020-12-06,3,0.13636363636363635
10,Delaware,2020-11-26,31,2020-12-06,-1,-0.03225806451612903
12,Florida,2020-11-26,510,2020-12-06,-3,-0.0058823529411764705
16,Idaho,2020-11-26,57,2020-12-06,-2,-0.03508771929824561
17,Illinois,2020-11-26,483,2020-12-06,-7,-0.014492753623188406
18,Indiana,2020-11-26,353,2020-12-06,2,0.0056657223796034
20,Kansas,2020-11-26,160,2020-12-06,-5,-0.03125
24,Maryland,2020-11-26,210,2020-12-06,-11,-0.05238095238095238
23,Maine,2020-11-26,14,2020-12-06,-5,-0.35714285714285715
26,Michigan,2020-11-26,535,2020-12-06,-25,-0.04672897196261682
29,Missouri,2020-11-26,280,2020-12-06,-1,-0.0035714285714285713
31,Nebraska,2020-11-26,97,2020-12-06,-2,-0.020618556701030927
33,New Hampshire,2020-11-26,14,2020-12-06,1,0.07142857142857142
34,New Jersey,2020-11-26,313,2020-12-06,2,0.006389776357827476
32,Nevada,2020-11-26,151,2020-12-06,-34,-0.2251655629139073
36,New York,2020-11-26,667,2020-12-06,5,0.0074962518740629685
41,Oregon,2020-11-26,71,2020-12-06,1,0.014084507042253521
47,Tennessee,2020-11-26,218,2020-12-06,2,0.009174311926605505
48,Texas,2020-11-26,1077,2020-12-06,-127,-0.11792014856081709
51,Virginia,2020-11-26,156,2020-12-06,-9,-0.057692307692307696
55,Wisconsin,2020-11-26,342,2020-12-06,3,0.008771929824561403
56,Wyoming,2020-11-26,34,2020-12-06,-5,-0.14705882352941177
01,Alabama,2020-11-25,216,2020-12-06,11,0.05092592592592592
05,Arkansas,2020-11-25,127,2020-12-06,15,0.11811023622047244
04,Arizona,2020-11-25,287,2020-12-06,10,0.03484320557491289
06,California,2020-11-25,974,2020-12-06,87,0.08932238193018481
08,Colorado,2020-11-25,296,2020-12-06,-5,-0.016891891891891893
10,Delaware,2020-11-25,35,2020-12-06,5,0.14285714285714285
12,Florida,2020-11-25,590,2020-12-06,-1,-0.001694915254237288
13,Georgia,2020-11-25,378,2020-12-06,2,0.005291005291005291
16,Idaho,2020-11-25,69,2020-12-06,-2,-0.028985507246376812
18,Indiana,2020-11-25,397,2020-12-06,-2,-0.005037783375314861
20,Kansas,2020-11-25,200,2020-12-06,-8,-0.04
24,Maryland,2020-11-25,209,2020-12-06,1,0.004784688995215311
23,Maine,2020-11-25,19,2020-12-06,-5,-0.2631578947368421
29,Missouri,2020-11-25,329,2020-12-06,-3,-0.00911854103343465
30,Montana,2020-11-25,67,2020-12-06,2,0.029850746268656716
31,Nebraska,2020-11-25,122,2020-12-06,-1,-0.00819672131147541
33,New Hampshire,2020-11-25,18,2020-12-06,1,0.05555555555555555
34,New Jersey,2020-11-25,358,2020-12-06,2,0.00558659217877095
32,Nevada,2020-11-25,154,2020-12-06,-4,-0.025974025974025976
36,New York,2020-11-25,651,2020-12-06,23,0.03533026113671275
41,Oregon,2020-11-25,70,2020-12-06,-1,-0.014285714285714285
42,Pennsylvania,2020-11-25,625,2020-12-06,2,0.0032
46,South Dakota,2020-11-25,47,2020-12-06,-2,-0.0425531914893617
47,Tennessee,2020-11-25,292,2020-12-06,1,0.003424657534246575
51,Virginia,2020-11-25,177,2020-12-06,-3,-0.01694915254237288
55,Wisconsin,2020-11-25,427,2020-12-06,1,0.00234192037470726
56,Wyoming,2020-11-25,36,2020-12-06,-1,-0.027777777777777776
05,Arkansas,2020-11-24,135,2020-12-06,6,0.044444444444444446
04,Arizona,2020-11-24,294,2020-12-06,9,0.030612244897959183
06,California,2020-11-24,946,2020-12-06,68,0.07188160676532769
08,Colorado,2020-11-24,305,2020-12-06,13,0.04262295081967213
09,Connecticut,2020-11-24,104,2020-12-06,8,0.07692307692307693
12,Florida,2020-11-24,595,2020-12-06,3,0.005042016806722689
16,Idaho,2020-11-24,69,2020-12-06,-2,-0.028985507246376812
17,Illinois,2020-11-24,679,2020-12-06,-1,-0.0014727540500736377
18,Indiana,2020-11-24,397,2020-12-06,-6,-0.015113350125944584
20,Kansas,2020-11-24,173,2020-12-06,3,0.017341040462427744
24,Maryland,2020-11-24,229,2020-12-06,-3,-0.013100436681222707
23,Maine,2020-11-24,17,2020-12-06,-4,-0.23529411764705882
33,New Hampshire,2020-11-24,25,2020-12-06,1,0.04
42,Pennsylvania,2020-11-24,571,2020-12-06,6,0.010507880910683012
45,South Carolina,2020-11-24,99,2020-12-06,-1,-0.010101010101010102
51,Virginia,2020-11-24,188,2020-12-06,4,0.02127659574468085
56,Wyoming,2020-11-24,36,2020-12-06,-2,-0.05555555555555555
05,Arkansas,2020-11-23,157,2020-12-06,7,0.044585987261146494
06,California,2020-11-23,944,2020-12-06,60,0.0635593220338983
08,Colorado,2020-11-23,301,2020-12-06,13,0.04318936877076412
17,Illinois,2020-11-23,660,2020-12-06,1,0.0015151515151515152
20,Kansas,2020-11-23,185,2020-12-06,1,0.005405405405405406
26,Michigan,2020-11-23,614,2020-12-06,30,0.048859934853420196
04,Arizona,2020-11-22,232,2020-12-06,6,0.02586206896551724
06,California,2020-11-22,769,2020-12-06,69,0.08972691807542263
08,Colorado,2020-11-22,236,2020-12-06,6,0.025423728813559324
17,Illinois,2020-11-22,616,2020-12-06,-1,-0.0016233766233766235
41,Oregon,2020-11-22,50,2020-12-06,-1,-0.02
05,Arkansas,2020-11-21,122,2020-12-06,8,0.06557377049180328
04,Arizona,2020-11-21,272,2020-12-06,2,0.007352941176470588
06,California,2020-11-21,776,2020-12-06,35,0.045103092783505154
08,Colorado,2020-11-21,213,2020-12-06,8,0.03755868544600939
09,Connecticut,2020-11-21,79,2020-12-06,8,0.10126582278481013
18,Indiana,2020-11-21,362,2020-12-06,1,0.0027624309392265192
05,Arkansas,2020-11-20,132,2020-12-06,1,0.007575757575757576
04,Arizona,2020-11-20,243,2020-12-06,1,0.00411522633744856
06,California,2020-11-20,751,2020-12-06,52,0.0692410119840213
08,Colorado,2020-11-20,265,2020-12-06,10,0.03773584905660377
09,Connecticut,2020-11-20,70,2020-12-06,5,0.07142857142857142
05,Arkansas,2020-11-19,125,2020-12-06,8,0.064
04,Arizona,2020-11-19,284,2020-12-06,2,0.007042253521126761
06,California,2020-11-19,788,2020-12-06,32,0.04060913705583756
08,Colorado,2020-11-19,275,2020-12-06,6,0.02181818181818182
11,District of Columbia,2020-11-19,11,2020-12-06,1,0.09090909090909091
05,Arkansas,2020-11-18,148,2020-12-06,7,0.0472972972972973
04,Arizona,2020-11-18,240,2020-12-06,6,0.025
06,California,2020-11-18,689,2020-12-06,32,0.04644412191582003
08,Colorado,2020-11-18,296,2020-12-06,7,0.02364864864864865
48,Texas,2020-11-18,1206,2020-12-06,-6,-0.004975124378109453
05,Arkansas,2020-11-17,132,2020-12-06,7,0.05303030303030303
04,Arizona,2020-11-17,227,2020-12-06,3,0.013215859030837005
06,California,2020-11-17,686,2020-12-06,32,0.04664723032069971
08,Colorado,2020-11-17,273,2020-12-06,8,0.029304029304029304
48,Texas,2020-11-17,1127,2020-12-06,-1,-8.873114463176575e-4
55,Wisconsin,2020-11-17,521,2020-12-06,-1,-0.0019193857965451055
05,Arkansas,2020-11-16,132,2020-12-06,1,0.007575757575757576
04,Arizona,2020-11-16,226,2020-12-06,2,0.008849557522123894
06,California,2020-11-16,635,2020-12-06,53,0.08346456692913386
08,Colorado,2020-11-16,275,2020-12-06,8,0.02909090909090909
09,Connecticut,2020-11-16,115,2020-12-06,7,0.06086956521739131
48,Texas,2020-11-16,1239,2020-12-06,12,0.009685230024213076
53,Washington,2020-11-16,73,2020-12-06,3,0.0410958904109589
05,Arkansas,2020-11-15,112,2020-12-06,5,0.044642857142857144
04,Arizona,2020-11-15,187,2020-12-06,4,0.0213903743315508
06,California,2020-11-15,535,2020-12-06,60,0.11214953271028037
08,Colorado,2020-11-15,211,2020-12-06,4,0.018957345971563982
40,Oklahoma,2020-11-15,275,2020-12-06,-13,-0.04727272727272727
48,Texas,2020-11-15,1001,2020-12-06,12,0.011988011988011988
53,Washington,2020-11-15,89,2020-12-06,-11,-0.12359550561797752
05,Arkansas,2020-11-14,120,2020-12-06,3,0.025
04,Arizona,2020-11-14,195,2020-12-06,1,0.005128205128205128
06,California,2020-11-14,548,2020-12-06,23,0.041970802919708027
08,Colorado,2020-11-14,214,2020-12-06,3,0.014018691588785047
09,Connecticut,2020-11-14,82,2020-12-06,4,0.04878048780487805
20,Kansas,2020-11-14,187,2020-12-06,-2,-0.0106951871657754
40,Oklahoma,2020-11-14,287,2020-12-06,-6,-0.020905923344947737
48,Texas,2020-11-14,1037,2020-12-06,12,0.011571841851494697
53,Washington,2020-11-14,58,2020-12-06,-5,-0.08620689655172414
05,Arkansas,2020-11-13,114,2020-12-06,5,0.043859649122807015
04,Arizona,2020-11-13,193,2020-12-06,9,0.046632124352331605
06,California,2020-11-13,544,2020-12-06,36,0.0661764705882353
08,Colorado,2020-11-13,236,2020-12-06,10,0.0423728813559322
09,Connecticut,2020-11-13,117,2020-12-06,5,0.042735042735042736
20,Kansas,2020-11-13,153,2020-12-06,-2,-0.013071895424836602
26,Michigan,2020-11-13,414,2020-12-06,1,0.0024154589371980675
48,Texas,2020-11-13,1106,2020-12-06,12,0.0108499095840868
53,Washington,2020-11-13,87,2020-12-06,-1,-0.011494252873563218
02,Alaska,2020-11-12,16,2020-12-06,1,0.0625
05,Arkansas,2020-11-12,118,2020-12-06,10,0.0847457627118644
04,Arizona,2020-11-12,167,2020-12-06,10,0.059880239520958084
06,California,2020-11-12,500,2020-12-06,45,0.09
08,Colorado,2020-11-12,207,2020-12-06,4,0.01932367149758454
09,Connecticut,2020-11-12,88,2020-12-06,8,0.09090909090909091
16,Idaho,2020-11-12,44,2020-12-06,2,0.045454545454545456
17,Illinois,2020-11-12,624,2020-12-06,1,0.0016025641025641025
29,Missouri,2020-11-12,336,2020-12-06,-1,-0.002976190476190476
28,Mississippi,2020-11-12,71,2020-12-06,1,0.014084507042253521
34,New Jersey,2020-11-12,307,2020-12-06,-3,-0.009771986970684038
36,New York,2020-11-12,523,2020-12-06,3,0.0057361376673040155
45,South Carolina,2020-11-12,72,2020-12-06,-1,-0.013888888888888888
48,Texas,2020-11-12,1018,2020-12-06,12,0.011787819253438114
53,Washington,2020-11-12,58,2020-12-06,-3,-0.05172413793103448
05,Arkansas,2020-11-11,135,2020-12-06,4,0.02962962962962963
04,Arizona,2020-11-11,168,2020-12-06,2,0.011904761904761904
06,California,2020-11-11,547,2020-12-06,36,0.06581352833638025
08,Colorado,2020-11-11,225,2020-12-06,6,0.02666666666666667
09,Connecticut,2020-11-11,101,2020-12-06,5,0.04950495049504951
20,Kansas,2020-11-11,187,2020-12-06,-4,-0.0213903743315508
05,Arkansas,2020-11-10,106,2020-12-06,7,0.0660377358490566
04,Arizona,2020-11-10,173,2020-12-06,2,0.011560693641618497
06,California,2020-11-10,456,2020-12-06,23,0.05043859649122807
08,Colorado,2020-11-10,222,2020-12-06,7,0.03153153153153153
05,Arkansas,2020-11-09,111,2020-12-06,10,0.09009009009009009
04,Arizona,2020-11-09,176,2020-12-06,1,0.005681818181818182
06,California,2020-11-09,482,2020-12-06,26,0.05394190871369295
08,Colorado,2020-11-09,225,2020-12-06,7,0.03111111111111111
12,Florida,2020-11-09,503,2020-12-06,9,0.017892644135188866
05,Arkansas,2020-11-08,91,2020-12-06,11,0.12087912087912088
04,Arizona,2020-11-08,159,2020-12-06,1,0.006289308176100629
06,California,2020-11-08,357,2020-12-06,16,0.04481792717086835
08,Colorado,2020-11-08,187,2020-12-06,-3,-0.016042780748663103
09,Connecticut,2020-11-08,75,2020-12-06,3,0.04
12,Florida,2020-11-08,411,2020-12-06,7,0.0170316301703163
35,New Mexico,2020-11-08,72,2020-12-06,3,0.041666666666666664
36,New York,2020-11-08,269,2020-12-06,2,0.007434944237918215
40,Oklahoma,2020-11-08,237,2020-12-06,1,0.004219409282700422
05,Arkansas,2020-11-07,90,2020-12-06,7,0.07777777777777778
04,Arizona,2020-11-07,162,2020-12-06,2,0.012345679012345678
06,California,2020-11-07,388,2020-12-06,22,0.05670103092783505
08,Colorado,2020-11-07,214,2020-12-06,1,0.004672897196261682
12,Florida,2020-11-07,400,2020-12-06,2,0.005
31,Nebraska,2020-11-07,113,2020-12-06,-3,-0.02654867256637168
35,New Mexico,2020-11-07,85,2020-12-06,3,0.03529411764705882
05,Arkansas,2020-11-06,107,2020-12-06,4,0.037383177570093455
04,Arizona,2020-11-06,168,2020-12-06,5,0.02976190476190476
06,California,2020-11-06,396,2020-12-06,35,0.08838383838383838
08,Colorado,2020-11-06,171,2020-12-06,9,0.05263157894736842
09,Connecticut,2020-11-06,82,2020-12-06,2,0.024390243902439025
12,Florida,2020-11-06,473,2020-12-06,1,0.0021141649048625794
35,New Mexico,2020-11-06,90,2020-12-06,3,0.03333333333333333
05,Arkansas,2020-11-05,124,2020-12-06,1,0.008064516129032258
04,Arizona,2020-11-05,148,2020-12-06,4,0.02702702702702703
06,California,2020-11-05,394,2020-12-06,35,0.08883248730964467
08,Colorado,2020-11-05,184,2020-12-06,4,0.021739130434782608
09,Connecticut,2020-11-05,64,2020-12-06,3,0.046875
12,Florida,2020-11-05,409,2020-12-06,7,0.017114914425427872
35,New Mexico,2020-11-05,76,2020-12-06,2,0.02631578947368421
05,Arkansas,2020-11-04,97,2020-12-06,2,0.020618556701030927
06,California,2020-11-04,423,2020-12-06,16,0.037825059101654845
08,Colorado,2020-11-04,152,2020-12-06,9,0.05921052631578947
09,Connecticut,2020-11-04,51,2020-12-06,7,0.13725490196078433
12,Florida,2020-11-04,445,2020-12-06,11,0.024719101123595506
36,New York,2020-11-04,339,2020-12-06,1,0.0029498525073746312
05,Arkansas,2020-11-03,80,2020-12-06,6,0.075
04,Arizona,2020-11-03,120,2020-12-06,1,0.008333333333333333
06,California,2020-11-03,382,2020-12-06,18,0.04712041884816754
08,Colorado,2020-11-03,137,2020-12-06,2,0.014598540145985401
12,Florida,2020-11-03,392,2020-12-06,2,0.00510204081632653
04,Arizona,2020-11-02,132,2020-12-06,5,0.03787878787878788
06,California,2020-11-02,411,2020-12-06,31,0.07542579075425791
08,Colorado,2020-11-02,162,2020-12-06,7,0.043209876543209874
12,Florida,2020-11-02,418,2020-12-06,3,0.007177033492822967
35,New Mexico,2020-11-02,68,2020-12-06,-2,-0.029411764705882353
36,New York,2020-11-02,259,2020-12-06,-7,-0.02702702702702703
05,Arkansas,2020-11-01,84,2020-12-06,5,0.05952380952380952
04,Arizona,2020-11-01,91,2020-12-06,4,0.04395604395604396
06,California,2020-11-01,358,2020-12-06,27,0.07541899441340782
08,Colorado,2020-11-01,143,2020-12-06,3,0.02097902097902098
09,Connecticut,2020-11-01,47,2020-12-06,3,0.06382978723404255
12,Florida,2020-11-01,359,2020-12-06,5,0.013927576601671309
13,Georgia,2020-11-01,261,2020-12-06,6,0.022988505747126436
36,New York,2020-11-01,188,2020-12-06,-5,-0.026595744680851064
05,Arkansas,2020-10-31,66,2020-12-06,4,0.06060606060606061
04,Arizona,2020-10-31,106,2020-12-06,4,0.03773584905660377
06,California,2020-10-31,348,2020-12-06,20,0.05747126436781609
08,Colorado,2020-10-31,109,2020-12-06,5,0.045871559633027525
13,Georgia,2020-10-31,287,2020-12-06,2,0.006968641114982578
