location,target,target_end_date,forecast_date,type,quantile,value
01,1 day ahead inc hosp,2024-04-09,2024-04-08,point,NA,26
01,1 day ahead inc hosp,2024-04-09,2024-04-08,quantile,0.01,7
01,1 day ahead inc hosp,2024-04-09,2024-04-08,quantile,0.025,9
01,1 day ahead inc hosp,2024-04-09,2024-04-08,quantile,0.05,11
01,1 day ahead inc hosp,2024-04-09,2024-04-08,quantile,0.1,15
01,1 day ahead inc hosp,2024-04-09,2024-04-08,quantile,0.15,17
01,1 day ahead inc hosp,2024-04-09,2024-04-08,quantile,0.2,19
01,1 day ahead inc hosp,2024-04-09,2024-04-08,quantile,0.25,20
01,1 day ahead inc hosp,2024-04-09,2024-04-08,quantile,0.3,21
01,1 day ahead inc hosp,2024-04-09,2024-04-08,quantile,0.35,22
01,1 day ahead inc hosp,2024-04-09,2024-04-08,quantile,0.4,23
01,1 day ahead inc hosp,2024-04-09,2024-04-08,quantile,0.45,24
01,1 day ahead inc hosp,2024-04-09,2024-04-08,quantile,0.5,26
01,1 day ahead inc hosp,2024-04-09,2024-04-08,quantile,0.55,29
01,1 day ahead inc hosp,2024-04-09,2024-04-08,quantile,0.6,30
01,1 day ahead inc hosp,2024-04-09,2024-04-08,quantile,0.65,32
01,1 day ahead inc hosp,2024-04-09,2024-04-08,quantile,0.7,34
01,1 day ahead inc hosp,2024-04-09,2024-04-08,quantile,0.75,37
01,1 day ahead inc hosp,2024-04-09,2024-04-08,quantile,0.8,39
01,1 day ahead inc hosp,2024-04-09,2024-04-08,quantile,0.85,42
01,1 day ahead inc hosp,2024-04-09,2024-04-08,quantile,0.9,45
01,1 day ahead inc hosp,2024-04-09,2024-04-08,quantile,0.95,52
01,1 day ahead inc hosp,2024-04-09,2024-04-08,quantile,0.975,56
01,1 day ahead inc hosp,2024-04-09,2024-04-08,quantile,0.99,62
01,2 day ahead inc hosp,2024-04-10,2024-04-08,point,NA,26
01,2 day ahead inc hosp,2024-04-10,2024-04-08,quantile,0.01,7
01,2 day ahead inc hosp,2024-04-10,2024-04-08,quantile,0.025,8
01,2 day ahead inc hosp,2024-04-10,2024-04-08,quantile,0.05,10
01,2 day ahead inc hosp,2024-04-10,2024-04-08,quantile,0.1,14
01,2 day ahead inc hosp,2024-04-10,2024-04-08,quantile,0.15,16
01,2 day ahead inc hosp,2024-04-10,2024-04-08,quantile,0.2,18
01,2 day ahead inc hosp,2024-04-10,2024-04-08,quantile,0.25,19
01,2 day ahead inc hosp,2024-04-10,2024-04-08,quantile,0.3,21
