location,target,target_end_date,forecast_date,type,quantile,value
01,1 day ahead inc hosp,2023-12-05,2023-12-04,point,NA,36
01,1 day ahead inc hosp,2023-12-05,2023-12-04,quantile,0.01,10
01,1 day ahead inc hosp,2023-12-05,2023-12-04,quantile,0.025,13
01,1 day ahead inc hosp,2023-12-05,2023-12-04,quantile,0.05,16
01,1 day ahead inc hosp,2023-12-05,2023-12-04,quantile,0.1,21
01,1 day ahead inc hosp,2023-12-05,2023-12-04,quantile,0.15,24
01,1 day ahead inc hosp,2023-12-05,2023-12-04,quantile,0.2,26
01,1 day ahead inc hosp,2023-12-05,2023-12-04,quantile,0.25,27
01,1 day ahead inc hosp,2023-12-05,2023-12-04,quantile,0.3,29
01,1 day ahead inc hosp,2023-12-05,2023-12-04,quantile,0.35,31
01,1 day ahead inc hosp,2023-12-05,2023-12-04,quantile,0.4,33
01,1 day ahead inc hosp,2023-12-05,2023-12-04,quantile,0.45,33
01,1 day ahead inc hosp,2023-12-05,2023-12-04,quantile,0.5,36
01,1 day ahead inc hosp,2023-12-05,2023-12-04,quantile,0.55,39
01,1 day ahead inc hosp,2023-12-05,2023-12-04,quantile,0.6,40
01,1 day ahead inc hosp,2023-12-05,2023-12-04,quantile,0.65,43
01,1 day ahead inc hosp,2023-12-05,2023-12-04,quantile,0.7,46
01,1 day ahead inc hosp,2023-12-05,2023-12-04,quantile,0.75,48
01,1 day ahead inc hosp,2023-12-05,2023-12-04,quantile,0.8,52
01,1 day ahead inc hosp,2023-12-05,2023-12-04,quantile,0.85,56
01,1 day ahead inc hosp,2023-12-05,2023-12-04,quantile,0.9,61
01,1 day ahead inc hosp,2023-12-05,2023-12-04,quantile,0.95,68
01,1 day ahead inc hosp,2023-12-05,2023-12-04,quantile,0.975,75
01,1 day ahead inc hosp,2023-12-05,2023-12-04,quantile,0.99,82
01,2 day ahead inc hosp,2023-12-06,2023-12-04,point,NA,35
01,2 day ahead inc hosp,2023-12-06,2023-12-04,quantile,0.01,9
01,2 day ahead inc hosp,2023-12-06,2023-12-04,quantile,0.025,11
01,2 day ahead inc hosp,2023-12-06,2023-12-04,quantile,0.05,15
01,2 day ahead inc hosp,2023-12-06,2023-12-04,quantile,0.1,19
01,2 day ahead inc hosp,2023-12-06,2023-12-04,quantile,0.15,22
01,2 day ahead inc hosp,2023-12-06,2023-12-04,quantile,0.2,24
01,2 day ahead inc hosp,2023-12-06,2023-12-04,quantile,0.25,27
01,2 day ahead inc hosp,2023-12-06,2023-12-04,quantile,0.3,29
01,2 day ahead inc hosp,2023-12-06,2023-12-04,quantile,0.35,31
01,2 day ahead inc hosp,2023-12-06,2023-12-04,quantile,0.4,32
01,2 day ahead inc hosp,2023-12-06,2023-12-04,quantile,0.45,33
01,2 day ahead inc hosp,2023-12-06,2023-12-04,quantile,0.5,35
01,2 day ahead inc hosp,2023-12-06,2023-12-04,quantile,0.55,38
01,2 day ahead inc hosp,2023-12-06,2023-12-04,quantile,0.6,41
01,2 day ahead inc hosp,2023-12-06,2023-12-04,quantile,0.65,44
01,2 day ahead inc hosp,2023-12-06,2023-12-04,quantile,0.7,46
01,2 day ahead inc hosp,2023-12-06,2023-12-04,quantile,0.75,49
01,2 day ahead inc hosp,2023-12-06,2023-12-04,quantile,0.8,52
01,2 day ahead inc hosp,2023-12-06,2023-12-04,quantile,0.85,55
01,2 day ahead inc hosp,2023-12-06,2023-12-04,quantile,0.9,60
