"location","target","target_end_date","forecast_date","type","quantile","value"
"66","1 day ahead inc hosp","2022-08-16","2022-08-15","quantile",0.01,1
"69","1 day ahead inc hosp","2022-08-16","2022-08-15","quantile",0.01,0
"66","2 day ahead inc hosp","2022-08-17","2022-08-15","quantile",0.01,1
"69","2 day ahead inc hosp","2022-08-17","2022-08-15","quantile",0.01,0
"66","3 day ahead inc hosp","2022-08-18","2022-08-15","quantile",0.01,1
"69","3 day ahead inc hosp","2022-08-18","2022-08-15","quantile",0.01,0
"66","4 day ahead inc hosp","2022-08-19","2022-08-15","quantile",0.01,1
"69","4 day ahead inc hosp","2022-08-19","2022-08-15","quantile",0.01,0
"66","5 day ahead inc hosp","2022-08-20","2022-08-15","quantile",0.01,1
"69","5 day ahead inc hosp","2022-08-20","2022-08-15","quantile",0.01,0
"66","6 day ahead inc hosp","2022-08-21","2022-08-15","quantile",0.01,1
"69","6 day ahead inc hosp","2022-08-21","2022-08-15","quantile",0.01,0
"66","7 day ahead inc hosp","2022-08-22","2022-08-15","quantile",0.01,1
"69","7 day ahead inc hosp","2022-08-22","2022-08-15","quantile",0.01,0
"66","8 day ahead inc hosp","2022-08-23","2022-08-15","quantile",0.01,1
"69","8 day ahead inc hosp","2022-08-23","2022-08-15","quantile",0.01,0
"66","9 day ahead inc hosp","2022-08-24","2022-08-15","quantile",0.01,1
"69","9 day ahead inc hosp","2022-08-24","2022-08-15","quantile",0.01,0
"66","10 day ahead inc hosp","2022-08-25","2022-08-15","quantile",0.01,1
"69","10 day ahead inc hosp","2022-08-25","2022-08-15","quantile",0.01,0
"66","11 day ahead inc hosp","2022-08-26","2022-08-15","quantile",0.01,1
"69","11 day ahead inc hosp","2022-08-26","2022-08-15","quantile",0.01,0
"66","12 day ahead inc hosp","2022-08-27","2022-08-15","quantile",0.01,1
"69","12 day ahead inc hosp","2022-08-27","2022-08-15","quantile",0.01,0
"66","13 day ahead inc hosp","2022-08-28","2022-08-15","quantile",0.01,1
"69","13 day ahead inc hosp","2022-08-28","2022-08-15","quantile",0.01,0
"66","14 day ahead inc hosp","2022-08-29","2022-08-15","quantile",0.01,1
"69","14 day ahead inc hosp","2022-08-29","2022-08-15","quantile",0.01,0
"66","15 day ahead inc hosp","2022-08-30","2022-08-15","quantile",0.01,1
"69","15 day ahead inc hosp","2022-08-30","2022-08-15","quantile",0.01,0
"66","16 day ahead inc hosp","2022-08-31","2022-08-15","quantile",0.01,1
"69","16 day ahead inc hosp","2022-08-31","2022-08-15","quantile",0.01,0
"66","17 day ahead inc hosp","2022-09-01","2022-08-15","quantile",0.01,1
"69","17 day ahead inc hosp","2022-09-01","2022-08-15","quantile",0.01,0
"66","18 day ahead inc hosp","2022-09-02","2022-08-15","quantile",0.01,1
"69","18 day ahead inc hosp","2022-09-02","2022-08-15","quantile",0.01,0
"66","19 day ahead inc hosp","2022-09-03","2022-08-15","quantile",0.01,0
