"location","target","target_end_date","forecast_date","type","quantile","value"
"60","1 day ahead inc hosp","2022-12-13","2022-12-12","quantile",0.01,0
"60","2 day ahead inc hosp","2022-12-14","2022-12-12","quantile",0.01,0
"60","3 day ahead inc hosp","2022-12-15","2022-12-12","quantile",0.01,0
"60","4 day ahead inc hosp","2022-12-16","2022-12-12","quantile",0.01,0
"60","5 day ahead inc hosp","2022-12-17","2022-12-12","quantile",0.01,0
"60","6 day ahead inc hosp","2022-12-18","2022-12-12","quantile",0.01,0
"60","7 day ahead inc hosp","2022-12-19","2022-12-12","quantile",0.01,0
"60","8 day ahead inc hosp","2022-12-20","2022-12-12","quantile",0.01,0
"60","9 day ahead inc hosp","2022-12-21","2022-12-12","quantile",0.01,0
"60","10 day ahead inc hosp","2022-12-22","2022-12-12","quantile",0.01,0
"60","11 day ahead inc hosp","2022-12-23","2022-12-12","quantile",0.01,0
"60","12 day ahead inc hosp","2022-12-24","2022-12-12","quantile",0.01,0
"60","13 day ahead inc hosp","2022-12-25","2022-12-12","quantile",0.01,0
"60","14 day ahead inc hosp","2022-12-26","2022-12-12","quantile",0.01,0
"60","15 day ahead inc hosp","2022-12-27","2022-12-12","quantile",0.01,0
"60","16 day ahead inc hosp","2022-12-28","2022-12-12","quantile",0.01,0
"60","17 day ahead inc hosp","2022-12-29","2022-12-12","quantile",0.01,0
"60","18 day ahead inc hosp","2022-12-30","2022-12-12","quantile",0.01,0
"60","19 day ahead inc hosp","2022-12-31","2022-12-12","quantile",0.01,0
"60","20 day ahead inc hosp","2023-01-01","2022-12-12","quantile",0.01,0
"60","21 day ahead inc hosp","2023-01-02","2022-12-12","quantile",0.01,0
"60","22 day ahead inc hosp","2023-01-03","2022-12-12","quantile",0.01,0
"60","23 day ahead inc hosp","2023-01-04","2022-12-12","quantile",0.01,0
"60","24 day ahead inc hosp","2023-01-05","2022-12-12","quantile",0.01,0
"60","25 day ahead inc hosp","2023-01-06","2022-12-12","quantile",0.01,0
"60","1 day ahead inc hosp","2022-12-13","2022-12-12","quantile",0.025,0
"60","2 day ahead inc hosp","2022-12-14","2022-12-12","quantile",0.025,0
"60","3 day ahead inc hosp","2022-12-15","2022-12-12","quantile",0.025,0
"60","4 day ahead inc hosp","2022-12-16","2022-12-12","quantile",0.025,0
"60","5 day ahead inc hosp","2022-12-17","2022-12-12","quantile",0.025,0
"60","6 day ahead inc hosp","2022-12-18","2022-12-12","quantile",0.025,0
"60","7 day ahead inc hosp","2022-12-19","2022-12-12","quantile",0.025,0
"60","8 day ahead inc hosp","2022-12-20","2022-12-12","quantile",0.025,0
"60","9 day ahead inc hosp","2022-12-21","2022-12-12","quantile",0.025,0
"60","10 day ahead inc hosp","2022-12-22","2022-12-12","quantile",0.025,0
"60","11 day ahead inc hosp","2022-12-23","2022-12-12","quantile",0.025,0
"60","12 day ahead inc hosp","2022-12-24","2022-12-12","quantile",0.025,0
"60","13 day ahead inc hosp","2022-12-25","2022-12-12","quantile",0.025,0
"60","14 day ahead inc hosp","2022-12-26","2022-12-12","quantile",0.025,0
"60","15 day ahead inc hosp","2022-12-27","2022-12-12","quantile",0.025,0
"60","16 day ahead inc hosp","2022-12-28","2022-12-12","quantile",0.025,0
"60","17 day ahead inc hosp","2022-12-29","2022-12-12","quantile",0.025,0
"60","18 day ahead inc hosp","2022-12-30","2022-12-12","quantile",0.025,0
"60","19 day ahead inc hosp","2022-12-31","2022-12-12","quantile",0.025,0
"60","20 day ahead inc hosp","2023-01-01","2022-12-12","quantile",0.025,0
"60","21 day ahead inc hosp","2023-01-02","2022-12-12","quantile",0.025,0
"60","22 day ahead inc hosp","2023-01-03","2022-12-12","quantile",0.025,0
"60","23 day ahead inc hosp","2023-01-04","2022-12-12","quantile",0.025,0
"60","24 day ahead inc hosp","2023-01-05","2022-12-12","quantile",0.025,0
"60","25 day ahead inc hosp","2023-01-06","2022-12-12","quantile",0.025,0
"60","1 day ahead inc hosp","2022-12-13","2022-12-12","quantile",0.05,0
"60","2 day ahead inc hosp","2022-12-14","2022-12-12","quantile",0.05,0
"60","3 day ahead inc hosp","2022-12-15","2022-12-12","quantile",0.05,0
"60","4 day ahead inc hosp","2022-12-16","2022-12-12","quantile",0.05,0
"60","5 day ahead inc hosp","2022-12-17","2022-12-12","quantile",0.05,0
"60","6 day ahead inc hosp","2022-12-18","2022-12-12","quantile",0.05,0
"60","7 day ahead inc hosp","2022-12-19","2022-12-12","quantile",0.05,0
"60","8 day ahead inc hosp","2022-12-20","2022-12-12","quantile",0.05,0
"60","9 day ahead inc hosp","2022-12-21","2022-12-12","quantile",0.05,0
"60","10 day ahead inc hosp","2022-12-22","2022-12-12","quantile",0.05,0
"60","11 day ahead inc hosp","2022-12-23","2022-12-12","quantile",0.05,0
"60","12 day ahead inc hosp","2022-12-24","2022-12-12","quantile",0.05,0
"60","13 day ahead inc hosp","2022-12-25","2022-12-12","quantile",0.05,0
"60","14 day ahead inc hosp","2022-12-26","2022-12-12","quantile",0.05,0
"60","15 day ahead inc hosp","2022-12-27","2022-12-12","quantile",0.05,0
"60","16 day ahead inc hosp","2022-12-28","2022-12-12","quantile",0.05,0
"60","17 day ahead inc hosp","2022-12-29","2022-12-12","quantile",0.05,0
"60","18 day ahead inc hosp","2022-12-30","2022-12-12","quantile",0.05,0
"60","19 day ahead inc hosp","2022-12-31","2022-12-12","quantile",0.05,0
"60","20 day ahead inc hosp","2023-01-01","2022-12-12","quantile",0.05,0
"60","21 day ahead inc hosp","2023-01-02","2022-12-12","quantile",0.05,0
"60","22 day ahead inc hosp","2023-01-03","2022-12-12","quantile",0.05,0
"60","23 day ahead inc hosp","2023-01-04","2022-12-12","quantile",0.05,0
"60","24 day ahead inc hosp","2023-01-05","2022-12-12","quantile",0.05,0
"60","25 day ahead inc hosp","2023-01-06","2022-12-12","quantile",0.05,0
"60","1 day ahead inc hosp","2022-12-13","2022-12-12","quantile",0.1,0
"60","2 day ahead inc hosp","2022-12-14","2022-12-12","quantile",0.1,0
"60","3 day ahead inc hosp","2022-12-15","2022-12-12","quantile",0.1,0
"60","4 day ahead inc hosp","2022-12-16","2022-12-12","quantile",0.1,0
"60","5 day ahead inc hosp","2022-12-17","2022-12-12","quantile",0.1,0
"60","6 day ahead inc hosp","2022-12-18","2022-12-12","quantile",0.1,0
"60","7 day ahead inc hosp","2022-12-19","2022-12-12","quantile",0.1,0
"60","8 day ahead inc hosp","2022-12-20","2022-12-12","quantile",0.1,0
"60","9 day ahead inc hosp","2022-12-21","2022-12-12","quantile",0.1,0
"60","10 day ahead inc hosp","2022-12-22","2022-12-12","quantile",0.1,0
"60","11 day ahead inc hosp","2022-12-23","2022-12-12","quantile",0.1,0
"60","12 day ahead inc hosp","2022-12-24","2022-12-12","quantile",0.1,0
"60","13 day ahead inc hosp","2022-12-25","2022-12-12","quantile",0.1,0
"60","14 day ahead inc hosp","2022-12-26","2022-12-12","quantile",0.1,0
"60","15 day ahead inc hosp","2022-12-27","2022-12-12","quantile",0.1,0
"60","16 day ahead inc hosp","2022-12-28","2022-12-12","quantile",0.1,0
"60","17 day ahead inc hosp","2022-12-29","2022-12-12","quantile",0.1,0
"60","18 day ahead inc hosp","2022-12-30","2022-12-12","quantile",0.1,0
"60","19 day ahead inc hosp","2022-12-31","2022-12-12","quantile",0.1,0
"60","20 day ahead inc hosp","2023-01-01","2022-12-12","quantile",0.1,0
"60","21 day ahead inc hosp","2023-01-02","2022-12-12","quantile",0.1,0
"60","22 day ahead inc hosp","2023-01-03","2022-12-12","quantile",0.1,0
"60","23 day ahead inc hosp","2023-01-04","2022-12-12","quantile",0.1,0
"60","24 day ahead inc hosp","2023-01-05","2022-12-12","quantile",0.1,0
"60","25 day ahead inc hosp","2023-01-06","2022-12-12","quantile",0.1,0
"60","1 day ahead inc hosp","2022-12-13","2022-12-12","quantile",0.15,0
"60","2 day ahead inc hosp","2022-12-14","2022-12-12","quantile",0.15,0
"60","3 day ahead inc hosp","2022-12-15","2022-12-12","quantile",0.15,0
"60","4 day ahead inc hosp","2022-12-16","2022-12-12","quantile",0.15,0
"60","5 day ahead inc hosp","2022-12-17","2022-12-12","quantile",0.15,0
