location,target,target_end_date,forecast_date,type,quantile,value
01,1 day ahead inc hosp,2023-12-12,2023-12-11,point,NA,43
01,1 day ahead inc hosp,2023-12-12,2023-12-11,quantile,0.01,11
01,1 day ahead inc hosp,2023-12-12,2023-12-11,quantile,0.025,15
01,1 day ahead inc hosp,2023-12-12,2023-12-11,quantile,0.05,20
01,1 day ahead inc hosp,2023-12-12,2023-12-11,quantile,0.1,25
01,1 day ahead inc hosp,2023-12-12,2023-12-11,quantile,0.15,28
01,1 day ahead inc hosp,2023-12-12,2023-12-11,quantile,0.2,30
01,1 day ahead inc hosp,2023-12-12,2023-12-11,quantile,0.25,32
01,1 day ahead inc hosp,2023-12-12,2023-12-11,quantile,0.3,34
01,1 day ahead inc hosp,2023-12-12,2023-12-11,quantile,0.35,36
01,1 day ahead inc hosp,2023-12-12,2023-12-11,quantile,0.4,37
01,1 day ahead inc hosp,2023-12-12,2023-12-11,quantile,0.45,38
01,1 day ahead inc hosp,2023-12-12,2023-12-11,quantile,0.5,43
01,1 day ahead inc hosp,2023-12-12,2023-12-11,quantile,0.55,44
01,1 day ahead inc hosp,2023-12-12,2023-12-11,quantile,0.6,45
01,1 day ahead inc hosp,2023-12-12,2023-12-11,quantile,0.65,47
01,1 day ahead inc hosp,2023-12-12,2023-12-11,quantile,0.7,50
01,1 day ahead inc hosp,2023-12-12,2023-12-11,quantile,0.75,54
01,1 day ahead inc hosp,2023-12-12,2023-12-11,quantile,0.8,58
01,1 day ahead inc hosp,2023-12-12,2023-12-11,quantile,0.85,63
01,1 day ahead inc hosp,2023-12-12,2023-12-11,quantile,0.9,67
01,1 day ahead inc hosp,2023-12-12,2023-12-11,quantile,0.95,77
01,1 day ahead inc hosp,2023-12-12,2023-12-11,quantile,0.975,85
01,1 day ahead inc hosp,2023-12-12,2023-12-11,quantile,0.99,95
01,2 day ahead inc hosp,2023-12-13,2023-12-11,point,NA,43
01,2 day ahead inc hosp,2023-12-13,2023-12-11,quantile,0.01,10
01,2 day ahead inc hosp,2023-12-13,2023-12-11,quantile,0.025,16
01,2 day ahead inc hosp,2023-12-13,2023-12-11,quantile,0.05,20
01,2 day ahead inc hosp,2023-12-13,2023-12-11,quantile,0.1,24
01,2 day ahead inc hosp,2023-12-13,2023-12-11,quantile,0.15,26
01,2 day ahead inc hosp,2023-12-13,2023-12-11,quantile,0.2,28
01,2 day ahead inc hosp,2023-12-13,2023-12-11,quantile,0.25,31
01,2 day ahead inc hosp,2023-12-13,2023-12-11,quantile,0.3,33
01,2 day ahead inc hosp,2023-12-13,2023-12-11,quantile,0.35,34
01,2 day ahead inc hosp,2023-12-13,2023-12-11,quantile,0.4,36
01,2 day ahead inc hosp,2023-12-13,2023-12-11,quantile,0.45,38
01,2 day ahead inc hosp,2023-12-13,2023-12-11,quantile,0.5,43
01,2 day ahead inc hosp,2023-12-13,2023-12-11,quantile,0.55,45
01,2 day ahead inc hosp,2023-12-13,2023-12-11,quantile,0.6,48
01,2 day ahead inc hosp,2023-12-13,2023-12-11,quantile,0.65,52
01,2 day ahead inc hosp,2023-12-13,2023-12-11,quantile,0.7,54
01,2 day ahead inc hosp,2023-12-13,2023-12-11,quantile,0.75,58
01,2 day ahead inc hosp,2023-12-13,2023-12-11,quantile,0.8,60
01,2 day ahead inc hosp,2023-12-13,2023-12-11,quantile,0.85,65
01,2 day ahead inc hosp,2023-12-13,2023-12-11,quantile,0.9,70
01,2 day ahead inc hosp,2023-12-13,2023-12-11,quantile,0.95,80
01,2 day ahead inc hosp,2023-12-13,2023-12-11,quantile,0.975,87
01,2 day ahead inc hosp,2023-12-13,2023-12-11,quantile,0.99,99
01,3 day ahead inc hosp,2023-12-14,2023-12-11,point,NA,43
01,3 day ahead inc hosp,2023-12-14,2023-12-11,quantile,0.01,9
01,3 day ahead inc hosp,2023-12-14,2023-12-11,quantile,0.025,13
01,3 day ahead inc hosp,2023-12-14,2023-12-11,quantile,0.05,18
01,3 day ahead inc hosp,2023-12-14,2023-12-11,quantile,0.1,23
01,3 day ahead inc hosp,2023-12-14,2023-12-11,quantile,0.15,27
01,3 day ahead inc hosp,2023-12-14,2023-12-11,quantile,0.2,29
01,3 day ahead inc hosp,2023-12-14,2023-12-11,quantile,0.25,31
01,3 day ahead inc hosp,2023-12-14,2023-12-11,quantile,0.3,33
01,3 day ahead inc hosp,2023-12-14,2023-12-11,quantile,0.35,35
01,3 day ahead inc hosp,2023-12-14,2023-12-11,quantile,0.4,36
01,3 day ahead inc hosp,2023-12-14,2023-12-11,quantile,0.45,38
01,3 day ahead inc hosp,2023-12-14,2023-12-11,quantile,0.5,43
01,3 day ahead inc hosp,2023-12-14,2023-12-11,quantile,0.55,47
01,3 day ahead inc hosp,2023-12-14,2023-12-11,quantile,0.6,50
01,3 day ahead inc hosp,2023-12-14,2023-12-11,quantile,0.65,53
01,3 day ahead inc hosp,2023-12-14,2023-12-11,quantile,0.7,55
01,3 day ahead inc hosp,2023-12-14,2023-12-11,quantile,0.75,58
01,3 day ahead inc hosp,2023-12-14,2023-12-11,quantile,0.8,60
01,3 day ahead inc hosp,2023-12-14,2023-12-11,quantile,0.85,65
01,3 day ahead inc hosp,2023-12-14,2023-12-11,quantile,0.9,71
01,3 day ahead inc hosp,2023-12-14,2023-12-11,quantile,0.95,82
01,3 day ahead inc hosp,2023-12-14,2023-12-11,quantile,0.975,89
01,3 day ahead inc hosp,2023-12-14,2023-12-11,quantile,0.99,100
01,4 day ahead inc hosp,2023-12-15,2023-12-11,point,NA,43
01,4 day ahead inc hosp,2023-12-15,2023-12-11,quantile,0.01,9
01,4 day ahead inc hosp,2023-12-15,2023-12-11,quantile,0.025,12
01,4 day ahead inc hosp,2023-12-15,2023-12-11,quantile,0.05,17
01,4 day ahead inc hosp,2023-12-15,2023-12-11,quantile,0.1,24
01,4 day ahead inc hosp,2023-12-15,2023-12-11,quantile,0.15,26
01,4 day ahead inc hosp,2023-12-15,2023-12-11,quantile,0.2,28
01,4 day ahead inc hosp,2023-12-15,2023-12-11,quantile,0.25,31
01,4 day ahead inc hosp,2023-12-15,2023-12-11,quantile,0.3,34
01,4 day ahead inc hosp,2023-12-15,2023-12-11,quantile,0.35,36
01,4 day ahead inc hosp,2023-12-15,2023-12-11,quantile,0.4,37
01,4 day ahead inc hosp,2023-12-15,2023-12-11,quantile,0.45,39
01,4 day ahead inc hosp,2023-12-15,2023-12-11,quantile,0.5,43
01,4 day ahead inc hosp,2023-12-15,2023-12-11,quantile,0.55,46
01,4 day ahead inc hosp,2023-12-15,2023-12-11,quantile,0.6,50
01,4 day ahead inc hosp,2023-12-15,2023-12-11,quantile,0.65,53
01,4 day ahead inc hosp,2023-12-15,2023-12-11,quantile,0.7,55
01,4 day ahead inc hosp,2023-12-15,2023-12-11,quantile,0.75,58
01,4 day ahead inc hosp,2023-12-15,2023-12-11,quantile,0.8,62
01,4 day ahead inc hosp,2023-12-15,2023-12-11,quantile,0.85,66
01,4 day ahead inc hosp,2023-12-15,2023-12-11,quantile,0.9,73
01,4 day ahead inc hosp,2023-12-15,2023-12-11,quantile,0.95,83
01,4 day ahead inc hosp,2023-12-15,2023-12-11,quantile,0.975,93
01,4 day ahead inc hosp,2023-12-15,2023-12-11,quantile,0.99,106
01,5 day ahead inc hosp,2023-12-16,2023-12-11,point,NA,43
01,5 day ahead inc hosp,2023-12-16,2023-12-11,quantile,0.01,8
01,5 day ahead inc hosp,2023-12-16,2023-12-11,quantile,0.025,11
01,5 day ahead inc hosp,2023-12-16,2023-12-11,quantile,0.05,16
01,5 day ahead inc hosp,2023-12-16,2023-12-11,quantile,0.1,21
01,5 day ahead inc hosp,2023-12-16,2023-12-11,quantile,0.15,26
