location,target,target_end_date,forecast_date,type,quantile,value
01,1 day ahead inc hosp,2023-12-19,2023-12-18,point,NA,57
01,1 day ahead inc hosp,2023-12-19,2023-12-18,quantile,0.01,18
01,1 day ahead inc hosp,2023-12-19,2023-12-18,quantile,0.025,24
01,1 day ahead inc hosp,2023-12-19,2023-12-18,quantile,0.05,27
01,1 day ahead inc hosp,2023-12-19,2023-12-18,quantile,0.1,34
01,1 day ahead inc hosp,2023-12-19,2023-12-18,quantile,0.15,39
01,1 day ahead inc hosp,2023-12-19,2023-12-18,quantile,0.2,41
01,1 day ahead inc hosp,2023-12-19,2023-12-18,quantile,0.25,42
01,1 day ahead inc hosp,2023-12-19,2023-12-18,quantile,0.3,43
01,1 day ahead inc hosp,2023-12-19,2023-12-18,quantile,0.35,45
01,1 day ahead inc hosp,2023-12-19,2023-12-18,quantile,0.4,51
01,1 day ahead inc hosp,2023-12-19,2023-12-18,quantile,0.45,56
01,1 day ahead inc hosp,2023-12-19,2023-12-18,quantile,0.5,57
01,1 day ahead inc hosp,2023-12-19,2023-12-18,quantile,0.55,58
01,1 day ahead inc hosp,2023-12-19,2023-12-18,quantile,0.6,58
01,1 day ahead inc hosp,2023-12-19,2023-12-18,quantile,0.65,61
01,1 day ahead inc hosp,2023-12-19,2023-12-18,quantile,0.7,64
01,1 day ahead inc hosp,2023-12-19,2023-12-18,quantile,0.75,68
01,1 day ahead inc hosp,2023-12-19,2023-12-18,quantile,0.8,72
01,1 day ahead inc hosp,2023-12-19,2023-12-18,quantile,0.85,77
01,1 day ahead inc hosp,2023-12-19,2023-12-18,quantile,0.9,83
01,1 day ahead inc hosp,2023-12-19,2023-12-18,quantile,0.95,91
01,1 day ahead inc hosp,2023-12-19,2023-12-18,quantile,0.975,97
01,1 day ahead inc hosp,2023-12-19,2023-12-18,quantile,0.99,107
01,2 day ahead inc hosp,2023-12-20,2023-12-18,point,NA,58
01,2 day ahead inc hosp,2023-12-20,2023-12-18,quantile,0.01,17
01,2 day ahead inc hosp,2023-12-20,2023-12-18,quantile,0.025,24
