"location","target","target_end_date","forecast_date","type","quantile","value"
"78","1 day ahead inc hosp","2023-01-17","2023-01-16","quantile",0.01,0
"78","2 day ahead inc hosp","2023-01-18","2023-01-16","quantile",0.01,0
"78","3 day ahead inc hosp","2023-01-19","2023-01-16","quantile",0.01,0
"78","4 day ahead inc hosp","2023-01-20","2023-01-16","quantile",0.01,0
"78","5 day ahead inc hosp","2023-01-21","2023-01-16","quantile",0.01,0
"78","6 day ahead inc hosp","2023-01-22","2023-01-16","quantile",0.01,0
"78","7 day ahead inc hosp","2023-01-23","2023-01-16","quantile",0.01,0
"78","8 day ahead inc hosp","2023-01-24","2023-01-16","quantile",0.01,0
"78","9 day ahead inc hosp","2023-01-25","2023-01-16","quantile",0.01,0
"78","10 day ahead inc hosp","2023-01-26","2023-01-16","quantile",0.01,0
"78","11 day ahead inc hosp","2023-01-27","2023-01-16","quantile",0.01,0
"78","12 day ahead inc hosp","2023-01-28","2023-01-16","quantile",0.01,0
"78","13 day ahead inc hosp","2023-01-29","2023-01-16","quantile",0.01,0
"78","14 day ahead inc hosp","2023-01-30","2023-01-16","quantile",0.01,0
"78","15 day ahead inc hosp","2023-01-31","2023-01-16","quantile",0.01,0
"78","16 day ahead inc hosp","2023-02-01","2023-01-16","quantile",0.01,0
"78","17 day ahead inc hosp","2023-02-02","2023-01-16","quantile",0.01,0
"78","18 day ahead inc hosp","2023-02-03","2023-01-16","quantile",0.01,0
"78","19 day ahead inc hosp","2023-02-04","2023-01-16","quantile",0.01,0
"78","20 day ahead inc hosp","2023-02-05","2023-01-16","quantile",0.01,0
"78","21 day ahead inc hosp","2023-02-06","2023-01-16","quantile",0.01,0
"78","22 day ahead inc hosp","2023-02-07","2023-01-16","quantile",0.01,0
"78","23 day ahead inc hosp","2023-02-08","2023-01-16","quantile",0.01,0
"78","24 day ahead inc hosp","2023-02-09","2023-01-16","quantile",0.01,0
"78","25 day ahead inc hosp","2023-02-10","2023-01-16","quantile",0.01,0
"78","1 day ahead inc hosp","2023-01-17","2023-01-16","quantile",0.025,0
"78","2 day ahead inc hosp","2023-01-18","2023-01-16","quantile",0.025,0
"78","3 day ahead inc hosp","2023-01-19","2023-01-16","quantile",0.025,0
"78","4 day ahead inc hosp","2023-01-20","2023-01-16","quantile",0.025,0
"78","5 day ahead inc hosp","2023-01-21","2023-01-16","quantile",0.025,0
"78","6 day ahead inc hosp","2023-01-22","2023-01-16","quantile",0.025,0
"78","7 day ahead inc hosp","2023-01-23","2023-01-16","quantile",0.025,0
"78","8 day ahead inc hosp","2023-01-24","2023-01-16","quantile",0.025,0
"78","9 day ahead inc hosp","2023-01-25","2023-01-16","quantile",0.025,0
"78","10 day ahead inc hosp","2023-01-26","2023-01-16","quantile",0.025,0
"78","11 day ahead inc hosp","2023-01-27","2023-01-16","quantile",0.025,0
"78","12 day ahead inc hosp","2023-01-28","2023-01-16","quantile",0.025,0
"78","13 day ahead inc hosp","2023-01-29","2023-01-16","quantile",0.025,0
"78","14 day ahead inc hosp","2023-01-30","2023-01-16","quantile",0.025,0
"78","15 day ahead inc hosp","2023-01-31","2023-01-16","quantile",0.025,0
"78","16 day ahead inc hosp","2023-02-01","2023-01-16","quantile",0.025,0
"78","17 day ahead inc hosp","2023-02-02","2023-01-16","quantile",0.025,0
"78","18 day ahead inc hosp","2023-02-03","2023-01-16","quantile",0.025,0
"78","19 day ahead inc hosp","2023-02-04","2023-01-16","quantile",0.025,0
"78","20 day ahead inc hosp","2023-02-05","2023-01-16","quantile",0.025,0
"78","21 day ahead inc hosp","2023-02-06","2023-01-16","quantile",0.025,0
"78","22 day ahead inc hosp","2023-02-07","2023-01-16","quantile",0.025,0
"78","23 day ahead inc hosp","2023-02-08","2023-01-16","quantile",0.025,0
"78","24 day ahead inc hosp","2023-02-09","2023-01-16","quantile",0.025,0
"78","25 day ahead inc hosp","2023-02-10","2023-01-16","quantile",0.025,0
"78","1 day ahead inc hosp","2023-01-17","2023-01-16","quantile",0.05,0
"78","2 day ahead inc hosp","2023-01-18","2023-01-16","quantile",0.05,0
"78","3 day ahead inc hosp","2023-01-19","2023-01-16","quantile",0.05,0
"78","4 day ahead inc hosp","2023-01-20","2023-01-16","quantile",0.05,0
"78","5 day ahead inc hosp","2023-01-21","2023-01-16","quantile",0.05,0
