location,target,type,quantile,forecast_date,target_end_date,value
24001,1 wk ahead inc case,point,NA,2020-07-05,2020-07-11,9.43
24001,1 wk ahead inc case,quantile,0.025,2020-07-05,2020-07-11,7.96
24001,1 wk ahead inc case,quantile,0.1,2020-07-05,2020-07-11,8.35
24001,1 wk ahead inc case,quantile,0.25,2020-07-05,2020-07-11,8.49
24001,1 wk ahead inc case,quantile,0.5,2020-07-05,2020-07-11,9.18
24001,1 wk ahead inc case,quantile,0.75,2020-07-05,2020-07-11,9.77
24001,1 wk ahead inc case,quantile,0.9,2020-07-05,2020-07-11,10.51
24001,1 wk ahead inc case,quantile,0.975,2020-07-05,2020-07-11,12.15
24001,2 wk ahead inc case,point,NA,2020-07-05,2020-07-18,10.63
24001,2 wk ahead inc case,quantile,0.025,2020-07-05,2020-07-18,8.84
24001,2 wk ahead inc case,quantile,0.1,2020-07-05,2020-07-18,9.32
24001,2 wk ahead inc case,quantile,0.25,2020-07-05,2020-07-18,9.49
24001,2 wk ahead inc case,quantile,0.5,2020-07-05,2020-07-18,10.32
24001,2 wk ahead inc case,quantile,0.75,2020-07-05,2020-07-18,11.04
24001,2 wk ahead inc case,quantile,0.9,2020-07-05,2020-07-18,11.94
24001,2 wk ahead inc case,quantile,0.975,2020-07-05,2020-07-18,13.95
24001,3 wk ahead inc case,point,NA,2020-07-05,2020-07-25,10.24
24001,3 wk ahead inc case,quantile,0.025,2020-07-05,2020-07-25,8.38
24001,3 wk ahead inc case,quantile,0.1,2020-07-05,2020-07-25,8.88
24001,3 wk ahead inc case,quantile,0.25,2020-07-05,2020-07-25,9.05
24001,3 wk ahead inc case,quantile,0.5,2020-07-05,2020-07-25,9.91
24001,3 wk ahead inc case,quantile,0.75,2020-07-05,2020-07-25,10.65
24001,3 wk ahead inc case,quantile,0.9,2020-07-05,2020-07-25,11.59
24001,3 wk ahead inc case,quantile,0.975,2020-07-05,2020-07-25,13.7
24001,4 wk ahead inc case,point,NA,2020-07-05,2020-08-01,9.84
24001,4 wk ahead inc case,quantile,0.025,2020-07-05,2020-08-01,7.92
24001,4 wk ahead inc case,quantile,0.1,2020-07-05,2020-08-01,8.43
24001,4 wk ahead inc case,quantile,0.25,2020-07-05,2020-08-01,8.62
