forecast_date,target,target_end_date,quantile,type,location,value
2021-07-05,1 wk ahead inc case,2021-07-10,0.025,quantile,US,49934.40974891288
2021-07-05,1 wk ahead inc case,2021-07-10,0.1,quantile,US,59452.822946958964
2021-07-05,1 wk ahead inc case,2021-07-10,0.25,quantile,US,69900.1969378818
2021-07-05,1 wk ahead inc case,2021-07-10,0.5,quantile,US,82261.38884438934
2021-07-05,1 wk ahead inc case,2021-07-10,0.75,quantile,US,95428.42233881548
2021-07-05,1 wk ahead inc case,2021-07-10,0.9,quantile,US,108925.80298812724
2021-07-05,1 wk ahead inc case,2021-07-10,0.975,quantile,US,125343.50641624909
2021-07-05,1 wk ahead inc case,2021-07-10,NA,point,US,82261.38884438934
2021-07-05,2 wk ahead inc case,2021-07-17,0.025,quantile,US,43516.442305714976
2021-07-05,2 wk ahead inc case,2021-07-17,0.1,quantile,US,54766.666967643345
2021-07-05,2 wk ahead inc case,2021-07-17,0.25,quantile,US,67669.36511529569
2021-07-05,2 wk ahead inc case,2021-07-17,0.5,quantile,US,83766.90122004435
2021-07-05,2 wk ahead inc case,2021-07-17,0.75,quantile,US,102168.03757860984
2021-07-05,2 wk ahead inc case,2021-07-17,0.9,quantile,US,121639.8141267581
2021-07-05,2 wk ahead inc case,2021-07-17,0.975,quantile,US,145329.70120326625
2021-07-05,2 wk ahead inc case,2021-07-17,NA,point,US,83766.90122004435
2021-07-05,3 wk ahead inc case,2021-07-24,0.025,quantile,US,44947.330618813845
2021-07-05,3 wk ahead inc case,2021-07-24,0.1,quantile,US,56829.342190057694
2021-07-05,3 wk ahead inc case,2021-07-24,0.25,quantile,US,72523.7348290288
2021-07-05,3 wk ahead inc case,2021-07-24,0.5,quantile,US,92981.02737763016
2021-07-05,3 wk ahead inc case,2021-07-24,0.75,quantile,US,117763.96232505383
2021-07-05,3 wk ahead inc case,2021-07-24,0.9,quantile,US,144702.74084002653
2021-07-05,3 wk ahead inc case,2021-07-24,0.975,quantile,US,177809.18046563046
2021-07-05,3 wk ahead inc case,2021-07-24,NA,point,US,92981.02737763016
2021-07-05,4 wk ahead inc case,2021-07-31,0.025,quantile,US,46011.63492892805
2021-07-05,4 wk ahead inc case,2021-07-31,0.1,quantile,US,58597.034824080394
2021-07-05,4 wk ahead inc case,2021-07-31,0.25,quantile,US,77748.22933204191
2021-07-05,4 wk ahead inc case,2021-07-31,0.5,quantile,US,102579.3377883664
2021-07-05,4 wk ahead inc case,2021-07-31,0.75,quantile,US,134907.04399929923
2021-07-05,4 wk ahead inc case,2021-07-31,0.9,quantile,US,170670.17791869616
2021-07-05,4 wk ahead inc case,2021-07-31,0.975,quantile,US,214831.90577099822
2021-07-05,4 wk ahead inc case,2021-07-31,NA,point,US,102579.3377883664
2021-07-05,5 wk ahead inc case,2021-08-07,0.025,quantile,US,66234.43129258124
2021-07-05,5 wk ahead inc case,2021-08-07,0.1,quantile,US,81476.00054322282
2021-07-05,5 wk ahead inc case,2021-08-07,0.25,quantile,US,103413.7017799246
2021-07-05,5 wk ahead inc case,2021-08-07,0.5,quantile,US,129538.94186214662
2021-07-05,5 wk ahead inc case,2021-08-07,0.75,quantile,US,163249.1804608695
2021-07-05,5 wk ahead inc case,2021-08-07,0.9,quantile,US,198965.9337972214
2021-07-05,5 wk ahead inc case,2021-08-07,0.975,quantile,US,236177.6109690503
2021-07-05,5 wk ahead inc case,2021-08-07,NA,point,US,129538.94186214662
2021-07-05,6 wk ahead inc case,2021-08-14,0.025,quantile,US,76389.71759869033
2021-07-05,6 wk ahead inc case,2021-08-14,0.1,quantile,US,93088.31439004562
2021-07-05,6 wk ahead inc case,2021-08-14,0.25,quantile,US,120615.1658949657
2021-07-05,6 wk ahead inc case,2021-08-14,0.5,quantile,US,152522.92606274094
2021-07-05,6 wk ahead inc case,2021-08-14,0.75,quantile,US,196185.06768686092
2021-07-05,6 wk ahead inc case,2021-08-14,0.9,quantile,US,239650.70517075772
2021-07-05,6 wk ahead inc case,2021-08-14,0.975,quantile,US,284408.18459660804
2021-07-05,6 wk ahead inc case,2021-08-14,NA,point,US,152522.92606274094
2021-07-05,1 wk ahead cum death,2021-07-10,0.01,quantile,US,605865.3304237596
2021-07-05,1 wk ahead cum death,2021-07-10,0.025,quantile,US,606037.4621186407
2021-07-05,1 wk ahead cum death,2021-07-10,0.05,quantile,US,606162.2114002986
2021-07-05,1 wk ahead cum death,2021-07-10,0.1,quantile,US,606313.2399120219
2021-07-05,1 wk ahead cum death,2021-07-10,0.15,quantile,US,606435.1336716706
2021-07-05,1 wk ahead cum death,2021-07-10,0.2,quantile,US,606515.4225252357
2021-07-05,1 wk ahead cum death,2021-07-10,0.25,quantile,US,606596.9283737002
2021-07-05,1 wk ahead cum death,2021-07-10,0.3,quantile,US,606680.2775734641
2021-07-05,1 wk ahead cum death,2021-07-10,0.35,quantile,US,606742.4904943579
2021-07-05,1 wk ahead cum death,2021-07-10,0.4,quantile,US,606811.3136731837
2021-07-05,1 wk ahead cum death,2021-07-10,0.45,quantile,US,606894.0885716715
2021-07-05,1 wk ahead cum death,2021-07-10,0.5,quantile,US,606970.0304591161
2021-07-05,1 wk ahead cum death,2021-07-10,0.55,quantile,US,607051.7675894485
2021-07-05,1 wk ahead cum death,2021-07-10,0.6,quantile,US,607132.8766045626
