forecast_date,target,target_end_date,quantile,type,location,value
2021-08-09,1 wk ahead inc case,2021-08-14,0.025,quantile,US,501508.0075993148
2021-08-09,1 wk ahead inc case,2021-08-14,0.1,quantile,US,594368.187952998
2021-08-09,1 wk ahead inc case,2021-08-14,0.25,quantile,US,686169.7867404626
2021-08-09,1 wk ahead inc case,2021-08-14,0.5,quantile,US,801836.9337827392
2021-08-09,1 wk ahead inc case,2021-08-14,0.75,quantile,US,921616.8108480604
2021-08-09,1 wk ahead inc case,2021-08-14,0.9,quantile,US,1036870.7440259376
2021-08-09,1 wk ahead inc case,2021-08-14,0.975,quantile,US,1171340.1559691373
2021-08-09,1 wk ahead inc case,2021-08-14,NA,point,US,801836.9337827392
2021-08-09,2 wk ahead inc case,2021-08-21,0.025,quantile,US,543465.5973853967
2021-08-09,2 wk ahead inc case,2021-08-21,0.1,quantile,US,690405.4316888703
2021-08-09,2 wk ahead inc case,2021-08-21,0.25,quantile,US,825399.9478806423
2021-08-09,2 wk ahead inc case,2021-08-21,0.5,quantile,US,1002623.9355774879
2021-08-09,2 wk ahead inc case,2021-08-21,0.75,quantile,US,1191390.2071443133
2021-08-09,2 wk ahead inc case,2021-08-21,0.9,quantile,US,1375365.8937999855
2021-08-09,2 wk ahead inc case,2021-08-21,0.975,quantile,US,1605550.4998377715
2021-08-09,2 wk ahead inc case,2021-08-21,NA,point,US,1002623.9355774879
2021-08-09,3 wk ahead inc case,2021-08-28,0.025,quantile,US,618087.3158212911
2021-08-09,3 wk ahead inc case,2021-08-28,0.1,quantile,US,805823.1337832389
2021-08-09,3 wk ahead inc case,2021-08-28,0.25,quantile,US,974900.9847216286
2021-08-09,3 wk ahead inc case,2021-08-28,0.5,quantile,US,1224525.0697993308
2021-08-09,3 wk ahead inc case,2021-08-28,0.75,quantile,US,1497544.7442893826
2021-08-09,3 wk ahead inc case,2021-08-28,0.9,quantile,US,1758556.236736222
2021-08-09,3 wk ahead inc case,2021-08-28,0.975,quantile,US,2098429.9082629825
2021-08-09,3 wk ahead inc case,2021-08-28,NA,point,US,1224525.0697993308
2021-08-09,4 wk ahead inc case,2021-09-04,0.025,quantile,US,516431.648836095
2021-08-09,4 wk ahead inc case,2021-09-04,0.1,quantile,US,700896.3078567699
2021-08-09,4 wk ahead inc case,2021-09-04,0.25,quantile,US,879212.5501709826
2021-08-09,4 wk ahead inc case,2021-09-04,0.5,quantile,US,1168311.6594387004
2021-08-09,4 wk ahead inc case,2021-09-04,0.75,quantile,US,1503709.6833520273
2021-08-09,4 wk ahead inc case,2021-09-04,0.9,quantile,US,1832390.1687315095
2021-08-09,4 wk ahead inc case,2021-09-04,0.975,quantile,US,2256778.2470855727
2021-08-09,4 wk ahead inc case,2021-09-04,NA,point,US,1168311.6594387004
2021-08-09,5 wk ahead inc case,2021-09-11,0.025,quantile,US,447499.80643024633
2021-08-09,5 wk ahead inc case,2021-09-11,0.1,quantile,US,622246.9737551082
2021-08-09,5 wk ahead inc case,2021-09-11,0.25,quantile,US,791355.6498253599
2021-08-09,5 wk ahead inc case,2021-09-11,0.5,quantile,US,1035838.2981344926
2021-08-09,5 wk ahead inc case,2021-09-11,0.75,quantile,US,1350864.010536258
2021-08-09,5 wk ahead inc case,2021-09-11,0.9,quantile,US,1647384.9359900274
2021-08-09,5 wk ahead inc case,2021-09-11,0.975,quantile,US,1976756.2973643616
2021-08-09,5 wk ahead inc case,2021-09-11,NA,point,US,1035838.2981344926
2021-08-09,6 wk ahead inc case,2021-09-18,0.025,quantile,US,385734.3641304967
2021-08-09,6 wk ahead inc case,2021-09-18,0.1,quantile,US,533181.6271834801
2021-08-09,6 wk ahead inc case,2021-09-18,0.25,quantile,US,686958.731270406
2021-08-09,6 wk ahead inc case,2021-09-18,0.5,quantile,US,923041.4045106848
2021-08-09,6 wk ahead inc case,2021-09-18,0.75,quantile,US,1236669.889171018
2021-08-09,6 wk ahead inc case,2021-09-18,0.9,quantile,US,1536907.8500859684
2021-08-09,6 wk ahead inc case,2021-09-18,0.975,quantile,US,1859980.6259273505
2021-08-09,6 wk ahead inc case,2021-09-18,NA,point,US,923041.4045106848
2021-08-09,1 wk ahead cum death,2021-08-14,0.01,quantile,US,618884.3804054386
2021-08-09,1 wk ahead cum death,2021-08-14,0.025,quantile,US,619119.6898858716
2021-08-09,1 wk ahead cum death,2021-08-14,0.05,quantile,US,619388.6624311709
2021-08-09,1 wk ahead cum death,2021-08-14,0.1,quantile,US,619674.7151102234
2021-08-09,1 wk ahead cum death,2021-08-14,0.15,quantile,US,619873.0726465636
2021-08-09,1 wk ahead cum death,2021-08-14,0.2,quantile,US,620053.4088298343
2021-08-09,1 wk ahead cum death,2021-08-14,0.25,quantile,US,620197.7885015458
