forecast_date,target,target_end_date,location,location_name,type,quantile,value
2020-05-01,1 day ahead cum death,2020-05-02,US,US,point,NA,61519
2020-05-01,1 day ahead cum death,2020-05-02,US,US,quantile,0.025,61311
2020-05-01,1 day ahead cum death,2020-05-02,US,US,quantile,0.975,61672
2020-05-01,2 day ahead cum death,2020-05-03,US,US,point,NA,63601
2020-05-01,2 day ahead cum death,2020-05-03,US,US,quantile,0.025,63268
2020-05-01,2 day ahead cum death,2020-05-03,US,US,quantile,0.975,63827
2020-05-01,3 day ahead cum death,2020-05-04,US,US,point,NA,65543
2020-05-01,3 day ahead cum death,2020-05-04,US,US,quantile,0.025,65179
2020-05-01,3 day ahead cum death,2020-05-04,US,US,quantile,0.975,65838
2020-05-01,4 day ahead cum death,2020-05-05,US,US,point,NA,67368
2020-05-01,4 day ahead cum death,2020-05-05,US,US,quantile,0.025,66869
2020-05-01,4 day ahead cum death,2020-05-05,US,US,quantile,0.975,67788
2020-05-01,5 day ahead cum death,2020-05-06,US,US,point,NA,69065
2020-05-01,5 day ahead cum death,2020-05-06,US,US,quantile,0.025,68546
2020-05-01,5 day ahead cum death,2020-05-06,US,US,quantile,0.975,69534
2020-05-01,6 day ahead cum death,2020-05-07,US,US,point,NA,70660
2020-05-01,6 day ahead cum death,2020-05-07,US,US,quantile,0.025,70099
2020-05-01,6 day ahead cum death,2020-05-07,US,US,quantile,0.975,71200
2020-05-01,7 day ahead cum death,2020-05-08,US,US,point,NA,72157
2020-05-01,7 day ahead cum death,2020-05-08,US,US,quantile,0.025,71487
2020-05-01,7 day ahead cum death,2020-05-08,US,US,quantile,0.975,72782
2020-05-01,8 day ahead cum death,2020-05-09,US,US,point,NA,73569
2020-05-01,8 day ahead cum death,2020-05-09,US,US,quantile,0.025,72834
2020-05-01,8 day ahead cum death,2020-05-09,US,US,quantile,0.975,74275
2020-05-01,9 day ahead cum death,2020-05-10,US,US,point,NA,74889
2020-05-01,9 day ahead cum death,2020-05-10,US,US,quantile,0.025,74142
2020-05-01,9 day ahead cum death,2020-05-10,US,US,quantile,0.975,75659
2020-05-01,10 day ahead cum death,2020-05-11,US,US,point,NA,76132
2020-05-01,10 day ahead cum death,2020-05-11,US,US,quantile,0.025,75375
2020-05-01,10 day ahead cum death,2020-05-11,US,US,quantile,0.975,77023
2020-05-01,11 day ahead cum death,2020-05-12,US,US,point,NA,77304
2020-05-01,11 day ahead cum death,2020-05-12,US,US,quantile,0.025,76503
2020-05-01,11 day ahead cum death,2020-05-12,US,US,quantile,0.975,78408
2020-05-01,12 day ahead cum death,2020-05-13,US,US,point,NA,78407
2020-05-01,12 day ahead cum death,2020-05-13,US,US,quantile,0.025,77572
2020-05-01,12 day ahead cum death,2020-05-13,US,US,quantile,0.975,79601
2020-05-01,13 day ahead cum death,2020-05-14,US,US,point,NA,79452
2020-05-01,13 day ahead cum death,2020-05-14,US,US,quantile,0.025,78556
2020-05-01,13 day ahead cum death,2020-05-14,US,US,quantile,0.975,80812
2020-05-01,14 day ahead cum death,2020-05-15,US,US,point,NA,80442
2020-05-01,14 day ahead cum death,2020-05-15,US,US,quantile,0.025,79425
2020-05-01,14 day ahead cum death,2020-05-15,US,US,quantile,0.975,81926
2020-05-01,15 day ahead cum death,2020-05-16,US,US,point,NA,81377
2020-05-01,15 day ahead cum death,2020-05-16,US,US,quantile,0.025,80287
2020-05-01,15 day ahead cum death,2020-05-16,US,US,quantile,0.975,82953
2020-05-01,16 day ahead cum death,2020-05-17,US,US,point,NA,82263
2020-05-01,16 day ahead cum death,2020-05-17,US,US,quantile,0.025,81133
