forecast_date,target,target_end_date,location,location_name,type,quantile,value
08/05/2020,1 day ahead inc death,09/05/2020,25,Massachusetts,point,NA,107
08/05/2020,1 day ahead inc death,09/05/2020,25,Massachusetts,quantile,0.010,68
08/05/2020,1 day ahead inc death,09/05/2020,25,Massachusetts,quantile,0.025,70
08/05/2020,1 day ahead inc death,09/05/2020,25,Massachusetts,quantile,0.050,74
08/05/2020,1 day ahead inc death,09/05/2020,25,Massachusetts,quantile,0.100,79
08/05/2020,1 day ahead inc death,09/05/2020,25,Massachusetts,quantile,0.150,83
08/05/2020,1 day ahead inc death,09/05/2020,25,Massachusetts,quantile,0.200,87
08/05/2020,1 day ahead inc death,09/05/2020,25,Massachusetts,quantile,0.250,93
08/05/2020,1 day ahead inc death,09/05/2020,25,Massachusetts,quantile,0.300,98
08/05/2020,1 day ahead inc death,09/05/2020,25,Massachusetts,quantile,0.350,101
08/05/2020,1 day ahead inc death,09/05/2020,25,Massachusetts,quantile,0.400,103
08/05/2020,1 day ahead inc death,09/05/2020,25,Massachusetts,quantile,0.450,105
08/05/2020,1 day ahead inc death,09/05/2020,25,Massachusetts,quantile,0.500,107
08/05/2020,1 day ahead inc death,09/05/2020,25,Massachusetts,quantile,0.550,109
08/05/2020,1 day ahead inc death,09/05/2020,25,Massachusetts,quantile,0.600,111
08/05/2020,1 day ahead inc death,09/05/2020,25,Massachusetts,quantile,0.650,113
08/05/2020,1 day ahead inc death,09/05/2020,25,Massachusetts,quantile,0.700,115
08/05/2020,1 day ahead inc death,09/05/2020,25,Massachusetts,quantile,0.750,117
08/05/2020,1 day ahead inc death,09/05/2020,25,Massachusetts,quantile,0.800,119
08/05/2020,1 day ahead inc death,09/05/2020,25,Massachusetts,quantile,0.850,121
08/05/2020,1 day ahead inc death,09/05/2020,25,Massachusetts,quantile,0.900,125
08/05/2020,1 day ahead inc death,09/05/2020,25,Massachusetts,quantile,0.950,130
08/05/2020,1 day ahead inc death,09/05/2020,25,Massachusetts,quantile,0.975,135
08/05/2020,1 day ahead inc death,09/05/2020,25,Massachusetts,quantile,0.990,140
08/05/2020,1 wk ahead inc death,16/05/2020,25,Massachusetts,point,NA,653
08/05/2020,1 wk ahead inc death,16/05/2020,25,Massachusetts,quantile,0.010,477
08/05/2020,1 wk ahead inc death,16/05/2020,25,Massachusetts,quantile,0.025,500
08/05/2020,1 wk ahead inc death,16/05/2020,25,Massachusetts,quantile,0.050,539
08/05/2020,1 wk ahead inc death,16/05/2020,25,Massachusetts,quantile,0.100,574
08/05/2020,1 wk ahead inc death,16/05/2020,25,Massachusetts,quantile,0.150,587
08/05/2020,1 wk ahead inc death,16/05/2020,25,Massachusetts,quantile,0.200,600
08/05/2020,1 wk ahead inc death,16/05/2020,25,Massachusetts,quantile,0.250,613
08/05/2020,1 wk ahead inc death,16/05/2020,25,Massachusetts,quantile,0.300,622
08/05/2020,1 wk ahead inc death,16/05/2020,25,Massachusetts,quantile,0.350,630
08/05/2020,1 wk ahead inc death,16/05/2020,25,Massachusetts,quantile,0.400,638
08/05/2020,1 wk ahead inc death,16/05/2020,25,Massachusetts,quantile,0.450,646
08/05/2020,1 wk ahead inc death,16/05/2020,25,Massachusetts,quantile,0.500,653
08/05/2020,1 wk ahead inc death,16/05/2020,25,Massachusetts,quantile,0.550,661
08/05/2020,1 wk ahead inc death,16/05/2020,25,Massachusetts,quantile,0.600,669
08/05/2020,1 wk ahead inc death,16/05/2020,25,Massachusetts,quantile,0.650,689
08/05/2020,1 wk ahead inc death,16/05/2020,25,Massachusetts,quantile,0.700,708
08/05/2020,1 wk ahead inc death,16/05/2020,25,Massachusetts,quantile,0.750,726
08/05/2020,1 wk ahead inc death,16/05/2020,25,Massachusetts,quantile,0.800,742
08/05/2020,1 wk ahead inc death,16/05/2020,25,Massachusetts,quantile,0.850,757
08/05/2020,1 wk ahead inc death,16/05/2020,25,Massachusetts,quantile,0.900,773
08/05/2020,1 wk ahead inc death,16/05/2020,25,Massachusetts,quantile,0.950,812
08/05/2020,1 wk ahead inc death,16/05/2020,25,Massachusetts,quantile,0.975,838
08/05/2020,1 wk ahead inc death,16/05/2020,25,Massachusetts,quantile,0.990,861
08/05/2020,2 wk ahead inc death,23/05/2020,25,Massachusetts,point,NA,544
08/05/2020,2 wk ahead inc death,23/05/2020,25,Massachusetts,quantile,0.010,378
08/05/2020,2 wk ahead inc death,23/05/2020,25,Massachusetts,quantile,0.025,400
08/05/2020,2 wk ahead inc death,23/05/2020,25,Massachusetts,quantile,0.050,424
08/05/2020,2 wk ahead inc death,23/05/2020,25,Massachusetts,quantile,0.100,460
08/05/2020,2 wk ahead inc death,23/05/2020,25,Massachusetts,quantile,0.150,484
08/05/2020,2 wk ahead inc death,23/05/2020,25,Massachusetts,quantile,0.200,508
08/05/2020,2 wk ahead inc death,23/05/2020,25,Massachusetts,quantile,0.250,514
08/05/2020,2 wk ahead inc death,23/05/2020,25,Massachusetts,quantile,0.300,520
08/05/2020,2 wk ahead inc death,23/05/2020,25,Massachusetts,quantile,0.350,526
08/05/2020,2 wk ahead inc death,23/05/2020,25,Massachusetts,quantile,0.400,532
08/05/2020,2 wk ahead inc death,23/05/2020,25,Massachusetts,quantile,0.450,538
08/05/2020,2 wk ahead inc death,23/05/2020,25,Massachusetts,quantile,0.500,544
08/05/2020,2 wk ahead inc death,23/05/2020,25,Massachusetts,quantile,0.550,550
08/05/2020,2 wk ahead inc death,23/05/2020,25,Massachusetts,quantile,0.600,556
08/05/2020,2 wk ahead inc death,23/05/2020,25,Massachusetts,quantile,0.650,580
08/05/2020,2 wk ahead inc death,23/05/2020,25,Massachusetts,quantile,0.700,604
08/05/2020,2 wk ahead inc death,23/05/2020,25,Massachusetts,quantile,0.750,616
08/05/2020,2 wk ahead inc death,23/05/2020,25,Massachusetts,quantile,0.800,628
08/05/2020,2 wk ahead inc death,23/05/2020,25,Massachusetts,quantile,0.850,640
08/05/2020,2 wk ahead inc death,23/05/2020,25,Massachusetts,quantile,0.900,652
08/05/2020,2 wk ahead inc death,23/05/2020,25,Massachusetts,quantile,0.950,688
08/05/2020,2 wk ahead inc death,23/05/2020,25,Massachusetts,quantile,0.975,712
08/05/2020,2 wk ahead inc death,23/05/2020,25,Massachusetts,quantile,0.990,734
08/05/2020,3 wk ahead inc death,30/05/2020,25,Massachusetts,point,NA,470
08/05/2020,3 wk ahead inc death,30/05/2020,25,Massachusetts,quantile,0.010,325
08/05/2020,3 wk ahead inc death,30/05/2020,25,Massachusetts,quantile,0.025,344
08/05/2020,3 wk ahead inc death,30/05/2020,25,Massachusetts,quantile,0.050,359
08/05/2020,3 wk ahead inc death,30/05/2020,25,Massachusetts,quantile,0.100,372
08/05/2020,3 wk ahead inc death,30/05/2020,25,Massachusetts,quantile,0.150,385
08/05/2020,3 wk ahead inc death,30/05/2020,25,Massachusetts,quantile,0.200,398
08/05/2020,3 wk ahead inc death,30/05/2020,25,Massachusetts,quantile,0.250,411
08/05/2020,3 wk ahead inc death,30/05/2020,25,Massachusetts,quantile,0.300,424
08/05/2020,3 wk ahead inc death,30/05/2020,25,Massachusetts,quantile,0.350,437
08/05/2020,3 wk ahead inc death,30/05/2020,25,Massachusetts,quantile,0.400,448
08/05/2020,3 wk ahead inc death,30/05/2020,25,Massachusetts,quantile,0.450,459
08/05/2020,3 wk ahead inc death,30/05/2020,25,Massachusetts,quantile,0.500,470
08/05/2020,3 wk ahead inc death,30/05/2020,25,Massachusetts,quantile,0.550,480
08/05/2020,3 wk ahead inc death,30/05/2020,25,Massachusetts,quantile,0.600,490
08/05/2020,3 wk ahead inc death,30/05/2020,25,Massachusetts,quantile,0.650,499
