country,state,location,quantile,forecast_date,target,target_end_date,value
US,AL,01,0.100,2020-05-25,4 day ahead cum death,2020-05-29,575
US,AL,01,0.150,2020-05-25,4 day ahead cum death,2020-05-29,582
US,AL,01,0.200,2020-05-25,4 day ahead cum death,2020-05-29,590
US,AL,01,0.250,2020-05-25,4 day ahead cum death,2020-05-29,597
US,AL,01,0.300,2020-05-25,4 day ahead cum death,2020-05-29,604
US,AL,01,0.350,2020-05-25,4 day ahead cum death,2020-05-29,611
US,AL,01,0.400,2020-05-25,4 day ahead cum death,2020-05-29,619
US,AL,01,0.450,2020-05-25,4 day ahead cum death,2020-05-29,627
US,AL,01,0.500,2020-05-25,4 day ahead cum death,2020-05-29,635
US,AL,01,NA,2020-05-25,4 day ahead cum death,2020-05-29,635
US,AL,01,0.550,2020-05-25,4 day ahead cum death,2020-05-29,645
US,AL,01,0.600,2020-05-25,4 day ahead cum death,2020-05-29,656
US,AL,01,0.650,2020-05-25,4 day ahead cum death,2020-05-29,669
US,AL,01,0.700,2020-05-25,4 day ahead cum death,2020-05-29,687
US,AL,01,0.750,2020-05-25,4 day ahead cum death,2020-05-29,725
US,AL,01,0.800,2020-05-25,4 day ahead cum death,2020-05-29,1036
US,AL,01,0.850,2020-05-25,4 day ahead cum death,2020-05-29,1036
US,AL,01,0.900,2020-05-25,4 day ahead cum death,2020-05-29,1036
US,AL,01,0.950,2020-05-25,4 day ahead cum death,2020-05-29,1036
US,AL,01,0.975,2020-05-25,4 day ahead cum death,2020-05-29,1036
US,AL,01,0.990,2020-05-25,4 day ahead cum death,2020-05-29,1036
US,AL,01,0.010,2020-05-25,5 day ahead cum death,2020-05-30,560
US,AL,01,0.025,2020-05-25,5 day ahead cum death,2020-05-30,563
US,AL,01,0.050,2020-05-25,5 day ahead cum death,2020-05-30,568
US,AL,01,0.100,2020-05-25,5 day ahead cum death,2020-05-30,577
US,AL,01,0.150,2020-05-25,5 day ahead cum death,2020-05-30,585
US,AL,01,0.200,2020-05-25,5 day ahead cum death,2020-05-30,593
US,AL,01,0.250,2020-05-25,5 day ahead cum death,2020-05-30,601
US,AL,01,0.300,2020-05-25,5 day ahead cum death,2020-05-30,609
US,AL,01,0.350,2020-05-25,5 day ahead cum death,2020-05-30,617
US,AL,01,0.400,2020-05-25,5 day ahead cum death,2020-05-30,625
US,AL,01,0.450,2020-05-25,5 day ahead cum death,2020-05-30,634
US,AL,01,0.500,2020-05-25,5 day ahead cum death,2020-05-30,643
US,AL,01,NA,2020-05-25,5 day ahead cum death,2020-05-30,643
US,AL,01,0.550,2020-05-25,5 day ahead cum death,2020-05-30,653
US,AL,01,0.600,2020-05-25,5 day ahead cum death,2020-05-30,664
US,AL,01,0.650,2020-05-25,5 day ahead cum death,2020-05-30,677
US,AL,01,0.700,2020-05-25,5 day ahead cum death,2020-05-30,695
US,AL,01,0.750,2020-05-25,5 day ahead cum death,2020-05-30,724
US,AL,01,0.800,2020-05-25,5 day ahead cum death,2020-05-30,1093
US,AL,01,0.850,2020-05-25,5 day ahead cum death,2020-05-30,1093
US,AL,01,0.900,2020-05-25,5 day ahead cum death,2020-05-30,1093
US,AL,01,0.950,2020-05-25,5 day ahead cum death,2020-05-30,1093
US,AL,01,0.975,2020-05-25,5 day ahead cum death,2020-05-30,1093
US,AL,01,0.990,2020-05-25,5 day ahead cum death,2020-05-30,1093
US,AL,01,0.010,2020-05-25,6 day ahead cum death,2020-05-31,560
US,AL,01,0.025,2020-05-25,6 day ahead cum death,2020-05-31,563
US,AL,01,0.050,2020-05-25,6 day ahead cum death,2020-05-31,569
US,AL,01,0.100,2020-05-25,6 day ahead cum death,2020-05-31,579
US,AL,01,0.150,2020-05-25,6 day ahead cum death,2020-05-31,588
US,AL,01,0.200,2020-05-25,6 day ahead cum death,2020-05-31,597
US,AL,01,0.250,2020-05-25,6 day ahead cum death,2020-05-31,606
US,AL,01,0.300,2020-05-25,6 day ahead cum death,2020-05-31,614
US,AL,01,0.350,2020-05-25,6 day ahead cum death,2020-05-31,623
US,AL,01,0.400,2020-05-25,6 day ahead cum death,2020-05-31,632
US,AL,01,0.450,2020-05-25,6 day ahead cum death,2020-05-31,641
US,AL,01,0.500,2020-05-25,6 day ahead cum death,2020-05-31,650
US,AL,01,NA,2020-05-25,6 day ahead cum death,2020-05-31,650
US,AL,01,0.550,2020-05-25,6 day ahead cum death,2020-05-31,660
US,AL,01,0.600,2020-05-25,6 day ahead cum death,2020-05-31,672
US,AL,01,0.650,2020-05-25,6 day ahead cum death,2020-05-31,685
US,AL,01,0.700,2020-05-25,6 day ahead cum death,2020-05-31,702
US,AL,01,0.750,2020-05-25,6 day ahead cum death,2020-05-31,728
US,AL,01,0.800,2020-05-25,6 day ahead cum death,2020-05-31,823
US,AL,01,0.850,2020-05-25,6 day ahead cum death,2020-05-31,1147
US,AL,01,0.900,2020-05-25,6 day ahead cum death,2020-05-31,1147
US,AL,01,0.950,2020-05-25,6 day ahead cum death,2020-05-31,1147
US,AL,01,0.975,2020-05-25,6 day ahead cum death,2020-05-31,1147
US,AL,01,0.990,2020-05-25,6 day ahead cum death,2020-05-31,1147
US,AL,01,0.010,2020-05-25,7 day ahead cum death,2020-06-01,560
US,AL,01,0.025,2020-05-25,7 day ahead cum death,2020-06-01,564
US,AL,01,0.050,2020-05-25,7 day ahead cum death,2020-06-01,570
US,AL,01,0.100,2020-05-25,7 day ahead cum death,2020-06-01,581
US,AL,01,0.150,2020-05-25,7 day ahead cum death,2020-06-01,591
US,AL,01,0.200,2020-05-25,7 day ahead cum death,2020-06-01,601
US,AL,01,0.250,2020-05-25,7 day ahead cum death,2020-06-01,610
US,AL,01,0.300,2020-05-25,7 day ahead cum death,2020-06-01,619
US,AL,01,0.350,2020-05-25,7 day ahead cum death,2020-06-01,628
US,AL,01,0.400,2020-05-25,7 day ahead cum death,2020-06-01,637
US,AL,01,0.450,2020-05-25,7 day ahead cum death,2020-06-01,647
US,AL,01,0.500,2020-05-25,7 day ahead cum death,2020-06-01,657
US,AL,01,NA,2020-05-25,7 day ahead cum death,2020-06-01,657
US,AL,01,0.550,2020-05-25,7 day ahead cum death,2020-06-01,668
US,AL,01,0.600,2020-05-25,7 day ahead cum death,2020-06-01,679
US,AL,01,0.650,2020-05-25,7 day ahead cum death,2020-06-01,693
US,AL,01,0.700,2020-05-25,7 day ahead cum death,2020-06-01,710
US,AL,01,0.750,2020-05-25,7 day ahead cum death,2020-06-01,733
US,AL,01,0.800,2020-05-25,7 day ahead cum death,2020-06-01,783
US,AL,01,0.850,2020-05-25,7 day ahead cum death,2020-06-01,1200
US,AL,01,0.900,2020-05-25,7 day ahead cum death,2020-06-01,1200
US,AL,01,0.950,2020-05-25,7 day ahead cum death,2020-06-01,1200
US,AL,01,0.975,2020-05-25,7 day ahead cum death,2020-06-01,1200
US,AL,01,0.990,2020-05-25,7 day ahead cum death,2020-06-01,1200
US,AL,01,0.010,2020-05-25,8 day ahead cum death,2020-06-02,560
US,AL,01,0.025,2020-05-25,8 day ahead cum death,2020-06-02,565
US,AL,01,0.050,2020-05-25,8 day ahead cum death,2020-06-02,571
US,AL,01,0.100,2020-05-25,8 day ahead cum death,2020-06-02,583
US,AL,01,0.150,2020-05-25,8 day ahead cum death,2020-06-02,594
US,AL,01,0.200,2020-05-25,8 day ahead cum death,2020-06-02,604
US,AL,01,0.250,2020-05-25,8 day ahead cum death,2020-06-02,614
US,AL,01,0.300,2020-05-25,8 day ahead cum death,2020-06-02,624
US,AL,01,0.350,2020-05-25,8 day ahead cum death,2020-06-02,633
US,AL,01,0.400,2020-05-25,8 day ahead cum death,2020-06-02,643
US,AL,01,0.450,2020-05-25,8 day ahead cum death,2020-06-02,653
US,AL,01,0.500,2020-05-25,8 day ahead cum death,2020-06-02,663
US,AL,01,NA,2020-05-25,8 day ahead cum death,2020-06-02,663
US,AL,01,0.550,2020-05-25,8 day ahead cum death,2020-06-02,675
US,AL,01,0.600,2020-05-25,8 day ahead cum death,2020-06-02,687
US,AL,01,0.650,2020-05-25,8 day ahead cum death,2020-06-02,701
US,AL,01,0.700,2020-05-25,8 day ahead cum death,2020-06-02,717
US,AL,01,0.750,2020-05-25,8 day ahead cum death,2020-06-02,740
US,AL,01,0.800,2020-05-25,8 day ahead cum death,2020-06-02,779
US,AL,01,0.850,2020-05-25,8 day ahead cum death,2020-06-02,1250
US,AL,01,0.900,2020-05-25,8 day ahead cum death,2020-06-02,1250
US,AL,01,0.950,2020-05-25,8 day ahead cum death,2020-06-02,1250
US,AL,01,0.975,2020-05-25,8 day ahead cum death,2020-06-02,1250
US,AL,01,0.990,2020-05-25,8 day ahead cum death,2020-06-02,1250
US,AL,01,0.010,2020-05-25,9 day ahead cum death,2020-06-03,561
US,AL,01,0.025,2020-05-25,9 day ahead cum death,2020-06-03,565
US,AL,01,0.050,2020-05-25,9 day ahead cum death,2020-06-03,572
US,AL,01,0.100,2020-05-25,9 day ahead cum death,2020-06-03,585
US,AL,01,0.150,2020-05-25,9 day ahead cum death,2020-06-03,597
US,AL,01,0.200,2020-05-25,9 day ahead cum death,2020-06-03,608
US,AL,01,0.250,2020-05-25,9 day ahead cum death,2020-06-03,618
US,AL,01,0.300,2020-05-25,9 day ahead cum death,2020-06-03,629
US,AL,01,0.350,2020-05-25,9 day ahead cum death,2020-06-03,639
US,AL,01,0.400,2020-05-25,9 day ahead cum death,2020-06-03,649
US,AL,01,0.450,2020-05-25,9 day ahead cum death,2020-06-03,659
US,AL,01,0.500,2020-05-25,9 day ahead cum death,2020-06-03,670
US,AL,01,NA,2020-05-25,9 day ahead cum death,2020-06-03,670
US,AL,01,0.550,2020-05-25,9 day ahead cum death,2020-06-03,681
US,AL,01,0.600,2020-05-25,9 day ahead cum death,2020-06-03,694
US,AL,01,0.650,2020-05-25,9 day ahead cum death,2020-06-03,708
US,AL,01,0.700,2020-05-25,9 day ahead cum death,2020-06-03,725
US,AL,01,0.750,2020-05-25,9 day ahead cum death,2020-06-03,747
US,AL,01,0.800,2020-05-25,9 day ahead cum death,2020-06-03,782
US,AL,01,0.850,2020-05-25,9 day ahead cum death,2020-06-03,1299
US,AL,01,0.900,2020-05-25,9 day ahead cum death,2020-06-03,1299
US,AL,01,0.950,2020-05-25,9 day ahead cum death,2020-06-03,1299
US,AL,01,0.975,2020-05-25,9 day ahead cum death,2020-06-03,1299
US,AL,01,0.990,2020-05-25,9 day ahead cum death,2020-06-03,1299
US,AL,01,0.010,2020-05-25,10 day ahead cum death,2020-06-04,561
US,AL,01,0.025,2020-05-25,10 day ahead cum death,2020-06-04,566
US,AL,01,0.050,2020-05-25,10 day ahead cum death,2020-06-04,574
US,AL,01,0.100,2020-05-25,10 day ahead cum death,2020-06-04,587
US,AL,01,0.150,2020-05-25,10 day ahead cum death,2020-06-04,600
US,AL,01,0.200,2020-05-25,10 day ahead cum death,2020-06-04,611
US,AL,01,0.250,2020-05-25,10 day ahead cum death,2020-06-04,622
US,AL,01,0.300,2020-05-25,10 day ahead cum death,2020-06-04,633
US,AL,01,0.350,2020-05-25,10 day ahead cum death,2020-06-04,644
US,AL,01,0.400,2020-05-25,10 day ahead cum death,2020-06-04,654
US,AL,01,0.450,2020-05-25,10 day ahead cum death,2020-06-04,665
US,AL,01,0.500,2020-05-25,10 day ahead cum death,2020-06-04,676
US,AL,01,NA,2020-05-25,10 day ahead cum death,2020-06-04,676
US,AL,01,0.550,2020-05-25,10 day ahead cum death,2020-06-04,688
US,AL,01,0.600,2020-05-25,10 day ahead cum death,2020-06-04,701
US,AL,01,0.650,2020-05-25,10 day ahead cum death,2020-06-04,715
US,AL,01,0.700,2020-05-25,10 day ahead cum death,2020-06-04,732
US,AL,01,0.750,2020-05-25,10 day ahead cum death,2020-06-04,753
US,AL,01,0.800,2020-05-25,10 day ahead cum death,2020-06-04,786
US,AL,01,0.850,2020-05-25,10 day ahead cum death,2020-06-04,978
US,AL,01,0.900,2020-05-25,10 day ahead cum death,2020-06-04,1346
US,AL,01,0.950,2020-05-25,10 day ahead cum death,2020-06-04,1346
US,AL,01,0.975,2020-05-25,10 day ahead cum death,2020-06-04,1346
US,AL,01,0.990,2020-05-25,10 day ahead cum death,2020-06-04,1346
US,AL,01,0.010,2020-05-25,11 day ahead cum death,2020-06-05,561
US,AL,01,0.025,2020-05-25,11 day ahead cum death,2020-06-05,567
US,AL,01,0.050,2020-05-25,11 day ahead cum death,2020-06-05,575
US,AL,01,0.100,2020-05-25,11 day ahead cum death,2020-06-05,590
US,AL,01,0.150,2020-05-25,11 day ahead cum death,2020-06-05,603
US,AL,01,0.200,2020-05-25,11 day ahead cum death,2020-06-05,615
US,AL,01,0.250,2020-05-25,11 day ahead cum death,2020-06-05,626
US,AL,01,0.300,2020-05-25,11 day ahead cum death,2020-06-05,638
US,AL,01,0.350,2020-05-25,11 day ahead cum death,2020-06-05,649
US,AL,01,0.400,2020-05-25,11 day ahead cum death,2020-06-05,659
US,AL,01,0.450,2020-05-25,11 day ahead cum death,2020-06-05,671
US,AL,01,0.500,2020-05-25,11 day ahead cum death,2020-06-05,682
US,AL,01,NA,2020-05-25,11 day ahead cum death,2020-06-05,682
US,AL,01,0.550,2020-05-25,11 day ahead cum death,2020-06-05,694
US,AL,01,0.600,2020-05-25,11 day ahead cum death,2020-06-05,708
US,AL,01,0.650,2020-05-25,11 day ahead cum death,2020-06-05,722
US,AL,01,0.700,2020-05-25,11 day ahead cum death,2020-06-05,739
US,AL,01,0.750,2020-05-25,11 day ahead cum death,2020-06-05,760
US,AL,01,0.800,2020-05-25,11 day ahead cum death,2020-06-05,791
US,AL,01,0.850,2020-05-25,11 day ahead cum death,2020-06-05,867
US,AL,01,0.900,2020-05-25,11 day ahead cum death,2020-06-05,1393
US,AL,01,0.950,2020-05-25,11 day ahead cum death,2020-06-05,1393
US,AL,01,0.975,2020-05-25,11 day ahead cum death,2020-06-05,1393
US,AL,01,0.990,2020-05-25,11 day ahead cum death,2020-06-05,1393
US,AL,01,0.010,2020-05-25,12 day ahead cum death,2020-06-06,562
US,AL,01,0.025,2020-05-25,12 day ahead cum death,2020-06-06,567
US,AL,01,0.050,2020-05-25,12 day ahead cum death,2020-06-06,576
US,AL,01,0.100,2020-05-25,12 day ahead cum death,2020-06-06,592
US,AL,01,0.150,2020-05-25,12 day ahead cum death,2020-06-06,606
US,AL,01,0.200,2020-05-25,12 day ahead cum death,2020-06-06,618
US,AL,01,0.250,2020-05-25,12 day ahead cum death,2020-06-06,630
US,AL,01,0.300,2020-05-25,12 day ahead cum death,2020-06-06,642
US,AL,01,0.350,2020-05-25,12 day ahead cum death,2020-06-06,653
US,AL,01,0.400,2020-05-25,12 day ahead cum death,2020-06-06,665
US,AL,01,0.450,2020-05-25,12 day ahead cum death,2020-06-06,676
US,AL,01,0.500,2020-05-25,12 day ahead cum death,2020-06-06,688
US,AL,01,NA,2020-05-25,12 day ahead cum death,2020-06-06,688
US,AL,01,0.550,2020-05-25,12 day ahead cum death,2020-06-06,701
US,AL,01,0.600,2020-05-25,12 day ahead cum death,2020-06-06,714
US,AL,01,0.650,2020-05-25,12 day ahead cum death,2020-06-06,729
US,AL,01,0.700,2020-05-25,12 day ahead cum death,2020-06-06,746
US,AL,01,0.750,2020-05-25,12 day ahead cum death,2020-06-06,767
US,AL,01,0.800,2020-05-25,12 day ahead cum death,2020-06-06,797
US,AL,01,0.850,2020-05-25,12 day ahead cum death,2020-06-06,857
US,AL,01,0.900,2020-05-25,12 day ahead cum death,2020-06-06,1437
US,AL,01,0.950,2020-05-25,12 day ahead cum death,2020-06-06,1437
US,AL,01,0.975,2020-05-25,12 day ahead cum death,2020-06-06,1437
US,AL,01,0.990,2020-05-25,12 day ahead cum death,2020-06-06,1437
US,AL,01,0.010,2020-05-25,13 day ahead cum death,2020-06-07,562
US,AL,01,0.025,2020-05-25,13 day ahead cum death,2020-06-07,568
US,AL,01,0.050,2020-05-25,13 day ahead cum death,2020-06-07,577
US,AL,01,0.100,2020-05-25,13 day ahead cum death,2020-06-07,594
US,AL,01,0.150,2020-05-25,13 day ahead cum death,2020-06-07,608
US,AL,01,0.200,2020-05-25,13 day ahead cum death,2020-06-07,622
US,AL,01,0.250,2020-05-25,13 day ahead cum death,2020-06-07,634
US,AL,01,0.300,2020-05-25,13 day ahead cum death,2020-06-07,646
US,AL,01,0.350,2020-05-25,13 day ahead cum death,2020-06-07,658
US,AL,01,0.400,2020-05-25,13 day ahead cum death,2020-06-07,670
US,AL,01,0.450,2020-05-25,13 day ahead cum death,2020-06-07,682
US,AL,01,0.500,2020-05-25,13 day ahead cum death,2020-06-07,694
US,AL,01,NA,2020-05-25,13 day ahead cum death,2020-06-07,694
US,AL,01,0.550,2020-05-25,13 day ahead cum death,2020-06-07,707
US,AL,01,0.600,2020-05-25,13 day ahead cum death,2020-06-07,721
US,AL,01,0.650,2020-05-25,13 day ahead cum death,2020-06-07,736
US,AL,01,0.700,2020-05-25,13 day ahead cum death,2020-06-07,753
US,AL,01,0.750,2020-05-25,13 day ahead cum death,2020-06-07,774
US,AL,01,0.800,2020-05-25,13 day ahead cum death,2020-06-07,803
US,AL,01,0.850,2020-05-25,13 day ahead cum death,2020-06-07,856
US,AL,01,0.900,2020-05-25,13 day ahead cum death,2020-06-07,1481
US,AL,01,0.950,2020-05-25,13 day ahead cum death,2020-06-07,1481
US,AL,01,0.975,2020-05-25,13 day ahead cum death,2020-06-07,1481
US,AL,01,0.990,2020-05-25,13 day ahead cum death,2020-06-07,1481
US,AL,01,0.010,2020-05-25,14 day ahead cum death,2020-06-08,562
US,AL,01,0.025,2020-05-25,14 day ahead cum death,2020-06-08,569
US,AL,01,0.050,2020-05-25,14 day ahead cum death,2020-06-08,579
US,AL,01,0.100,2020-05-25,14 day ahead cum death,2020-06-08,596
US,AL,01,0.150,2020-05-25,14 day ahead cum death,2020-06-08,611
US,AL,01,0.200,2020-05-25,14 day ahead cum death,2020-06-08,625
US,AL,01,0.250,2020-05-25,14 day ahead cum death,2020-06-08,638
US,AL,01,0.300,2020-05-25,14 day ahead cum death,2020-06-08,651
US,AL,01,0.350,2020-05-25,14 day ahead cum death,2020-06-08,663
US,AL,01,0.400,2020-05-25,14 day ahead cum death,2020-06-08,675
US,AL,01,0.450,2020-05-25,14 day ahead cum death,2020-06-08,687
US,AL,01,0.500,2020-05-25,14 day ahead cum death,2020-06-08,700
US,AL,01,NA,2020-05-25,14 day ahead cum death,2020-06-08,700
US,AL,01,0.550,2020-05-25,14 day ahead cum death,2020-06-08,713
US,AL,01,0.600,2020-05-25,14 day ahead cum death,2020-06-08,727
US,AL,01,0.650,2020-05-25,14 day ahead cum death,2020-06-08,742
US,AL,01,0.700,2020-05-25,14 day ahead cum death,2020-06-08,760
US,AL,01,0.750,2020-05-25,14 day ahead cum death,2020-06-08,781
US,AL,01,0.800,2020-05-25,14 day ahead cum death,2020-06-08,809
US,AL,01,0.850,2020-05-25,14 day ahead cum death,2020-06-08,858
US,AL,01,0.900,2020-05-25,14 day ahead cum death,2020-06-08,1524
US,AL,01,0.950,2020-05-25,14 day ahead cum death,2020-06-08,1524
US,AL,01,0.975,2020-05-25,14 day ahead cum death,2020-06-08,1524
US,AL,01,0.990,2020-05-25,14 day ahead cum death,2020-06-08,1524
US,AL,01,0.010,2020-05-25,15 day ahead cum death,2020-06-09,562
US,AL,01,0.025,2020-05-25,15 day ahead cum death,2020-06-09,569
US,AL,01,0.050,2020-05-25,15 day ahead cum death,2020-06-09,580
US,AL,01,0.100,2020-05-25,15 day ahead cum death,2020-06-09,598
US,AL,01,0.150,2020-05-25,15 day ahead cum death,2020-06-09,614
US,AL,01,0.200,2020-05-25,15 day ahead cum death,2020-06-09,628
US,AL,01,0.250,2020-05-25,15 day ahead cum death,2020-06-09,642
US,AL,01,0.300,2020-05-25,15 day ahead cum death,2020-06-09,655
US,AL,01,0.350,2020-05-25,15 day ahead cum death,2020-06-09,667
US,AL,01,0.400,2020-05-25,15 day ahead cum death,2020-06-09,680
US,AL,01,0.450,2020-05-25,15 day ahead cum death,2020-06-09,692
US,AL,01,0.500,2020-05-25,15 day ahead cum death,2020-06-09,705
US,AL,01,NA,2020-05-25,15 day ahead cum death,2020-06-09,705
US,AL,01,0.550,2020-05-25,15 day ahead cum death,2020-06-09,719
US,AL,01,0.600,2020-05-25,15 day ahead cum death,2020-06-09,733
US,AL,01,0.650,2020-05-25,15 day ahead cum death,2020-06-09,749
