forecast_date,location,target,type,quantile,target_end_date,value
2020-12-28,01,1 wk ahead cum death,point,NA,2021-01-02,5043.5644
2020-12-28,02,1 wk ahead cum death,point,NA,2021-01-02,210.116
2020-12-28,04,1 wk ahead cum death,point,NA,2021-01-02,8970.8152
2020-12-28,05,1 wk ahead cum death,point,NA,2021-01-02,3640.1562
2020-12-28,06,1 wk ahead cum death,point,NA,2021-01-02,25785.2026
2020-12-28,08,1 wk ahead cum death,point,NA,2021-01-02,4921.5746
2020-12-28,09,1 wk ahead cum death,point,NA,2021-01-02,6324.9378
2020-12-28,10,1 wk ahead cum death,point,NA,2021-01-02,925.1262
2020-12-28,11,1 wk ahead cum death,point,NA,2021-01-02,794.1652
2020-12-28,12,1 wk ahead cum death,point,NA,2021-01-02,21691.4012
2020-12-28,13,1 wk ahead cum death,point,NA,2021-01-02,11008.3428
2020-12-28,15,1 wk ahead cum death,point,NA,2021-01-02,289.362
2020-12-28,16,1 wk ahead cum death,point,NA,2021-01-02,1410.7766
2020-12-28,17,1 wk ahead cum death,point,NA,2021-01-02,18467.7602
2020-12-28,18,1 wk ahead cum death,point,NA,2021-01-02,8278.1634
2020-12-28,19,1 wk ahead cum death,point,NA,2021-01-02,3945.0626
2020-12-28,20,1 wk ahead cum death,point,NA,2021-01-02,2702.8078
2020-12-28,21,1 wk ahead cum death,point,NA,2021-01-02,2660.7144
2020-12-28,22,1 wk ahead cum death,point,NA,2021-01-02,7564.446
2020-12-28,23,1 wk ahead cum death,point,NA,2021-01-02,352.0954
2020-12-28,24,1 wk ahead cum death,point,NA,2021-01-02,6015.9084
2020-12-28,25,1 wk ahead cum death,point,NA,2021-01-02,12457.3782
2020-12-28,26,1 wk ahead cum death,point,NA,2021-01-02,13581.8568
2020-12-28,27,1 wk ahead cum death,point,NA,2021-01-02,5536.1604
2020-12-28,28,1 wk ahead cum death,point,NA,2021-01-02,4762.5684
2020-12-28,29,1 wk ahead cum death,point,NA,2021-01-02,5856.0524
2020-12-28,30,1 wk ahead cum death,point,NA,2021-01-02,949.642
2020-12-28,31,1 wk ahead cum death,point,NA,2021-01-02,1678.525
2020-12-28,32,1 wk ahead cum death,point,NA,2021-01-02,3106.7752
2020-12-28,33,1 wk ahead cum death,point,NA,2021-01-02,749.39
2020-12-28,34,1 wk ahead cum death,point,NA,2021-01-02,19209.351
2020-12-28,35,1 wk ahead cum death,point,NA,2021-01-02,2497.3818
2020-12-28,36,1 wk ahead cum death,point,NA,2021-01-02,38131.6452
2020-12-28,37,1 wk ahead cum death,point,NA,2021-01-02,6783.6872
2020-12-28,38,1 wk ahead cum death,point,NA,2021-01-02,1307.2422
2020-12-28,39,1 wk ahead cum death,point,NA,2021-01-02,9145.9034
2020-12-28,40,1 wk ahead cum death,point,NA,2021-01-02,2453.8002
2020-12-28,41,1 wk ahead cum death,point,NA,2021-01-02,1512.599
2020-12-28,42,1 wk ahead cum death,point,NA,2021-01-02,16210.1018
2020-12-28,44,1 wk ahead cum death,point,NA,2021-01-02,2115.2656
2020-12-28,45,1 wk ahead cum death,point,NA,2021-01-02,5270.2954
2020-12-28,46,1 wk ahead cum death,point,NA,2021-01-02,1514.4952
2020-12-28,47,1 wk ahead cum death,point,NA,2021-01-02,6818.5984
2020-12-28,48,1 wk ahead cum death,point,NA,2021-01-02,27951.6608
