forecast_date,location,target,type,quantile,target_end_date,value
2020-12-07,01,1 wk ahead cum death,point,NA,2020-12-12,4177.4086
2020-12-07,02,1 wk ahead cum death,point,NA,2020-12-12,154.5238
2020-12-07,04,1 wk ahead cum death,point,NA,2020-12-12,7255.1908
2020-12-07,05,1 wk ahead cum death,point,NA,2020-12-12,2793.6058
2020-12-07,06,1 wk ahead cum death,point,NA,2020-12-12,20548.5214
2020-12-07,08,1 wk ahead cum death,point,NA,2020-12-12,3694.5234
2020-12-07,09,1 wk ahead cum death,point,NA,2020-12-12,5339.3382
2020-12-07,10,1 wk ahead cum death,point,NA,2020-12-12,825.0838
2020-12-07,11,1 wk ahead cum death,point,NA,2020-12-12,714.1414
2020-12-07,12,1 wk ahead cum death,point,NA,2020-12-12,19859.7024
2020-12-07,13,1 wk ahead cum death,point,NA,2020-12-12,10225.1594
2020-12-07,15,1 wk ahead cum death,point,NA,2020-12-12,272.2424
2020-12-07,16,1 wk ahead cum death,point,NA,2020-12-12,1154.3486
2020-12-07,17,1 wk ahead cum death,point,NA,2020-12-12,15217.408
2020-12-07,18,1 wk ahead cum death,point,NA,2020-12-12,6783.1766
2020-12-07,19,1 wk ahead cum death,point,NA,2020-12-12,3032.3616
2020-12-07,20,1 wk ahead cum death,point,NA,2020-12-12,1978.8148
2020-12-07,21,1 wk ahead cum death,point,NA,2020-12-12,2232.4978
2020-12-07,22,1 wk ahead cum death,point,NA,2020-12-12,6772.0318
2020-12-07,23,1 wk ahead cum death,point,NA,2020-12-12,249.5146
2020-12-07,24,1 wk ahead cum death,point,NA,2020-12-12,5088.096
2020-12-07,25,1 wk ahead cum death,point,NA,2020-12-12,11317.4054
2020-12-07,26,1 wk ahead cum death,point,NA,2020-12-12,11204.2798
2020-12-07,27,1 wk ahead cum death,point,NA,2020-12-12,4433.6864
2020-12-07,28,1 wk ahead cum death,point,NA,2020-12-12,4141.4416
2020-12-07,29,1 wk ahead cum death,point,NA,2020-12-12,4576.696
2020-12-07,30,1 wk ahead cum death,point,NA,2020-12-12,796.2486
2020-12-07,31,1 wk ahead cum death,point,NA,2020-12-12,1383.2496
2020-12-07,32,1 wk ahead cum death,point,NA,2020-12-12,2486.4394
2020-12-07,33,1 wk ahead cum death,point,NA,2020-12-12,593.1324
2020-12-07,34,1 wk ahead cum death,point,NA,2020-12-12,17628.2676
2020-12-07,35,1 wk ahead cum death,point,NA,2020-12-12,1959.5196
2020-12-07,36,1 wk ahead cum death,point,NA,2020-12-12,35281.1094
2020-12-07,37,1 wk ahead cum death,point,NA,2020-12-12,5904.094
2020-12-07,38,1 wk ahead cum death,point,NA,2020-12-12,1116.8564
2020-12-07,39,1 wk ahead cum death,point,NA,2020-12-12,7500.611
2020-12-07,40,1 wk ahead cum death,point,NA,2020-12-12,2058.0648
2020-12-07,41,1 wk ahead cum death,point,NA,2020-12-12,1114.7006
2020-12-07,42,1 wk ahead cum death,point,NA,2020-12-12,12052.8824
2020-12-07,44,1 wk ahead cum death,point,NA,2020-12-12,1536.9418
2020-12-07,45,1 wk ahead cum death,point,NA,2020-12-12,4727.7854
2020-12-07,46,1 wk ahead cum death,point,NA,2020-12-12,1291.2674
2020-12-07,47,1 wk ahead cum death,point,NA,2020-12-12,5294.18
2020-12-07,48,1 wk ahead cum death,point,NA,2020-12-12,24216.8784
2020-12-07,49,1 wk ahead cum death,point,NA,2020-12-12,1015.8096
2020-12-07,50,1 wk ahead cum death,point,NA,2020-12-12,83.51100000000002
2020-12-07,51,1 wk ahead cum death,point,NA,2020-12-12,4354.1584
2020-12-07,53,1 wk ahead cum death,point,NA,2020-12-12,3049.2556
2020-12-07,54,1 wk ahead cum death,point,NA,2020-12-12,972.219
2020-12-07,55,1 wk ahead cum death,point,NA,2020-12-12,4250.3052
