forecast_date,location,target,type,quantile,target_end_date,value
2020-11-16,01,1 wk ahead cum death,point,NA,2020-11-21,3366.2242
2020-11-16,02,1 wk ahead cum death,point,NA,2020-11-21,103.5614
2020-11-16,04,1 wk ahead cum death,point,NA,2020-11-21,6419.9209999999985
2020-11-16,05,1 wk ahead cum death,point,NA,2020-11-21,2288.6996
2020-11-16,06,1 wk ahead cum death,point,NA,2020-11-21,18539.4672
2020-11-16,08,1 wk ahead cum death,point,NA,2020-11-21,2700.047
2020-11-16,09,1 wk ahead cum death,point,NA,2020-11-21,4810.6926
2020-11-16,10,1 wk ahead cum death,point,NA,2020-11-21,760.9195999999989
2020-11-16,11,1 wk ahead cum death,point,NA,2020-11-21,667.5192
2020-11-16,12,1 wk ahead cum death,point,NA,2020-11-21,17883.5402
2020-11-16,13,1 wk ahead cum death,point,NA,2020-11-21,9231.775
2020-11-16,15,1 wk ahead cum death,point,NA,2020-11-21,225.707
2020-11-16,16,1 wk ahead cum death,point,NA,2020-11-21,804.6904
2020-11-16,17,1 wk ahead cum death,point,NA,2020-11-21,11717.027
2020-11-16,18,1 wk ahead cum death,point,NA,2020-11-21,5251.4826
2020-11-16,19,1 wk ahead cum death,point,NA,2020-11-21,2137.1618
2020-11-16,20,1 wk ahead cum death,point,NA,2020-11-21,1255.4712
2020-11-16,21,1 wk ahead cum death,point,NA,2020-11-21,1744.0756
2020-11-16,22,1 wk ahead cum death,point,NA,2020-11-21,6190.1456
2020-11-16,23,1 wk ahead cum death,point,NA,2020-11-21,170.4542
2020-11-16,24,1 wk ahead cum death,point,NA,2020-11-21,4382.9540000000015
2020-11-16,25,1 wk ahead cum death,point,NA,2020-11-21,10496.7928
2020-11-16,26,1 wk ahead cum death,point,NA,2020-11-21,8649.152
2020-11-16,27,1 wk ahead cum death,point,NA,2020-11-21,3185.2628
2020-11-16,28,1 wk ahead cum death,point,NA,2020-11-21,3630.5378
2020-11-16,29,1 wk ahead cum death,point,NA,2020-11-21,3564.6364
2020-11-16,30,1 wk ahead cum death,point,NA,2020-11-21,567.7576
2020-11-16,31,1 wk ahead cum death,point,NA,2020-11-21,853.2008
2020-11-16,32,1 wk ahead cum death,point,NA,2020-11-21,1951.3848
2020-11-16,33,1 wk ahead cum death,point,NA,2020-11-21,515.3498
2020-11-16,34,1 wk ahead cum death,point,NA,2020-11-21,16682.6242
2020-11-16,35,1 wk ahead cum death,point,NA,2020-11-21,1300.9184
2020-11-16,36,1 wk ahead cum death,point,NA,2020-11-21,34181.8902
2020-11-16,37,1 wk ahead cum death,point,NA,2020-11-21,5031.8962
2020-11-16,38,1 wk ahead cum death,point,NA,2020-11-21,841.8396
2020-11-16,39,1 wk ahead cum death,point,NA,2020-11-21,5901.5298
2020-11-16,40,1 wk ahead cum death,point,NA,2020-11-21,1611.8548
2020-11-16,41,1 wk ahead cum death,point,NA,2020-11-21,788.8266
2020-11-16,42,1 wk ahead cum death,point,NA,2020-11-21,9564.6222
2020-11-16,44,1 wk ahead cum death,point,NA,2020-11-21,1311.8470000000002
2020-11-16,45,1 wk ahead cum death,point,NA,2020-11-21,4192.1944
2020-11-16,46,1 wk ahead cum death,point,NA,2020-11-21,745.7196
2020-11-16,47,1 wk ahead cum death,point,NA,2020-11-21,4115.3776
2020-11-16,48,1 wk ahead cum death,point,NA,2020-11-21,20498.0922
2020-11-16,49,1 wk ahead cum death,point,NA,2020-11-21,772.8358
2020-11-16,50,1 wk ahead cum death,point,NA,2020-11-21,59.5374
2020-11-16,51,1 wk ahead cum death,point,NA,2020-11-21,3875.4276
2020-11-16,53,1 wk ahead cum death,point,NA,2020-11-21,2574.1744
2020-11-16,54,1 wk ahead cum death,point,NA,2020-11-21,623.3746
2020-11-16,55,1 wk ahead cum death,point,NA,2020-11-21,3015.657
2020-11-16,56,1 wk ahead cum death,point,NA,2020-11-21,166.43099999999995
2020-11-16,US,1 wk ahead cum death,point,NA,2020-11-21,253010.6836
2020-11-16,01,1 wk ahead cum death,quantile,0.01,2020-11-21,3295.0
2020-11-16,02,1 wk ahead cum death,quantile,0.01,2020-11-21,98.0
2020-11-16,04,1 wk ahead cum death,quantile,0.01,2020-11-21,6345.0
2020-11-16,05,1 wk ahead cum death,quantile,0.01,2020-11-21,2226.0
2020-11-16,06,1 wk ahead cum death,quantile,0.01,2020-11-21,18395.0
2020-11-16,08,1 wk ahead cum death,quantile,0.01,2020-11-21,2613.0
2020-11-16,09,1 wk ahead cum death,quantile,0.01,2020-11-21,4765.0
2020-11-16,10,1 wk ahead cum death,quantile,0.01,2020-11-21,742.0
2020-11-16,11,1 wk ahead cum death,quantile,0.01,2020-11-21,661.0
2020-11-16,12,1 wk ahead cum death,quantile,0.01,2020-11-21,17694.0
2020-11-16,13,1 wk ahead cum death,quantile,0.01,2020-11-21,9074.0
2020-11-16,15,1 wk ahead cum death,quantile,0.01,2020-11-21,222.0
2020-11-16,16,1 wk ahead cum death,quantile,0.01,2020-11-21,773.0
2020-11-16,17,1 wk ahead cum death,quantile,0.01,2020-11-21,11414.0
2020-11-16,18,1 wk ahead cum death,quantile,0.01,2020-11-21,5068.0
2020-11-16,19,1 wk ahead cum death,quantile,0.01,2020-11-21,2057.0
2020-11-16,20,1 wk ahead cum death,quantile,0.01,2020-11-21,1212.0
2020-11-16,21,1 wk ahead cum death,quantile,0.01,2020-11-21,1700.0
2020-11-16,22,1 wk ahead cum death,quantile,0.01,2020-11-21,6150.0
2020-11-16,23,1 wk ahead cum death,quantile,0.01,2020-11-21,165.0
2020-11-16,24,1 wk ahead cum death,quantile,0.01,2020-11-21,4339.0
2020-11-16,25,1 wk ahead cum death,quantile,0.01,2020-11-21,10405.0
2020-11-16,26,1 wk ahead cum death,quantile,0.01,2020-11-21,8488.0
2020-11-16,27,1 wk ahead cum death,quantile,0.01,2020-11-21,3058.0
2020-11-16,28,1 wk ahead cum death,quantile,0.01,2020-11-21,3581.0
2020-11-16,29,1 wk ahead cum death,quantile,0.01,2020-11-21,3454.0
2020-11-16,30,1 wk ahead cum death,quantile,0.01,2020-11-21,535.0
2020-11-16,31,1 wk ahead cum death,quantile,0.01,2020-11-21,803.0
2020-11-16,32,1 wk ahead cum death,quantile,0.01,2020-11-21,1924.0
2020-11-16,33,1 wk ahead cum death,quantile,0.01,2020-11-21,502.0
2020-11-16,34,1 wk ahead cum death,quantile,0.01,2020-11-21,16617.0
2020-11-16,35,1 wk ahead cum death,quantile,0.01,2020-11-21,1253.0
2020-11-16,36,1 wk ahead cum death,quantile,0.01,2020-11-21,34090.0
2020-11-16,37,1 wk ahead cum death,quantile,0.01,2020-11-21,4909.0
