forecast_date,location,target,type,quantile,target_end_date,value
2020-12-21,04,1 wk ahead cum death,quantile,0.01,2020-12-26,8214.0
2020-12-21,05,1 wk ahead cum death,quantile,0.01,2020-12-26,3345.0
2020-12-21,06,1 wk ahead cum death,quantile,0.01,2020-12-26,23307.0
2020-12-21,08,1 wk ahead cum death,quantile,0.01,2020-12-26,4540.0
2020-12-21,09,1 wk ahead cum death,quantile,0.01,2020-12-26,5669.0
2020-12-21,10,1 wk ahead cum death,quantile,0.01,2020-12-26,873.0
2020-12-21,11,1 wk ahead cum death,quantile,0.01,2020-12-26,745.0
2020-12-21,12,1 wk ahead cum death,quantile,0.01,2020-12-26,20959.0
2020-12-21,13,1 wk ahead cum death,quantile,0.01,2020-12-26,10521.0
2020-12-21,15,1 wk ahead cum death,quantile,0.01,2020-12-26,283.0
2020-12-21,16,1 wk ahead cum death,quantile,0.01,2020-12-26,1326.0
2020-12-21,17,1 wk ahead cum death,quantile,0.01,2020-12-26,17065.0
2020-12-21,18,1 wk ahead cum death,quantile,0.01,2020-12-26,7700.0
2020-12-21,19,1 wk ahead cum death,quantile,0.01,2020-12-26,3745.0
2020-12-21,20,1 wk ahead cum death,quantile,0.01,2020-12-26,2380.0
2020-12-21,21,1 wk ahead cum death,quantile,0.01,2020-12-26,2484.0
2020-12-21,22,1 wk ahead cum death,quantile,0.01,2020-12-26,7128.0
2020-12-21,23,1 wk ahead cum death,quantile,0.01,2020-12-26,302.0
2020-12-21,24,1 wk ahead cum death,quantile,0.01,2020-12-26,5640.0
2020-12-21,25,1 wk ahead cum death,quantile,0.01,2020-12-26,11913.0
2020-12-21,26,1 wk ahead cum death,quantile,0.01,2020-12-26,12508.0
2020-12-21,27,1 wk ahead cum death,quantile,0.01,2020-12-26,5092.0
2020-12-21,28,1 wk ahead cum death,quantile,0.01,2020-12-26,4517.0
2020-12-21,29,1 wk ahead cum death,quantile,0.01,2020-12-26,5197.0
2020-12-21,30,1 wk ahead cum death,quantile,0.01,2020-12-26,879.0
2020-12-21,31,1 wk ahead cum death,quantile,0.01,2020-12-26,1549.0
2020-12-21,32,1 wk ahead cum death,quantile,0.01,2020-12-26,2896.0
2020-12-21,33,1 wk ahead cum death,quantile,0.01,2020-12-26,673.0
2020-12-21,34,1 wk ahead cum death,quantile,0.01,2020-12-26,18457.0
2020-12-21,35,1 wk ahead cum death,quantile,0.01,2020-12-26,2265.0
2020-12-21,36,1 wk ahead cum death,quantile,0.01,2020-12-26,36749.0
2020-12-21,37,1 wk ahead cum death,quantile,0.01,2020-12-26,6412.0
2020-12-21,38,1 wk ahead cum death,quantile,0.01,2020-12-26,1257.0
2020-12-21,39,1 wk ahead cum death,quantile,0.01,2020-12-26,8368.0
2020-12-21,40,1 wk ahead cum death,quantile,0.01,2020-12-26,2285.0
2020-12-21,41,1 wk ahead cum death,quantile,0.01,2020-12-26,1403.0
2020-12-21,42,1 wk ahead cum death,quantile,0.01,2020-12-26,14522.0
2020-12-21,44,1 wk ahead cum death,quantile,0.01,2020-12-26,1646.0
2020-12-21,45,1 wk ahead cum death,quantile,0.01,2020-12-26,5029.0
2020-12-21,46,1 wk ahead cum death,quantile,0.01,2020-12-26,1392.0
2020-12-21,47,1 wk ahead cum death,quantile,0.01,2020-12-26,6315.0
2020-12-21,48,1 wk ahead cum death,quantile,0.01,2020-12-26,26365.0
2020-12-21,49,1 wk ahead cum death,quantile,0.01,2020-12-26,1193.0
2020-12-21,50,1 wk ahead cum death,quantile,0.01,2020-12-26,113.0
2020-12-21,51,1 wk ahead cum death,quantile,0.01,2020-12-26,4752.0
2020-12-21,53,1 wk ahead cum death,quantile,0.01,2020-12-26,3155.0
2020-12-21,54,1 wk ahead cum death,quantile,0.01,2020-12-26,1182.0
2020-12-21,55,1 wk ahead cum death,quantile,0.01,2020-12-26,4864.0
2020-12-21,56,1 wk ahead cum death,quantile,0.01,2020-12-26,355.0
2020-12-21,US,1 wk ahead cum death,quantile,0.01,2020-12-26,330484.0
2020-12-21,01,1 wk ahead cum death,quantile,0.025,2020-12-26,4515.0
2020-12-21,02,1 wk ahead cum death,quantile,0.025,2020-12-26,187.0
2020-12-21,04,1 wk ahead cum death,quantile,0.025,2020-12-26,8253.0
2020-12-21,05,1 wk ahead cum death,quantile,0.025,2020-12-26,3360.0
2020-12-21,06,1 wk ahead cum death,quantile,0.025,2020-12-26,23384.0
2020-12-21,08,1 wk ahead cum death,quantile,0.025,2020-12-26,4564.0
2020-12-21,09,1 wk ahead cum death,quantile,0.025,2020-12-26,5684.0
2020-12-21,10,1 wk ahead cum death,quantile,0.025,2020-12-26,876.0
2020-12-21,11,1 wk ahead cum death,quantile,0.025,2020-12-26,746.0
2020-12-21,12,1 wk ahead cum death,quantile,0.025,2020-12-26,21011.0
2020-12-21,13,1 wk ahead cum death,quantile,0.025,2020-12-26,10540.0
2020-12-21,15,1 wk ahead cum death,quantile,0.025,2020-12-26,284.0
2020-12-21,16,1 wk ahead cum death,quantile,0.025,2020-12-26,1332.0
2020-12-21,17,1 wk ahead cum death,quantile,0.025,2020-12-26,17150.0
2020-12-21,18,1 wk ahead cum death,quantile,0.025,2020-12-26,7728.0
2020-12-21,19,1 wk ahead cum death,quantile,0.025,2020-12-26,3767.0
2020-12-21,20,1 wk ahead cum death,quantile,0.025,2020-12-26,2393.0
2020-12-21,21,1 wk ahead cum death,quantile,0.025,2020-12-26,2495.0
2020-12-21,22,1 wk ahead cum death,quantile,0.025,2020-12-26,7141.0
2020-12-21,23,1 wk ahead cum death,quantile,0.025,2020-12-26,305.0
2020-12-21,24,1 wk ahead cum death,quantile,0.025,2020-12-26,5663.0
2020-12-21,25,1 wk ahead cum death,quantile,0.025,2020-12-26,11942.0
2020-12-21,26,1 wk ahead cum death,quantile,0.025,2020-12-26,12554.0
2020-12-21,27,1 wk ahead cum death,quantile,0.025,2020-12-26,5113.0
2020-12-21,28,1 wk ahead cum death,quantile,0.025,2020-12-26,4529.0
2020-12-21,29,1 wk ahead cum death,quantile,0.025,2020-12-26,5217.0
2020-12-21,30,1 wk ahead cum death,quantile,0.025,2020-12-26,882.0
2020-12-21,31,1 wk ahead cum death,quantile,0.025,2020-12-26,1562.0
2020-12-21,32,1 wk ahead cum death,quantile,0.025,2020-12-26,2913.0
2020-12-21,33,1 wk ahead cum death,quantile,0.025,2020-12-26,676.0
2020-12-21,34,1 wk ahead cum death,quantile,0.025,2020-12-26,18494.0
2020-12-21,35,1 wk ahead cum death,quantile,0.025,2020-12-26,2277.0
2020-12-21,36,1 wk ahead cum death,quantile,0.025,2020-12-26,36787.0
2020-12-21,37,1 wk ahead cum death,quantile,0.025,2020-12-26,6442.0
2020-12-21,38,1 wk ahead cum death,quantile,0.025,2020-12-26,1261.0
2020-12-21,39,1 wk ahead cum death,quantile,0.025,2020-12-26,8411.0
2020-12-21,40,1 wk ahead cum death,quantile,0.025,2020-12-26,2293.0
2020-12-21,41,1 wk ahead cum death,quantile,0.025,2020-12-26,1410.0
2020-12-21,42,1 wk ahead cum death,quantile,0.025,2020-12-26,14627.0
2020-12-21,44,1 wk ahead cum death,quantile,0.025,2020-12-26,1654.0
2020-12-21,45,1 wk ahead cum death,quantile,0.025,2020-12-26,5042.0
2020-12-21,46,1 wk ahead cum death,quantile,0.025,2020-12-26,1399.0
2020-12-21,47,1 wk ahead cum death,quantile,0.025,2020-12-26,6345.0
2020-12-21,48,1 wk ahead cum death,quantile,0.025,2020-12-26,26443.0
2020-12-21,49,1 wk ahead cum death,quantile,0.025,2020-12-26,1198.0
2020-12-21,50,1 wk ahead cum death,quantile,0.025,2020-12-26,114.0
2020-12-21,51,1 wk ahead cum death,quantile,0.025,2020-12-26,4767.0
2020-12-21,53,1 wk ahead cum death,quantile,0.025,2020-12-26,3162.0
2020-12-21,54,1 wk ahead cum death,quantile,0.025,2020-12-26,1189.0
2020-12-21,55,1 wk ahead cum death,quantile,0.025,2020-12-26,4878.0
2020-12-21,56,1 wk ahead cum death,quantile,0.025,2020-12-26,357.0
2020-12-21,US,1 wk ahead cum death,quantile,0.025,2020-12-26,331396.0
2020-12-21,01,1 wk ahead cum death,quantile,0.05,2020-12-26,4532.0
2020-12-21,02,1 wk ahead cum death,quantile,0.05,2020-12-26,189.0
2020-12-21,04,1 wk ahead cum death,quantile,0.05,2020-12-26,8285.0
2020-12-21,05,1 wk ahead cum death,quantile,0.05,2020-12-26,3371.0
2020-12-21,06,1 wk ahead cum death,quantile,0.05,2020-12-26,23457.0
2020-12-21,08,1 wk ahead cum death,quantile,0.05,2020-12-26,4587.0
2020-12-21,09,1 wk ahead cum death,quantile,0.05,2020-12-26,5697.0
2020-12-21,10,1 wk ahead cum death,quantile,0.05,2020-12-26,879.0
2020-12-21,11,1 wk ahead cum death,quantile,0.05,2020-12-26,748.0
2020-12-21,12,1 wk ahead cum death,quantile,0.05,2020-12-26,21057.0
2020-12-21,13,1 wk ahead cum death,quantile,0.05,2020-12-26,10559.0
2020-12-21,15,1 wk ahead cum death,quantile,0.05,2020-12-26,285.0
2020-12-21,16,1 wk ahead cum death,quantile,0.05,2020-12-26,1339.0
2020-12-21,17,1 wk ahead cum death,quantile,0.05,2020-12-26,17221.0
2020-12-21,18,1 wk ahead cum death,quantile,0.05,2020-12-26,7759.0
2020-12-21,19,1 wk ahead cum death,quantile,0.05,2020-12-26,3786.0
2020-12-21,20,1 wk ahead cum death,quantile,0.05,2020-12-26,2404.0
2020-12-21,21,1 wk ahead cum death,quantile,0.05,2020-12-26,2506.0
2020-12-21,22,1 wk ahead cum death,quantile,0.05,2020-12-26,7154.0
2020-12-21,23,1 wk ahead cum death,quantile,0.05,2020-12-26,308.0
2020-12-21,24,1 wk ahead cum death,quantile,0.05,2020-12-26,5681.0
2020-12-21,25,1 wk ahead cum death,quantile,0.05,2020-12-26,11968.0
2020-12-21,26,1 wk ahead cum death,quantile,0.05,2020-12-26,12617.0
2020-12-21,27,1 wk ahead cum death,quantile,0.05,2020-12-26,5134.0
2020-12-21,28,1 wk ahead cum death,quantile,0.05,2020-12-26,4545.0
2020-12-21,29,1 wk ahead cum death,quantile,0.05,2020-12-26,5238.0
2020-12-21,30,1 wk ahead cum death,quantile,0.05,2020-12-26,885.0
2020-12-21,31,1 wk ahead cum death,quantile,0.05,2020-12-26,1574.0
2020-12-21,32,1 wk ahead cum death,quantile,0.05,2020-12-26,2927.0
2020-12-21,33,1 wk ahead cum death,quantile,0.05,2020-12-26,679.0
2020-12-21,34,1 wk ahead cum death,quantile,0.05,2020-12-26,18523.0
2020-12-21,35,1 wk ahead cum death,quantile,0.05,2020-12-26,2287.0
2020-12-21,36,1 wk ahead cum death,quantile,0.05,2020-12-26,36822.0
2020-12-21,37,1 wk ahead cum death,quantile,0.05,2020-12-26,6466.0
2020-12-21,38,1 wk ahead cum death,quantile,0.05,2020-12-26,1265.0
2020-12-21,39,1 wk ahead cum death,quantile,0.05,2020-12-26,8451.0
2020-12-21,40,1 wk ahead cum death,quantile,0.05,2020-12-26,2305.0
2020-12-21,41,1 wk ahead cum death,quantile,0.05,2020-12-26,1417.0
2020-12-21,42,1 wk ahead cum death,quantile,0.05,2020-12-26,14703.0
2020-12-21,44,1 wk ahead cum death,quantile,0.05,2020-12-26,1662.0
2020-12-21,45,1 wk ahead cum death,quantile,0.05,2020-12-26,5055.0
2020-12-21,46,1 wk ahead cum death,quantile,0.05,2020-12-26,1407.0
2020-12-21,47,1 wk ahead cum death,quantile,0.05,2020-12-26,6371.0
2020-12-21,48,1 wk ahead cum death,quantile,0.05,2020-12-26,26527.0
2020-12-21,49,1 wk ahead cum death,quantile,0.05,2020-12-26,1204.0
2020-12-21,50,1 wk ahead cum death,quantile,0.05,2020-12-26,115.0
2020-12-21,51,1 wk ahead cum death,quantile,0.05,2020-12-26,4783.0
2020-12-21,53,1 wk ahead cum death,quantile,0.05,2020-12-26,3168.0
2020-12-21,54,1 wk ahead cum death,quantile,0.05,2020-12-26,1198.0
2020-12-21,55,1 wk ahead cum death,quantile,0.05,2020-12-26,4890.0
2020-12-21,56,1 wk ahead cum death,quantile,0.05,2020-12-26,359.0
2020-12-21,US,1 wk ahead cum death,quantile,0.05,2020-12-26,332092.0
2020-12-21,01,1 wk ahead cum death,quantile,0.1,2020-12-26,4553.0
2020-12-21,02,1 wk ahead cum death,quantile,0.1,2020-12-26,190.0
2020-12-21,04,1 wk ahead cum death,quantile,0.1,2020-12-26,8324.0
2020-12-21,05,1 wk ahead cum death,quantile,0.1,2020-12-26,3386.0
2020-12-21,06,1 wk ahead cum death,quantile,0.1,2020-12-26,23546.0
2020-12-21,08,1 wk ahead cum death,quantile,0.1,2020-12-26,4620.0
2020-12-21,09,1 wk ahead cum death,quantile,0.1,2020-12-26,5718.0
2020-12-21,10,1 wk ahead cum death,quantile,0.1,2020-12-26,882.0
2020-12-21,11,1 wk ahead cum death,quantile,0.1,2020-12-26,750.0
2020-12-21,12,1 wk ahead cum death,quantile,0.1,2020-12-26,21122.0
2020-12-21,13,1 wk ahead cum death,quantile,0.1,2020-12-26,10583.0
2020-12-21,15,1 wk ahead cum death,quantile,0.1,2020-12-26,286.0
2020-12-21,16,1 wk ahead cum death,quantile,0.1,2020-12-26,1348.0
2020-12-21,17,1 wk ahead cum death,quantile,0.1,2020-12-26,17310.0
2020-12-21,18,1 wk ahead cum death,quantile,0.1,2020-12-26,7797.0
2020-12-21,19,1 wk ahead cum death,quantile,0.1,2020-12-26,3812.0
2020-12-21,20,1 wk ahead cum death,quantile,0.1,2020-12-26,2420.0
2020-12-21,21,1 wk ahead cum death,quantile,0.1,2020-12-26,2519.0
2020-12-21,22,1 wk ahead cum death,quantile,0.1,2020-12-26,7170.0
2020-12-21,23,1 wk ahead cum death,quantile,0.1,2020-12-26,311.0
2020-12-21,24,1 wk ahead cum death,quantile,0.1,2020-12-26,5706.0
2020-12-21,25,1 wk ahead cum death,quantile,0.1,2020-12-26,11998.0
2020-12-21,26,1 wk ahead cum death,quantile,0.1,2020-12-26,12692.0
2020-12-21,27,1 wk ahead cum death,quantile,0.1,2020-12-26,5161.0
2020-12-21,28,1 wk ahead cum death,quantile,0.1,2020-12-26,4562.0
2020-12-21,29,1 wk ahead cum death,quantile,0.1,2020-12-26,5266.0
2020-12-21,30,1 wk ahead cum death,quantile,0.1,2020-12-26,888.0
2020-12-21,31,1 wk ahead cum death,quantile,0.1,2020-12-26,1589.0
2020-12-21,32,1 wk ahead cum death,quantile,0.1,2020-12-26,2945.0
2020-12-21,33,1 wk ahead cum death,quantile,0.1,2020-12-26,684.0
2020-12-21,34,1 wk ahead cum death,quantile,0.1,2020-12-26,18561.0
2020-12-21,35,1 wk ahead cum death,quantile,0.1,2020-12-26,2302.0
2020-12-21,36,1 wk ahead cum death,quantile,0.1,2020-12-26,36872.0
2020-12-21,37,1 wk ahead cum death,quantile,0.1,2020-12-26,6497.0
2020-12-21,38,1 wk ahead cum death,quantile,0.1,2020-12-26,1270.0
2020-12-21,39,1 wk ahead cum death,quantile,0.1,2020-12-26,8499.0
2020-12-21,40,1 wk ahead cum death,quantile,0.1,2020-12-26,2317.0
2020-12-21,41,1 wk ahead cum death,quantile,0.1,2020-12-26,1427.0
2020-12-21,42,1 wk ahead cum death,quantile,0.1,2020-12-26,14815.0
2020-12-21,44,1 wk ahead cum death,quantile,0.1,2020-12-26,1673.0
2020-12-21,45,1 wk ahead cum death,quantile,0.1,2020-12-26,5070.0
2020-12-21,46,1 wk ahead cum death,quantile,0.1,2020-12-26,1416.0
2020-12-21,47,1 wk ahead cum death,quantile,0.1,2020-12-26,6403.0
2020-12-21,48,1 wk ahead cum death,quantile,0.1,2020-12-26,26617.0
2020-12-21,49,1 wk ahead cum death,quantile,0.1,2020-12-26,1212.0
2020-12-21,50,1 wk ahead cum death,quantile,0.1,2020-12-26,116.0
2020-12-21,51,1 wk ahead cum death,quantile,0.1,2020-12-26,4802.0
2020-12-21,53,1 wk ahead cum death,quantile,0.1,2020-12-26,3176.0
2020-12-21,54,1 wk ahead cum death,quantile,0.1,2020-12-26,1207.0
2020-12-21,55,1 wk ahead cum death,quantile,0.1,2020-12-26,4906.0
2020-12-21,56,1 wk ahead cum death,quantile,0.1,2020-12-26,362.0
2020-12-21,US,1 wk ahead cum death,quantile,0.1,2020-12-26,332980.0
2020-12-21,01,1 wk ahead cum death,quantile,0.15,2020-12-26,4567.0
2020-12-21,02,1 wk ahead cum death,quantile,0.15,2020-12-26,191.0
2020-12-21,04,1 wk ahead cum death,quantile,0.15,2020-12-26,8352.0
2020-12-21,05,1 wk ahead cum death,quantile,0.15,2020-12-26,3397.0
2020-12-21,06,1 wk ahead cum death,quantile,0.15,2020-12-26,23628.0
2020-12-21,08,1 wk ahead cum death,quantile,0.15,2020-12-26,4645.0
2020-12-21,09,1 wk ahead cum death,quantile,0.15,2020-12-26,5733.0
2020-12-21,10,1 wk ahead cum death,quantile,0.15,2020-12-26,885.0
2020-12-21,11,1 wk ahead cum death,quantile,0.15,2020-12-26,752.0
2020-12-21,12,1 wk ahead cum death,quantile,0.15,2020-12-26,21168.0
2020-12-21,13,1 wk ahead cum death,quantile,0.15,2020-12-26,10599.0
2020-12-21,15,1 wk ahead cum death,quantile,0.15,2020-12-26,286.0
2020-12-21,16,1 wk ahead cum death,quantile,0.15,2020-12-26,1355.0
2020-12-21,17,1 wk ahead cum death,quantile,0.15,2020-12-26,17383.0
2020-12-21,18,1 wk ahead cum death,quantile,0.15,2020-12-26,7823.0
2020-12-21,19,1 wk ahead cum death,quantile,0.15,2020-12-26,3830.0
2020-12-21,20,1 wk ahead cum death,quantile,0.15,2020-12-26,2431.0
2020-12-21,21,1 wk ahead cum death,quantile,0.15,2020-12-26,2528.0
2020-12-21,22,1 wk ahead cum death,quantile,0.15,2020-12-26,7183.0
2020-12-21,23,1 wk ahead cum death,quantile,0.15,2020-12-26,313.0
2020-12-21,24,1 wk ahead cum death,quantile,0.15,2020-12-26,5724.0
2020-12-21,25,1 wk ahead cum death,quantile,0.15,2020-12-26,12020.0
2020-12-21,26,1 wk ahead cum death,quantile,0.15,2020-12-26,12749.0
2020-12-21,27,1 wk ahead cum death,quantile,0.15,2020-12-26,5180.0
2020-12-21,28,1 wk ahead cum death,quantile,0.15,2020-12-26,4576.0
2020-12-21,29,1 wk ahead cum death,quantile,0.15,2020-12-26,5286.0
2020-12-21,30,1 wk ahead cum death,quantile,0.15,2020-12-26,891.0
2020-12-21,31,1 wk ahead cum death,quantile,0.15,2020-12-26,1600.0
2020-12-21,32,1 wk ahead cum death,quantile,0.15,2020-12-26,2959.0
2020-12-21,33,1 wk ahead cum death,quantile,0.15,2020-12-26,687.0
2020-12-21,34,1 wk ahead cum death,quantile,0.15,2020-12-26,18591.0
2020-12-21,35,1 wk ahead cum death,quantile,0.15,2020-12-26,2314.0
2020-12-21,36,1 wk ahead cum death,quantile,0.15,2020-12-26,36914.0
2020-12-21,37,1 wk ahead cum death,quantile,0.15,2020-12-26,6521.0
2020-12-21,38,1 wk ahead cum death,quantile,0.15,2020-12-26,1274.0
2020-12-21,39,1 wk ahead cum death,quantile,0.15,2020-12-26,8542.0
2020-12-21,40,1 wk ahead cum death,quantile,0.15,2020-12-26,2326.0
2020-12-21,41,1 wk ahead cum death,quantile,0.15,2020-12-26,1434.0
2020-12-21,42,1 wk ahead cum death,quantile,0.15,2020-12-26,14888.0
2020-12-21,44,1 wk ahead cum death,quantile,0.15,2020-12-26,1684.0
2020-12-21,45,1 wk ahead cum death,quantile,0.15,2020-12-26,5080.0
2020-12-21,46,1 wk ahead cum death,quantile,0.15,2020-12-26,1425.0
2020-12-21,47,1 wk ahead cum death,quantile,0.15,2020-12-26,6429.0
2020-12-21,48,1 wk ahead cum death,quantile,0.15,2020-12-26,26687.0
2020-12-21,49,1 wk ahead cum death,quantile,0.15,2020-12-26,1217.0
2020-12-21,50,1 wk ahead cum death,quantile,0.15,2020-12-26,117.0
2020-12-21,51,1 wk ahead cum death,quantile,0.15,2020-12-26,4817.0
2020-12-21,53,1 wk ahead cum death,quantile,0.15,2020-12-26,3181.0
2020-12-21,54,1 wk ahead cum death,quantile,0.15,2020-12-26,1215.0
2020-12-21,55,1 wk ahead cum death,quantile,0.15,2020-12-26,4920.0
2020-12-21,56,1 wk ahead cum death,quantile,0.15,2020-12-26,365.0
2020-12-21,US,1 wk ahead cum death,quantile,0.15,2020-12-26,333595.0
2020-12-21,01,1 wk ahead cum death,quantile,0.2,2020-12-26,4581.0
2020-12-21,02,1 wk ahead cum death,quantile,0.2,2020-12-26,192.0
2020-12-21,04,1 wk ahead cum death,quantile,0.2,2020-12-26,8381.0
2020-12-21,05,1 wk ahead cum death,quantile,0.2,2020-12-26,3407.0
2020-12-21,06,1 wk ahead cum death,quantile,0.2,2020-12-26,23690.0
2020-12-21,08,1 wk ahead cum death,quantile,0.2,2020-12-26,4666.0
2020-12-21,09,1 wk ahead cum death,quantile,0.2,2020-12-26,5745.0
2020-12-21,10,1 wk ahead cum death,quantile,0.2,2020-12-26,887.0
2020-12-21,11,1 wk ahead cum death,quantile,0.2,2020-12-26,753.0
2020-12-21,12,1 wk ahead cum death,quantile,0.2,2020-12-26,21210.0
2020-12-21,13,1 wk ahead cum death,quantile,0.2,2020-12-26,10614.0
2020-12-21,15,1 wk ahead cum death,quantile,0.2,2020-12-26,287.0
2020-12-21,16,1 wk ahead cum death,quantile,0.2,2020-12-26,1361.0
2020-12-21,17,1 wk ahead cum death,quantile,0.2,2020-12-26,17436.0
2020-12-21,18,1 wk ahead cum death,quantile,0.2,2020-12-26,7846.0
2020-12-21,19,1 wk ahead cum death,quantile,0.2,2020-12-26,3847.0
2020-12-21,20,1 wk ahead cum death,quantile,0.2,2020-12-26,2443.0
2020-12-21,21,1 wk ahead cum death,quantile,0.2,2020-12-26,2537.0
2020-12-21,22,1 wk ahead cum death,quantile,0.2,2020-12-26,7193.0
2020-12-21,23,1 wk ahead cum death,quantile,0.2,2020-12-26,315.0
2020-12-21,24,1 wk ahead cum death,quantile,0.2,2020-12-26,5738.0
2020-12-21,25,1 wk ahead cum death,quantile,0.2,2020-12-26,12037.0
2020-12-21,26,1 wk ahead cum death,quantile,0.2,2020-12-26,12793.0
2020-12-21,27,1 wk ahead cum death,quantile,0.2,2020-12-26,5195.0
2020-12-21,28,1 wk ahead cum death,quantile,0.2,2020-12-26,4587.0
2020-12-21,29,1 wk ahead cum death,quantile,0.2,2020-12-26,5302.0
2020-12-21,30,1 wk ahead cum death,quantile,0.2,2020-12-26,893.0
2020-12-21,31,1 wk ahead cum death,quantile,0.2,2020-12-26,1609.0
2020-12-21,32,1 wk ahead cum death,quantile,0.2,2020-12-26,2971.0
2020-12-21,33,1 wk ahead cum death,quantile,0.2,2020-12-26,689.0
2020-12-21,34,1 wk ahead cum death,quantile,0.2,2020-12-26,18618.0
2020-12-21,35,1 wk ahead cum death,quantile,0.2,2020-12-26,2323.0
2020-12-21,36,1 wk ahead cum death,quantile,0.2,2020-12-26,36945.0
2020-12-21,37,1 wk ahead cum death,quantile,0.2,2020-12-26,6540.0
2020-12-21,38,1 wk ahead cum death,quantile,0.2,2020-12-26,1277.0
2020-12-21,39,1 wk ahead cum death,quantile,0.2,2020-12-26,8576.0
2020-12-21,40,1 wk ahead cum death,quantile,0.2,2020-12-26,2333.0
2020-12-21,41,1 wk ahead cum death,quantile,0.2,2020-12-26,1439.0
2020-12-21,42,1 wk ahead cum death,quantile,0.2,2020-12-26,14961.0
2020-12-21,44,1 wk ahead cum death,quantile,0.2,2020-12-26,1695.0
2020-12-21,45,1 wk ahead cum death,quantile,0.2,2020-12-26,5089.0
