,Unnamed: 0,location,target,type,quantile,forecast_date,target_end_date,value
2,2,01,1 day ahead inc hosp,point,,2020-05-04,2020-05-05,47.963381741366604
3,3,01,1 wk ahead cum death,point,,2020-05-04,2020-05-09,401.379
6,6,01,10 day ahead inc hosp,point,,2020-05-04,2020-05-14,47.84237844913079
7,7,01,10 wk ahead cum death,point,,2020-05-04,2020-07-11,1838.674
10,10,01,100 day ahead inc hosp,point,,2020-05-04,2020-08-12,0.0
13,13,01,101 day ahead inc hosp,point,,2020-05-04,2020-08-13,0.0
16,16,01,102 day ahead inc hosp,point,,2020-05-04,2020-08-14,0.0
19,19,01,103 day ahead inc hosp,point,,2020-05-04,2020-08-15,0.0
22,22,01,104 day ahead inc hosp,point,,2020-05-04,2020-08-16,0.0
25,25,01,105 day ahead inc hosp,point,,2020-05-04,2020-08-17,0.0
28,28,01,106 day ahead inc hosp,point,,2020-05-04,2020-08-18,0.0
31,31,01,107 day ahead inc hosp,point,,2020-05-04,2020-08-19,0.0
34,34,01,108 day ahead inc hosp,point,,2020-05-04,2020-08-20,0.0
37,37,01,109 day ahead inc hosp,point,,2020-05-04,2020-08-21,0.0
40,40,01,11 day ahead inc hosp,point,,2020-05-04,2020-05-15,49.9676685375426
41,41,01,11 wk ahead cum death,point,,2020-05-04,2020-07-18,2007.07
44,44,01,110 day ahead inc hosp,point,,2020-05-04,2020-08-22,0.0
47,47,01,111 day ahead inc hosp,point,,2020-05-04,2020-08-23,0.0
50,50,01,112 day ahead inc hosp,point,,2020-05-04,2020-08-24,0.0
53,53,01,12 day ahead inc hosp,point,,2020-05-04,2020-05-16,52.30261650571649
54,54,01,12 wk ahead cum death,point,,2020-05-04,2020-07-25,2150.082000000001
57,57,01,13 day ahead inc hosp,point,,2020-05-04,2020-05-17,55.131567696038104
58,58,01,13 wk ahead cum death,point,,2020-05-04,2020-08-01,2266.1
61,61,01,14 day ahead inc hosp,point,,2020-05-04,2020-05-18,57.3932900576719
62,62,01,14 wk ahead cum death,point,,2020-05-04,2020-08-08,2308.434
65,65,01,15 day ahead inc hosp,point,,2020-05-04,2020-05-19,59.877483485717896
66,66,01,15 wk ahead cum death,point,,2020-05-04,2020-08-15,2308.434
69,69,01,16 day ahead inc hosp,point,,2020-05-04,2020-05-20,61.282326954246294
70,70,01,16 wk ahead cum death,point,,2020-05-04,2020-08-22,2308.434
73,73,01,17 day ahead inc hosp,point,,2020-05-04,2020-05-21,63.116132418003396
76,76,01,18 day ahead inc hosp,point,,2020-05-04,2020-05-22,64.4949205931753
79,79,01,19 day ahead inc hosp,point,,2020-05-04,2020-05-23,66.0913587946539
82,82,01,2 day ahead inc hosp,point,,2020-05-04,2020-05-06,46.0203436789647
83,83,01,2 wk ahead cum death,point,,2020-05-04,2020-05-16,493.09
