target,location,location_name,type,quantile,value
5 day ahead inc death,01,Alabama,quantile,0.5,26.305
5 wk ahead cum death,01,Alabama,quantile,0.5,918.602
6 day ahead cum death,01,Alabama,quantile,0.5,227.911
6 day ahead inc death,01,Alabama,quantile,0.5,29.003
6 wk ahead cum death,01,Alabama,quantile,0.5,922.542
7 day ahead cum death,01,Alabama,quantile,0.5,257.886
7 day ahead inc death,01,Alabama,quantile,0.5,29.975
1 day ahead cum death,01,Alabama,quantile,0.975,191.05
1 day ahead inc death,01,Alabama,quantile,0.975,71.05
1 wk ahead cum death,01,Alabama,quantile,0.975,341
2 day ahead cum death,01,Alabama,quantile,0.975,236.025
2 day ahead inc death,01,Alabama,quantile,0.975,83.0999999999999
2 wk ahead cum death,01,Alabama,quantile,0.975,855.025
3 day ahead cum death,01,Alabama,quantile,0.975,263.1
3 day ahead inc death,01,Alabama,quantile,0.975,71
3 wk ahead cum death,01,Alabama,quantile,0.975,1515.475
4 day ahead cum death,01,Alabama,quantile,0.975,296.025
4 day ahead inc death,01,Alabama,quantile,0.975,68
4 wk ahead cum death,01,Alabama,quantile,0.975,1881.3
5 day ahead cum death,01,Alabama,quantile,0.975,341
5 day ahead inc death,01,Alabama,quantile,0.975,87.025
5 wk ahead cum death,01,Alabama,quantile,0.975,1985.15
6 day ahead cum death,01,Alabama,quantile,0.975,392.025
6 day ahead inc death,01,Alabama,quantile,0.975,99.025
6 wk ahead cum death,01,Alabama,quantile,0.975,1996.15
7 day ahead cum death,01,Alabama,quantile,0.975,443.1
7 day ahead inc death,01,Alabama,quantile,0.975,110
1 day ahead cum death,10,Delaware,point,NA,24.837
1 day ahead inc death,10,Delaware,point,NA,2.498
1 wk ahead cum death,10,Delaware,point,NA,34.726
2 day ahead cum death,10,Delaware,point,NA,27.338
2 day ahead inc death,10,Delaware,point,NA,2.501
2 wk ahead cum death,10,Delaware,point,NA,46.34
3 day ahead cum death,10,Delaware,point,NA,29.845
3 day ahead inc death,10,Delaware,point,NA,2.507
3 wk ahead cum death,10,Delaware,point,NA,49.981
4 day ahead cum death,10,Delaware,point,NA,32.258
4 day ahead inc death,10,Delaware,point,NA,2.413
4 wk ahead cum death,10,Delaware,point,NA,50.353
5 day ahead cum death,10,Delaware,point,NA,34.726
5 day ahead inc death,10,Delaware,point,NA,2.468
5 wk ahead cum death,10,Delaware,point,NA,50.353
6 day ahead cum death,10,Delaware,point,NA,36.824
6 day ahead inc death,10,Delaware,point,NA,2.098
6 wk ahead cum death,10,Delaware,point,NA,50.353
7 day ahead cum death,10,Delaware,point,NA,38.804
7 day ahead inc death,10,Delaware,point,NA,1.98
1 day ahead cum death,10,Delaware,quantile,0.025,18
1 day ahead inc death,10,Delaware,quantile,0.025,0
1 wk ahead cum death,10,Delaware,quantile,0.025,24
2 day ahead cum death,10,Delaware,quantile,0.025,19
2 day ahead inc death,10,Delaware,quantile,0.025,0
2 wk ahead cum death,10,Delaware,quantile,0.025,33
3 day ahead cum death,10,Delaware,quantile,0.025,21
3 day ahead inc death,10,Delaware,quantile,0.025,0
3 wk ahead cum death,10,Delaware,quantile,0.025,36
4 day ahead cum death,10,Delaware,quantile,0.025,23
4 day ahead inc death,10,Delaware,quantile,0.025,0
4 wk ahead cum death,10,Delaware,quantile,0.025,36
5 day ahead cum death,10,Delaware,quantile,0.025,24
5 day ahead inc death,10,Delaware,quantile,0.025,0
5 wk ahead cum death,10,Delaware,quantile,0.025,36
6 day ahead cum death,10,Delaware,quantile,0.025,26
6 day ahead inc death,10,Delaware,quantile,0.025,0
6 wk ahead cum death,10,Delaware,quantile,0.025,36
7 day ahead cum death,10,Delaware,quantile,0.025,28
7 day ahead inc death,10,Delaware,quantile,0.025,0
1 day ahead cum death,10,Delaware,quantile,0.5,24.837
1 day ahead inc death,10,Delaware,quantile,0.5,2.498
1 wk ahead cum death,10,Delaware,quantile,0.5,34.726
2 day ahead cum death,10,Delaware,quantile,0.5,27.338
2 day ahead inc death,10,Delaware,quantile,0.5,2.501
2 wk ahead cum death,10,Delaware,quantile,0.5,46.34
3 day ahead cum death,10,Delaware,quantile,0.5,29.845
3 day ahead inc death,10,Delaware,quantile,0.5,2.507
3 wk ahead cum death,10,Delaware,quantile,0.5,49.981
4 day ahead cum death,10,Delaware,quantile,0.5,32.258
4 day ahead inc death,10,Delaware,quantile,0.5,2.413
4 wk ahead cum death,10,Delaware,quantile,0.5,50.353
5 day ahead cum death,10,Delaware,quantile,0.5,34.726
5 day ahead inc death,10,Delaware,quantile,0.5,2.468
5 wk ahead cum death,10,Delaware,quantile,0.5,50.353
6 day ahead cum death,10,Delaware,quantile,0.5,36.824
6 day ahead inc death,10,Delaware,quantile,0.5,2.098
6 wk ahead cum death,10,Delaware,quantile,0.5,50.353
7 day ahead cum death,10,Delaware,quantile,0.5,38.804
7 day ahead inc death,10,Delaware,quantile,0.5,1.98
1 day ahead cum death,10,Delaware,quantile,0.975,39.025
1 day ahead inc death,10,Delaware,quantile,0.975,11.025
1 wk ahead cum death,10,Delaware,quantile,0.975,54
2 day ahead cum death,10,Delaware,quantile,0.975,43.025
2 day ahead inc death,10,Delaware,quantile,0.975,10
2 wk ahead cum death,10,Delaware,quantile,0.975,65.025
3 day ahead cum death,10,Delaware,quantile,0.975,46.025
3 day ahead inc death,10,Delaware,quantile,0.975,8
3 wk ahead cum death,10,Delaware,quantile,0.975,70
4 day ahead cum death,10,Delaware,quantile,0.975,50
4 day ahead inc death,10,Delaware,quantile,0.975,8.02499999999998
4 wk ahead cum death,10,Delaware,quantile,0.975,72
5 day ahead cum death,10,Delaware,quantile,0.975,54
5 day ahead inc death,10,Delaware,quantile,0.975,8
5 wk ahead cum death,10,Delaware,quantile,0.975,72
6 day ahead cum death,10,Delaware,quantile,0.975,55
6 day ahead inc death,10,Delaware,quantile,0.975,7
6 wk ahead cum death,10,Delaware,quantile,0.975,72
7 day ahead cum death,10,Delaware,quantile,0.975,57.025
7 day ahead inc death,10,Delaware,quantile,0.975,8
1 day ahead cum death,11,District of Columbia,point,NA,22.055
1 day ahead inc death,11,District of Columbia,point,NA,2.123
1 wk ahead cum death,11,District of Columbia,point,NA,30.011
2 day ahead cum death,11,District of Columbia,point,NA,24.083
2 day ahead inc death,11,District of Columbia,point,NA,2.028
2 wk ahead cum death,11,District of Columbia,point,NA,43.362
3 day ahead cum death,11,District of Columbia,point,NA,26.048
3 day ahead inc death,11,District of Columbia,point,NA,1.965
3 wk ahead cum death,11,District of Columbia,point,NA,53.494
4 day ahead cum death,11,District of Columbia,point,NA,28.074
4 day ahead inc death,11,District of Columbia,point,NA,2.026
4 wk ahead cum death,11,District of Columbia,point,NA,57.649
5 day ahead cum death,11,District of Columbia,point,NA,30.011
5 day ahead inc death,11,District of Columbia,point,NA,1.937
5 wk ahead cum death,11,District of Columbia,point,NA,58.001
6 day ahead cum death,11,District of Columbia,point,NA,31.913
6 day ahead inc death,11,District of Columbia,point,NA,1.902
6 wk ahead cum death,11,District of Columbia,point,NA,58.001
7 day ahead cum death,11,District of Columbia,point,NA,33.886
7 day ahead inc death,11,District of Columbia,point,NA,1.973
1 day ahead cum death,11,District of Columbia,quantile,0.025,17
1 day ahead inc death,11,District of Columbia,quantile,0.025,0
1 wk ahead cum death,11,District of Columbia,quantile,0.025,22
2 day ahead cum death,11,District of Columbia,quantile,0.025,18
2 day ahead inc death,11,District of Columbia,quantile,0.025,0
2 wk ahead cum death,11,District of Columbia,quantile,0.025,29
3 day ahead cum death,11,District of Columbia,quantile,0.025,19
3 day ahead inc death,11,District of Columbia,quantile,0.025,0
3 wk ahead cum death,11,District of Columbia,quantile,0.025,34
4 day ahead cum death,11,District of Columbia,quantile,0.025,21
4 day ahead inc death,11,District of Columbia,quantile,0.025,1
4 wk ahead cum death,11,District of Columbia,quantile,0.025,35
5 day ahead cum death,11,District of Columbia,quantile,0.025,22
5 day ahead inc death,11,District of Columbia,quantile,0.025,1
5 wk ahead cum death,11,District of Columbia,quantile,0.025,35
6 day ahead cum death,11,District of Columbia,quantile,0.025,23
6 day ahead inc death,11,District of Columbia,quantile,0.025,0
6 wk ahead cum death,11,District of Columbia,quantile,0.025,35
7 day ahead cum death,11,District of Columbia,quantile,0.025,24
7 day ahead inc death,11,District of Columbia,quantile,0.025,0
1 day ahead cum death,11,District of Columbia,quantile,0.5,22.055
1 day ahead inc death,11,District of Columbia,quantile,0.5,2.123
1 wk ahead cum death,11,District of Columbia,quantile,0.5,30.011
2 day ahead cum death,11,District of Columbia,quantile,0.5,24.083
2 day ahead inc death,11,District of Columbia,quantile,0.5,2.028
2 wk ahead cum death,11,District of Columbia,quantile,0.5,43.362
3 day ahead cum death,11,District of Columbia,quantile,0.5,26.048
3 day ahead inc death,11,District of Columbia,quantile,0.5,1.965
3 wk ahead cum death,11,District of Columbia,quantile,0.5,53.494
4 day ahead cum death,11,District of Columbia,quantile,0.5,28.074
4 day ahead inc death,11,District of Columbia,quantile,0.5,2.026
4 wk ahead cum death,11,District of Columbia,quantile,0.5,57.649
5 day ahead cum death,11,District of Columbia,quantile,0.5,30.011
5 day ahead inc death,11,District of Columbia,quantile,0.5,1.937
5 wk ahead cum death,11,District of Columbia,quantile,0.5,58.001
6 day ahead cum death,11,District of Columbia,quantile,0.5,31.913
6 day ahead inc death,11,District of Columbia,quantile,0.5,1.902
6 wk ahead cum death,11,District of Columbia,quantile,0.5,58.001
7 day ahead cum death,11,District of Columbia,quantile,0.5,33.886
7 day ahead inc death,11,District of Columbia,quantile,0.5,1.973
1 day ahead cum death,11,District of Columbia,quantile,0.975,33
1 day ahead inc death,11,District of Columbia,quantile,0.975,8
1 wk ahead cum death,11,District of Columbia,quantile,0.975,45
2 day ahead cum death,11,District of Columbia,quantile,0.975,36
2 day ahead inc death,11,District of Columbia,quantile,0.975,7
2 wk ahead cum death,11,District of Columbia,quantile,0.975,70
3 day ahead cum death,11,District of Columbia,quantile,0.975,40
3 day ahead inc death,11,District of Columbia,quantile,0.975,6
3 wk ahead cum death,11,District of Columbia,quantile,0.975,90
4 day ahead cum death,11,District of Columbia,quantile,0.975,42
4 day ahead inc death,11,District of Columbia,quantile,0.975,6
4 wk ahead cum death,11,District of Columbia,quantile,0.975,100
5 day ahead cum death,11,District of Columbia,quantile,0.975,45
5 day ahead inc death,11,District of Columbia,quantile,0.975,6
5 wk ahead cum death,11,District of Columbia,quantile,0.975,101
6 day ahead cum death,11,District of Columbia,quantile,0.975,48
6 day ahead inc death,11,District of Columbia,quantile,0.975,6
6 wk ahead cum death,11,District of Columbia,quantile,0.975,101
7 day ahead cum death,11,District of Columbia,quantile,0.975,52
7 day ahead inc death,11,District of Columbia,quantile,0.975,7
1 day ahead cum death,12,Florida,point,NA,376.113
1 day ahead inc death,12,Florida,point,NA,63.115
1 wk ahead cum death,12,Florida,point,NA,736.631
2 day ahead cum death,12,Florida,point,NA,448.99
2 day ahead inc death,12,Florida,point,NA,72.877
2 wk ahead cum death,12,Florida,point,NA,1944.89
3 day ahead cum death,12,Florida,point,NA,531.751
3 day ahead inc death,12,Florida,point,NA,82.761
3 wk ahead cum death,12,Florida,point,NA,3587.14
4 day ahead cum death,12,Florida,point,NA,625.549
4 day ahead inc death,12,Florida,point,NA,93.798
4 wk ahead cum death,12,Florida,point,NA,4811.454
5 day ahead cum death,12,Florida,point,NA,736.631
5 day ahead inc death,12,Florida,point,NA,111.082
5 wk ahead cum death,12,Florida,point,NA,5709.587
6 day ahead cum death,12,Florida,point,NA,861.77
6 day ahead inc death,12,Florida,point,NA,125.139
6 wk ahead cum death,12,Florida,point,NA,6299.582
7 day ahead cum death,12,Florida,point,NA,990.449
7 day ahead inc death,12,Florida,point,NA,128.679
1 day ahead cum death,12,Florida,quantile,0.025,290
1 day ahead inc death,12,Florida,quantile,0.025,17
1 wk ahead cum death,12,Florida,quantile,0.025,475.975
2 day ahead cum death,12,Florida,quantile,0.025,337.975
2 day ahead inc death,12,Florida,quantile,0.025,17
2 wk ahead cum death,12,Florida,quantile,0.025,979
3 day ahead cum death,12,Florida,quantile,0.025,378.975
3 day ahead inc death,12,Florida,quantile,0.025,15
3 wk ahead cum death,12,Florida,quantile,0.025,2253.475
4 day ahead cum death,12,Florida,quantile,0.025,431.975
4 day ahead inc death,12,Florida,quantile,0.025,15.975
4 wk ahead cum death,12,Florida,quantile,0.025,3052.75
5 day ahead cum death,12,Florida,quantile,0.025,475.975
5 day ahead inc death,12,Florida,quantile,0.025,13.975
5 wk ahead cum death,12,Florida,quantile,0.025,3407.725
6 day ahead cum death,12,Florida,quantile,0.025,537.9
6 day ahead inc death,12,Florida,quantile,0.025,10
6 wk ahead cum death,12,Florida,quantile,0.025,3571.725
7 day ahead cum death,12,Florida,quantile,0.025,608.975
7 day ahead inc death,12,Florida,quantile,0.025,10
1 day ahead cum death,12,Florida,quantile,0.5,376.113
1 day ahead inc death,12,Florida,quantile,0.5,63.115
1 wk ahead cum death,12,Florida,quantile,0.5,736.631
2 day ahead cum death,12,Florida,quantile,0.5,448.99
2 day ahead inc death,12,Florida,quantile,0.5,72.877
2 wk ahead cum death,12,Florida,quantile,0.5,1944.89
3 day ahead cum death,12,Florida,quantile,0.5,531.751
3 day ahead inc death,12,Florida,quantile,0.5,82.761
3 wk ahead cum death,12,Florida,quantile,0.5,3587.14
4 day ahead cum death,12,Florida,quantile,0.5,625.549
4 day ahead inc death,12,Florida,quantile,0.5,93.798
4 wk ahead cum death,12,Florida,quantile,0.5,4811.454
5 day ahead cum death,12,Florida,quantile,0.5,736.631
5 day ahead inc death,12,Florida,quantile,0.5,111.082
5 wk ahead cum death,12,Florida,quantile,0.5,5709.587
6 day ahead cum death,12,Florida,quantile,0.5,861.77
6 day ahead inc death,12,Florida,quantile,0.5,125.139
6 wk ahead cum death,12,Florida,quantile,0.5,6299.582
7 day ahead cum death,12,Florida,quantile,0.5,990.449
7 day ahead inc death,12,Florida,quantile,0.5,128.679
1 day ahead cum death,12,Florida,quantile,0.975,518
1 day ahead inc death,12,Florida,quantile,0.975,199.025
1 wk ahead cum death,12,Florida,quantile,0.975,1164.45
2 day ahead cum death,12,Florida,quantile,0.975,657.025
2 day ahead inc death,12,Florida,quantile,0.975,226.025
2 wk ahead cum death,12,Florida,quantile,0.975,5081.7
3 day ahead cum death,12,Florida,quantile,0.975,808.075
3 day ahead inc death,12,Florida,quantile,0.975,293.05
3 wk ahead cum death,12,Florida,quantile,0.975,7029.55
4 day ahead cum death,12,Florida,quantile,0.975,1004.475
4 day ahead inc death,12,Florida,quantile,0.975,321.025
4 wk ahead cum death,12,Florida,quantile,0.975,8599.22499999999
5 day ahead cum death,12,Florida,quantile,0.975,1164.45
5 day ahead inc death,12,Florida,quantile,0.975,469.3
5 wk ahead cum death,12,Florida,quantile,0.975,9599.57499999999
6 day ahead cum death,12,Florida,quantile,0.975,1575
6 day ahead inc death,12,Florida,quantile,0.975,597.025
6 wk ahead cum death,12,Florida,quantile,0.975,10368.275
7 day ahead cum death,12,Florida,quantile,0.975,1762.125
7 day ahead inc death,12,Florida,quantile,0.975,583.45
1 day ahead cum death,13,Georgia,point,NA,372.669
1 day ahead inc death,13,Georgia,point,NA,52.488
1 wk ahead cum death,13,Georgia,point,NA,645.867
2 day ahead cum death,13,Georgia,point,NA,430.365
2 day ahead inc death,13,Georgia,point,NA,57.696
2 wk ahead cum death,13,Georgia,point,NA,1377.273
3 day ahead cum death,13,Georgia,point,NA,493.238
3 day ahead inc death,13,Georgia,point,NA,62.873
3 wk ahead cum death,13,Georgia,point,NA,2282.21
4 day ahead cum death,13,Georgia,point,NA,566.64
4 day ahead inc death,13,Georgia,point,NA,73.402
4 wk ahead cum death,13,Georgia,point,NA,2841.484
5 day ahead cum death,13,Georgia,point,NA,645.867
5 day ahead inc death,13,Georgia,point,NA,79.227
5 wk ahead cum death,13,Georgia,point,NA,3164.382
6 day ahead cum death,13,Georgia,point,NA,730.785
6 day ahead inc death,13,Georgia,point,NA,84.918
6 wk ahead cum death,13,Georgia,point,NA,3328.109
7 day ahead cum death,13,Georgia,point,NA,826.874
7 day ahead inc death,13,Georgia,point,NA,96.089
1 day ahead cum death,13,Georgia,quantile,0.025,296
1 day ahead inc death,13,Georgia,quantile,0.025,15
1 wk ahead cum death,13,Georgia,quantile,0.025,457.95
2 day ahead cum death,13,Georgia,quantile,0.025,335
2 day ahead inc death,13,Georgia,quantile,0.025,15
2 wk ahead cum death,13,Georgia,quantile,0.025,854.975
3 day ahead cum death,13,Georgia,quantile,0.025,364
3 day ahead inc death,13,Georgia,quantile,0.025,15
3 wk ahead cum death,13,Georgia,quantile,0.025,1558.85
4 day ahead cum death,13,Georgia,quantile,0.025,414
4 day ahead inc death,13,Georgia,quantile,0.025,16
4 wk ahead cum death,13,Georgia,quantile,0.025,1940.975
5 day ahead cum death,13,Georgia,quantile,0.025,457.95
5 day ahead inc death,13,Georgia,quantile,0.025,14
5 wk ahead cum death,13,Georgia,quantile,0.025,2103.875
6 day ahead cum death,13,Georgia,quantile,0.025,513
6 day ahead inc death,13,Georgia,quantile,0.025,12
6 wk ahead cum death,13,Georgia,quantile,0.025,2175.9
7 day ahead cum death,13,Georgia,quantile,0.025,567.975
7 day ahead inc death,13,Georgia,quantile,0.025,12
1 day ahead cum death,13,Georgia,quantile,0.5,372.669
1 day ahead inc death,13,Georgia,quantile,0.5,52.488
1 wk ahead cum death,13,Georgia,quantile,0.5,645.867
2 day ahead cum death,13,Georgia,quantile,0.5,430.365
2 day ahead inc death,13,Georgia,quantile,0.5,57.696
2 wk ahead cum death,13,Georgia,quantile,0.5,1377.273
3 day ahead cum death,13,Georgia,quantile,0.5,493.238
3 day ahead inc death,13,Georgia,quantile,0.5,62.873
3 wk ahead cum death,13,Georgia,quantile,0.5,2282.21
4 day ahead cum death,13,Georgia,quantile,0.5,566.64
4 day ahead inc death,13,Georgia,quantile,0.5,73.402
4 wk ahead cum death,13,Georgia,quantile,0.5,2841.484
5 day ahead cum death,13,Georgia,quantile,0.5,645.867
5 day ahead inc death,13,Georgia,quantile,0.5,79.227
5 wk ahead cum death,13,Georgia,quantile,0.5,3164.382
6 day ahead cum death,13,Georgia,quantile,0.5,730.785
6 day ahead inc death,13,Georgia,quantile,0.5,84.918
6 wk ahead cum death,13,Georgia,quantile,0.5,3328.109
7 day ahead cum death,13,Georgia,quantile,0.5,826.874
7 day ahead inc death,13,Georgia,quantile,0.5,96.089
1 day ahead cum death,13,Georgia,quantile,0.975,493.025
1 day ahead inc death,13,Georgia,quantile,0.975,155.05
1 wk ahead cum death,13,Georgia,quantile,0.975,977.2
2 day ahead cum death,13,Georgia,quantile,0.975,599
2 day ahead inc death,13,Georgia,quantile,0.975,154.025
2 wk ahead cum death,13,Georgia,quantile,0.975,2445.275
3 day ahead cum death,13,Georgia,quantile,0.975,690.15
3 day ahead inc death,13,Georgia,quantile,0.975,197
3 wk ahead cum death,13,Georgia,quantile,0.975,3507.1
4 day ahead cum death,13,Georgia,quantile,0.975,836.425
4 day ahead inc death,13,Georgia,quantile,0.975,228.35
4 wk ahead cum death,13,Georgia,quantile,0.975,4191.675
5 day ahead cum death,13,Georgia,quantile,0.975,977.2
5 day ahead inc death,13,Georgia,quantile,0.975,301.125
5 wk ahead cum death,13,Georgia,quantile,0.975,4645.125
6 day ahead cum death,13,Georgia,quantile,0.975,1153.05
6 day ahead inc death,13,Georgia,quantile,0.975,358.025
6 wk ahead cum death,13,Georgia,quantile,0.975,4831.4
7 day ahead cum death,13,Georgia,quantile,0.975,1369.6
7 day ahead inc death,13,Georgia,quantile,0.975,403.1
1 day ahead cum death,15,Hawaii,point,NA,8.216
1 day ahead inc death,15,Hawaii,point,NA,2.48
1 wk ahead cum death,15,Hawaii,point,NA,37.584
2 day ahead cum death,15,Hawaii,point,NA,11.969
2 day ahead inc death,15,Hawaii,point,NA,3.753
2 wk ahead cum death,15,Hawaii,point,NA,130.51
3 day ahead cum death,15,Hawaii,point,NA,17.013
3 day ahead inc death,15,Hawaii,point,NA,5.044
3 wk ahead cum death,15,Hawaii,point,NA,154.775
4 day ahead cum death,15,Hawaii,point,NA,25.349
4 day ahead inc death,15,Hawaii,point,NA,8.336
4 wk ahead cum death,15,Hawaii,point,NA,155.152
5 day ahead cum death,15,Hawaii,point,NA,37.584
5 day ahead inc death,15,Hawaii,point,NA,12.235
5 wk ahead cum death,15,Hawaii,point,NA,155.152
6 day ahead cum death,15,Hawaii,point,NA,55.011
6 day ahead inc death,15,Hawaii,point,NA,17.427
6 wk ahead cum death,15,Hawaii,point,NA,155.152
7 day ahead cum death,15,Hawaii,point,NA,67.348
7 day ahead inc death,15,Hawaii,point,NA,12.337
1 day ahead cum death,15,Hawaii,quantile,0.025,3
1 day ahead inc death,15,Hawaii,quantile,0.025,0
1 wk ahead cum death,15,Hawaii,quantile,0.025,8
2 day ahead cum death,15,Hawaii,quantile,0.025,3
2 day ahead inc death,15,Hawaii,quantile,0.025,0
2 wk ahead cum death,15,Hawaii,quantile,0.025,38
3 day ahead cum death,15,Hawaii,quantile,0.025,4
3 day ahead inc death,15,Hawaii,quantile,0.025,0
3 wk ahead cum death,15,Hawaii,quantile,0.025,53
4 day ahead cum death,15,Hawaii,quantile,0.025,6
4 day ahead inc death,15,Hawaii,quantile,0.025,0
4 wk ahead cum death,15,Hawaii,quantile,0.025,54
5 day ahead cum death,15,Hawaii,quantile,0.025,8
5 day ahead inc death,15,Hawaii,quantile,0.025,0
5 wk ahead cum death,15,Hawaii,quantile,0.025,54
6 day ahead cum death,15,Hawaii,quantile,0.025,10.975
6 day ahead inc death,15,Hawaii,quantile,0.025,0
6 wk ahead cum death,15,Hawaii,quantile,0.025,54
7 day ahead cum death,15,Hawaii,quantile,0.025,14
7 day ahead inc death,15,Hawaii,quantile,0.025,0
1 day ahead cum death,15,Hawaii,quantile,0.5,8.216
1 day ahead inc death,15,Hawaii,quantile,0.5,2.48
1 wk ahead cum death,15,Hawaii,quantile,0.5,37.584
2 day ahead cum death,15,Hawaii,quantile,0.5,11.969
2 day ahead inc death,15,Hawaii,quantile,0.5,3.753
2 wk ahead cum death,15,Hawaii,quantile,0.5,130.51
3 day ahead cum death,15,Hawaii,quantile,0.5,17.013
3 day ahead inc death,15,Hawaii,quantile,0.5,5.044
3 wk ahead cum death,15,Hawaii,quantile,0.5,154.775
4 day ahead cum death,15,Hawaii,quantile,0.5,25.349
4 day ahead inc death,15,Hawaii,quantile,0.5,8.336
4 wk ahead cum death,15,Hawaii,quantile,0.5,155.152
5 day ahead cum death,15,Hawaii,quantile,0.5,37.584
5 day ahead inc death,15,Hawaii,quantile,0.5,12.235
5 wk ahead cum death,15,Hawaii,quantile,0.5,155.152
6 day ahead cum death,15,Hawaii,quantile,0.5,55.011
6 day ahead inc death,15,Hawaii,quantile,0.5,17.427
6 wk ahead cum death,15,Hawaii,quantile,0.5,155.152
7 day ahead cum death,15,Hawaii,quantile,0.5,67.348
7 day ahead inc death,15,Hawaii,quantile,0.5,12.337
1 day ahead cum death,15,Hawaii,quantile,0.975,29
1 day ahead inc death,15,Hawaii,quantile,0.975,16
1 wk ahead cum death,15,Hawaii,quantile,0.975,141.05
2 day ahead cum death,15,Hawaii,quantile,0.975,43.025
2 day ahead inc death,15,Hawaii,quantile,0.975,22
2 wk ahead cum death,15,Hawaii,quantile,0.975,413.35
3 day ahead cum death,15,Hawaii,quantile,0.975,60.05
3 day ahead inc death,15,Hawaii,quantile,0.975,30.025
3 wk ahead cum death,15,Hawaii,quantile,0.975,441.025
4 day ahead cum death,15,Hawaii,quantile,0.975,96.3249999999997
4 day ahead inc death,15,Hawaii,quantile,0.975,45
4 wk ahead cum death,15,Hawaii,quantile,0.975,441.025
5 day ahead cum death,15,Hawaii,quantile,0.975,141.05
5 day ahead inc death,15,Hawaii,quantile,0.975,51.025
5 wk ahead cum death,15,Hawaii,quantile,0.975,441.025
6 day ahead cum death,15,Hawaii,quantile,0.975,213.175
6 day ahead inc death,15,Hawaii,quantile,0.975,110.35
6 wk ahead cum death,15,Hawaii,quantile,0.975,441.025
7 day ahead cum death,15,Hawaii,quantile,0.975,255.175
7 day ahead inc death,15,Hawaii,quantile,0.975,77.025
1 day ahead cum death,16,Idaho,point,NA,18.037
1 day ahead inc death,16,Idaho,point,NA,2.149
1 wk ahead cum death,16,Idaho,point,NA,28.392
2 day ahead cum death,16,Idaho,point,NA,20.28
2 day ahead inc death,16,Idaho,point,NA,2.243
2 wk ahead cum death,16,Idaho,point,NA,49.393
3 day ahead cum death,16,Idaho,point,NA,22.978
3 day ahead inc death,16,Idaho,point,NA,2.698
3 wk ahead cum death,16,Idaho,point,NA,64.089
4 day ahead cum death,16,Idaho,point,NA,25.634
4 day ahead inc death,16,Idaho,point,NA,2.656
