,Unnamed: 0,location,target,type,quantile,forecast_date,target_end_date,value
2,2,01,1 day ahead inc hosp,point,,2020-04-21,2020-04-22,35.4821151444788
3,3,01,1 wk ahead cum death,point,,2020-04-21,2020-05-02,288.85
6,6,01,10 day ahead inc hosp,point,,2020-04-21,2020-05-01,7.25840208978328
7,7,01,10 wk ahead cum death,point,,2020-04-21,2020-07-04,305.72
10,10,01,100 day ahead inc hosp,point,,2020-04-21,2020-07-30,0.0
13,13,01,101 day ahead inc hosp,point,,2020-04-21,2020-07-31,0.0
16,16,01,102 day ahead inc hosp,point,,2020-04-21,2020-08-01,0.0
19,19,01,103 day ahead inc hosp,point,,2020-04-21,2020-08-02,0.0
22,22,01,104 day ahead inc hosp,point,,2020-04-21,2020-08-03,0.0
25,25,01,105 day ahead inc hosp,point,,2020-04-21,2020-08-04,0.0
28,28,01,11 day ahead inc hosp,point,,2020-04-21,2020-05-02,5.386426651186791
29,29,01,11 wk ahead cum death,point,,2020-04-21,2020-07-11,305.72
32,32,01,12 day ahead inc hosp,point,,2020-04-21,2020-05-03,4.00823717750258
33,33,01,12 wk ahead cum death,point,,2020-04-21,2020-07-18,305.72
36,36,01,13 day ahead inc hosp,point,,2020-04-21,2020-05-04,2.92594376504988
37,37,01,13 wk ahead cum death,point,,2020-04-21,2020-07-25,305.72
40,40,01,14 day ahead inc hosp,point,,2020-04-21,2020-05-05,1.95350109219126
41,41,01,14 wk ahead cum death,point,,2020-04-21,2020-08-01,305.72
44,44,01,15 day ahead inc hosp,point,,2020-04-21,2020-05-06,1.30943087375301
47,47,01,16 day ahead inc hosp,point,,2020-04-21,2020-05-07,0.770149681802546
50,50,01,17 day ahead inc hosp,point,,2020-04-21,2020-05-08,0.4594076797385621
53,53,01,18 day ahead inc hosp,point,,2020-04-21,2020-05-09,0.25176786205710394
56,56,01,19 day ahead inc hosp,point,,2020-04-21,2020-05-10,0.0872200894392845
59,59,01,2 day ahead inc hosp,point,,2020-04-21,2020-04-23,31.956789705882397
60,60,01,2 wk ahead cum death,point,,2020-04-21,2020-05-09,304.347
63,63,01,20 day ahead inc hosp,point,,2020-04-21,2020-05-11,0.0311258169934641
66,66,01,21 day ahead inc hosp,point,,2020-04-21,2020-05-12,0.0175122549019608
69,69,01,22 day ahead inc hosp,point,,2020-04-21,2020-05-13,0.0
72,72,01,23 day ahead inc hosp,point,,2020-04-21,2020-05-14,0.0
75,75,01,24 day ahead inc hosp,point,,2020-04-21,2020-05-15,0.0
78,78,01,25 day ahead inc hosp,point,,2020-04-21,2020-05-16,0.0
81,81,01,26 day ahead inc hosp,point,,2020-04-21,2020-05-17,0.0
84,84,01,27 day ahead inc hosp,point,,2020-04-21,2020-05-18,0.0
87,87,01,28 day ahead inc hosp,point,,2020-04-21,2020-05-19,0.0
90,90,01,29 day ahead inc hosp,point,,2020-04-21,2020-05-20,0.0
93,93,01,3 day ahead inc hosp,point,,2020-04-21,2020-04-24,28.1074676728586
94,94,01,3 wk ahead cum death,point,,2020-04-21,2020-05-16,305.716
97,97,01,30 day ahead inc hosp,point,,2020-04-21,2020-05-21,0.0
100,100,01,31 day ahead inc hosp,point,,2020-04-21,2020-05-22,0.0
103,103,01,32 day ahead inc hosp,point,,2020-04-21,2020-05-23,0.0
106,106,01,33 day ahead inc hosp,point,,2020-04-21,2020-05-24,0.0
109,109,01,34 day ahead inc hosp,point,,2020-04-21,2020-05-25,0.0
112,112,01,35 day ahead inc hosp,point,,2020-04-21,2020-05-26,0.0
115,115,01,36 day ahead inc hosp,point,,2020-04-21,2020-05-27,0.0
118,118,01,37 day ahead inc hosp,point,,2020-04-21,2020-05-28,0.0
121,121,01,38 day ahead inc hosp,point,,2020-04-21,2020-05-29,0.0
124,124,01,39 day ahead inc hosp,point,,2020-04-21,2020-05-30,0.0
