,Unnamed: 0,location,target,type,quantile,forecast_date,target_end_date,value
2,2,01,1 day ahead inc hosp,point,,2020-04-09,2020-04-10,102.745327781
3,3,01,1 wk ahead cum death,point,,2020-04-09,2020-04-18,190.167
6,6,01,10 day ahead inc hosp,point,,2020-04-09,2020-04-19,108.49671833239901
7,7,01,10 wk ahead cum death,point,,2020-04-09,2020-06-20,431.257
10,10,01,100 day ahead inc hosp,point,,2020-04-09,2020-07-18,0.0
13,13,01,101 day ahead inc hosp,point,,2020-04-09,2020-07-19,0.0
16,16,01,102 day ahead inc hosp,point,,2020-04-09,2020-07-20,0.0
19,19,01,103 day ahead inc hosp,point,,2020-04-09,2020-07-21,0.0
22,22,01,104 day ahead inc hosp,point,,2020-04-09,2020-07-22,0.0
25,25,01,105 day ahead inc hosp,point,,2020-04-09,2020-07-23,0.0
28,28,01,106 day ahead inc hosp,point,,2020-04-09,2020-07-24,0.0
31,31,01,107 day ahead inc hosp,point,,2020-04-09,2020-07-25,0.0
34,34,01,108 day ahead inc hosp,point,,2020-04-09,2020-07-26,0.0
37,37,01,109 day ahead inc hosp,point,,2020-04-09,2020-07-27,0.0
40,40,01,11 day ahead inc hosp,point,,2020-04-09,2020-04-20,104.625610333994
41,41,01,11 wk ahead cum death,point,,2020-04-09,2020-06-27,431.257
44,44,01,110 day ahead inc hosp,point,,2020-04-09,2020-07-28,0.0
47,47,01,111 day ahead inc hosp,point,,2020-04-09,2020-07-29,0.0
50,50,01,112 day ahead inc hosp,point,,2020-04-09,2020-07-30,0.0
53,53,01,113 day ahead inc hosp,point,,2020-04-09,2020-07-31,0.0
56,56,01,114 day ahead inc hosp,point,,2020-04-09,2020-08-01,0.0
59,59,01,115 day ahead inc hosp,point,,2020-04-09,2020-08-02,0.0
62,62,01,116 day ahead inc hosp,point,,2020-04-09,2020-08-03,0.0
65,65,01,117 day ahead inc hosp,point,,2020-04-09,2020-08-04,0.0
68,68,01,12 day ahead inc hosp,point,,2020-04-09,2020-04-21,100.46748521940701
69,69,01,12 wk ahead cum death,point,,2020-04-09,2020-07-04,431.257
72,72,01,13 day ahead inc hosp,point,,2020-04-09,2020-04-22,94.99113491534271
73,73,01,13 wk ahead cum death,point,,2020-04-09,2020-07-11,431.257
76,76,01,14 day ahead inc hosp,point,,2020-04-09,2020-04-23,89.4964130842584
77,77,01,14 wk ahead cum death,point,,2020-04-09,2020-07-18,431.257
80,80,01,15 day ahead inc hosp,point,,2020-04-09,2020-04-24,83.41740120755149
81,81,01,15 wk ahead cum death,point,,2020-04-09,2020-07-25,431.257
84,84,01,16 day ahead inc hosp,point,,2020-04-09,2020-04-25,76.7826339531427
85,85,01,16 wk ahead cum death,point,,2020-04-09,2020-08-01,431.257
88,88,01,17 day ahead inc hosp,point,,2020-04-09,2020-04-26,70.9681336190512
91,91,01,18 day ahead inc hosp,point,,2020-04-09,2020-04-27,64.6475930657964
