,Unnamed: 0,location,target,type,quantile,forecast_date,target_end_date,value
2,2,01,1 day ahead inc hosp,point,,2020-04-27,2020-04-28,23.4245181974544
3,3,01,1 wk ahead cum death,point,,2020-04-27,2020-05-02,275.115
6,6,01,10 day ahead inc hosp,point,,2020-04-27,2020-05-07,2.99558390092879
7,7,01,10 wk ahead cum death,point,,2020-04-27,2020-07-04,309.123
10,10,01,11 day ahead inc hosp,point,,2020-04-27,2020-05-08,2.0052009631922902
11,11,01,11 wk ahead cum death,point,,2020-04-27,2020-07-11,309.123
14,14,01,12 day ahead inc hosp,point,,2020-04-27,2020-05-09,1.362917750258
15,15,01,12 wk ahead cum death,point,,2020-04-27,2020-07-18,309.123
18,18,01,13 day ahead inc hosp,point,,2020-04-27,2020-05-10,0.8233390092879259
19,19,01,13 wk ahead cum death,point,,2020-04-27,2020-07-25,309.123
22,22,01,14 day ahead inc hosp,point,,2020-04-27,2020-05-11,0.478782215342277
23,23,01,14 wk ahead cum death,point,,2020-04-27,2020-08-01,309.123
26,26,01,15 day ahead inc hosp,point,,2020-04-27,2020-05-12,0.281461472308222
29,29,01,16 day ahead inc hosp,point,,2020-04-27,2020-05-13,0.11515985552115597
32,32,01,17 day ahead inc hosp,point,,2020-04-27,2020-05-14,0.0513515651874785
35,35,01,18 day ahead inc hosp,point,,2020-04-27,2020-05-15,0.012
38,38,01,19 day ahead inc hosp,point,,2020-04-27,2020-05-16,0.004882352941176471
41,41,01,2 day ahead inc hosp,point,,2020-04-27,2020-04-29,20.1883293085655
42,42,01,2 wk ahead cum death,point,,2020-04-27,2020-05-09,304.089
45,45,01,20 day ahead inc hosp,point,,2020-04-27,2020-05-17,0.0
48,48,01,21 day ahead inc hosp,point,,2020-04-27,2020-05-18,0.0
51,51,01,22 day ahead inc hosp,point,,2020-04-27,2020-05-19,0.0
54,54,01,23 day ahead inc hosp,point,,2020-04-27,2020-05-20,0.0
57,57,01,24 day ahead inc hosp,point,,2020-04-27,2020-05-21,0.0
60,60,01,25 day ahead inc hosp,point,,2020-04-27,2020-05-22,0.0
63,63,01,26 day ahead inc hosp,point,,2020-04-27,2020-05-23,0.0
66,66,01,27 day ahead inc hosp,point,,2020-04-27,2020-05-24,0.0
69,69,01,28 day ahead inc hosp,point,,2020-04-27,2020-05-25,0.0
72,72,01,29 day ahead inc hosp,point,,2020-04-27,2020-05-26,0.0
75,75,01,3 day ahead inc hosp,point,,2020-04-27,2020-04-30,16.987409494323998
76,76,01,3 wk ahead cum death,point,,2020-04-27,2020-05-16,308.991
79,79,01,30 day ahead inc hosp,point,,2020-04-27,2020-05-27,0.0
82,82,01,31 day ahead inc hosp,point,,2020-04-27,2020-05-28,0.0
85,85,01,32 day ahead inc hosp,point,,2020-04-27,2020-05-29,0.0
88,88,01,33 day ahead inc hosp,point,,2020-04-27,2020-05-30,0.0
91,91,01,34 day ahead inc hosp,point,,2020-04-27,2020-05-31,0.0
94,94,01,35 day ahead inc hosp,point,,2020-04-27,2020-06-01,0.0
97,97,01,36 day ahead inc hosp,point,,2020-04-27,2020-06-02,0.0
100,100,01,37 day ahead inc hosp,point,,2020-04-27,2020-06-03,0.0
103,103,01,38 day ahead inc hosp,point,,2020-04-27,2020-06-04,0.0
106,106,01,39 day ahead inc hosp,point,,2020-04-27,2020-06-05,0.0
109,109,01,4 day ahead inc hosp,point,,2020-04-27,2020-05-01,14.0127446508428
110,110,01,4 wk ahead cum death,point,,2020-04-27,2020-05-23,309.123
113,113,01,40 day ahead inc hosp,point,,2020-04-27,2020-06-06,0.0
116,116,01,41 day ahead inc hosp,point,,2020-04-27,2020-06-07,0.0
119,119,01,42 day ahead inc hosp,point,,2020-04-27,2020-06-08,0.0
122,122,01,43 day ahead inc hosp,point,,2020-04-27,2020-06-09,0.0
125,125,01,44 day ahead inc hosp,point,,2020-04-27,2020-06-10,0.0
128,128,01,45 day ahead inc hosp,point,,2020-04-27,2020-06-11,0.0
131,131,01,46 day ahead inc hosp,point,,2020-04-27,2020-06-12,0.0
134,134,01,47 day ahead inc hosp,point,,2020-04-27,2020-06-13,0.0
137,137,01,48 day ahead inc hosp,point,,2020-04-27,2020-06-14,0.0
140,140,01,49 day ahead inc hosp,point,,2020-04-27,2020-06-15,0.0
143,143,01,5 day ahead inc hosp,point,,2020-04-27,2020-05-02,11.4729574819401
144,144,01,5 wk ahead cum death,point,,2020-04-27,2020-05-30,309.123
147,147,01,50 day ahead inc hosp,point,,2020-04-27,2020-06-16,0.0
150,150,01,51 day ahead inc hosp,point,,2020-04-27,2020-06-17,0.0
153,153,01,52 day ahead inc hosp,point,,2020-04-27,2020-06-18,0.0
156,156,01,53 day ahead inc hosp,point,,2020-04-27,2020-06-19,0.0
159,159,01,54 day ahead inc hosp,point,,2020-04-27,2020-06-20,0.0
162,162,01,55 day ahead inc hosp,point,,2020-04-27,2020-06-21,0.0
165,165,01,56 day ahead inc hosp,point,,2020-04-27,2020-06-22,0.0
168,168,01,57 day ahead inc hosp,point,,2020-04-27,2020-06-23,0.0
171,171,01,58 day ahead inc hosp,point,,2020-04-27,2020-06-24,0.0
174,174,01,59 day ahead inc hosp,point,,2020-04-27,2020-06-25,0.0
177,177,01,6 day ahead inc hosp,point,,2020-04-27,2020-05-03,9.109086652906779
178,178,01,6 wk ahead cum death,point,,2020-04-27,2020-06-06,309.123
181,181,01,60 day ahead inc hosp,point,,2020-04-27,2020-06-26,0.0
184,184,01,61 day ahead inc hosp,point,,2020-04-27,2020-06-27,0.0
187,187,01,62 day ahead inc hosp,point,,2020-04-27,2020-06-28,0.0
190,190,01,63 day ahead inc hosp,point,,2020-04-27,2020-06-29,0.0
193,193,01,64 day ahead inc hosp,point,,2020-04-27,2020-06-30,0.0
196,196,01,65 day ahead inc hosp,point,,2020-04-27,2020-07-01,0.0
199,199,01,66 day ahead inc hosp,point,,2020-04-27,2020-07-02,0.0
202,202,01,67 day ahead inc hosp,point,,2020-04-27,2020-07-03,0.0
205,205,01,68 day ahead inc hosp,point,,2020-04-27,2020-07-04,0.0
208,208,01,69 day ahead inc hosp,point,,2020-04-27,2020-07-05,0.0
211,211,01,7 day ahead inc hosp,point,,2020-04-27,2020-05-04,7.16017870657035
212,212,01,7 wk ahead cum death,point,,2020-04-27,2020-06-13,309.123
215,215,01,70 day ahead inc hosp,point,,2020-04-27,2020-07-06,0.0
218,218,01,71 day ahead inc hosp,point,,2020-04-27,2020-07-07,0.0
221,221,01,72 day ahead inc hosp,point,,2020-04-27,2020-07-08,0.0
224,224,01,73 day ahead inc hosp,point,,2020-04-27,2020-07-09,0.0
227,227,01,74 day ahead inc hosp,point,,2020-04-27,2020-07-10,0.0
230,230,01,75 day ahead inc hosp,point,,2020-04-27,2020-07-11,0.0
233,233,01,76 day ahead inc hosp,point,,2020-04-27,2020-07-12,0.0
236,236,01,77 day ahead inc hosp,point,,2020-04-27,2020-07-13,0.0
239,239,01,78 day ahead inc hosp,point,,2020-04-27,2020-07-14,0.0
242,242,01,79 day ahead inc hosp,point,,2020-04-27,2020-07-15,0.0
245,245,01,8 day ahead inc hosp,point,,2020-04-27,2020-05-05,5.44226092191262
246,246,01,8 wk ahead cum death,point,,2020-04-27,2020-06-20,309.123
249,249,01,80 day ahead inc hosp,point,,2020-04-27,2020-07-16,0.0
252,252,01,81 day ahead inc hosp,point,,2020-04-27,2020-07-17,0.0
255,255,01,82 day ahead inc hosp,point,,2020-04-27,2020-07-18,0.0
258,258,01,83 day ahead inc hosp,point,,2020-04-27,2020-07-19,0.0
261,261,01,84 day ahead inc hosp,point,,2020-04-27,2020-07-20,0.0
264,264,01,85 day ahead inc hosp,point,,2020-04-27,2020-07-21,0.0
267,267,01,86 day ahead inc hosp,point,,2020-04-27,2020-07-22,0.0
