target,location,location_name,type,quantile,value
6 day ahead cum death,21,Kentucky,quantile,0.5,228.393
6 day ahead inc death,21,Kentucky,quantile,0.5,22.375
6 wk ahead cum death,21,Kentucky,quantile,0.5,996.89
7 day ahead cum death,21,Kentucky,quantile,0.5,251.784
7 day ahead inc death,21,Kentucky,quantile,0.5,23.391
1 day ahead cum death,21,Kentucky,quantile,0.975,204.05
1 day ahead inc death,21,Kentucky,quantile,0.975,55.025
1 wk ahead cum death,21,Kentucky,quantile,0.975,460.175
2 day ahead cum death,21,Kentucky,quantile,0.975,262.15
2 day ahead inc death,21,Kentucky,quantile,0.975,60
2 wk ahead cum death,21,Kentucky,quantile,0.975,924.175
3 day ahead cum death,21,Kentucky,quantile,0.975,327.05
3 day ahead inc death,21,Kentucky,quantile,0.975,63.05
3 wk ahead cum death,21,Kentucky,quantile,0.975,1441.025
4 day ahead cum death,21,Kentucky,quantile,0.975,394
4 day ahead inc death,21,Kentucky,quantile,0.975,66.025
4 wk ahead cum death,21,Kentucky,quantile,0.975,2090.1
5 day ahead cum death,21,Kentucky,quantile,0.975,460.175
5 day ahead inc death,21,Kentucky,quantile,0.975,67.05
5 wk ahead cum death,21,Kentucky,quantile,0.975,2678.475
6 day ahead cum death,21,Kentucky,quantile,0.975,523.375
6 day ahead inc death,21,Kentucky,quantile,0.975,68.05
6 wk ahead cum death,21,Kentucky,quantile,0.975,2994.45
7 day ahead cum death,21,Kentucky,quantile,0.975,600.15
7 day ahead inc death,21,Kentucky,quantile,0.975,69.05
1 day ahead cum death,22,Louisiana,point,NA,918.025
1 day ahead inc death,22,Louisiana,point,NA,35.097
1 wk ahead cum death,22,Louisiana,point,NA,1025.916
2 day ahead cum death,22,Louisiana,point,NA,949.74
2 day ahead inc death,22,Louisiana,point,NA,31.715
2 wk ahead cum death,22,Louisiana,point,NA,1114.765
3 day ahead cum death,22,Louisiana,point,NA,978.278
3 day ahead inc death,22,Louisiana,point,NA,28.538
3 wk ahead cum death,22,Louisiana,point,NA,1137.658
4 day ahead cum death,22,Louisiana,point,NA,1003.621
4 day ahead inc death,22,Louisiana,point,NA,25.343
4 wk ahead cum death,22,Louisiana,point,NA,1140.523
5 day ahead cum death,22,Louisiana,point,NA,1025.916
5 day ahead inc death,22,Louisiana,point,NA,22.295
5 wk ahead cum death,22,Louisiana,point,NA,1140.523
6 day ahead cum death,22,Louisiana,point,NA,1045.366
6 day ahead inc death,22,Louisiana,point,NA,19.45
6 wk ahead cum death,22,Louisiana,point,NA,1140.523
7 day ahead cum death,22,Louisiana,point,NA,1062.163
7 day ahead inc death,22,Louisiana,point,NA,16.797
1 day ahead cum death,22,Louisiana,quantile,0.025,846
1 day ahead inc death,22,Louisiana,quantile,0.025,1
1 wk ahead cum death,22,Louisiana,quantile,0.025,860
2 day ahead cum death,22,Louisiana,quantile,0.025,848
2 day ahead inc death,22,Louisiana,quantile,0.025,2
2 wk ahead cum death,22,Louisiana,quantile,0.025,893
3 day ahead cum death,22,Louisiana,quantile,0.025,851.975
3 day ahead inc death,22,Louisiana,quantile,0.025,3
3 wk ahead cum death,22,Louisiana,quantile,0.025,904.975
4 day ahead cum death,22,Louisiana,quantile,0.025,855.975
4 day ahead inc death,22,Louisiana,quantile,0.025,4
4 wk ahead cum death,22,Louisiana,quantile,0.025,905
5 day ahead cum death,22,Louisiana,quantile,0.025,860
5 day ahead inc death,22,Louisiana,quantile,0.025,5
5 wk ahead cum death,22,Louisiana,quantile,0.025,905
6 day ahead cum death,22,Louisiana,quantile,0.025,865
6 day ahead inc death,22,Louisiana,quantile,0.025,5
6 wk ahead cum death,22,Louisiana,quantile,0.025,905
7 day ahead cum death,22,Louisiana,quantile,0.025,870.975
7 day ahead inc death,22,Louisiana,quantile,0.025,5
1 day ahead cum death,22,Louisiana,quantile,0.5,918.025
1 day ahead inc death,22,Louisiana,quantile,0.5,35.097
1 wk ahead cum death,22,Louisiana,quantile,0.5,1025.916
2 day ahead cum death,22,Louisiana,quantile,0.5,949.74
2 day ahead inc death,22,Louisiana,quantile,0.5,31.715
2 wk ahead cum death,22,Louisiana,quantile,0.5,1114.765
3 day ahead cum death,22,Louisiana,quantile,0.5,978.278
3 day ahead inc death,22,Louisiana,quantile,0.5,28.538
3 wk ahead cum death,22,Louisiana,quantile,0.5,1137.658
4 day ahead cum death,22,Louisiana,quantile,0.5,1003.621
4 day ahead inc death,22,Louisiana,quantile,0.5,25.343
4 wk ahead cum death,22,Louisiana,quantile,0.5,1140.523
5 day ahead cum death,22,Louisiana,quantile,0.5,1025.916
5 day ahead inc death,22,Louisiana,quantile,0.5,22.295
5 wk ahead cum death,22,Louisiana,quantile,0.5,1140.523
6 day ahead cum death,22,Louisiana,quantile,0.5,1045.366
6 day ahead inc death,22,Louisiana,quantile,0.5,19.45
6 wk ahead cum death,22,Louisiana,quantile,0.5,1140.523
7 day ahead cum death,22,Louisiana,quantile,0.5,1062.163
7 day ahead inc death,22,Louisiana,quantile,0.5,16.797
1 day ahead cum death,22,Louisiana,quantile,0.975,1133.3
1 day ahead inc death,22,Louisiana,quantile,0.975,136.125
1 wk ahead cum death,22,Louisiana,quantile,0.975,1505.35
2 day ahead cum death,22,Louisiana,quantile,0.975,1251.375
2 day ahead inc death,22,Louisiana,quantile,0.975,118.075
2 wk ahead cum death,22,Louisiana,quantile,0.975,1702.45
3 day ahead cum death,22,Louisiana,quantile,0.975,1351.425
3 day ahead inc death,22,Louisiana,quantile,0.975,100.05
3 wk ahead cum death,22,Louisiana,quantile,0.975,1726.55
4 day ahead cum death,22,Louisiana,quantile,0.975,1435.425
4 day ahead inc death,22,Louisiana,quantile,0.975,84
4 wk ahead cum death,22,Louisiana,quantile,0.975,1728.55
5 day ahead cum death,22,Louisiana,quantile,0.975,1505.35
5 day ahead inc death,22,Louisiana,quantile,0.975,69.025
5 wk ahead cum death,22,Louisiana,quantile,0.975,1728.55
6 day ahead cum death,22,Louisiana,quantile,0.975,1562.225
6 day ahead inc death,22,Louisiana,quantile,0.975,56.025
6 wk ahead cum death,22,Louisiana,quantile,0.975,1728.55
7 day ahead cum death,22,Louisiana,quantile,0.975,1608.075
7 day ahead inc death,22,Louisiana,quantile,0.975,44.025
1 day ahead cum death,23,Maine,point,NA,23.671
1 day ahead inc death,23,Maine,point,NA,2.028
1 wk ahead cum death,23,Maine,point,NA,32.397
2 day ahead cum death,23,Maine,point,NA,25.785
2 day ahead inc death,23,Maine,point,NA,2.114
2 wk ahead cum death,23,Maine,point,NA,47.058
3 day ahead cum death,23,Maine,point,NA,27.956
3 day ahead inc death,23,Maine,point,NA,2.171
3 wk ahead cum death,23,Maine,point,NA,57.219
4 day ahead cum death,23,Maine,point,NA,30.161
4 day ahead inc death,23,Maine,point,NA,2.205
4 wk ahead cum death,23,Maine,point,NA,61.817
5 day ahead cum death,23,Maine,point,NA,32.397
5 day ahead inc death,23,Maine,point,NA,2.236
5 wk ahead cum death,23,Maine,point,NA,63.021
6 day ahead cum death,23,Maine,point,NA,34.644
6 day ahead inc death,23,Maine,point,NA,2.247
6 wk ahead cum death,23,Maine,point,NA,63.17
7 day ahead cum death,23,Maine,point,NA,36.859
7 day ahead inc death,23,Maine,point,NA,2.215
1 day ahead cum death,23,Maine,quantile,0.025,19
1 day ahead inc death,23,Maine,quantile,0.025,0
1 wk ahead cum death,23,Maine,quantile,0.025,19
2 day ahead cum death,23,Maine,quantile,0.025,19
2 day ahead inc death,23,Maine,quantile,0.025,0
2 wk ahead cum death,23,Maine,quantile,0.025,19
3 day ahead cum death,23,Maine,quantile,0.025,19
3 day ahead inc death,23,Maine,quantile,0.025,0
3 wk ahead cum death,23,Maine,quantile,0.025,19
4 day ahead cum death,23,Maine,quantile,0.025,19
4 day ahead inc death,23,Maine,quantile,0.025,0
4 wk ahead cum death,23,Maine,quantile,0.025,19
5 day ahead cum death,23,Maine,quantile,0.025,19
5 day ahead inc death,23,Maine,quantile,0.025,0
5 wk ahead cum death,23,Maine,quantile,0.025,19
6 day ahead cum death,23,Maine,quantile,0.025,19
6 day ahead inc death,23,Maine,quantile,0.025,0
6 wk ahead cum death,23,Maine,quantile,0.025,19
7 day ahead cum death,23,Maine,quantile,0.025,19
7 day ahead inc death,23,Maine,quantile,0.025,0
1 day ahead cum death,23,Maine,quantile,0.5,23.671
1 day ahead inc death,23,Maine,quantile,0.5,2.028
1 wk ahead cum death,23,Maine,quantile,0.5,32.397
2 day ahead cum death,23,Maine,quantile,0.5,25.785
2 day ahead inc death,23,Maine,quantile,0.5,2.114
2 wk ahead cum death,23,Maine,quantile,0.5,47.058
3 day ahead cum death,23,Maine,quantile,0.5,27.956
3 day ahead inc death,23,Maine,quantile,0.5,2.171
3 wk ahead cum death,23,Maine,quantile,0.5,57.219
4 day ahead cum death,23,Maine,quantile,0.5,30.161
4 day ahead inc death,23,Maine,quantile,0.5,2.205
4 wk ahead cum death,23,Maine,quantile,0.5,61.817
5 day ahead cum death,23,Maine,quantile,0.5,32.397
5 day ahead inc death,23,Maine,quantile,0.5,2.236
5 wk ahead cum death,23,Maine,quantile,0.5,63.021
6 day ahead cum death,23,Maine,quantile,0.5,34.644
6 day ahead inc death,23,Maine,quantile,0.5,2.247
6 wk ahead cum death,23,Maine,quantile,0.5,63.17
7 day ahead cum death,23,Maine,quantile,0.5,36.859
7 day ahead inc death,23,Maine,quantile,0.5,2.215
1 day ahead cum death,23,Maine,quantile,0.975,39.025
1 day ahead inc death,23,Maine,quantile,0.975,9
1 wk ahead cum death,23,Maine,quantile,0.975,76.025
2 day ahead cum death,23,Maine,quantile,0.975,49.025
2 day ahead inc death,23,Maine,quantile,0.975,9
2 wk ahead cum death,23,Maine,quantile,0.975,128.275
3 day ahead cum death,23,Maine,quantile,0.975,58
3 day ahead inc death,23,Maine,quantile,0.975,9.02499999999998
3 wk ahead cum death,23,Maine,quantile,0.975,173
4 day ahead cum death,23,Maine,quantile,0.975,67.025
4 day ahead inc death,23,Maine,quantile,0.975,9.02499999999998
4 wk ahead cum death,23,Maine,quantile,0.975,185.2
5 day ahead cum death,23,Maine,quantile,0.975,76.025
5 day ahead inc death,23,Maine,quantile,0.975,9.02499999999998
5 wk ahead cum death,23,Maine,quantile,0.975,194.125
6 day ahead cum death,23,Maine,quantile,0.975,84.0749999999999
6 day ahead inc death,23,Maine,quantile,0.975,9.02499999999998
6 wk ahead cum death,23,Maine,quantile,0.975,199.075
7 day ahead cum death,23,Maine,quantile,0.975,92.1249999999999
7 day ahead inc death,23,Maine,quantile,0.975,9
1 day ahead cum death,24,Maryland,point,NA,280.563
1 day ahead inc death,24,Maryland,point,NA,21.999
1 wk ahead cum death,24,Maryland,point,NA,377.458
2 day ahead cum death,24,Maryland,point,NA,303.678
2 day ahead inc death,24,Maryland,point,NA,23.115
2 wk ahead cum death,24,Maryland,point,NA,523.898
3 day ahead cum death,24,Maryland,point,NA,327.701
3 day ahead inc death,24,Maryland,point,NA,24.023
3 wk ahead cum death,24,Maryland,point,NA,582.292
4 day ahead cum death,24,Maryland,point,NA,352.448
4 day ahead inc death,24,Maryland,point,NA,24.747
4 wk ahead cum death,24,Maryland,point,NA,594.436
5 day ahead cum death,24,Maryland,point,NA,377.458
5 day ahead inc death,24,Maryland,point,NA,25.01
5 wk ahead cum death,24,Maryland,point,NA,595.47
6 day ahead cum death,24,Maryland,point,NA,402.361
6 day ahead inc death,24,Maryland,point,NA,24.903
6 wk ahead cum death,24,Maryland,point,NA,595.47
7 day ahead cum death,24,Maryland,point,NA,426.624
7 day ahead inc death,24,Maryland,point,NA,24.263
1 day ahead cum death,24,Maryland,quantile,0.025,238
1 day ahead inc death,24,Maryland,quantile,0.025,0
1 wk ahead cum death,24,Maryland,quantile,0.025,241
2 day ahead cum death,24,Maryland,quantile,0.025,238
2 day ahead inc death,24,Maryland,quantile,0.025,0
2 wk ahead cum death,24,Maryland,quantile,0.025,258
3 day ahead cum death,24,Maryland,quantile,0.025,239
3 day ahead inc death,24,Maryland,quantile,0.025,1
3 wk ahead cum death,24,Maryland,quantile,0.025,268.975
4 day ahead cum death,24,Maryland,quantile,0.025,240
4 day ahead inc death,24,Maryland,quantile,0.025,1
4 wk ahead cum death,24,Maryland,quantile,0.025,268.975
5 day ahead cum death,24,Maryland,quantile,0.025,241
5 day ahead inc death,24,Maryland,quantile,0.025,1
5 wk ahead cum death,24,Maryland,quantile,0.025,268.975
6 day ahead cum death,24,Maryland,quantile,0.025,242
6 day ahead inc death,24,Maryland,quantile,0.025,1
6 wk ahead cum death,24,Maryland,quantile,0.025,268.975
7 day ahead cum death,24,Maryland,quantile,0.025,244
7 day ahead inc death,24,Maryland,quantile,0.025,2
1 day ahead cum death,24,Maryland,quantile,0.5,280.563
1 day ahead inc death,24,Maryland,quantile,0.5,21.999
1 wk ahead cum death,24,Maryland,quantile,0.5,377.458
2 day ahead cum death,24,Maryland,quantile,0.5,303.678
2 day ahead inc death,24,Maryland,quantile,0.5,23.115
2 wk ahead cum death,24,Maryland,quantile,0.5,523.898
3 day ahead cum death,24,Maryland,quantile,0.5,327.701
3 day ahead inc death,24,Maryland,quantile,0.5,24.023
3 wk ahead cum death,24,Maryland,quantile,0.5,582.292
4 day ahead cum death,24,Maryland,quantile,0.5,352.448
4 day ahead inc death,24,Maryland,quantile,0.5,24.747
4 wk ahead cum death,24,Maryland,quantile,0.5,594.436
5 day ahead cum death,24,Maryland,quantile,0.5,377.458
5 day ahead inc death,24,Maryland,quantile,0.5,25.01
5 wk ahead cum death,24,Maryland,quantile,0.5,595.47
6 day ahead cum death,24,Maryland,quantile,0.5,402.361
6 day ahead inc death,24,Maryland,quantile,0.5,24.903
6 wk ahead cum death,24,Maryland,quantile,0.5,595.47
7 day ahead cum death,24,Maryland,quantile,0.5,426.624
7 day ahead inc death,24,Maryland,quantile,0.5,24.263
1 day ahead cum death,24,Maryland,quantile,0.975,442.1
1 day ahead inc death,24,Maryland,quantile,0.975,108.025
1 wk ahead cum death,24,Maryland,quantile,0.975,897.325
2 day ahead cum death,24,Maryland,quantile,0.975,560.075
2 day ahead inc death,24,Maryland,quantile,0.975,113.075
2 wk ahead cum death,24,Maryland,quantile,0.975,1430.05
3 day ahead cum death,24,Maryland,quantile,0.975,682.325
3 day ahead inc death,24,Maryland,quantile,0.975,110.15
3 wk ahead cum death,24,Maryland,quantile,0.975,1570.225
4 day ahead cum death,24,Maryland,quantile,0.975,787.375
4 day ahead inc death,24,Maryland,quantile,0.975,112.025
4 wk ahead cum death,24,Maryland,quantile,0.975,1590.225
5 day ahead cum death,24,Maryland,quantile,0.975,897.325
5 day ahead inc death,24,Maryland,quantile,0.975,110.05
5 wk ahead cum death,24,Maryland,quantile,0.975,1591.225
6 day ahead cum death,24,Maryland,quantile,0.975,1015.125
6 day ahead inc death,24,Maryland,quantile,0.975,106.025
6 wk ahead cum death,24,Maryland,quantile,0.975,1591.225
7 day ahead cum death,24,Maryland,quantile,0.975,1105.325
7 day ahead inc death,24,Maryland,quantile,0.975,99.025
1 day ahead cum death,25,Massachusetts,point,NA,1009.894
1 day ahead inc death,25,Massachusetts,point,NA,127.83
1 wk ahead cum death,25,Massachusetts,point,NA,1630.191
2 day ahead cum death,25,Massachusetts,point,NA,1148.434
2 day ahead inc death,25,Massachusetts,point,NA,138.54
2 wk ahead cum death,25,Massachusetts,point,NA,3084.809
3 day ahead cum death,25,Massachusetts,point,NA,1298.1
3 day ahead inc death,25,Massachusetts,point,NA,149.666
3 wk ahead cum death,25,Massachusetts,point,NA,4755.008
4 day ahead cum death,25,Massachusetts,point,NA,1458.784
4 day ahead inc death,25,Massachusetts,point,NA,160.684
4 wk ahead cum death,25,Massachusetts,point,NA,6265.132
5 day ahead cum death,25,Massachusetts,point,NA,1630.191
5 day ahead inc death,25,Massachusetts,point,NA,171.407
5 wk ahead cum death,25,Massachusetts,point,NA,7309.912
6 day ahead cum death,25,Massachusetts,point,NA,1812.037
6 day ahead inc death,25,Massachusetts,point,NA,181.846
6 wk ahead cum death,25,Massachusetts,point,NA,7875.216
7 day ahead cum death,25,Massachusetts,point,NA,2003.77
7 day ahead inc death,25,Massachusetts,point,NA,191.733
1 day ahead cum death,25,Massachusetts,quantile,0.025,804.975
1 day ahead inc death,25,Massachusetts,quantile,0.025,21.975
1 wk ahead cum death,25,Massachusetts,quantile,0.025,928.975
2 day ahead cum death,25,Massachusetts,quantile,0.025,831
2 day ahead inc death,25,Massachusetts,quantile,0.025,25
2 wk ahead cum death,25,Massachusetts,quantile,0.025,1221.975
3 day ahead cum death,25,Massachusetts,quantile,0.025,859
3 day ahead inc death,25,Massachusetts,quantile,0.025,28
3 wk ahead cum death,25,Massachusetts,quantile,0.025,1501.675
4 day ahead cum death,25,Massachusetts,quantile,0.025,892.925
4 day ahead inc death,25,Massachusetts,quantile,0.025,31
4 wk ahead cum death,25,Massachusetts,quantile,0.025,1634.9
5 day ahead cum death,25,Massachusetts,quantile,0.025,928.975
5 day ahead inc death,25,Massachusetts,quantile,0.025,34.975
5 wk ahead cum death,25,Massachusetts,quantile,0.025,1673.8
6 day ahead cum death,25,Massachusetts,quantile,0.025,964
6 day ahead inc death,25,Massachusetts,quantile,0.025,36.975
6 wk ahead cum death,25,Massachusetts,quantile,0.025,1679.775
7 day ahead cum death,25,Massachusetts,quantile,0.025,1002
7 day ahead inc death,25,Massachusetts,quantile,0.025,39
1 day ahead cum death,25,Massachusetts,quantile,0.5,1009.894
1 day ahead inc death,25,Massachusetts,quantile,0.5,127.83
1 wk ahead cum death,25,Massachusetts,quantile,0.5,1630.191
2 day ahead cum death,25,Massachusetts,quantile,0.5,1148.434
2 day ahead inc death,25,Massachusetts,quantile,0.5,138.54
2 wk ahead cum death,25,Massachusetts,quantile,0.5,3084.809
3 day ahead cum death,25,Massachusetts,quantile,0.5,1298.1
3 day ahead inc death,25,Massachusetts,quantile,0.5,149.666
3 wk ahead cum death,25,Massachusetts,quantile,0.5,4755.008
4 day ahead cum death,25,Massachusetts,quantile,0.5,1458.784
4 day ahead inc death,25,Massachusetts,quantile,0.5,160.684
4 wk ahead cum death,25,Massachusetts,quantile,0.5,6265.132
5 day ahead cum death,25,Massachusetts,quantile,0.5,1630.191
5 day ahead inc death,25,Massachusetts,quantile,0.5,171.407
5 wk ahead cum death,25,Massachusetts,quantile,0.5,7309.912
6 day ahead cum death,25,Massachusetts,quantile,0.5,1812.037
6 day ahead inc death,25,Massachusetts,quantile,0.5,181.846
6 wk ahead cum death,25,Massachusetts,quantile,0.5,7875.216
7 day ahead cum death,25,Massachusetts,quantile,0.5,2003.77
7 day ahead inc death,25,Massachusetts,quantile,0.5,191.733
1 day ahead cum death,25,Massachusetts,quantile,0.975,1584.05
1 day ahead inc death,25,Massachusetts,quantile,0.975,427.125
1 wk ahead cum death,25,Massachusetts,quantile,0.975,3515.225
2 day ahead cum death,25,Massachusetts,quantile,0.975,2037.3
2 day ahead inc death,25,Massachusetts,quantile,0.975,445.15
2 wk ahead cum death,25,Massachusetts,quantile,0.975,7543.45
3 day ahead cum death,25,Massachusetts,quantile,0.975,2516.05
3 day ahead inc death,25,Massachusetts,quantile,0.975,469.175
3 wk ahead cum death,25,Massachusetts,quantile,0.975,12558.525
4 day ahead cum death,25,Massachusetts,quantile,0.975,2989.775
4 day ahead inc death,25,Massachusetts,quantile,0.975,497.025
4 wk ahead cum death,25,Massachusetts,quantile,0.975,17577.725
5 day ahead cum death,25,Massachusetts,quantile,0.975,3515.225
5 day ahead inc death,25,Massachusetts,quantile,0.975,519.025
5 wk ahead cum death,25,Massachusetts,quantile,0.975,21506.325
6 day ahead cum death,25,Massachusetts,quantile,0.975,4006.775
6 day ahead inc death,25,Massachusetts,quantile,0.975,533.05
6 wk ahead cum death,25,Massachusetts,quantile,0.975,24024.6
7 day ahead cum death,25,Massachusetts,quantile,0.975,4568.4
7 day ahead inc death,25,Massachusetts,quantile,0.975,559.075
1 day ahead cum death,26,Michigan,point,NA,1708.771
1 day ahead inc death,26,Michigan,point,NA,100.708
1 wk ahead cum death,26,Michigan,point,NA,2032.379
2 day ahead cum death,26,Michigan,point,NA,1801.929
2 day ahead inc death,26,Michigan,point,NA,93.158
2 wk ahead cum death,26,Michigan,point,NA,2304.208
3 day ahead cum death,26,Michigan,point,NA,1887.143
3 day ahead inc death,26,Michigan,point,NA,85.214
3 wk ahead cum death,26,Michigan,point,NA,2366.167
4 day ahead cum death,26,Michigan,point,NA,1963.993
4 day ahead inc death,26,Michigan,point,NA,76.85
4 wk ahead cum death,26,Michigan,point,NA,2373.315
5 day ahead cum death,26,Michigan,point,NA,2032.379
5 day ahead inc death,26,Michigan,point,NA,68.386
5 wk ahead cum death,26,Michigan,point,NA,2373.318
6 day ahead cum death,26,Michigan,point,NA,2092.41
6 day ahead inc death,26,Michigan,point,NA,60.031
6 wk ahead cum death,26,Michigan,point,NA,2373.318
7 day ahead cum death,26,Michigan,point,NA,2144.427
7 day ahead inc death,26,Michigan,point,NA,52.017
1 day ahead cum death,26,Michigan,quantile,0.025,1540.975
1 day ahead inc death,26,Michigan,quantile,0.025,20
1 wk ahead cum death,26,Michigan,quantile,0.025,1619.975
2 day ahead cum death,26,Michigan,quantile,0.025,1560
2 day ahead inc death,26,Michigan,quantile,0.025,19.975
2 wk ahead cum death,26,Michigan,quantile,0.025,1709
3 day ahead cum death,26,Michigan,quantile,0.025,1579.975
3 day ahead inc death,26,Michigan,quantile,0.025,20
3 wk ahead cum death,26,Michigan,quantile,0.025,1735
4 day ahead cum death,26,Michigan,quantile,0.025,1601
4 day ahead inc death,26,Michigan,quantile,0.025,19
4 wk ahead cum death,26,Michigan,quantile,0.025,1738
5 day ahead cum death,26,Michigan,quantile,0.025,1619.975
5 day ahead inc death,26,Michigan,quantile,0.025,18
5 wk ahead cum death,26,Michigan,quantile,0.025,1738
6 day ahead cum death,26,Michigan,quantile,0.025,1638.975
6 day ahead inc death,26,Michigan,quantile,0.025,17
6 wk ahead cum death,26,Michigan,quantile,0.025,1738
7 day ahead cum death,26,Michigan,quantile,0.025,1655.975
7 day ahead inc death,26,Michigan,quantile,0.025,15.975
1 day ahead cum death,26,Michigan,quantile,0.5,1708.771
1 day ahead inc death,26,Michigan,quantile,0.5,100.708
1 wk ahead cum death,26,Michigan,quantile,0.5,2032.379
2 day ahead cum death,26,Michigan,quantile,0.5,1801.929
2 day ahead inc death,26,Michigan,quantile,0.5,93.158
2 wk ahead cum death,26,Michigan,quantile,0.5,2304.208
3 day ahead cum death,26,Michigan,quantile,0.5,1887.143
3 day ahead inc death,26,Michigan,quantile,0.5,85.214
3 wk ahead cum death,26,Michigan,quantile,0.5,2366.167
4 day ahead cum death,26,Michigan,quantile,0.5,1963.993
4 day ahead inc death,26,Michigan,quantile,0.5,76.85
4 wk ahead cum death,26,Michigan,quantile,0.5,2373.315
5 day ahead cum death,26,Michigan,quantile,0.5,2032.379
5 day ahead inc death,26,Michigan,quantile,0.5,68.386
5 wk ahead cum death,26,Michigan,quantile,0.5,2373.318
6 day ahead cum death,26,Michigan,quantile,0.5,2092.41
6 day ahead inc death,26,Michigan,quantile,0.5,60.031
6 wk ahead cum death,26,Michigan,quantile,0.5,2373.318
7 day ahead cum death,26,Michigan,quantile,0.5,2144.427
7 day ahead inc death,26,Michigan,quantile,0.5,52.017
1 day ahead cum death,26,Michigan,quantile,0.975,2216.1
1 day ahead inc death,26,Michigan,quantile,0.975,348.025
1 wk ahead cum death,26,Michigan,quantile,0.975,3265.35
2 day ahead cum death,26,Michigan,quantile,0.975,2536.025
2 day ahead inc death,26,Michigan,quantile,0.975,316.1
2 wk ahead cum death,26,Michigan,quantile,0.975,3957.625
3 day ahead cum death,26,Michigan,quantile,0.975,2815.525
3 day ahead inc death,26,Michigan,quantile,0.975,279.025
3 wk ahead cum death,26,Michigan,quantile,0.975,4084.5
4 day ahead cum death,26,Michigan,quantile,0.975,3058.45
4 day ahead inc death,26,Michigan,quantile,0.975,240.075
4 wk ahead cum death,26,Michigan,quantile,0.975,4096.5
5 day ahead cum death,26,Michigan,quantile,0.975,3265.35
5 day ahead inc death,26,Michigan,quantile,0.975,207
5 wk ahead cum death,26,Michigan,quantile,0.975,4096.5
6 day ahead cum death,26,Michigan,quantile,0.975,3440.175
6 day ahead inc death,26,Michigan,quantile,0.975,175
6 wk ahead cum death,26,Michigan,quantile,0.975,4096.5
7 day ahead cum death,26,Michigan,quantile,0.975,3585
7 day ahead inc death,26,Michigan,quantile,0.975,143.05
1 day ahead cum death,27,Minnesota,point,NA,88.286
1 day ahead inc death,27,Minnesota,point,NA,9.099
1 wk ahead cum death,27,Minnesota,point,NA,134.666
2 day ahead cum death,27,Minnesota,point,NA,98.376
2 day ahead inc death,27,Minnesota,point,NA,10.09
2 wk ahead cum death,27,Minnesota,point,NA,241.326
3 day ahead cum death,27,Minnesota,point,NA,109.495
3 day ahead inc death,27,Minnesota,point,NA,11.119
3 wk ahead cum death,27,Minnesota,point,NA,359.125
4 day ahead cum death,27,Minnesota,point,NA,121.599
4 day ahead inc death,27,Minnesota,point,NA,12.104
4 wk ahead cum death,27,Minnesota,point,NA,467.694
5 day ahead cum death,27,Minnesota,point,NA,134.666
5 day ahead inc death,27,Minnesota,point,NA,13.067
5 wk ahead cum death,27,Minnesota,point,NA,551.185
6 day ahead cum death,27,Minnesota,point,NA,148.534
6 day ahead inc death,27,Minnesota,point,NA,13.868
6 wk ahead cum death,27,Minnesota,point,NA,605.46
7 day ahead cum death,27,Minnesota,point,NA,162.994
7 day ahead inc death,27,Minnesota,point,NA,14.46
1 day ahead cum death,27,Minnesota,quantile,0.025,71
1 day ahead inc death,27,Minnesota,quantile,0.025,0
1 wk ahead cum death,27,Minnesota,quantile,0.025,71
2 day ahead cum death,27,Minnesota,quantile,0.025,71
2 day ahead inc death,27,Minnesota,quantile,0.025,0
2 wk ahead cum death,27,Minnesota,quantile,0.025,83
3 day ahead cum death,27,Minnesota,quantile,0.025,71
3 day ahead inc death,27,Minnesota,quantile,0.025,0
3 wk ahead cum death,27,Minnesota,quantile,0.025,103.975
4 day ahead cum death,27,Minnesota,quantile,0.025,71
4 day ahead inc death,27,Minnesota,quantile,0.025,0
4 wk ahead cum death,27,Minnesota,quantile,0.025,116.975
5 day ahead cum death,27,Minnesota,quantile,0.025,71
5 day ahead inc death,27,Minnesota,quantile,0.025,0
5 wk ahead cum death,27,Minnesota,quantile,0.025,121
6 day ahead cum death,27,Minnesota,quantile,0.025,72
6 day ahead inc death,27,Minnesota,quantile,0.025,1
6 wk ahead cum death,27,Minnesota,quantile,0.025,121
7 day ahead cum death,27,Minnesota,quantile,0.025,73
7 day ahead inc death,27,Minnesota,quantile,0.025,1
1 day ahead cum death,27,Minnesota,quantile,0.5,88.286
1 day ahead inc death,27,Minnesota,quantile,0.5,9.099
1 wk ahead cum death,27,Minnesota,quantile,0.5,134.666
2 day ahead cum death,27,Minnesota,quantile,0.5,98.376
2 day ahead inc death,27,Minnesota,quantile,0.5,10.09
2 wk ahead cum death,27,Minnesota,quantile,0.5,241.326
3 day ahead cum death,27,Minnesota,quantile,0.5,109.495
3 day ahead inc death,27,Minnesota,quantile,0.5,11.119
3 wk ahead cum death,27,Minnesota,quantile,0.5,359.125
4 day ahead cum death,27,Minnesota,quantile,0.5,121.599
4 day ahead inc death,27,Minnesota,quantile,0.5,12.104
4 wk ahead cum death,27,Minnesota,quantile,0.5,467.694
5 day ahead cum death,27,Minnesota,quantile,0.5,134.666
5 day ahead inc death,27,Minnesota,quantile,0.5,13.067
5 wk ahead cum death,27,Minnesota,quantile,0.5,551.185
6 day ahead cum death,27,Minnesota,quantile,0.5,148.534
6 day ahead inc death,27,Minnesota,quantile,0.5,13.868
