,Unnamed: 0,location,target,type,quantile,forecast_date,target_end_date,value
2,2,01,1 day ahead inc hosp,point,,2020-04-28,2020-04-29,14.7926906432749
3,3,01,1 wk ahead cum death,point,,2020-04-28,2020-05-09,290.365
6,6,01,10 day ahead inc hosp,point,,2020-04-28,2020-05-08,1.4200678362573098
7,7,01,10 wk ahead cum death,point,,2020-04-28,2020-07-11,293.8640000000001
10,10,01,11 day ahead inc hosp,point,,2020-04-28,2020-05-09,0.8747970760233921
11,11,01,11 wk ahead cum death,point,,2020-04-28,2020-07-18,293.8640000000001
14,14,01,12 day ahead inc hosp,point,,2020-04-28,2020-05-10,0.571838011695906
15,15,01,12 wk ahead cum death,point,,2020-04-28,2020-07-25,293.8640000000001
18,18,01,13 day ahead inc hosp,point,,2020-04-28,2020-05-11,0.335688888888889
19,19,01,13 wk ahead cum death,point,,2020-04-28,2020-08-01,293.8640000000001
22,22,01,14 day ahead inc hosp,point,,2020-04-28,2020-05-12,0.138330994152047
25,25,01,15 day ahead inc hosp,point,,2020-04-28,2020-05-13,0.0679590643274854
28,28,01,16 day ahead inc hosp,point,,2020-04-28,2020-05-14,0.0269707602339181
31,31,01,17 day ahead inc hosp,point,,2020-04-28,2020-05-15,0.0061111111111111106
34,34,01,18 day ahead inc hosp,point,,2020-04-28,2020-05-16,0.0
37,37,01,19 day ahead inc hosp,point,,2020-04-28,2020-05-17,0.0
40,40,01,2 day ahead inc hosp,point,,2020-04-28,2020-04-30,12.4796859649123
41,41,01,2 wk ahead cum death,point,,2020-04-28,2020-05-16,293.796
44,44,01,20 day ahead inc hosp,point,,2020-04-28,2020-05-18,0.0
47,47,01,21 day ahead inc hosp,point,,2020-04-28,2020-05-19,0.0
50,50,01,22 day ahead inc hosp,point,,2020-04-28,2020-05-20,0.0
53,53,01,23 day ahead inc hosp,point,,2020-04-28,2020-05-21,0.0
56,56,01,24 day ahead inc hosp,point,,2020-04-28,2020-05-22,0.0
59,59,01,25 day ahead inc hosp,point,,2020-04-28,2020-05-23,0.0
62,62,01,26 day ahead inc hosp,point,,2020-04-28,2020-05-24,0.0
65,65,01,27 day ahead inc hosp,point,,2020-04-28,2020-05-25,0.0
68,68,01,28 day ahead inc hosp,point,,2020-04-28,2020-05-26,0.0
71,71,01,29 day ahead inc hosp,point,,2020-04-28,2020-05-27,0.0
74,74,01,3 day ahead inc hosp,point,,2020-04-28,2020-05-01,10.185914035087697
75,75,01,3 wk ahead cum death,point,,2020-04-28,2020-05-23,293.8640000000001
78,78,01,30 day ahead inc hosp,point,,2020-04-28,2020-05-28,0.0
81,81,01,31 day ahead inc hosp,point,,2020-04-28,2020-05-29,0.0
84,84,01,32 day ahead inc hosp,point,,2020-04-28,2020-05-30,0.0
87,87,01,33 day ahead inc hosp,point,,2020-04-28,2020-05-31,0.0
90,90,01,34 day ahead inc hosp,point,,2020-04-28,2020-06-01,0.0
93,93,01,35 day ahead inc hosp,point,,2020-04-28,2020-06-02,0.0
96,96,01,36 day ahead inc hosp,point,,2020-04-28,2020-06-03,0.0
99,99,01,37 day ahead inc hosp,point,,2020-04-28,2020-06-04,0.0
102,102,01,38 day ahead inc hosp,point,,2020-04-28,2020-06-05,0.0
105,105,01,39 day ahead inc hosp,point,,2020-04-28,2020-06-06,0.0
108,108,01,4 day ahead inc hosp,point,,2020-04-28,2020-05-02,8.39976549707602
109,109,01,4 wk ahead cum death,point,,2020-04-28,2020-05-30,293.8640000000001
112,112,01,40 day ahead inc hosp,point,,2020-04-28,2020-06-07,0.0
115,115,01,41 day ahead inc hosp,point,,2020-04-28,2020-06-08,0.0
118,118,01,42 day ahead inc hosp,point,,2020-04-28,2020-06-09,0.0
121,121,01,43 day ahead inc hosp,point,,2020-04-28,2020-06-10,0.0
124,124,01,44 day ahead inc hosp,point,,2020-04-28,2020-06-11,0.0
127,127,01,45 day ahead inc hosp,point,,2020-04-28,2020-06-12,0.0
130,130,01,46 day ahead inc hosp,point,,2020-04-28,2020-06-13,0.0
133,133,01,47 day ahead inc hosp,point,,2020-04-28,2020-06-14,0.0
136,136,01,48 day ahead inc hosp,point,,2020-04-28,2020-06-15,0.0
139,139,01,49 day ahead inc hosp,point,,2020-04-28,2020-06-16,0.0
142,142,01,5 day ahead inc hosp,point,,2020-04-28,2020-05-03,6.74278713450292
143,143,01,5 wk ahead cum death,point,,2020-04-28,2020-06-06,293.8640000000001
146,146,01,50 day ahead inc hosp,point,,2020-04-28,2020-06-17,0.0
149,149,01,51 day ahead inc hosp,point,,2020-04-28,2020-06-18,0.0
152,152,01,52 day ahead inc hosp,point,,2020-04-28,2020-06-19,0.0
155,155,01,53 day ahead inc hosp,point,,2020-04-28,2020-06-20,0.0
158,158,01,54 day ahead inc hosp,point,,2020-04-28,2020-06-21,0.0
161,161,01,55 day ahead inc hosp,point,,2020-04-28,2020-06-22,0.0
164,164,01,56 day ahead inc hosp,point,,2020-04-28,2020-06-23,0.0
167,167,01,57 day ahead inc hosp,point,,2020-04-28,2020-06-24,0.0
170,170,01,58 day ahead inc hosp,point,,2020-04-28,2020-06-25,0.0
173,173,01,59 day ahead inc hosp,point,,2020-04-28,2020-06-26,0.0
176,176,01,6 day ahead inc hosp,point,,2020-04-28,2020-05-04,5.17053274853801
177,177,01,6 wk ahead cum death,point,,2020-04-28,2020-06-13,293.8640000000001
180,180,01,60 day ahead inc hosp,point,,2020-04-28,2020-06-27,0.0
183,183,01,61 day ahead inc hosp,point,,2020-04-28,2020-06-28,0.0
186,186,01,62 day ahead inc hosp,point,,2020-04-28,2020-06-29,0.0
189,189,01,63 day ahead inc hosp,point,,2020-04-28,2020-06-30,0.0
192,192,01,64 day ahead inc hosp,point,,2020-04-28,2020-07-01,0.0
195,195,01,65 day ahead inc hosp,point,,2020-04-28,2020-07-02,0.0
198,198,01,66 day ahead inc hosp,point,,2020-04-28,2020-07-03,0.0
201,201,01,67 day ahead inc hosp,point,,2020-04-28,2020-07-04,0.0
204,204,01,68 day ahead inc hosp,point,,2020-04-28,2020-07-05,0.0
207,207,01,69 day ahead inc hosp,point,,2020-04-28,2020-07-06,0.0
210,210,01,7 day ahead inc hosp,point,,2020-04-28,2020-05-05,3.91865847953216
211,211,01,7 wk ahead cum death,point,,2020-04-28,2020-06-20,293.8640000000001
214,214,01,70 day ahead inc hosp,point,,2020-04-28,2020-07-07,0.0
217,217,01,71 day ahead inc hosp,point,,2020-04-28,2020-07-08,0.0
220,220,01,72 day ahead inc hosp,point,,2020-04-28,2020-07-09,0.0
223,223,01,73 day ahead inc hosp,point,,2020-04-28,2020-07-10,0.0
226,226,01,74 day ahead inc hosp,point,,2020-04-28,2020-07-11,0.0
229,229,01,75 day ahead inc hosp,point,,2020-04-28,2020-07-12,0.0
232,232,01,76 day ahead inc hosp,point,,2020-04-28,2020-07-13,0.0
235,235,01,77 day ahead inc hosp,point,,2020-04-28,2020-07-14,0.0
238,238,01,78 day ahead inc hosp,point,,2020-04-28,2020-07-15,0.0
241,241,01,79 day ahead inc hosp,point,,2020-04-28,2020-07-16,0.0
244,244,01,8 day ahead inc hosp,point,,2020-04-28,2020-05-06,2.89909415204678
245,245,01,8 wk ahead cum death,point,,2020-04-28,2020-06-27,293.8640000000001
248,248,01,80 day ahead inc hosp,point,,2020-04-28,2020-07-17,0.0
251,251,01,81 day ahead inc hosp,point,,2020-04-28,2020-07-18,0.0
254,254,01,82 day ahead inc hosp,point,,2020-04-28,2020-07-19,0.0
257,257,01,83 day ahead inc hosp,point,,2020-04-28,2020-07-20,0.0
260,260,01,84 day ahead inc hosp,point,,2020-04-28,2020-07-21,0.0
263,263,01,85 day ahead inc hosp,point,,2020-04-28,2020-07-22,0.0
266,266,01,86 day ahead inc hosp,point,,2020-04-28,2020-07-23,0.0
269,269,01,87 day ahead inc hosp,point,,2020-04-28,2020-07-24,0.0
272,272,01,88 day ahead inc hosp,point,,2020-04-28,2020-07-25,0.0
275,275,01,89 day ahead inc hosp,point,,2020-04-28,2020-07-26,0.0
278,278,01,9 day ahead inc hosp,point,,2020-04-28,2020-05-07,2.08378011695906
279,279,01,9 wk ahead cum death,point,,2020-04-28,2020-07-04,293.8640000000001
282,282,01,90 day ahead inc hosp,point,,2020-04-28,2020-07-27,0.0
285,285,01,91 day ahead inc hosp,point,,2020-04-28,2020-07-28,0.0
