location,forecast_date,target_end_date,value,target,type,quantile
01001,2020-07-12,2020-07-18,29.68858453561506,1 wk ahead inc case,quantile,0.025
01001,2020-07-12,2020-07-18,52.67765630556517,1 wk ahead inc case,quantile,0.1
01001,2020-07-12,2020-07-18,68.50913466943138,1 wk ahead inc case,quantile,0.25
01001,2020-07-12,2020-07-18,99.29767013484692,1 wk ahead inc case,quantile,0.5
01001,2020-07-12,2020-07-18,147.7044169248946,1 wk ahead inc case,quantile,0.75
01001,2020-07-12,2020-07-18,202.78705072160818,1 wk ahead inc case,quantile,0.9
01001,2020-07-12,2020-07-18,298.96815794908383,1 wk ahead inc case,quantile,0.975
01001,2020-07-12,2020-07-25,9.08539052393926,2 wk ahead inc case,quantile,0.025
01001,2020-07-12,2020-07-25,31.465463548018747,2 wk ahead inc case,quantile,0.1
01001,2020-07-12,2020-07-25,47.39510839620476,2 wk ahead inc case,quantile,0.25
01001,2020-07-12,2020-07-25,97.41743279804473,2 wk ahead inc case,quantile,0.5
01001,2020-07-12,2020-07-25,167.73521186695183,2 wk ahead inc case,quantile,0.75
01001,2020-07-12,2020-07-25,255.6299322995236,2 wk ahead inc case,quantile,0.9
01001,2020-07-12,2020-07-25,421.5723631920091,2 wk ahead inc case,quantile,0.975
01001,2020-07-12,2020-08-01,6.657502089426793,3 wk ahead inc case,quantile,0.025
01001,2020-07-12,2020-08-01,27.07600383965936,3 wk ahead inc case,quantile,0.1
01001,2020-07-12,2020-08-01,46.33403666642003,3 wk ahead inc case,quantile,0.25
01001,2020-07-12,2020-08-01,104.63592298645904,3 wk ahead inc case,quantile,0.5
01001,2020-07-12,2020-08-01,191.50316487654993,3 wk ahead inc case,quantile,0.75
01001,2020-07-12,2020-08-01,334.8178660770876,3 wk ahead inc case,quantile,0.9
01001,2020-07-12,2020-08-01,588.3887386322435,3 wk ahead inc case,quantile,0.975
01001,2020-07-12,2020-08-08,6.627459656455648,4 wk ahead inc case,quantile,0.025
01001,2020-07-12,2020-08-08,22.987211103991076,4 wk ahead inc case,quantile,0.1
01001,2020-07-12,2020-08-08,45.97473563250366,4 wk ahead inc case,quantile,0.25
01001,2020-07-12,2020-08-08,112.9024486704269,4 wk ahead inc case,quantile,0.5
01001,2020-07-12,2020-08-08,226.92893178374953,4 wk ahead inc case,quantile,0.75
01001,2020-07-12,2020-08-08,410.2737812457906,4 wk ahead inc case,quantile,0.9
01001,2020-07-12,2020-08-08,765.3511248465707,4 wk ahead inc case,quantile,0.975
01003,2020-07-12,2020-07-18,117.83945213558033,1 wk ahead inc case,quantile,0.025
01003,2020-07-12,2020-07-18,245.52472619521583,1 wk ahead inc case,quantile,0.1
01003,2020-07-12,2020-07-18,325.4883231265173,1 wk ahead inc case,quantile,0.25
01003,2020-07-12,2020-07-18,440.879309835204,1 wk ahead inc case,quantile,0.5
01003,2020-07-12,2020-07-18,585.7862484435827,1 wk ahead inc case,quantile,0.75
01003,2020-07-12,2020-07-18,767.589166654567,1 wk ahead inc case,quantile,0.9
01003,2020-07-12,2020-07-18,1095.4273304534768,1 wk ahead inc case,quantile,0.975
01003,2020-07-12,2020-07-25,49.367428584665284,2 wk ahead inc case,quantile,0.025
01003,2020-07-12,2020-07-25,194.4954715198284,2 wk ahead inc case,quantile,0.1
01003,2020-07-12,2020-07-25,287.9119868819306,2 wk ahead inc case,quantile,0.25
01003,2020-07-12,2020-07-25,497.8665309912634,2 wk ahead inc case,quantile,0.5
01003,2020-07-12,2020-07-25,722.4672477494478,2 wk ahead inc case,quantile,0.75
01003,2020-07-12,2020-07-25,1028.534740950782,2 wk ahead inc case,quantile,0.9
01003,2020-07-12,2020-07-25,1545.232573240864,2 wk ahead inc case,quantile,0.975
01003,2020-07-12,2020-08-01,33.46093825247486,3 wk ahead inc case,quantile,0.025
01003,2020-07-12,2020-08-01,169.85252114152132,3 wk ahead inc case,quantile,0.1
01003,2020-07-12,2020-08-01,305.27072845982207,3 wk ahead inc case,quantile,0.25
01003,2020-07-12,2020-08-01,560.8419183607471,3 wk ahead inc case,quantile,0.5
01003,2020-07-12,2020-08-01,864.6020879019693,3 wk ahead inc case,quantile,0.75
01003,2020-07-12,2020-08-01,1330.446186073376,3 wk ahead inc case,quantile,0.9
