"","forecast_date","target","target_end_date","location","location_name","type","quantile","value"
"1",2020-05-11,"1 day ahead cum death","2020-05-12",17,"Illinois","quantile","0.010000",3001.75
"2",2020-05-11,"1 day ahead inc death","2020-05-12",17,"Illinois","quantile","0.010000",47.97
"3",2020-05-11,"2 day ahead cum death","2020-05-13",17,"Illinois","quantile","0.010000",3085.6
"4",2020-05-11,"2 day ahead inc death","2020-05-13",17,"Illinois","quantile","0.010000",48.98
"5",2020-05-11,"3 day ahead cum death","2020-05-14",17,"Illinois","quantile","0.010000",3181.48
"6",2020-05-11,"3 day ahead inc death","2020-05-14",17,"Illinois","quantile","0.010000",54
"7",2020-05-11,"4 day ahead cum death","2020-05-15",17,"Illinois","quantile","0.010000",3264.37
"8",2020-05-11,"4 day ahead inc death","2020-05-15",17,"Illinois","quantile","0.010000",51.92
"9",2020-05-11,"5 day ahead cum death","2020-05-16",17,"Illinois","quantile","0.010000",3351.43
"10",2020-05-11,"5 day ahead inc death","2020-05-16",17,"Illinois","quantile","0.010000",41.97
"11",2020-05-11,"6 day ahead cum death","2020-05-17",17,"Illinois","quantile","0.010000",3422.56
"12",2020-05-11,"6 day ahead inc death","2020-05-17",17,"Illinois","quantile","0.010000",48.96
"13",2020-05-11,"7 day ahead cum death","2020-05-18",17,"Illinois","quantile","0.010000",3495.59
"14",2020-05-11,"7 day ahead inc death","2020-05-18",17,"Illinois","quantile","0.010000",54.99
"15",2020-05-11,"8 day ahead cum death","2020-05-19",17,"Illinois","quantile","0.010000",3596.41
"16",2020-05-11,"8 day ahead inc death","2020-05-19",17,"Illinois","quantile","0.010000",55.98
"17",2020-05-11,"9 day ahead cum death","2020-05-20",17,"Illinois","quantile","0.010000",3667.53
"18",2020-05-11,"9 day ahead inc death","2020-05-20",17,"Illinois","quantile","0.010000",43
"19",2020-05-11,"10 day ahead cum death","2020-05-21",17,"Illinois","quantile","0.010000",3744.66
"20",2020-05-11,"10 day ahead inc death","2020-05-21",17,"Illinois","quantile","0.010000",46
"21",2020-05-11,"11 day ahead cum death","2020-05-22",17,"Illinois","quantile","0.010000",3835.77
"22",2020-05-11,"11 day ahead inc death","2020-05-22",17,"Illinois","quantile","0.010000",59
"23",2020-05-11,"12 day ahead cum death","2020-05-23",17,"Illinois","quantile","0.010000",3919.94
"24",2020-05-11,"12 day ahead inc death","2020-05-23",17,"Illinois","quantile","0.010000",53.97
"25",2020-05-11,"13 day ahead cum death","2020-05-24",17,"Illinois","quantile","0.010000",3994.94
"26",2020-05-11,"13 day ahead inc death","2020-05-24",17,"Illinois","quantile","0.010000",50.93
"27",2020-05-11,"14 day ahead cum death","2020-05-25",17,"Illinois","quantile","0.010000",4109.69
"28",2020-05-11,"14 day ahead inc death","2020-05-25",17,"Illinois","quantile","0.010000",56.94
"29",2020-05-11,"15 day ahead cum death","2020-05-26",17,"Illinois","quantile","0.010000",4185.78
"30",2020-05-11,"15 day ahead inc death","2020-05-26",17,"Illinois","quantile","0.010000",56.96
"31",2020-05-11,"16 day ahead cum death","2020-05-27",17,"Illinois","quantile","0.010000",4276.63
"32",2020-05-11,"16 day ahead inc death","2020-05-27",17,"Illinois","quantile","0.010000",55
"33",2020-05-11,"17 day ahead cum death","2020-05-28",17,"Illinois","quantile","0.010000",4365.53
"34",2020-05-11,"17 day ahead inc death","2020-05-28",17,"Illinois","quantile","0.010000",51.96
"35",2020-05-11,"18 day ahead cum death","2020-05-29",17,"Illinois","quantile","0.010000",4427.79
"36",2020-05-11,"18 day ahead inc death","2020-05-29",17,"Illinois","quantile","0.010000",46.97
"37",2020-05-11,"19 day ahead cum death","2020-05-30",17,"Illinois","quantile","0.010000",4526.85
"38",2020-05-11,"19 day ahead inc death","2020-05-30",17,"Illinois","quantile","0.010000",51.99
"39",2020-05-11,"20 day ahead cum death","2020-05-31",17,"Illinois","quantile","0.010000",4608.94
"40",2020-05-11,"20 day ahead inc death","2020-05-31",17,"Illinois","quantile","0.010000",54.98
"41",2020-05-11,"21 day ahead cum death","2020-06-01",17,"Illinois","quantile","0.010000",4713.78
"42",2020-05-11,"21 day ahead inc death","2020-06-01",17,"Illinois","quantile","0.010000",58.94
