,location,target,type,quantile,forecast_date,target_end_date,value
0,11,1 day ahead cum death,point,,2020-06-01,2020-06-02,545.8571428571429
1,11,1 day ahead cum death,quantile,0.01,2020-06-01,2020-06-02,369.6
2,11,1 day ahead cum death,quantile,0.025,2020-06-01,2020-06-02,373.5
3,11,1 day ahead cum death,quantile,0.05,2020-06-01,2020-06-02,380.0
4,11,1 day ahead cum death,quantile,0.1,2020-06-01,2020-06-02,394.2
5,11,1 day ahead cum death,quantile,0.15,2020-06-01,2020-06-02,409.8
6,11,1 day ahead cum death,quantile,0.2,2020-06-01,2020-06-02,416.4
7,11,1 day ahead cum death,quantile,0.25,2020-06-01,2020-06-02,431.75
8,11,1 day ahead cum death,quantile,0.3,2020-06-01,2020-06-02,462.3
9,11,1 day ahead cum death,quantile,0.35,2020-06-01,2020-06-02,487.35
10,11,1 day ahead cum death,quantile,0.4,2020-06-01,2020-06-02,513.2
11,11,1 day ahead cum death,quantile,0.45,2020-06-01,2020-06-02,543.1
12,11,1 day ahead cum death,quantile,0.5,2020-06-01,2020-06-02,552.0
13,11,1 day ahead cum death,quantile,0.55,2020-06-01,2020-06-02,555.5
14,11,1 day ahead cum death,quantile,0.6,2020-06-01,2020-06-02,562.0
15,11,1 day ahead cum death,quantile,0.65,2020-06-01,2020-06-02,567.1500000000002
16,11,1 day ahead cum death,quantile,0.7,2020-06-01,2020-06-02,580.4
17,11,1 day ahead cum death,quantile,0.75,2020-06-01,2020-06-02,641.5
18,11,1 day ahead cum death,quantile,0.8,2020-06-01,2020-06-02,673.8
19,11,1 day ahead cum death,quantile,0.85,2020-06-01,2020-06-02,689.65
20,11,1 day ahead cum death,quantile,0.9,2020-06-01,2020-06-02,724.1
21,11,1 day ahead cum death,quantile,0.95,2020-06-01,2020-06-02,745.25
22,11,1 day ahead cum death,quantile,0.975,2020-06-01,2020-06-02,750.125
23,11,1 day ahead cum death,quantile,0.99,2020-06-01,2020-06-02,753.0500000000002
24,24,1 day ahead cum death,point,,2020-06-01,2020-06-02,2519.928571428572
25,24,1 day ahead cum death,quantile,0.01,2020-06-01,2020-06-02,1831.22
26,24,1 day ahead cum death,quantile,0.025,2020-06-01,2020-06-02,1869.05
27,24,1 day ahead cum death,quantile,0.05,2020-06-01,2020-06-02,1932.1
28,24,1 day ahead cum death,quantile,0.1,2020-06-01,2020-06-02,2001.8
29,24,1 day ahead cum death,quantile,0.15,2020-06-01,2020-06-02,2005.7
30,24,1 day ahead cum death,quantile,0.2,2020-06-01,2020-06-02,2013.8
31,24,1 day ahead cum death,quantile,0.25,2020-06-01,2020-06-02,2054.75
32,24,1 day ahead cum death,quantile,0.3,2020-06-01,2020-06-02,2147.7
33,24,1 day ahead cum death,quantile,0.35,2020-06-01,2020-06-02,2239.0
34,24,1 day ahead cum death,quantile,0.4,2020-06-01,2020-06-02,2321.4
35,24,1 day ahead cum death,quantile,0.45,2020-06-01,2020-06-02,2384.45
36,24,1 day ahead cum death,quantile,0.5,2020-06-01,2020-06-02,2457.5
37,24,1 day ahead cum death,quantile,0.55,2020-06-01,2020-06-02,2518.25
38,24,1 day ahead cum death,quantile,0.6,2020-06-01,2020-06-02,2528.0
39,24,1 day ahead cum death,quantile,0.65,2020-06-01,2020-06-02,2670.9500000000007
40,24,1 day ahead cum death,quantile,0.7,2020-06-01,2020-06-02,2852.7
41,24,1 day ahead cum death,quantile,0.75,2020-06-01,2020-06-02,2922.25
42,24,1 day ahead cum death,quantile,0.8,2020-06-01,2020-06-02,3017.4
43,24,1 day ahead cum death,quantile,0.85,2020-06-01,2020-06-02,3127.8
44,24,1 day ahead cum death,quantile,0.9,2020-06-01,2020-06-02,3229.2000000000007
45,24,1 day ahead cum death,quantile,0.95,2020-06-01,2020-06-02,3302.25
46,24,1 day ahead cum death,quantile,0.975,2020-06-01,2020-06-02,3326.625
47,24,1 day ahead cum death,quantile,0.99,2020-06-01,2020-06-02,3341.2499999999995
