"","forecast_date","target","target_end_date","location","location_name","type","quantile","value"
"1",2020-05-18,"1 day ahead cum death","2020-05-19",17,"Illinois","quantile","0.010000",4791.86
"2",2020-05-18,"1 day ahead inc death","2020-05-19",17,"Illinois","quantile","0.010000",86.96
"3",2020-05-18,"2 day ahead cum death","2020-05-20",17,"Illinois","quantile","0.010000",4901.77
"4",2020-05-18,"2 day ahead inc death","2020-05-20",17,"Illinois","quantile","0.010000",88.88
"5",2020-05-18,"3 day ahead cum death","2020-05-21",17,"Illinois","quantile","0.010000",5027.54
"6",2020-05-18,"3 day ahead inc death","2020-05-21",17,"Illinois","quantile","0.010000",83.93
"7",2020-05-18,"4 day ahead cum death","2020-05-22",17,"Illinois","quantile","0.010000",5160.5
"8",2020-05-18,"4 day ahead inc death","2020-05-22",17,"Illinois","quantile","0.010000",83.98
"9",2020-05-18,"5 day ahead cum death","2020-05-23",17,"Illinois","quantile","0.010000",5250.8
"10",2020-05-18,"5 day ahead inc death","2020-05-23",17,"Illinois","quantile","0.010000",89.88
"11",2020-05-18,"6 day ahead cum death","2020-05-24",17,"Illinois","quantile","0.010000",5397.72
"12",2020-05-18,"6 day ahead inc death","2020-05-24",17,"Illinois","quantile","0.010000",91.95
"13",2020-05-18,"7 day ahead cum death","2020-05-25",17,"Illinois","quantile","0.010000",5531.91
"14",2020-05-18,"7 day ahead inc death","2020-05-25",17,"Illinois","quantile","0.010000",88.97
"15",2020-05-18,"8 day ahead cum death","2020-05-26",17,"Illinois","quantile","0.010000",5662.76
"16",2020-05-18,"8 day ahead inc death","2020-05-26",17,"Illinois","quantile","0.010000",85.98
"17",2020-05-18,"9 day ahead cum death","2020-05-27",17,"Illinois","quantile","0.010000",5785.9
"18",2020-05-18,"9 day ahead inc death","2020-05-27",17,"Illinois","quantile","0.010000",88.84
"19",2020-05-18,"10 day ahead cum death","2020-05-28",17,"Illinois","quantile","0.010000",5917.87
"20",2020-05-18,"10 day ahead inc death","2020-05-28",17,"Illinois","quantile","0.010000",77.87
"21",2020-05-18,"11 day ahead cum death","2020-05-29",17,"Illinois","quantile","0.010000",6036.93
"22",2020-05-18,"11 day ahead inc death","2020-05-29",17,"Illinois","quantile","0.010000",89.92
"23",2020-05-18,"12 day ahead cum death","2020-05-30",17,"Illinois","quantile","0.010000",6163.96
"24",2020-05-18,"12 day ahead inc death","2020-05-30",17,"Illinois","quantile","0.010000",92
"25",2020-05-18,"13 day ahead cum death","2020-05-31",17,"Illinois","quantile","0.010000",6298.95
"26",2020-05-18,"13 day ahead inc death","2020-05-31",17,"Illinois","quantile","0.010000",89.99
"27",2020-05-18,"14 day ahead cum death","2020-06-01",17,"Illinois","quantile","0.010000",6424.96
"28",2020-05-18,"14 day ahead inc death","2020-06-01",17,"Illinois","quantile","0.010000",87.98
"29",2020-05-18,"15 day ahead cum death","2020-06-02",17,"Illinois","quantile","0.010000",6547.98
"30",2020-05-18,"15 day ahead inc death","2020-06-02",17,"Illinois","quantile","0.010000",88.95
"31",2020-05-18,"16 day ahead cum death","2020-06-03",17,"Illinois","quantile","0.010000",6672.84
"32",2020-05-18,"16 day ahead inc death","2020-06-03",17,"Illinois","quantile","0.010000",97.95
"33",2020-05-18,"17 day ahead cum death","2020-06-04",17,"Illinois","quantile","0.010000",6807.63
"34",2020-05-18,"17 day ahead inc death","2020-06-04",17,"Illinois","quantile","0.010000",90.97
"35",2020-05-18,"18 day ahead cum death","2020-06-05",17,"Illinois","quantile","0.010000",6941.75
"36",2020-05-18,"18 day ahead inc death","2020-06-05",17,"Illinois","quantile","0.010000",96.98
"37",2020-05-18,"19 day ahead cum death","2020-06-06",17,"Illinois","quantile","0.010000",7056.93
"38",2020-05-18,"19 day ahead inc death","2020-06-06",17,"Illinois","quantile","0.010000",90.98
"39",2020-05-18,"20 day ahead cum death","2020-06-07",17,"Illinois","quantile","0.010000",7180.85
"40",2020-05-18,"20 day ahead inc death","2020-06-07",17,"Illinois","quantile","0.010000",84.99
"41",2020-05-18,"21 day ahead cum death","2020-06-08",17,"Illinois","quantile","0.010000",7316
"42",2020-05-18,"21 day ahead inc death","2020-06-08",17,"Illinois","quantile","0.010000",85.99
"43",2020-05-18,"22 day ahead cum death","2020-06-09",17,"Illinois","quantile","0.010000",7445.97
"44",2020-05-18,"22 day ahead inc death","2020-06-09",17,"Illinois","quantile","0.010000",94.98
"45",2020-05-18,"23 day ahead cum death","2020-06-10",17,"Illinois","quantile","0.010000",7570.85
"46",2020-05-18,"23 day ahead inc death","2020-06-10",17,"Illinois","quantile","0.010000",86.98
"47",2020-05-18,"24 day ahead cum death","2020-06-11",17,"Illinois","quantile","0.010000",7696.8
"48",2020-05-18,"24 day ahead inc death","2020-06-11",17,"Illinois","quantile","0.010000",91.96
"49",2020-05-18,"25 day ahead cum death","2020-06-12",17,"Illinois","quantile","0.010000",7826.99
"50",2020-05-18,"25 day ahead inc death","2020-06-12",17,"Illinois","quantile","0.010000",91.94
"51",2020-05-18,"26 day ahead cum death","2020-06-13",17,"Illinois","quantile","0.010000",7977.8
"52",2020-05-18,"26 day ahead inc death","2020-06-13",17,"Illinois","quantile","0.010000",87.93
"53",2020-05-18,"27 day ahead cum death","2020-06-14",17,"Illinois","quantile","0.010000",8107.98
"54",2020-05-18,"27 day ahead inc death","2020-06-14",17,"Illinois","quantile","0.010000",105.95
"55",2020-05-18,"28 day ahead cum death","2020-06-15",17,"Illinois","quantile","0.010000",8216.82
"56",2020-05-18,"28 day ahead inc death","2020-06-15",17,"Illinois","quantile","0.010000",96.94
"57",2020-05-18,"29 day ahead cum death","2020-06-16",17,"Illinois","quantile","0.010000",8344.89
"58",2020-05-18,"29 day ahead inc death","2020-06-16",17,"Illinois","quantile","0.010000",101.97
"59",2020-05-18,"30 day ahead cum death","2020-06-17",17,"Illinois","quantile","0.010000",8478.84
"60",2020-05-18,"30 day ahead inc death","2020-06-17",17,"Illinois","quantile","0.010000",99.97
"61",2020-05-18,"31 day ahead cum death","2020-06-18",17,"Illinois","quantile","0.010000",8584.94
"62",2020-05-18,"31 day ahead inc death","2020-06-18",17,"Illinois","quantile","0.010000",87.83
"63",2020-05-18,"32 day ahead cum death","2020-06-19",17,"Illinois","quantile","0.010000",8741.63
"64",2020-05-18,"32 day ahead inc death","2020-06-19",17,"Illinois","quantile","0.010000",97.93
