"","forecast_date","target","target_end_date","location","location_name","type","quantile","value"
"1",2020-05-11,"1 day ahead cum death","2020-05-12",17,"Illinois","quantile","0.010000",2946.97
"2",2020-05-11,"1 day ahead inc death","2020-05-12",17,"Illinois","quantile","0.010000",44.99
"3",2020-05-11,"2 day ahead cum death","2020-05-13",17,"Illinois","quantile","0.010000",3027.94
"4",2020-05-11,"2 day ahead inc death","2020-05-13",17,"Illinois","quantile","0.010000",43.98
"5",2020-05-11,"3 day ahead cum death","2020-05-14",17,"Illinois","quantile","0.010000",3127.96
"6",2020-05-11,"3 day ahead inc death","2020-05-14",17,"Illinois","quantile","0.010000",45
"7",2020-05-11,"4 day ahead cum death","2020-05-15",17,"Illinois","quantile","0.010000",3217.83
"8",2020-05-11,"4 day ahead inc death","2020-05-15",17,"Illinois","quantile","0.010000",47.98
"9",2020-05-11,"5 day ahead cum death","2020-05-16",17,"Illinois","quantile","0.010000",3291.91
"10",2020-05-11,"5 day ahead inc death","2020-05-16",17,"Illinois","quantile","0.010000",43.92
"11",2020-05-11,"6 day ahead cum death","2020-05-17",17,"Illinois","quantile","0.010000",3382.82
"12",2020-05-11,"6 day ahead inc death","2020-05-17",17,"Illinois","quantile","0.010000",50.98
"13",2020-05-11,"7 day ahead cum death","2020-05-18",17,"Illinois","quantile","0.010000",3462.86
"14",2020-05-11,"7 day ahead inc death","2020-05-18",17,"Illinois","quantile","0.010000",52
"15",2020-05-11,"8 day ahead cum death","2020-05-19",17,"Illinois","quantile","0.010000",3531.97
"16",2020-05-11,"8 day ahead inc death","2020-05-19",17,"Illinois","quantile","0.010000",45.99
"17",2020-05-11,"9 day ahead cum death","2020-05-20",17,"Illinois","quantile","0.010000",3637.84
"18",2020-05-11,"9 day ahead inc death","2020-05-20",17,"Illinois","quantile","0.010000",50.98
"19",2020-05-11,"10 day ahead cum death","2020-05-21",17,"Illinois","quantile","0.010000",3728.6
"20",2020-05-11,"10 day ahead inc death","2020-05-21",17,"Illinois","quantile","0.010000",59.97
"21",2020-05-11,"11 day ahead cum death","2020-05-22",17,"Illinois","quantile","0.010000",3776.94
