target,location,type,quantile,value
5 day ahead inc death,US,quantile,0.7,4228
5 day ahead inc death,US,quantile,0.75,4313
5 day ahead inc death,US,quantile,0.8,4376
5 day ahead inc death,US,quantile,0.85,4432
5 day ahead inc death,US,quantile,0.9,4491
5 day ahead inc death,US,quantile,0.95,4565
5 day ahead inc death,US,quantile,0.975,4628
5 day ahead inc death,US,quantile,0.99,4699
6 day ahead inc death,US,quantile,0.01,2609
6 day ahead inc death,US,quantile,0.025,2635
6 day ahead inc death,US,quantile,0.05,2658
6 day ahead inc death,US,quantile,0.1,2687
6 day ahead inc death,US,quantile,0.15,2712
6 day ahead inc death,US,quantile,0.2,2735
6 day ahead inc death,US,quantile,0.25,2760
6 day ahead inc death,US,quantile,0.3,2797
6 day ahead inc death,US,quantile,0.35,3723
6 day ahead inc death,US,quantile,0.4,3882
6 day ahead inc death,US,quantile,0.45,3974
6 day ahead inc death,US,quantile,0.5,4055
6 day ahead inc death,US,quantile,0.55,4135
6 day ahead inc death,US,quantile,0.6,4228
6 day ahead inc death,US,quantile,0.65,4389
6 day ahead inc death,US,quantile,0.7,5068
6 day ahead inc death,US,quantile,0.75,5178
6 day ahead inc death,US,quantile,0.8,5260
6 day ahead inc death,US,quantile,0.85,5334
6 day ahead inc death,US,quantile,0.9,5412
6 day ahead inc death,US,quantile,0.95,5510
6 day ahead inc death,US,quantile,0.975,5585
6 day ahead inc death,US,quantile,0.99,5679
