quantile,value,type,location,target,forecast_date,target_end_date
0.010,4414,quantile,US,1 wk ahead inc death,2020-07-26,2020-08-01
0.025,4742,quantile,US,1 wk ahead inc death,2020-07-26,2020-08-01
0.050,4973,quantile,US,1 wk ahead inc death,2020-07-26,2020-08-01
0.100,5255,quantile,US,1 wk ahead inc death,2020-07-26,2020-08-01
0.150,5473,quantile,US,1 wk ahead inc death,2020-07-26,2020-08-01
0.200,5653,quantile,US,1 wk ahead inc death,2020-07-26,2020-08-01
0.250,5808,quantile,US,1 wk ahead inc death,2020-07-26,2020-08-01
0.300,5921,quantile,US,1 wk ahead inc death,2020-07-26,2020-08-01
0.350,6084,quantile,US,1 wk ahead inc death,2020-07-26,2020-08-01
0.400,6183,quantile,US,1 wk ahead inc death,2020-07-26,2020-08-01
0.450,6320,quantile,US,1 wk ahead inc death,2020-07-26,2020-08-01
0.500,6454,quantile,US,1 wk ahead inc death,2020-07-26,2020-08-01
,6454,point,US,1 wk ahead inc death,2020-07-26,2020-08-01
0.550,6573,quantile,US,1 wk ahead inc death,2020-07-26,2020-08-01
0.600,6736,quantile,US,1 wk ahead inc death,2020-07-26,2020-08-01
0.650,6868,quantile,US,1 wk ahead inc death,2020-07-26,2020-08-01
0.700,7013,quantile,US,1 wk ahead inc death,2020-07-26,2020-08-01
0.750,7197,quantile,US,1 wk ahead inc death,2020-07-26,2020-08-01
0.800,7365,quantile,US,1 wk ahead inc death,2020-07-26,2020-08-01
0.850,7577,quantile,US,1 wk ahead inc death,2020-07-26,2020-08-01
0.900,7909,quantile,US,1 wk ahead inc death,2020-07-26,2020-08-01
0.950,8419,quantile,US,1 wk ahead inc death,2020-07-26,2020-08-01
0.975,8789,quantile,US,1 wk ahead inc death,2020-07-26,2020-08-01
0.990,9625,quantile,US,1 wk ahead inc death,2020-07-26,2020-08-01
0.010,3831,quantile,US,2 wk ahead inc death,2020-07-26,2020-08-08
0.025,4097,quantile,US,2 wk ahead inc death,2020-07-26,2020-08-08
0.050,4324,quantile,US,2 wk ahead inc death,2020-07-26,2020-08-08
0.100,4764,quantile,US,2 wk ahead inc death,2020-07-26,2020-08-08
0.150,5048,quantile,US,2 wk ahead inc death,2020-07-26,2020-08-08
0.200,5261,quantile,US,2 wk ahead inc death,2020-07-26,2020-08-08
0.250,5493,quantile,US,2 wk ahead inc death,2020-07-26,2020-08-08
0.300,5676,quantile,US,2 wk ahead inc death,2020-07-26,2020-08-08
0.350,5847,quantile,US,2 wk ahead inc death,2020-07-26,2020-08-08
0.400,6026,quantile,US,2 wk ahead inc death,2020-07-26,2020-08-08
0.450,6194,quantile,US,2 wk ahead inc death,2020-07-26,2020-08-08
0.500,6370,quantile,US,2 wk ahead inc death,2020-07-26,2020-08-08
,6370,point,US,2 wk ahead inc death,2020-07-26,2020-08-08
0.550,6548,quantile,US,2 wk ahead inc death,2020-07-26,2020-08-08
0.600,6679,quantile,US,2 wk ahead inc death,2020-07-26,2020-08-08
0.650,6843,quantile,US,2 wk ahead inc death,2020-07-26,2020-08-08
0.700,7068,quantile,US,2 wk ahead inc death,2020-07-26,2020-08-08
0.750,7259,quantile,US,2 wk ahead inc death,2020-07-26,2020-08-08
0.800,7463,quantile,US,2 wk ahead inc death,2020-07-26,2020-08-08
0.850,7813,quantile,US,2 wk ahead inc death,2020-07-26,2020-08-08
0.900,8225,quantile,US,2 wk ahead inc death,2020-07-26,2020-08-08
0.950,8751,quantile,US,2 wk ahead inc death,2020-07-26,2020-08-08
0.975,9342,quantile,US,2 wk ahead inc death,2020-07-26,2020-08-08
0.990,10024,quantile,US,2 wk ahead inc death,2020-07-26,2020-08-08
0.010,3144,quantile,US,3 wk ahead inc death,2020-07-26,2020-08-15
0.025,3328,quantile,US,3 wk ahead inc death,2020-07-26,2020-08-15
0.050,3653,quantile,US,3 wk ahead inc death,2020-07-26,2020-08-15
0.100,4089,quantile,US,3 wk ahead inc death,2020-07-26,2020-08-15
0.150,4385,quantile,US,3 wk ahead inc death,2020-07-26,2020-08-15
0.200,4644,quantile,US,3 wk ahead inc death,2020-07-26,2020-08-15
0.250,4908,quantile,US,3 wk ahead inc death,2020-07-26,2020-08-15
0.300,5124,quantile,US,3 wk ahead inc death,2020-07-26,2020-08-15
0.350,5288,quantile,US,3 wk ahead inc death,2020-07-26,2020-08-15
0.400,5533,quantile,US,3 wk ahead inc death,2020-07-26,2020-08-15
0.450,5782,quantile,US,3 wk ahead inc death,2020-07-26,2020-08-15
0.500,6048,quantile,US,3 wk ahead inc death,2020-07-26,2020-08-15
,6048,point,US,3 wk ahead inc death,2020-07-26,2020-08-15
0.550,6286,quantile,US,3 wk ahead inc death,2020-07-26,2020-08-15
0.600,6606,quantile,US,3 wk ahead inc death,2020-07-26,2020-08-15
0.650,6892,quantile,US,3 wk ahead inc death,2020-07-26,2020-08-15
0.700,7128,quantile,US,3 wk ahead inc death,2020-07-26,2020-08-15
0.750,7458,quantile,US,3 wk ahead inc death,2020-07-26,2020-08-15
0.800,7763,quantile,US,3 wk ahead inc death,2020-07-26,2020-08-15
0.850,8290,quantile,US,3 wk ahead inc death,2020-07-26,2020-08-15
