quantile,value,type,location,target,forecast_date,target_end_date
0.010,3433,quantile,US,1 wk ahead inc death,2020-09-13,2020-09-19
0.025,3673,quantile,US,1 wk ahead inc death,2020-09-13,2020-09-19
0.050,3886,quantile,US,1 wk ahead inc death,2020-09-13,2020-09-19
0.100,4068,quantile,US,1 wk ahead inc death,2020-09-13,2020-09-19
0.150,4211,quantile,US,1 wk ahead inc death,2020-09-13,2020-09-19
0.200,4330,quantile,US,1 wk ahead inc death,2020-09-13,2020-09-19
0.250,4464,quantile,US,1 wk ahead inc death,2020-09-13,2020-09-19
0.300,4570,quantile,US,1 wk ahead inc death,2020-09-13,2020-09-19
0.350,4672,quantile,US,1 wk ahead inc death,2020-09-13,2020-09-19
0.400,4747,quantile,US,1 wk ahead inc death,2020-09-13,2020-09-19
0.450,4855,quantile,US,1 wk ahead inc death,2020-09-13,2020-09-19
0.500,4970,quantile,US,1 wk ahead inc death,2020-09-13,2020-09-19
,4970,point,US,1 wk ahead inc death,2020-09-13,2020-09-19
0.550,5066,quantile,US,1 wk ahead inc death,2020-09-13,2020-09-19
0.600,5162,quantile,US,1 wk ahead inc death,2020-09-13,2020-09-19
0.650,5260,quantile,US,1 wk ahead inc death,2020-09-13,2020-09-19
0.700,5390,quantile,US,1 wk ahead inc death,2020-09-13,2020-09-19
0.750,5532,quantile,US,1 wk ahead inc death,2020-09-13,2020-09-19
0.800,5700,quantile,US,1 wk ahead inc death,2020-09-13,2020-09-19
0.850,5890,quantile,US,1 wk ahead inc death,2020-09-13,2020-09-19
0.900,6096,quantile,US,1 wk ahead inc death,2020-09-13,2020-09-19
0.950,6408,quantile,US,1 wk ahead inc death,2020-09-13,2020-09-19
0.975,6617,quantile,US,1 wk ahead inc death,2020-09-13,2020-09-19
0.990,6835,quantile,US,1 wk ahead inc death,2020-09-13,2020-09-19
0.010,2988,quantile,US,2 wk ahead inc death,2020-09-13,2020-09-26
0.025,3196,quantile,US,2 wk ahead inc death,2020-09-13,2020-09-26
0.050,3376,quantile,US,2 wk ahead inc death,2020-09-13,2020-09-26
0.100,3652,quantile,US,2 wk ahead inc death,2020-09-13,2020-09-26
0.150,3840,quantile,US,2 wk ahead inc death,2020-09-13,2020-09-26
0.200,3957,quantile,US,2 wk ahead inc death,2020-09-13,2020-09-26
0.250,4111,quantile,US,2 wk ahead inc death,2020-09-13,2020-09-26
0.300,4213,quantile,US,2 wk ahead inc death,2020-09-13,2020-09-26
0.350,4321,quantile,US,2 wk ahead inc death,2020-09-13,2020-09-26
0.400,4436,quantile,US,2 wk ahead inc death,2020-09-13,2020-09-26
0.450,4526,quantile,US,2 wk ahead inc death,2020-09-13,2020-09-26
0.500,4616,quantile,US,2 wk ahead inc death,2020-09-13,2020-09-26
,4616,point,US,2 wk ahead inc death,2020-09-13,2020-09-26
0.550,4723,quantile,US,2 wk ahead inc death,2020-09-13,2020-09-26
0.600,4831,quantile,US,2 wk ahead inc death,2020-09-13,2020-09-26
0.650,4948,quantile,US,2 wk ahead inc death,2020-09-13,2020-09-26
0.700,5054,quantile,US,2 wk ahead inc death,2020-09-13,2020-09-26
0.750,5188,quantile,US,2 wk ahead inc death,2020-09-13,2020-09-26
0.800,5343,quantile,US,2 wk ahead inc death,2020-09-13,2020-09-26
0.850,5553,quantile,US,2 wk ahead inc death,2020-09-13,2020-09-26
0.900,5809,quantile,US,2 wk ahead inc death,2020-09-13,2020-09-26
0.950,6240,quantile,US,2 wk ahead inc death,2020-09-13,2020-09-26
0.975,6584,quantile,US,2 wk ahead inc death,2020-09-13,2020-09-26
0.990,6906,quantile,US,2 wk ahead inc death,2020-09-13,2020-09-26
0.010,2523,quantile,US,3 wk ahead inc death,2020-09-13,2020-10-03
0.025,2700,quantile,US,3 wk ahead inc death,2020-09-13,2020-10-03
0.050,2884,quantile,US,3 wk ahead inc death,2020-09-13,2020-10-03
0.100,3123,quantile,US,3 wk ahead inc death,2020-09-13,2020-10-03
0.150,3293,quantile,US,3 wk ahead inc death,2020-09-13,2020-10-03
0.200,3451,quantile,US,3 wk ahead inc death,2020-09-13,2020-10-03
0.250,3608,quantile,US,3 wk ahead inc death,2020-09-13,2020-10-03
0.300,3740,quantile,US,3 wk ahead inc death,2020-09-13,2020-10-03
0.350,3850,quantile,US,3 wk ahead inc death,2020-09-13,2020-10-03
0.400,3997,quantile,US,3 wk ahead inc death,2020-09-13,2020-10-03
0.450,4167,quantile,US,3 wk ahead inc death,2020-09-13,2020-10-03
0.500,4308,quantile,US,3 wk ahead inc death,2020-09-13,2020-10-03
,4308,point,US,3 wk ahead inc death,2020-09-13,2020-10-03
0.550,4442,quantile,US,3 wk ahead inc death,2020-09-13,2020-10-03
