quantile,value,type,location,target,forecast_date,target_end_date
0.010,3723,quantile,US,1 wk ahead inc death,2020-10-11,2020-10-17
0.025,3869,quantile,US,1 wk ahead inc death,2020-10-11,2020-10-17
0.050,4044,quantile,US,1 wk ahead inc death,2020-10-11,2020-10-17
0.100,4300,quantile,US,1 wk ahead inc death,2020-10-11,2020-10-17
0.150,4434,quantile,US,1 wk ahead inc death,2020-10-11,2020-10-17
0.200,4538,quantile,US,1 wk ahead inc death,2020-10-11,2020-10-17
0.250,4668,quantile,US,1 wk ahead inc death,2020-10-11,2020-10-17
0.300,4784,quantile,US,1 wk ahead inc death,2020-10-11,2020-10-17
0.350,4923,quantile,US,1 wk ahead inc death,2020-10-11,2020-10-17
0.400,5015,quantile,US,1 wk ahead inc death,2020-10-11,2020-10-17
0.450,5134,quantile,US,1 wk ahead inc death,2020-10-11,2020-10-17
0.500,5245,quantile,US,1 wk ahead inc death,2020-10-11,2020-10-17
,5245,point,US,1 wk ahead inc death,2020-10-11,2020-10-17
0.550,5331,quantile,US,1 wk ahead inc death,2020-10-11,2020-10-17
0.600,5437,quantile,US,1 wk ahead inc death,2020-10-11,2020-10-17
0.650,5550,quantile,US,1 wk ahead inc death,2020-10-11,2020-10-17
0.700,5672,quantile,US,1 wk ahead inc death,2020-10-11,2020-10-17
0.750,5821,quantile,US,1 wk ahead inc death,2020-10-11,2020-10-17
0.800,6005,quantile,US,1 wk ahead inc death,2020-10-11,2020-10-17
0.850,6152,quantile,US,1 wk ahead inc death,2020-10-11,2020-10-17
0.900,6344,quantile,US,1 wk ahead inc death,2020-10-11,2020-10-17
0.950,6710,quantile,US,1 wk ahead inc death,2020-10-11,2020-10-17
0.975,7090,quantile,US,1 wk ahead inc death,2020-10-11,2020-10-17
0.990,7518,quantile,US,1 wk ahead inc death,2020-10-11,2020-10-17
0.010,3408,quantile,US,2 wk ahead inc death,2020-10-11,2020-10-24
0.025,3649,quantile,US,2 wk ahead inc death,2020-10-11,2020-10-24
0.050,3912,quantile,US,2 wk ahead inc death,2020-10-11,2020-10-24
0.100,4185,quantile,US,2 wk ahead inc death,2020-10-11,2020-10-24
0.150,4364,quantile,US,2 wk ahead inc death,2020-10-11,2020-10-24
0.200,4554,quantile,US,2 wk ahead inc death,2020-10-11,2020-10-24
0.250,4701,quantile,US,2 wk ahead inc death,2020-10-11,2020-10-24
0.300,4846,quantile,US,2 wk ahead inc death,2020-10-11,2020-10-24
0.350,4978,quantile,US,2 wk ahead inc death,2020-10-11,2020-10-24
0.400,5122,quantile,US,2 wk ahead inc death,2020-10-11,2020-10-24
0.450,5254,quantile,US,2 wk ahead inc death,2020-10-11,2020-10-24
