quantile,value,type,location,target,forecast_date,target_end_date
0.010,13172,quantile,US,1 wk ahead inc death,2020-12-20,2020-12-26
0.025,13610,quantile,US,1 wk ahead inc death,2020-12-20,2020-12-26
0.050,14340,quantile,US,1 wk ahead inc death,2020-12-20,2020-12-26
0.100,15231,quantile,US,1 wk ahead inc death,2020-12-20,2020-12-26
0.150,15857,quantile,US,1 wk ahead inc death,2020-12-20,2020-12-26
0.200,16311,quantile,US,1 wk ahead inc death,2020-12-20,2020-12-26
0.250,16722,quantile,US,1 wk ahead inc death,2020-12-20,2020-12-26
0.300,17077,quantile,US,1 wk ahead inc death,2020-12-20,2020-12-26
0.350,17434,quantile,US,1 wk ahead inc death,2020-12-20,2020-12-26
0.400,17782,quantile,US,1 wk ahead inc death,2020-12-20,2020-12-26
0.450,18085,quantile,US,1 wk ahead inc death,2020-12-20,2020-12-26
0.500,18450,quantile,US,1 wk ahead inc death,2020-12-20,2020-12-26
,18450,point,US,1 wk ahead inc death,2020-12-20,2020-12-26
0.550,18846,quantile,US,1 wk ahead inc death,2020-12-20,2020-12-26
0.600,19146,quantile,US,1 wk ahead inc death,2020-12-20,2020-12-26
0.650,19467,quantile,US,1 wk ahead inc death,2020-12-20,2020-12-26
0.700,19935,quantile,US,1 wk ahead inc death,2020-12-20,2020-12-26
0.750,20351,quantile,US,1 wk ahead inc death,2020-12-20,2020-12-26
0.800,20712,quantile,US,1 wk ahead inc death,2020-12-20,2020-12-26
0.850,21372,quantile,US,1 wk ahead inc death,2020-12-20,2020-12-26
0.900,22144,quantile,US,1 wk ahead inc death,2020-12-20,2020-12-26
0.950,23329,quantile,US,1 wk ahead inc death,2020-12-20,2020-12-26
0.975,24910,quantile,US,1 wk ahead inc death,2020-12-20,2020-12-26
0.990,26006,quantile,US,1 wk ahead inc death,2020-12-20,2020-12-26
0.010,11624,quantile,US,2 wk ahead inc death,2020-12-20,2021-01-02
0.025,12396,quantile,US,2 wk ahead inc death,2020-12-20,2021-01-02
0.050,13168,quantile,US,2 wk ahead inc death,2020-12-20,2021-01-02
0.100,14067,quantile,US,2 wk ahead inc death,2020-12-20,2021-01-02
0.150,14875,quantile,US,2 wk ahead inc death,2020-12-20,2021-01-02
0.200,15582,quantile,US,2 wk ahead inc death,2020-12-20,2021-01-02
0.250,16068,quantile,US,2 wk ahead inc death,2020-12-20,2021-01-02
