quantile,value,type,location,target,forecast_date,target_end_date
0.010,5855,quantile,US,1 wk ahead inc death,2020-11-08,2020-11-14
0.025,6059,quantile,US,1 wk ahead inc death,2020-11-08,2020-11-14
0.050,6383,quantile,US,1 wk ahead inc death,2020-11-08,2020-11-14
0.100,6782,quantile,US,1 wk ahead inc death,2020-11-08,2020-11-14
0.150,7017,quantile,US,1 wk ahead inc death,2020-11-08,2020-11-14
0.200,7194,quantile,US,1 wk ahead inc death,2020-11-08,2020-11-14
0.250,7392,quantile,US,1 wk ahead inc death,2020-11-08,2020-11-14
0.300,7580,quantile,US,1 wk ahead inc death,2020-11-08,2020-11-14
0.350,7750,quantile,US,1 wk ahead inc death,2020-11-08,2020-11-14
0.400,7885,quantile,US,1 wk ahead inc death,2020-11-08,2020-11-14
0.450,8065,quantile,US,1 wk ahead inc death,2020-11-08,2020-11-14
0.500,8256,quantile,US,1 wk ahead inc death,2020-11-08,2020-11-14
,8256,point,US,1 wk ahead inc death,2020-11-08,2020-11-14
0.550,8417,quantile,US,1 wk ahead inc death,2020-11-08,2020-11-14
0.600,8603,quantile,US,1 wk ahead inc death,2020-11-08,2020-11-14
0.650,8785,quantile,US,1 wk ahead inc death,2020-11-08,2020-11-14
0.700,8945,quantile,US,1 wk ahead inc death,2020-11-08,2020-11-14
0.750,9136,quantile,US,1 wk ahead inc death,2020-11-08,2020-11-14
0.800,9393,quantile,US,1 wk ahead inc death,2020-11-08,2020-11-14
0.850,9662,quantile,US,1 wk ahead inc death,2020-11-08,2020-11-14
0.900,10089,quantile,US,1 wk ahead inc death,2020-11-08,2020-11-14
0.950,10685,quantile,US,1 wk ahead inc death,2020-11-08,2020-11-14
0.975,11216,quantile,US,1 wk ahead inc death,2020-11-08,2020-11-14
0.990,11798,quantile,US,1 wk ahead inc death,2020-11-08,2020-11-14
0.010,6265,quantile,US,2 wk ahead inc death,2020-11-08,2020-11-21
0.025,6559,quantile,US,2 wk ahead inc death,2020-11-08,2020-11-21
0.050,7021,quantile,US,2 wk ahead inc death,2020-11-08,2020-11-21
0.100,7596,quantile,US,2 wk ahead inc death,2020-11-08,2020-11-21
0.150,8022,quantile,US,2 wk ahead inc death,2020-11-08,2020-11-21
0.200,8383,quantile,US,2 wk ahead inc death,2020-11-08,2020-11-21
0.250,8756,quantile,US,2 wk ahead inc death,2020-11-08,2020-11-21
0.300,9004,quantile,US,2 wk ahead inc death,2020-11-08,2020-11-21
0.350,9262,quantile,US,2 wk ahead inc death,2020-11-08,2020-11-21
0.400,9524,quantile,US,2 wk ahead inc death,2020-11-08,2020-11-21
0.450,9812,quantile,US,2 wk ahead inc death,2020-11-08,2020-11-21
0.500,10050,quantile,US,2 wk ahead inc death,2020-11-08,2020-11-21
,10050,point,US,2 wk ahead inc death,2020-11-08,2020-11-21
0.550,10304,quantile,US,2 wk ahead inc death,2020-11-08,2020-11-21
0.600,10553,quantile,US,2 wk ahead inc death,2020-11-08,2020-11-21
0.650,10898,quantile,US,2 wk ahead inc death,2020-11-08,2020-11-21
0.700,11281,quantile,US,2 wk ahead inc death,2020-11-08,2020-11-21
0.750,11734,quantile,US,2 wk ahead inc death,2020-11-08,2020-11-21
0.800,12078,quantile,US,2 wk ahead inc death,2020-11-08,2020-11-21
0.850,12650,quantile,US,2 wk ahead inc death,2020-11-08,2020-11-21
0.900,13263,quantile,US,2 wk ahead inc death,2020-11-08,2020-11-21
0.950,14492,quantile,US,2 wk ahead inc death,2020-11-08,2020-11-21
0.975,15458,quantile,US,2 wk ahead inc death,2020-11-08,2020-11-21
0.990,16158,quantile,US,2 wk ahead inc death,2020-11-08,2020-11-21
0.010,6334,quantile,US,3 wk ahead inc death,2020-11-08,2020-11-28
0.025,6964,quantile,US,3 wk ahead inc death,2020-11-08,2020-11-28
0.050,7590,quantile,US,3 wk ahead inc death,2020-11-08,2020-11-28
0.100,8275,quantile,US,3 wk ahead inc death,2020-11-08,2020-11-28
0.150,8838,quantile,US,3 wk ahead inc death,2020-11-08,2020-11-28
0.200,9455,quantile,US,3 wk ahead inc death,2020-11-08,2020-11-28
0.250,9954,quantile,US,3 wk ahead inc death,2020-11-08,2020-11-28
0.300,10424,quantile,US,3 wk ahead inc death,2020-11-08,2020-11-28
0.350,10893,quantile,US,3 wk ahead inc death,2020-11-08,2020-11-28
0.400,11377,quantile,US,3 wk ahead inc death,2020-11-08,2020-11-28
0.450,11839,quantile,US,3 wk ahead inc death,2020-11-08,2020-11-28
0.500,12329,quantile,US,3 wk ahead inc death,2020-11-08,2020-11-28
,12329,point,US,3 wk ahead inc death,2020-11-08,2020-11-28
0.550,12806,quantile,US,3 wk ahead inc death,2020-11-08,2020-11-28
0.600,13376,quantile,US,3 wk ahead inc death,2020-11-08,2020-11-28
0.650,14068,quantile,US,3 wk ahead inc death,2020-11-08,2020-11-28
0.700,14773,quantile,US,3 wk ahead inc death,2020-11-08,2020-11-28
0.750,15572,quantile,US,3 wk ahead inc death,2020-11-08,2020-11-28
0.800,16492,quantile,US,3 wk ahead inc death,2020-11-08,2020-11-28
0.850,17323,quantile,US,3 wk ahead inc death,2020-11-08,2020-11-28
0.900,18637,quantile,US,3 wk ahead inc death,2020-11-08,2020-11-28
0.950,20474,quantile,US,3 wk ahead inc death,2020-11-08,2020-11-28
0.975,21861,quantile,US,3 wk ahead inc death,2020-11-08,2020-11-28
0.990,23072,quantile,US,3 wk ahead inc death,2020-11-08,2020-11-28
0.010,6185,quantile,US,4 wk ahead inc death,2020-11-08,2020-12-05
