quantile,value,type,location,target,forecast_date,target_end_date
0.010,8293,quantile,US,1 wk ahead inc death,2021-02-21,2021-02-27
0.025,8544,quantile,US,1 wk ahead inc death,2021-02-21,2021-02-27
0.050,9063,quantile,US,1 wk ahead inc death,2021-02-21,2021-02-27
0.100,9587,quantile,US,1 wk ahead inc death,2021-02-21,2021-02-27
0.150,9909,quantile,US,1 wk ahead inc death,2021-02-21,2021-02-27
0.200,10178,quantile,US,1 wk ahead inc death,2021-02-21,2021-02-27
0.250,10400,quantile,US,1 wk ahead inc death,2021-02-21,2021-02-27
0.300,10603,quantile,US,1 wk ahead inc death,2021-02-21,2021-02-27
0.350,10788,quantile,US,1 wk ahead inc death,2021-02-21,2021-02-27
0.400,11031,quantile,US,1 wk ahead inc death,2021-02-21,2021-02-27
0.450,11234,quantile,US,1 wk ahead inc death,2021-02-21,2021-02-27
0.500,11436,quantile,US,1 wk ahead inc death,2021-02-21,2021-02-27
,11436,point,US,1 wk ahead inc death,2021-02-21,2021-02-27
0.550,11673,quantile,US,1 wk ahead inc death,2021-02-21,2021-02-27
0.600,11850,quantile,US,1 wk ahead inc death,2021-02-21,2021-02-27
0.650,12058,quantile,US,1 wk ahead inc death,2021-02-21,2021-02-27
0.700,12328,quantile,US,1 wk ahead inc death,2021-02-21,2021-02-27
0.750,12642,quantile,US,1 wk ahead inc death,2021-02-21,2021-02-27
0.800,12951,quantile,US,1 wk ahead inc death,2021-02-21,2021-02-27
0.850,13364,quantile,US,1 wk ahead inc death,2021-02-21,2021-02-27
0.900,13849,quantile,US,1 wk ahead inc death,2021-02-21,2021-02-27
0.950,14549,quantile,US,1 wk ahead inc death,2021-02-21,2021-02-27
0.975,15013,quantile,US,1 wk ahead inc death,2021-02-21,2021-02-27
0.990,15596,quantile,US,1 wk ahead inc death,2021-02-21,2021-02-27
0.010,6342,quantile,US,2 wk ahead inc death,2021-02-21,2021-03-06
0.025,6721,quantile,US,2 wk ahead inc death,2021-02-21,2021-03-06
0.050,7140,quantile,US,2 wk ahead inc death,2021-02-21,2021-03-06
0.100,7630,quantile,US,2 wk ahead inc death,2021-02-21,2021-03-06
0.150,7970,quantile,US,2 wk ahead inc death,2021-02-21,2021-03-06
0.200,8210,quantile,US,2 wk ahead inc death,2021-02-21,2021-03-06
0.250,8413,quantile,US,2 wk ahead inc death,2021-02-21,2021-03-06
0.300,8633,quantile,US,2 wk ahead inc death,2021-02-21,2021-03-06
0.350,8841,quantile,US,2 wk ahead inc death,2021-02-21,2021-03-06
0.400,9041,quantile,US,2 wk ahead inc death,2021-02-21,2021-03-06
0.450,9255,quantile,US,2 wk ahead inc death,2021-02-21,2021-03-06
0.500,9478,quantile,US,2 wk ahead inc death,2021-02-21,2021-03-06
,9478,point,US,2 wk ahead inc death,2021-02-21,2021-03-06
0.550,9679,quantile,US,2 wk ahead inc death,2021-02-21,2021-03-06
0.600,9841,quantile,US,2 wk ahead inc death,2021-02-21,2021-03-06
0.650,10114,quantile,US,2 wk ahead inc death,2021-02-21,2021-03-06
0.700,10329,quantile,US,2 wk ahead inc death,2021-02-21,2021-03-06
0.750,10594,quantile,US,2 wk ahead inc death,2021-02-21,2021-03-06
0.800,10916,quantile,US,2 wk ahead inc death,2021-02-21,2021-03-06
0.850,11217,quantile,US,2 wk ahead inc death,2021-02-21,2021-03-06
0.900,11672,quantile,US,2 wk ahead inc death,2021-02-21,2021-03-06
0.950,12481,quantile,US,2 wk ahead inc death,2021-02-21,2021-03-06
0.975,13342,quantile,US,2 wk ahead inc death,2021-02-21,2021-03-06
0.990,13931,quantile,US,2 wk ahead inc death,2021-02-21,2021-03-06
0.010,4722,quantile,US,3 wk ahead inc death,2021-02-21,2021-03-13
0.025,5118,quantile,US,3 wk ahead inc death,2021-02-21,2021-03-13
0.050,5464,quantile,US,3 wk ahead inc death,2021-02-21,2021-03-13
