quantile,value,type,location,target,forecast_date,target_end_date
0.010,12095,quantile,US,1 wk ahead inc death,2020-12-27,2021-01-02
0.025,12773,quantile,US,1 wk ahead inc death,2020-12-27,2021-01-02
0.050,13317,quantile,US,1 wk ahead inc death,2020-12-27,2021-01-02
0.100,14062,quantile,US,1 wk ahead inc death,2020-12-27,2021-01-02
0.150,14549,quantile,US,1 wk ahead inc death,2020-12-27,2021-01-02
0.200,14911,quantile,US,1 wk ahead inc death,2020-12-27,2021-01-02
0.250,15253,quantile,US,1 wk ahead inc death,2020-12-27,2021-01-02
0.300,15671,quantile,US,1 wk ahead inc death,2020-12-27,2021-01-02
0.350,15987,quantile,US,1 wk ahead inc death,2020-12-27,2021-01-02
0.400,16304,quantile,US,1 wk ahead inc death,2020-12-27,2021-01-02
0.450,16596,quantile,US,1 wk ahead inc death,2020-12-27,2021-01-02
0.500,16900,quantile,US,1 wk ahead inc death,2020-12-27,2021-01-02
,16900,point,US,1 wk ahead inc death,2020-12-27,2021-01-02
0.550,17203,quantile,US,1 wk ahead inc death,2020-12-27,2021-01-02
0.600,17522,quantile,US,1 wk ahead inc death,2020-12-27,2021-01-02
0.650,17925,quantile,US,1 wk ahead inc death,2020-12-27,2021-01-02
0.700,18318,quantile,US,1 wk ahead inc death,2020-12-27,2021-01-02
0.750,18702,quantile,US,1 wk ahead inc death,2020-12-27,2021-01-02
0.800,19086,quantile,US,1 wk ahead inc death,2020-12-27,2021-01-02
0.850,19598,quantile,US,1 wk ahead inc death,2020-12-27,2021-01-02
0.900,20323,quantile,US,1 wk ahead inc death,2020-12-27,2021-01-02
0.950,21467,quantile,US,1 wk ahead inc death,2020-12-27,2021-01-02
0.975,22453,quantile,US,1 wk ahead inc death,2020-12-27,2021-01-02
0.990,23619,quantile,US,1 wk ahead inc death,2020-12-27,2021-01-02
0.010,10410,quantile,US,2 wk ahead inc death,2020-12-27,2021-01-09
0.025,11057,quantile,US,2 wk ahead inc death,2020-12-27,2021-01-09
0.050,11565,quantile,US,2 wk ahead inc death,2020-12-27,2021-01-09
0.100,12284,quantile,US,2 wk ahead inc death,2020-12-27,2021-01-09
0.150,12887,quantile,US,2 wk ahead inc death,2020-12-27,2021-01-09
0.200,13379,quantile,US,2 wk ahead inc death,2020-12-27,2021-01-09
0.250,13848,quantile,US,2 wk ahead inc death,2020-12-27,2021-01-09
0.300,14127,quantile,US,2 wk ahead inc death,2020-12-27,2021-01-09
0.350,14633,quantile,US,2 wk ahead inc death,2020-12-27,2021-01-09
0.400,15113,quantile,US,2 wk ahead inc death,2020-12-27,2021-01-09
0.450,15375,quantile,US,2 wk ahead inc death,2020-12-27,2021-01-09
0.500,15764,quantile,US,2 wk ahead inc death,2020-12-27,2021-01-09
,15764,point,US,2 wk ahead inc death,2020-12-27,2021-01-09
0.550,16108,quantile,US,2 wk ahead inc death,2020-12-27,2021-01-09
0.600,16393,quantile,US,2 wk ahead inc death,2020-12-27,2021-01-09
0.650,16761,quantile,US,2 wk ahead inc death,2020-12-27,2021-01-09
0.700,17151,quantile,US,2 wk ahead inc death,2020-12-27,2021-01-09
0.750,17652,quantile,US,2 wk ahead inc death,2020-12-27,2021-01-09
0.800,18082,quantile,US,2 wk ahead inc death,2020-12-27,2021-01-09
0.850,18702,quantile,US,2 wk ahead inc death,2020-12-27,2021-01-09
0.900,19354,quantile,US,2 wk ahead inc death,2020-12-27,2021-01-09
0.950,20519,quantile,US,2 wk ahead inc death,2020-12-27,2021-01-09
0.975,21552,quantile,US,2 wk ahead inc death,2020-12-27,2021-01-09
0.990,23063,quantile,US,2 wk ahead inc death,2020-12-27,2021-01-09
0.010,8464,quantile,US,3 wk ahead inc death,2020-12-27,2021-01-16
0.025,9209,quantile,US,3 wk ahead inc death,2020-12-27,2021-01-16
0.050,9900,quantile,US,3 wk ahead inc death,2020-12-27,2021-01-16
0.100,10597,quantile,US,3 wk ahead inc death,2020-12-27,2021-01-16
0.150,11202,quantile,US,3 wk ahead inc death,2020-12-27,2021-01-16
0.200,11747,quantile,US,3 wk ahead inc death,2020-12-27,2021-01-16
0.250,12152,quantile,US,3 wk ahead inc death,2020-12-27,2021-01-16
0.300,12507,quantile,US,3 wk ahead inc death,2020-12-27,2021-01-16
0.350,12839,quantile,US,3 wk ahead inc death,2020-12-27,2021-01-16
0.400,13262,quantile,US,3 wk ahead inc death,2020-12-27,2021-01-16
0.450,13684,quantile,US,3 wk ahead inc death,2020-12-27,2021-01-16
0.500,14044,quantile,US,3 wk ahead inc death,2020-12-27,2021-01-16
,14044,point,US,3 wk ahead inc death,2020-12-27,2021-01-16
