quantile,value,type,location,target,forecast_date,target_end_date
0.010,14408,quantile,US,1 wk ahead inc death,2021-01-24,2021-01-30
0.025,14820,quantile,US,1 wk ahead inc death,2021-01-24,2021-01-30
0.050,15525,quantile,US,1 wk ahead inc death,2021-01-24,2021-01-30
0.100,16588,quantile,US,1 wk ahead inc death,2021-01-24,2021-01-30
0.150,17072,quantile,US,1 wk ahead inc death,2021-01-24,2021-01-30
0.200,17484,quantile,US,1 wk ahead inc death,2021-01-24,2021-01-30
0.250,17916,quantile,US,1 wk ahead inc death,2021-01-24,2021-01-30
0.300,18311,quantile,US,1 wk ahead inc death,2021-01-24,2021-01-30
0.350,18755,quantile,US,1 wk ahead inc death,2021-01-24,2021-01-30
0.400,19119,quantile,US,1 wk ahead inc death,2021-01-24,2021-01-30
0.450,19492,quantile,US,1 wk ahead inc death,2021-01-24,2021-01-30
0.500,19932,quantile,US,1 wk ahead inc death,2021-01-24,2021-01-30
,19932,point,US,1 wk ahead inc death,2021-01-24,2021-01-30
0.550,20340,quantile,US,1 wk ahead inc death,2021-01-24,2021-01-30
0.600,20690,quantile,US,1 wk ahead inc death,2021-01-24,2021-01-30
0.650,21081,quantile,US,1 wk ahead inc death,2021-01-24,2021-01-30
0.700,21562,quantile,US,1 wk ahead inc death,2021-01-24,2021-01-30
0.750,21951,quantile,US,1 wk ahead inc death,2021-01-24,2021-01-30
0.800,22457,quantile,US,1 wk ahead inc death,2021-01-24,2021-01-30
0.850,23020,quantile,US,1 wk ahead inc death,2021-01-24,2021-01-30
0.900,23904,quantile,US,1 wk ahead inc death,2021-01-24,2021-01-30
0.950,25269,quantile,US,1 wk ahead inc death,2021-01-24,2021-01-30
0.975,26809,quantile,US,1 wk ahead inc death,2021-01-24,2021-01-30
0.990,27968,quantile,US,1 wk ahead inc death,2021-01-24,2021-01-30
0.010,11226,quantile,US,2 wk ahead inc death,2021-01-24,2021-02-06
0.025,11979,quantile,US,2 wk ahead inc death,2021-01-24,2021-02-06
0.050,12918,quantile,US,2 wk ahead inc death,2021-01-24,2021-02-06
0.100,13943,quantile,US,2 wk ahead inc death,2021-01-24,2021-02-06
0.150,14621,quantile,US,2 wk ahead inc death,2021-01-24,2021-02-06
0.200,15147,quantile,US,2 wk ahead inc death,2021-01-24,2021-02-06
0.250,15682,quantile,US,2 wk ahead inc death,2021-01-24,2021-02-06
0.300,16133,quantile,US,2 wk ahead inc death,2021-01-24,2021-02-06
0.350,16461,quantile,US,2 wk ahead inc death,2021-01-24,2021-02-06
0.400,16869,quantile,US,2 wk ahead inc death,2021-01-24,2021-02-06
0.450,17231,quantile,US,2 wk ahead inc death,2021-01-24,2021-02-06
0.500,17621,quantile,US,2 wk ahead inc death,2021-01-24,2021-02-06
,17621,point,US,2 wk ahead inc death,2021-01-24,2021-02-06
0.550,18028,quantile,US,2 wk ahead inc death,2021-01-24,2021-02-06
0.600,18456,quantile,US,2 wk ahead inc death,2021-01-24,2021-02-06
0.650,18837,quantile,US,2 wk ahead inc death,2021-01-24,2021-02-06
0.700,19368,quantile,US,2 wk ahead inc death,2021-01-24,2021-02-06
0.750,19848,quantile,US,2 wk ahead inc death,2021-01-24,2021-02-06
