quantile,value,type,location,target,forecast_date,target_end_date
0.010,4653,quantile,US,1 wk ahead inc death,2020-08-09,2020-08-15
0.025,4917,quantile,US,1 wk ahead inc death,2020-08-09,2020-08-15
0.050,5227,quantile,US,1 wk ahead inc death,2020-08-09,2020-08-15
0.100,5550,quantile,US,1 wk ahead inc death,2020-08-09,2020-08-15
0.150,5798,quantile,US,1 wk ahead inc death,2020-08-09,2020-08-15
0.200,5968,quantile,US,1 wk ahead inc death,2020-08-09,2020-08-15
0.250,6175,quantile,US,1 wk ahead inc death,2020-08-09,2020-08-15
0.300,6332,quantile,US,1 wk ahead inc death,2020-08-09,2020-08-15
0.350,6492,quantile,US,1 wk ahead inc death,2020-08-09,2020-08-15
0.400,6641,quantile,US,1 wk ahead inc death,2020-08-09,2020-08-15
0.450,6747,quantile,US,1 wk ahead inc death,2020-08-09,2020-08-15
0.500,6837,quantile,US,1 wk ahead inc death,2020-08-09,2020-08-15
,6837,point,US,1 wk ahead inc death,2020-08-09,2020-08-15
0.550,6992,quantile,US,1 wk ahead inc death,2020-08-09,2020-08-15
0.600,7126,quantile,US,1 wk ahead inc death,2020-08-09,2020-08-15
0.650,7247,quantile,US,1 wk ahead inc death,2020-08-09,2020-08-15
0.700,7418,quantile,US,1 wk ahead inc death,2020-08-09,2020-08-15
0.750,7623,quantile,US,1 wk ahead inc death,2020-08-09,2020-08-15
0.800,7794,quantile,US,1 wk ahead inc death,2020-08-09,2020-08-15
0.850,7993,quantile,US,1 wk ahead inc death,2020-08-09,2020-08-15
0.900,8254,quantile,US,1 wk ahead inc death,2020-08-09,2020-08-15
0.950,8697,quantile,US,1 wk ahead inc death,2020-08-09,2020-08-15
0.975,9004,quantile,US,1 wk ahead inc death,2020-08-09,2020-08-15
0.990,9629,quantile,US,1 wk ahead inc death,2020-08-09,2020-08-15
0.010,3737,quantile,US,2 wk ahead inc death,2020-08-09,2020-08-22
0.025,4052,quantile,US,2 wk ahead inc death,2020-08-09,2020-08-22
0.050,4343,quantile,US,2 wk ahead inc death,2020-08-09,2020-08-22
0.100,4691,quantile,US,2 wk ahead inc death,2020-08-09,2020-08-22
0.150,4966,quantile,US,2 wk ahead inc death,2020-08-09,2020-08-22
0.200,5156,quantile,US,2 wk ahead inc death,2020-08-09,2020-08-22
0.250,5332,quantile,US,2 wk ahead inc death,2020-08-09,2020-08-22
0.300,5456,quantile,US,2 wk ahead inc death,2020-08-09,2020-08-22
0.350,5641,quantile,US,2 wk ahead inc death,2020-08-09,2020-08-22
0.400,5801,quantile,US,2 wk ahead inc death,2020-08-09,2020-08-22
0.450,5946,quantile,US,2 wk ahead inc death,2020-08-09,2020-08-22
0.500,6080,quantile,US,2 wk ahead inc death,2020-08-09,2020-08-22
,6080,point,US,2 wk ahead inc death,2020-08-09,2020-08-22
0.550,6251,quantile,US,2 wk ahead inc death,2020-08-09,2020-08-22
0.600,6370,quantile,US,2 wk ahead inc death,2020-08-09,2020-08-22
0.650,6567,quantile,US,2 wk ahead inc death,2020-08-09,2020-08-22
0.700,6766,quantile,US,2 wk ahead inc death,2020-08-09,2020-08-22
0.750,6940,quantile,US,2 wk ahead inc death,2020-08-09,2020-08-22
0.800,7148,quantile,US,2 wk ahead inc death,2020-08-09,2020-08-22
0.850,7421,quantile,US,2 wk ahead inc death,2020-08-09,2020-08-22
0.900,7781,quantile,US,2 wk ahead inc death,2020-08-09,2020-08-22
0.950,8273,quantile,US,2 wk ahead inc death,2020-08-09,2020-08-22
0.975,8755,quantile,US,2 wk ahead inc death,2020-08-09,2020-08-22
0.990,9184,quantile,US,2 wk ahead inc death,2020-08-09,2020-08-22
0.010,2652,quantile,US,3 wk ahead inc death,2020-08-09,2020-08-29
0.025,3030,quantile,US,3 wk ahead inc death,2020-08-09,2020-08-29
0.050,3307,quantile,US,3 wk ahead inc death,2020-08-09,2020-08-29
0.100,3766,quantile,US,3 wk ahead inc death,2020-08-09,2020-08-29
0.150,3984,quantile,US,3 wk ahead inc death,2020-08-09,2020-08-29
0.200,4203,quantile,US,3 wk ahead inc death,2020-08-09,2020-08-29
0.250,4464,quantile,US,3 wk ahead inc death,2020-08-09,2020-08-29
0.300,4655,quantile,US,3 wk ahead inc death,2020-08-09,2020-08-29
0.350,4837,quantile,US,3 wk ahead inc death,2020-08-09,2020-08-29
0.400,5026,quantile,US,3 wk ahead inc death,2020-08-09,2020-08-29
0.450,5195,quantile,US,3 wk ahead inc death,2020-08-09,2020-08-29
0.500,5368,quantile,US,3 wk ahead inc death,2020-08-09,2020-08-29
,5368,point,US,3 wk ahead inc death,2020-08-09,2020-08-29
0.550,5557,quantile,US,3 wk ahead inc death,2020-08-09,2020-08-29
0.600,5718,quantile,US,3 wk ahead inc death,2020-08-09,2020-08-29
0.650,5882,quantile,US,3 wk ahead inc death,2020-08-09,2020-08-29
0.700,6099,quantile,US,3 wk ahead inc death,2020-08-09,2020-08-29
0.750,6304,quantile,US,3 wk ahead inc death,2020-08-09,2020-08-29
0.800,6540,quantile,US,3 wk ahead inc death,2020-08-09,2020-08-29
0.850,6868,quantile,US,3 wk ahead inc death,2020-08-09,2020-08-29
0.900,7260,quantile,US,3 wk ahead inc death,2020-08-09,2020-08-29
0.950,7791,quantile,US,3 wk ahead inc death,2020-08-09,2020-08-29
0.975,8313,quantile,US,3 wk ahead inc death,2020-08-09,2020-08-29
0.990,8976,quantile,US,3 wk ahead inc death,2020-08-09,2020-08-29
0.010,1895,quantile,US,4 wk ahead inc death,2020-08-09,2020-09-05
0.025,2122,quantile,US,4 wk ahead inc death,2020-08-09,2020-09-05
0.050,2527,quantile,US,4 wk ahead inc death,2020-08-09,2020-09-05
0.100,2861,quantile,US,4 wk ahead inc death,2020-08-09,2020-09-05
0.150,3078,quantile,US,4 wk ahead inc death,2020-08-09,2020-09-05
0.200,3301,quantile,US,4 wk ahead inc death,2020-08-09,2020-09-05
0.250,3517,quantile,US,4 wk ahead inc death,2020-08-09,2020-09-05
0.300,3751,quantile,US,4 wk ahead inc death,2020-08-09,2020-09-05
0.350,3939,quantile,US,4 wk ahead inc death,2020-08-09,2020-09-05
0.400,4145,quantile,US,4 wk ahead inc death,2020-08-09,2020-09-05
0.450,4321,quantile,US,4 wk ahead inc death,2020-08-09,2020-09-05
0.500,4536,quantile,US,4 wk ahead inc death,2020-08-09,2020-09-05
,4536,point,US,4 wk ahead inc death,2020-08-09,2020-09-05
0.550,4691,quantile,US,4 wk ahead inc death,2020-08-09,2020-09-05
0.600,4894,quantile,US,4 wk ahead inc death,2020-08-09,2020-09-05
0.650,5096,quantile,US,4 wk ahead inc death,2020-08-09,2020-09-05
0.700,5350,quantile,US,4 wk ahead inc death,2020-08-09,2020-09-05
0.750,5669,quantile,US,4 wk ahead inc death,2020-08-09,2020-09-05
0.800,5954,quantile,US,4 wk ahead inc death,2020-08-09,2020-09-05
0.850,6279,quantile,US,4 wk ahead inc death,2020-08-09,2020-09-05
0.900,6687,quantile,US,4 wk ahead inc death,2020-08-09,2020-09-05
0.950,7301,quantile,US,4 wk ahead inc death,2020-08-09,2020-09-05
0.975,7766,quantile,US,4 wk ahead inc death,2020-08-09,2020-09-05
0.990,8356,quantile,US,4 wk ahead inc death,2020-08-09,2020-09-05
0.010,0,quantile,02,1 wk ahead inc death,2020-08-09,2020-08-15
0.025,0,quantile,02,1 wk ahead inc death,2020-08-09,2020-08-15
0.050,1,quantile,02,1 wk ahead inc death,2020-08-09,2020-08-15
0.100,1,quantile,02,1 wk ahead inc death,2020-08-09,2020-08-15
0.150,1,quantile,02,1 wk ahead inc death,2020-08-09,2020-08-15
0.200,2,quantile,02,1 wk ahead inc death,2020-08-09,2020-08-15
0.250,2,quantile,02,1 wk ahead inc death,2020-08-09,2020-08-15
0.300,2,quantile,02,1 wk ahead inc death,2020-08-09,2020-08-15
0.350,2,quantile,02,1 wk ahead inc death,2020-08-09,2020-08-15
0.400,3,quantile,02,1 wk ahead inc death,2020-08-09,2020-08-15
0.450,3,quantile,02,1 wk ahead inc death,2020-08-09,2020-08-15
0.500,3,quantile,02,1 wk ahead inc death,2020-08-09,2020-08-15
,3,point,02,1 wk ahead inc death,2020-08-09,2020-08-15
0.550,3,quantile,02,1 wk ahead inc death,2020-08-09,2020-08-15
0.600,3,quantile,02,1 wk ahead inc death,2020-08-09,2020-08-15
0.650,4,quantile,02,1 wk ahead inc death,2020-08-09,2020-08-15
0.700,4,quantile,02,1 wk ahead inc death,2020-08-09,2020-08-15
0.750,5,quantile,02,1 wk ahead inc death,2020-08-09,2020-08-15
0.800,5,quantile,02,1 wk ahead inc death,2020-08-09,2020-08-15
0.850,5,quantile,02,1 wk ahead inc death,2020-08-09,2020-08-15
0.900,6,quantile,02,1 wk ahead inc death,2020-08-09,2020-08-15
0.950,7,quantile,02,1 wk ahead inc death,2020-08-09,2020-08-15
0.975,8,quantile,02,1 wk ahead inc death,2020-08-09,2020-08-15
0.990,9,quantile,02,1 wk ahead inc death,2020-08-09,2020-08-15
0.010,0,quantile,02,2 wk ahead inc death,2020-08-09,2020-08-22
0.025,0,quantile,02,2 wk ahead inc death,2020-08-09,2020-08-22
0.050,0,quantile,02,2 wk ahead inc death,2020-08-09,2020-08-22
0.100,1,quantile,02,2 wk ahead inc death,2020-08-09,2020-08-22
0.150,1,quantile,02,2 wk ahead inc death,2020-08-09,2020-08-22
0.200,1,quantile,02,2 wk ahead inc death,2020-08-09,2020-08-22
0.250,1,quantile,02,2 wk ahead inc death,2020-08-09,2020-08-22
0.300,2,quantile,02,2 wk ahead inc death,2020-08-09,2020-08-22
0.350,2,quantile,02,2 wk ahead inc death,2020-08-09,2020-08-22
0.400,2,quantile,02,2 wk ahead inc death,2020-08-09,2020-08-22
0.450,2,quantile,02,2 wk ahead inc death,2020-08-09,2020-08-22
0.500,2,quantile,02,2 wk ahead inc death,2020-08-09,2020-08-22
,2,point,02,2 wk ahead inc death,2020-08-09,2020-08-22
0.550,3,quantile,02,2 wk ahead inc death,2020-08-09,2020-08-22
0.600,3,quantile,02,2 wk ahead inc death,2020-08-09,2020-08-22
0.650,3,quantile,02,2 wk ahead inc death,2020-08-09,2020-08-22
0.700,4,quantile,02,2 wk ahead inc death,2020-08-09,2020-08-22
0.750,4,quantile,02,2 wk ahead inc death,2020-08-09,2020-08-22
0.800,4,quantile,02,2 wk ahead inc death,2020-08-09,2020-08-22
0.850,5,quantile,02,2 wk ahead inc death,2020-08-09,2020-08-22
0.900,5,quantile,02,2 wk ahead inc death,2020-08-09,2020-08-22
0.950,6,quantile,02,2 wk ahead inc death,2020-08-09,2020-08-22
0.975,7,quantile,02,2 wk ahead inc death,2020-08-09,2020-08-22
0.990,9,quantile,02,2 wk ahead inc death,2020-08-09,2020-08-22
0.010,0,quantile,02,3 wk ahead inc death,2020-08-09,2020-08-29
0.025,0,quantile,02,3 wk ahead inc death,2020-08-09,2020-08-29
0.050,0,quantile,02,3 wk ahead inc death,2020-08-09,2020-08-29
0.100,0,quantile,02,3 wk ahead inc death,2020-08-09,2020-08-29
0.150,0,quantile,02,3 wk ahead inc death,2020-08-09,2020-08-29
0.200,1,quantile,02,3 wk ahead inc death,2020-08-09,2020-08-29
0.250,1,quantile,02,3 wk ahead inc death,2020-08-09,2020-08-29
0.300,1,quantile,02,3 wk ahead inc death,2020-08-09,2020-08-29
0.350,1,quantile,02,3 wk ahead inc death,2020-08-09,2020-08-29
0.400,2,quantile,02,3 wk ahead inc death,2020-08-09,2020-08-29
0.450,2,quantile,02,3 wk ahead inc death,2020-08-09,2020-08-29
0.500,2,quantile,02,3 wk ahead inc death,2020-08-09,2020-08-29
,2,point,02,3 wk ahead inc death,2020-08-09,2020-08-29
0.550,2,quantile,02,3 wk ahead inc death,2020-08-09,2020-08-29
0.600,2,quantile,02,3 wk ahead inc death,2020-08-09,2020-08-29
0.650,3,quantile,02,3 wk ahead inc death,2020-08-09,2020-08-29
0.700,3,quantile,02,3 wk ahead inc death,2020-08-09,2020-08-29
0.750,3,quantile,02,3 wk ahead inc death,2020-08-09,2020-08-29
0.800,4,quantile,02,3 wk ahead inc death,2020-08-09,2020-08-29
0.850,4,quantile,02,3 wk ahead inc death,2020-08-09,2020-08-29
0.900,5,quantile,02,3 wk ahead inc death,2020-08-09,2020-08-29
0.950,6,quantile,02,3 wk ahead inc death,2020-08-09,2020-08-29
