0.025,06037,1 wk ahead inc case,2020-07-12,2020-07-18,8238,forecast_date,location,quantile,target,target_end_date,type,value
0.025,51041,1 wk ahead inc case,2020-07-12,2020-07-18,50,,,quantile,,,,
0.100,51041,1 wk ahead inc case,2020-07-12,2020-07-18,73,,,quantile,,,,
0.250,51041,1 wk ahead inc case,2020-07-12,2020-07-18,97,,,quantile,,,,
0.500,51041,1 wk ahead inc case,2020-07-12,2020-07-18,137,,,quantile,,,,
,51041,1 wk ahead inc case,2020-07-12,2020-07-18,137,,,point,,,,
0.750,51041,1 wk ahead inc case,2020-07-12,2020-07-18,194,,,quantile,,,,
0.900,51041,1 wk ahead inc case,2020-07-12,2020-07-18,256,,,quantile,,,,
0.975,51041,1 wk ahead inc case,2020-07-12,2020-07-18,343,,,quantile,,,,
0.025,51041,2 wk ahead inc case,2020-07-12,2020-07-25,29,,,quantile,,,,
0.100,51041,2 wk ahead inc case,2020-07-12,2020-07-25,44,,,quantile,,,,
0.250,51041,2 wk ahead inc case,2020-07-12,2020-07-25,66,,,quantile,,,,
0.500,51041,2 wk ahead inc case,2020-07-12,2020-07-25,106,,,quantile,,,,
,51041,2 wk ahead inc case,2020-07-12,2020-07-25,106,,,point,,,,
0.750,51041,2 wk ahead inc case,2020-07-12,2020-07-25,165,,,quantile,,,,
0.900,51041,2 wk ahead inc case,2020-07-12,2020-07-25,232,,,quantile,,,,
0.975,51041,2 wk ahead inc case,2020-07-12,2020-07-25,327,,,quantile,,,,
0.025,51041,3 wk ahead inc case,2020-07-12,2020-08-01,15,,,quantile,,,,
0.100,51041,3 wk ahead inc case,2020-07-12,2020-08-01,27,,,quantile,,,,
0.250,51041,3 wk ahead inc case,2020-07-12,2020-08-01,46,,,quantile,,,,
0.500,51041,3 wk ahead inc case,2020-07-12,2020-08-01,81,,,quantile,,,,
,51041,3 wk ahead inc case,2020-07-12,2020-08-01,81,,,point,,,,
0.750,51041,3 wk ahead inc case,2020-07-12,2020-08-01,147,,,quantile,,,,
0.900,51041,3 wk ahead inc case,2020-07-12,2020-08-01,227,,,quantile,,,,
0.975,51041,3 wk ahead inc case,2020-07-12,2020-08-01,330,,,quantile,,,,
0.025,51041,4 wk ahead inc case,2020-07-12,2020-08-08,7,,,quantile,,,,
0.100,51041,4 wk ahead inc case,2020-07-12,2020-08-08,16,,,quantile,,,,
0.250,51041,4 wk ahead inc case,2020-07-12,2020-08-08,30,,,quantile,,,,
0.500,51041,4 wk ahead inc case,2020-07-12,2020-08-08,63,,,quantile,,,,
,51041,4 wk ahead inc case,2020-07-12,2020-08-08,63,,,point,,,,
0.750,51041,4 wk ahead inc case,2020-07-12,2020-08-08,128,,,quantile,,,,
0.900,51041,4 wk ahead inc case,2020-07-12,2020-08-08,213,,,quantile,,,,
0.975,51041,4 wk ahead inc case,2020-07-12,2020-08-08,330,,,quantile,,,,
0.025,08035,1 wk ahead inc case,2020-07-12,2020-07-18,67,,,quantile,,,,
0.100,08035,1 wk ahead inc case,2020-07-12,2020-07-18,92,,,quantile,,,,
0.250,08035,1 wk ahead inc case,2020-07-12,2020-07-18,123,,,quantile,,,,
0.500,08035,1 wk ahead inc case,2020-07-12,2020-07-18,164,,,quantile,,,,
,08035,1 wk ahead inc case,2020-07-12,2020-07-18,164,,,point,,,,
0.750,08035,1 wk ahead inc case,2020-07-12,2020-07-18,220,,,quantile,,,,
0.900,08035,1 wk ahead inc case,2020-07-12,2020-07-18,272,,,quantile,,,,
0.975,08035,1 wk ahead inc case,2020-07-12,2020-07-18,349,,,quantile,,,,
0.025,08035,2 wk ahead inc case,2020-07-12,2020-07-25,55,,,quantile,,,,
0.100,08035,2 wk ahead inc case,2020-07-12,2020-07-25,97,,,quantile,,,,
0.250,08035,2 wk ahead inc case,2020-07-12,2020-07-25,149,,,quantile,,,,
0.500,08035,2 wk ahead inc case,2020-07-12,2020-07-25,232,,,quantile,,,,
,08035,2 wk ahead inc case,2020-07-12,2020-07-25,232,,,point,,,,
0.750,08035,2 wk ahead inc case,2020-07-12,2020-07-25,330,,,quantile,,,,
0.900,08035,2 wk ahead inc case,2020-07-12,2020-07-25,453,,,quantile,,,,
0.975,08035,2 wk ahead inc case,2020-07-12,2020-07-25,573,,,quantile,,,,
0.025,08035,3 wk ahead inc case,2020-07-12,2020-08-01,54,,,quantile,,,,
0.100,08035,3 wk ahead inc case,2020-07-12,2020-08-01,106,,,quantile,,,,
0.250,08035,3 wk ahead inc case,2020-07-12,2020-08-01,184,,,quantile,,,,
0.500,08035,3 wk ahead inc case,2020-07-12,2020-08-01,326,,,quantile,,,,
,08035,3 wk ahead inc case,2020-07-12,2020-08-01,326,,,point,,,,
0.750,08035,3 wk ahead inc case,2020-07-12,2020-08-01,503,,,quantile,,,,
0.900,08035,3 wk ahead inc case,2020-07-12,2020-08-01,761,,,quantile,,,,
0.975,08035,3 wk ahead inc case,2020-07-12,2020-08-01,1049,,,quantile,,,,
0.025,08035,4 wk ahead inc case,2020-07-12,2020-08-08,45,,,quantile,,,,
0.100,08035,4 wk ahead inc case,2020-07-12,2020-08-08,113,,,quantile,,,,
0.250,08035,4 wk ahead inc case,2020-07-12,2020-08-08,214,,,quantile,,,,
0.500,08035,4 wk ahead inc case,2020-07-12,2020-08-08,455,,,quantile,,,,
,08035,4 wk ahead inc case,2020-07-12,2020-08-08,455,,,point,,,,
0.750,08035,4 wk ahead inc case,2020-07-12,2020-08-08,802,,,quantile,,,,
0.900,08035,4 wk ahead inc case,2020-07-12,2020-08-08,1260,,,quantile,,,,
0.975,08035,4 wk ahead inc case,2020-07-12,2020-08-08,1770,,,quantile,,,,
0.025,42129,1 wk ahead inc case,2020-07-12,2020-07-18,98,,,quantile,,,,
0.100,42129,1 wk ahead inc case,2020-07-12,2020-07-18,144,,,quantile,,,,
0.250,42129,1 wk ahead inc case,2020-07-12,2020-07-18,185,,,quantile,,,,
0.500,42129,1 wk ahead inc case,2020-07-12,2020-07-18,246,,,quantile,,,,
,42129,1 wk ahead inc case,2020-07-12,2020-07-18,246,,,point,,,,
0.750,42129,1 wk ahead inc case,2020-07-12,2020-07-18,330,,,quantile,,,,
0.900,42129,1 wk ahead inc case,2020-07-12,2020-07-18,424,,,quantile,,,,
0.975,42129,1 wk ahead inc case,2020-07-12,2020-07-18,585,,,quantile,,,,
0.025,42129,2 wk ahead inc case,2020-07-12,2020-07-25,85,,,quantile,,,,
0.100,42129,2 wk ahead inc case,2020-07-12,2020-07-25,153,,,quantile,,,,
0.250,42129,2 wk ahead inc case,2020-07-12,2020-07-25,226,,,quantile,,,,
0.500,42129,2 wk ahead inc case,2020-07-12,2020-07-25,329,,,quantile,,,,
,42129,2 wk ahead inc case,2020-07-12,2020-07-25,329,,,point,,,,
0.750,42129,2 wk ahead inc case,2020-07-12,2020-07-25,488,,,quantile,,,,
0.900,42129,2 wk ahead inc case,2020-07-12,2020-07-25,650,,,quantile,,,,
0.975,42129,2 wk ahead inc case,2020-07-12,2020-07-25,866,,,quantile,,,,
0.025,42129,3 wk ahead inc case,2020-07-12,2020-08-01,72,,,quantile,,,,
0.100,42129,3 wk ahead inc case,2020-07-12,2020-08-01,163,,,quantile,,,,
0.250,42129,3 wk ahead inc case,2020-07-12,2020-08-01,258,,,quantile,,,,
0.500,42129,3 wk ahead inc case,2020-07-12,2020-08-01,460,,,quantile,,,,
,42129,3 wk ahead inc case,2020-07-12,2020-08-01,460,,,point,,,,
0.750,42129,3 wk ahead inc case,2020-07-12,2020-08-01,729,,,quantile,,,,
0.900,42129,3 wk ahead inc case,2020-07-12,2020-08-01,1089,,,quantile,,,,
0.975,42129,3 wk ahead inc case,2020-07-12,2020-08-01,1509,,,quantile,,,,
0.025,42129,4 wk ahead inc case,2020-07-12,2020-08-08,56,,,quantile,,,,
0.100,42129,4 wk ahead inc case,2020-07-12,2020-08-08,165,,,quantile,,,,
0.250,42129,4 wk ahead inc case,2020-07-12,2020-08-08,318,,,quantile,,,,
0.500,42129,4 wk ahead inc case,2020-07-12,2020-08-08,600,,,quantile,,,,
,42129,4 wk ahead inc case,2020-07-12,2020-08-08,600,,,point,,,,
0.750,42129,4 wk ahead inc case,2020-07-12,2020-08-08,1050,,,quantile,,,,
0.900,42129,4 wk ahead inc case,2020-07-12,2020-08-08,1748,,,quantile,,,,
0.975,42129,4 wk ahead inc case,2020-07-12,2020-08-08,2698,,,quantile,,,,
0.025,41047,1 wk ahead inc case,2020-07-12,2020-07-18,67,,,quantile,,,,
0.100,41047,1 wk ahead inc case,2020-07-12,2020-07-18,96,,,quantile,,,,
0.250,41047,1 wk ahead inc case,2020-07-12,2020-07-18,131,,,quantile,,,,
0.500,41047,1 wk ahead inc case,2020-07-12,2020-07-18,180,,,quantile,,,,
,41047,1 wk ahead inc case,2020-07-12,2020-07-18,180,,,point,,,,
0.750,41047,1 wk ahead inc case,2020-07-12,2020-07-18,241,,,quantile,,,,
0.900,41047,1 wk ahead inc case,2020-07-12,2020-07-18,308,,,quantile,,,,
0.975,41047,1 wk ahead inc case,2020-07-12,2020-07-18,406,,,quantile,,,,
0.025,41047,2 wk ahead inc case,2020-07-12,2020-07-25,47,,,quantile,,,,
0.100,41047,2 wk ahead inc case,2020-07-12,2020-07-25,76,,,quantile,,,,
0.250,41047,2 wk ahead inc case,2020-07-12,2020-07-25,110,,,quantile,,,,
0.500,41047,2 wk ahead inc case,2020-07-12,2020-07-25,169,,,quantile,,,,
,41047,2 wk ahead inc case,2020-07-12,2020-07-25,169,,,point,,,,
0.750,41047,2 wk ahead inc case,2020-07-12,2020-07-25,248,,,quantile,,,,
0.900,41047,2 wk ahead inc case,2020-07-12,2020-07-25,353,,,quantile,,,,
0.975,41047,2 wk ahead inc case,2020-07-12,2020-07-25,481,,,quantile,,,,
0.025,41047,3 wk ahead inc case,2020-07-12,2020-08-01,34,,,quantile,,,,
0.100,41047,3 wk ahead inc case,2020-07-12,2020-08-01,59,,,quantile,,,,
0.250,41047,3 wk ahead inc case,2020-07-12,2020-08-01,95,,,quantile,,,,
0.500,41047,3 wk ahead inc case,2020-07-12,2020-08-01,165,,,quantile,,,,
,41047,3 wk ahead inc case,2020-07-12,2020-08-01,165,,,point,,,,
0.750,41047,3 wk ahead inc case,2020-07-12,2020-08-01,279,,,quantile,,,,
0.900,41047,3 wk ahead inc case,2020-07-12,2020-08-01,428,,,quantile,,,,
0.975,41047,3 wk ahead inc case,2020-07-12,2020-08-01,579,,,quantile,,,,
0.025,41047,4 wk ahead inc case,2020-07-12,2020-08-08,19,,,quantile,,,,
0.100,41047,4 wk ahead inc case,2020-07-12,2020-08-08,45,,,quantile,,,,
0.250,41047,4 wk ahead inc case,2020-07-12,2020-08-08,79,,,quantile,,,,
0.500,41047,4 wk ahead inc case,2020-07-12,2020-08-08,152,,,quantile,,,,
,41047,4 wk ahead inc case,2020-07-12,2020-08-08,152,,,point,,,,
0.750,41047,4 wk ahead inc case,2020-07-12,2020-08-08,298,,,quantile,,,,
0.900,41047,4 wk ahead inc case,2020-07-12,2020-08-08,475,,,quantile,,,,
0.975,41047,4 wk ahead inc case,2020-07-12,2020-08-08,666,,,quantile,,,,
0.025,48167,1 wk ahead inc case,2020-07-12,2020-07-18,686,,,quantile,,,,
0.100,48167,1 wk ahead inc case,2020-07-12,2020-07-18,1066,,,quantile,,,,
0.250,48167,1 wk ahead inc case,2020-07-12,2020-07-18,1515,,,quantile,,,,
0.500,48167,1 wk ahead inc case,2020-07-12,2020-07-18,2189,,,quantile,,,,
,48167,1 wk ahead inc case,2020-07-12,2020-07-18,2189,,,point,,,,
0.750,48167,1 wk ahead inc case,2020-07-12,2020-07-18,3209,,,quantile,,,,
0.900,48167,1 wk ahead inc case,2020-07-12,2020-07-18,4235,,,quantile,,,,
0.975,48167,1 wk ahead inc case,2020-07-12,2020-07-18,5960,,,quantile,,,,
0.025,48167,2 wk ahead inc case,2020-07-12,2020-07-25,654,,,quantile,,,,
0.100,48167,2 wk ahead inc case,2020-07-12,2020-07-25,1165,,,quantile,,,,
0.250,48167,2 wk ahead inc case,2020-07-12,2020-07-25,1788,,,quantile,,,,
0.500,48167,2 wk ahead inc case,2020-07-12,2020-07-25,2943,,,quantile,,,,
,48167,2 wk ahead inc case,2020-07-12,2020-07-25,2943,,,point,,,,
0.750,48167,2 wk ahead inc case,2020-07-12,2020-07-25,4511,,,quantile,,,,
0.900,48167,2 wk ahead inc case,2020-07-12,2020-07-25,6550,,,quantile,,,,
0.975,48167,2 wk ahead inc case,2020-07-12,2020-07-25,9295,,,quantile,,,,
0.025,48167,3 wk ahead inc case,2020-07-12,2020-08-01,584,,,quantile,,,,
0.100,48167,3 wk ahead inc case,2020-07-12,2020-08-01,1264,,,quantile,,,,
0.250,48167,3 wk ahead inc case,2020-07-12,2020-08-01,2148,,,quantile,,,,
0.500,48167,3 wk ahead inc case,2020-07-12,2020-08-01,3819,,,quantile,,,,
,48167,3 wk ahead inc case,2020-07-12,2020-08-01,3819,,,point,,,,
0.750,48167,3 wk ahead inc case,2020-07-12,2020-08-01,6780,,,quantile,,,,
0.900,48167,3 wk ahead inc case,2020-07-12,2020-08-01,10252,,,quantile,,,,
0.975,48167,3 wk ahead inc case,2020-07-12,2020-08-01,15060,,,quantile,,,,
0.025,48167,4 wk ahead inc case,2020-07-12,2020-08-08,453,,,quantile,,,,
0.100,48167,4 wk ahead inc case,2020-07-12,2020-08-08,1185,,,quantile,,,,
0.250,48167,4 wk ahead inc case,2020-07-12,2020-08-08,2369,,,quantile,,,,
0.500,48167,4 wk ahead inc case,2020-07-12,2020-08-08,4938,,,quantile,,,,
,48167,4 wk ahead inc case,2020-07-12,2020-08-08,4938,,,point,,,,
0.750,48167,4 wk ahead inc case,2020-07-12,2020-08-08,8470,,,quantile,,,,
0.900,48167,4 wk ahead inc case,2020-07-12,2020-08-08,14236,,,quantile,,,,
0.975,48167,4 wk ahead inc case,2020-07-12,2020-08-08,19888,,,quantile,,,,
0.025,18057,1 wk ahead inc case,2020-07-12,2020-07-18,58,,,quantile,,,,
0.100,18057,1 wk ahead inc case,2020-07-12,2020-07-18,80,,,quantile,,,,
0.250,18057,1 wk ahead inc case,2020-07-12,2020-07-18,108,,,quantile,,,,
0.500,18057,1 wk ahead inc case,2020-07-12,2020-07-18,145,,,quantile,,,,
,18057,1 wk ahead inc case,2020-07-12,2020-07-18,145,,,point,,,,
0.750,18057,1 wk ahead inc case,2020-07-12,2020-07-18,192,,,quantile,,,,
0.900,18057,1 wk ahead inc case,2020-07-12,2020-07-18,247,,,quantile,,,,
0.975,18057,1 wk ahead inc case,2020-07-12,2020-07-18,326,,,quantile,,,,
0.025,18057,2 wk ahead inc case,2020-07-12,2020-07-25,50,,,quantile,,,,
0.100,18057,2 wk ahead inc case,2020-07-12,2020-07-25,70,,,quantile,,,,
0.250,18057,2 wk ahead inc case,2020-07-12,2020-07-25,115,,,quantile,,,,
0.500,18057,2 wk ahead inc case,2020-07-12,2020-07-25,170,,,quantile,,,,
,18057,2 wk ahead inc case,2020-07-12,2020-07-25,170,,,point,,,,
0.750,18057,2 wk ahead inc case,2020-07-12,2020-07-25,251,,,quantile,,,,
0.900,18057,2 wk ahead inc case,2020-07-12,2020-07-25,345,,,quantile,,,,
0.975,18057,2 wk ahead inc case,2020-07-12,2020-07-25,485,,,quantile,,,,
0.025,18057,3 wk ahead inc case,2020-07-12,2020-08-01,43,,,quantile,,,,
0.100,18057,3 wk ahead inc case,2020-07-12,2020-08-01,72,,,quantile,,,,
0.250,18057,3 wk ahead inc case,2020-07-12,2020-08-01,124,,,quantile,,,,
0.500,18057,3 wk ahead inc case,2020-07-12,2020-08-01,202,,,quantile,,,,
,18057,3 wk ahead inc case,2020-07-12,2020-08-01,202,,,point,,,,
0.750,18057,3 wk ahead inc case,2020-07-12,2020-08-01,342,,,quantile,,,,
0.900,18057,3 wk ahead inc case,2020-07-12,2020-08-01,519,,,quantile,,,,
0.975,18057,3 wk ahead inc case,2020-07-12,2020-08-01,722,,,quantile,,,,
0.025,18057,4 wk ahead inc case,2020-07-12,2020-08-08,36,,,quantile,,,,
0.100,18057,4 wk ahead inc case,2020-07-12,2020-08-08,67,,,quantile,,,,
0.250,18057,4 wk ahead inc case,2020-07-12,2020-08-08,126,,,quantile,,,,
0.500,18057,4 wk ahead inc case,2020-07-12,2020-08-08,243,,,quantile,,,,
,18057,4 wk ahead inc case,2020-07-12,2020-08-08,243,,,point,,,,
0.750,18057,4 wk ahead inc case,2020-07-12,2020-08-08,452,,,quantile,,,,
0.900,18057,4 wk ahead inc case,2020-07-12,2020-08-08,720,,,quantile,,,,
0.975,18057,4 wk ahead inc case,2020-07-12,2020-08-08,1077,,,quantile,,,,
0.025,37051,1 wk ahead inc case,2020-07-12,2020-07-18,59,,,quantile,,,,
0.100,37051,1 wk ahead inc case,2020-07-12,2020-07-18,84,,,quantile,,,,
0.250,37051,1 wk ahead inc case,2020-07-12,2020-07-18,115,,,quantile,,,,
0.500,37051,1 wk ahead inc case,2020-07-12,2020-07-18,172,,,quantile,,,,
,37051,1 wk ahead inc case,2020-07-12,2020-07-18,172,,,point,,,,
0.750,37051,1 wk ahead inc case,2020-07-12,2020-07-18,259,,,quantile,,,,
0.900,37051,1 wk ahead inc case,2020-07-12,2020-07-18,353,,,quantile,,,,
0.975,37051,1 wk ahead inc case,2020-07-12,2020-07-18,505,,,quantile,,,,
0.025,37051,2 wk ahead inc case,2020-07-12,2020-07-25,40,,,quantile,,,,
0.100,37051,2 wk ahead inc case,2020-07-12,2020-07-25,67,,,quantile,,,,
0.250,37051,2 wk ahead inc case,2020-07-12,2020-07-25,107,,,quantile,,,,
0.500,37051,2 wk ahead inc case,2020-07-12,2020-07-25,184,,,quantile,,,,
,37051,2 wk ahead inc case,2020-07-12,2020-07-25,184,,,point,,,,
0.750,37051,2 wk ahead inc case,2020-07-12,2020-07-25,298,,,quantile,,,,
0.900,37051,2 wk ahead inc case,2020-07-12,2020-07-25,444,,,quantile,,,,
0.975,37051,2 wk ahead inc case,2020-07-12,2020-07-25,658,,,quantile,,,,
0.025,37051,3 wk ahead inc case,2020-07-12,2020-08-01,26,,,quantile,,,,
0.100,37051,3 wk ahead inc case,2020-07-12,2020-08-01,53,,,quantile,,,,
0.250,37051,3 wk ahead inc case,2020-07-12,2020-08-01,107,,,quantile,,,,
0.500,37051,3 wk ahead inc case,2020-07-12,2020-08-01,210,,,quantile,,,,
,37051,3 wk ahead inc case,2020-07-12,2020-08-01,210,,,point,,,,
0.750,37051,3 wk ahead inc case,2020-07-12,2020-08-01,376,,,quantile,,,,
0.900,37051,3 wk ahead inc case,2020-07-12,2020-08-01,583,,,quantile,,,,
0.975,37051,3 wk ahead inc case,2020-07-12,2020-08-01,867,,,quantile,,,,
0.025,37051,4 wk ahead inc case,2020-07-12,2020-08-08,21,,,quantile,,,,
0.100,37051,4 wk ahead inc case,2020-07-12,2020-08-08,43,,,quantile,,,,
0.250,37051,4 wk ahead inc case,2020-07-12,2020-08-08,91,,,quantile,,,,
0.500,37051,4 wk ahead inc case,2020-07-12,2020-08-08,217,,,quantile,,,,
,37051,4 wk ahead inc case,2020-07-12,2020-08-08,217,,,point,,,,
0.750,37051,4 wk ahead inc case,2020-07-12,2020-08-08,448,,,quantile,,,,
0.900,37051,4 wk ahead inc case,2020-07-12,2020-08-08,732,,,quantile,,,,
0.975,37051,4 wk ahead inc case,2020-07-12,2020-08-08,1150,,,quantile,,,,
0.025,47149,1 wk ahead inc case,2020-07-12,2020-07-18,252,,,quantile,,,,
0.100,47149,1 wk ahead inc case,2020-07-12,2020-07-18,350,,,quantile,,,,
0.250,47149,1 wk ahead inc case,2020-07-12,2020-07-18,473,,,quantile,,,,
0.500,47149,1 wk ahead inc case,2020-07-12,2020-07-18,692,,,quantile,,,,
,47149,1 wk ahead inc case,2020-07-12,2020-07-18,692,,,point,,,,
0.750,47149,1 wk ahead inc case,2020-07-12,2020-07-18,951,,,quantile,,,,
0.900,47149,1 wk ahead inc case,2020-07-12,2020-07-18,1262,,,quantile,,,,
0.975,47149,1 wk ahead inc case,2020-07-12,2020-07-18,1665,,,quantile,,,,
0.025,47149,2 wk ahead inc case,2020-07-12,2020-07-25,225,,,quantile,,,,
0.100,47149,2 wk ahead inc case,2020-07-12,2020-07-25,358,,,quantile,,,,
0.250,47149,2 wk ahead inc case,2020-07-12,2020-07-25,519,,,quantile,,,,
0.500,47149,2 wk ahead inc case,2020-07-12,2020-07-25,826,,,quantile,,,,
,47149,2 wk ahead inc case,2020-07-12,2020-07-25,826,,,point,,,,
0.750,47149,2 wk ahead inc case,2020-07-12,2020-07-25,1276,,,quantile,,,,
0.900,47149,2 wk ahead inc case,2020-07-12,2020-07-25,1761,,,quantile,,,,
0.975,47149,2 wk ahead inc case,2020-07-12,2020-07-25,2370,,,quantile,,,,
0.025,47149,3 wk ahead inc case,2020-07-12,2020-08-01,188,,,quantile,,,,
0.100,47149,3 wk ahead inc case,2020-07-12,2020-08-01,352,,,quantile,,,,
0.250,47149,3 wk ahead inc case,2020-07-12,2020-08-01,585,,,quantile,,,,
0.500,47149,3 wk ahead inc case,2020-07-12,2020-08-01,1035,,,quantile,,,,
,47149,3 wk ahead inc case,2020-07-12,2020-08-01,1035,,,point,,,,
0.750,47149,3 wk ahead inc case,2020-07-12,2020-08-01,1824,,,quantile,,,,
0.900,47149,3 wk ahead inc case,2020-07-12,2020-08-01,2690,,,quantile,,,,
0.975,47149,3 wk ahead inc case,2020-07-12,2020-08-01,3593,,,quantile,,,,
0.025,47149,4 wk ahead inc case,2020-07-12,2020-08-08,155,,,quantile,,,,
0.100,47149,4 wk ahead inc case,2020-07-12,2020-08-08,319,,,quantile,,,,
0.250,47149,4 wk ahead inc case,2020-07-12,2020-08-08,593,,,quantile,,,,
0.500,47149,4 wk ahead inc case,2020-07-12,2020-08-08,1198,,,quantile,,,,
,47149,4 wk ahead inc case,2020-07-12,2020-08-08,1198,,,point,,,,
0.750,47149,4 wk ahead inc case,2020-07-12,2020-08-08,2492,,,quantile,,,,
0.900,47149,4 wk ahead inc case,2020-07-12,2020-08-08,3942,,,quantile,,,,
0.975,47149,4 wk ahead inc case,2020-07-12,2020-08-08,5480,,,quantile,,,,
0.025,51087,1 wk ahead inc case,2020-07-12,2020-07-18,85,,,quantile,,,,
0.100,51087,1 wk ahead inc case,2020-07-12,2020-07-18,118,,,quantile,,,,
0.250,51087,1 wk ahead inc case,2020-07-12,2020-07-18,158,,,quantile,,,,
0.500,51087,1 wk ahead inc case,2020-07-12,2020-07-18,219,,,quantile,,,,
,51087,1 wk ahead inc case,2020-07-12,2020-07-18,219,,,point,,,,
0.750,51087,1 wk ahead inc case,2020-07-12,2020-07-18,289,,,quantile,,,,
0.900,51087,1 wk ahead inc case,2020-07-12,2020-07-18,365,,,quantile,,,,
0.975,51087,1 wk ahead inc case,2020-07-12,2020-07-18,464,,,quantile,,,,
0.025,51087,2 wk ahead inc case,2020-07-12,2020-07-25,65,,,quantile,,,,
0.100,51087,2 wk ahead inc case,2020-07-12,2020-07-25,106,,,quantile,,,,
0.250,51087,2 wk ahead inc case,2020-07-12,2020-07-25,156,,,quantile,,,,
0.500,51087,2 wk ahead inc case,2020-07-12,2020-07-25,242,,,quantile,,,,
,51087,2 wk ahead inc case,2020-07-12,2020-07-25,242,,,point,,,,
0.750,51087,2 wk ahead inc case,2020-07-12,2020-07-25,354,,,quantile,,,,
0.900,51087,2 wk ahead inc case,2020-07-12,2020-07-25,477,,,quantile,,,,
0.975,51087,2 wk ahead inc case,2020-07-12,2020-07-25,637,,,quantile,,,,
0.025,51087,3 wk ahead inc case,2020-07-12,2020-08-01,48,,,quantile,,,,
0.100,51087,3 wk ahead inc case,2020-07-12,2020-08-01,89,,,quantile,,,,
0.250,51087,3 wk ahead inc case,2020-07-12,2020-08-01,150,,,quantile,,,,
0.500,51087,3 wk ahead inc case,2020-07-12,2020-08-01,276,,,quantile,,,,
,51087,3 wk ahead inc case,2020-07-12,2020-08-01,276,,,point,,,,
0.750,51087,3 wk ahead inc case,2020-07-12,2020-08-01,446,,,quantile,,,,
0.900,51087,3 wk ahead inc case,2020-07-12,2020-08-01,650,,,quantile,,,,
0.975,51087,3 wk ahead inc case,2020-07-12,2020-08-01,976,,,quantile,,,,
0.025,51087,4 wk ahead inc case,2020-07-12,2020-08-08,38,,,quantile,,,,
0.100,51087,4 wk ahead inc case,2020-07-12,2020-08-08,73,,,quantile,,,,
0.250,51087,4 wk ahead inc case,2020-07-12,2020-08-08,144,,,quantile,,,,
0.500,51087,4 wk ahead inc case,2020-07-12,2020-08-08,299,,,quantile,,,,
,51087,4 wk ahead inc case,2020-07-12,2020-08-08,299,,,point,,,,
0.750,51087,4 wk ahead inc case,2020-07-12,2020-08-08,543,,,quantile,,,,
0.900,51087,4 wk ahead inc case,2020-07-12,2020-08-08,823,,,quantile,,,,
0.975,51087,4 wk ahead inc case,2020-07-12,2020-08-08,1260,,,quantile,,,,
0.025,34035,1 wk ahead inc case,2020-07-12,2020-07-18,24,,,quantile,,,,
0.100,34035,1 wk ahead inc case,2020-07-12,2020-07-18,34,,,quantile,,,,
0.250,34035,1 wk ahead inc case,2020-07-12,2020-07-18,48,,,quantile,,,,
0.500,34035,1 wk ahead inc case,2020-07-12,2020-07-18,64,,,quantile,,,,
,34035,1 wk ahead inc case,2020-07-12,2020-07-18,64,,,point,,,,
0.750,34035,1 wk ahead inc case,2020-07-12,2020-07-18,84,,,quantile,,,,
0.900,34035,1 wk ahead inc case,2020-07-12,2020-07-18,107,,,quantile,,,,
0.975,34035,1 wk ahead inc case,2020-07-12,2020-07-18,135,,,quantile,,,,
0.025,34035,2 wk ahead inc case,2020-07-12,2020-07-25,14,,,quantile,,,,
0.100,34035,2 wk ahead inc case,2020-07-12,2020-07-25,24,,,quantile,,,,
0.250,34035,2 wk ahead inc case,2020-07-12,2020-07-25,37,,,quantile,,,,
0.500,34035,2 wk ahead inc case,2020-07-12,2020-07-25,56,,,quantile,,,,
,34035,2 wk ahead inc case,2020-07-12,2020-07-25,56,,,point,,,,
0.750,34035,2 wk ahead inc case,2020-07-12,2020-07-25,81,,,quantile,,,,
0.900,34035,2 wk ahead inc case,2020-07-12,2020-07-25,114,,,quantile,,,,
0.975,34035,2 wk ahead inc case,2020-07-12,2020-07-25,149,,,quantile,,,,
0.025,34035,3 wk ahead inc case,2020-07-12,2020-08-01,8,,,quantile,,,,
0.100,34035,3 wk ahead inc case,2020-07-12,2020-08-01,16,,,quantile,,,,
0.250,34035,3 wk ahead inc case,2020-07-12,2020-08-01,28,,,quantile,,,,
0.500,34035,3 wk ahead inc case,2020-07-12,2020-08-01,50,,,quantile,,,,
,34035,3 wk ahead inc case,2020-07-12,2020-08-01,50,,,point,,,,
0.750,34035,3 wk ahead inc case,2020-07-12,2020-08-01,85,,,quantile,,,,
0.900,34035,3 wk ahead inc case,2020-07-12,2020-08-01,125,,,quantile,,,,
0.975,34035,3 wk ahead inc case,2020-07-12,2020-08-01,185,,,quantile,,,,
0.025,34035,4 wk ahead inc case,2020-07-12,2020-08-08,5,,,quantile,,,,
0.100,34035,4 wk ahead inc case,2020-07-12,2020-08-08,11,,,quantile,,,,
0.250,34035,4 wk ahead inc case,2020-07-12,2020-08-08,21,,,quantile,,,,
0.500,34035,4 wk ahead inc case,2020-07-12,2020-08-08,45,,,quantile,,,,
,34035,4 wk ahead inc case,2020-07-12,2020-08-08,45,,,point,,,,
0.750,34035,4 wk ahead inc case,2020-07-12,2020-08-08,81,,,quantile,,,,
0.900,34035,4 wk ahead inc case,2020-07-12,2020-08-08,140,,,quantile,,,,
0.975,34035,4 wk ahead inc case,2020-07-12,2020-08-08,203,,,quantile,,,,
