0.025,06037,1 wk ahead inc case,2020-07-12,2020-07-18,8238,forecast_date,location,quantile,target,target_end_date,type,value
,,,,,,2020-07-12,12,0.450,1 wk ahead inc death,2020-07-18,quantile,666
,,,,,,2020-07-12,12,0.500,1 wk ahead inc death,2020-07-18,quantile,695
,,,,,,2020-07-12,12,,1 wk ahead inc death,2020-07-18,point,695
,,,,,,2020-07-12,12,0.550,1 wk ahead inc death,2020-07-18,quantile,724
,,,,,,2020-07-12,12,0.600,1 wk ahead inc death,2020-07-18,quantile,747
,,,,,,2020-07-12,12,0.650,1 wk ahead inc death,2020-07-18,quantile,776
,,,,,,2020-07-12,12,0.700,1 wk ahead inc death,2020-07-18,quantile,814
,,,,,,2020-07-12,12,0.750,1 wk ahead inc death,2020-07-18,quantile,852
,,,,,,2020-07-12,12,0.800,1 wk ahead inc death,2020-07-18,quantile,894
,,,,,,2020-07-12,12,0.850,1 wk ahead inc death,2020-07-18,quantile,947
,,,,,,2020-07-12,12,0.900,1 wk ahead inc death,2020-07-18,quantile,1013
,,,,,,2020-07-12,12,0.950,1 wk ahead inc death,2020-07-18,quantile,1115
,,,,,,2020-07-12,12,0.975,1 wk ahead inc death,2020-07-18,quantile,1223
,,,,,,2020-07-12,12,0.990,1 wk ahead inc death,2020-07-18,quantile,1325
,,,,,,2020-07-12,12,0.010,2 wk ahead inc death,2020-07-25,quantile,335
,,,,,,2020-07-12,12,0.025,2 wk ahead inc death,2020-07-25,quantile,393
,,,,,,2020-07-12,12,0.050,2 wk ahead inc death,2020-07-25,quantile,453
,,,,,,2020-07-12,12,0.100,2 wk ahead inc death,2020-07-25,quantile,554
,,,,,,2020-07-12,12,0.150,2 wk ahead inc death,2020-07-25,quantile,607
,,,,,,2020-07-12,12,0.200,2 wk ahead inc death,2020-07-25,quantile,659
,,,,,,2020-07-12,12,0.250,2 wk ahead inc death,2020-07-25,quantile,699
,,,,,,2020-07-12,12,0.300,2 wk ahead inc death,2020-07-25,quantile,751
,,,,,,2020-07-12,12,0.350,2 wk ahead inc death,2020-07-25,quantile,791
,,,,,,2020-07-12,12,0.400,2 wk ahead inc death,2020-07-25,quantile,834
,,,,,,2020-07-12,12,0.450,2 wk ahead inc death,2020-07-25,quantile,868
,,,,,,2020-07-12,12,0.500,2 wk ahead inc death,2020-07-25,quantile,902
,,,,,,2020-07-12,12,,2 wk ahead inc death,2020-07-25,point,902
,,,,,,2020-07-12,12,0.550,2 wk ahead inc death,2020-07-25,quantile,947
,,,,,,2020-07-12,12,0.600,2 wk ahead inc death,2020-07-25,quantile,983
,,,,,,2020-07-12,12,0.650,2 wk ahead inc death,2020-07-25,quantile,1046
,,,,,,2020-07-12,12,0.700,2 wk ahead inc death,2020-07-25,quantile,1105
,,,,,,2020-07-12,12,0.750,2 wk ahead inc death,2020-07-25,quantile,1155
,,,,,,2020-07-12,12,0.800,2 wk ahead inc death,2020-07-25,quantile,1228
,,,,,,2020-07-12,12,0.850,2 wk ahead inc death,2020-07-25,quantile,1335
,,,,,,2020-07-12,12,0.900,2 wk ahead inc death,2020-07-25,quantile,1470
,,,,,,2020-07-12,12,0.950,2 wk ahead inc death,2020-07-25,quantile,1675
,,,,,,2020-07-12,12,0.975,2 wk ahead inc death,2020-07-25,quantile,1881
,,,,,,2020-07-12,12,0.990,2 wk ahead inc death,2020-07-25,quantile,2254
,,,,,,2020-07-12,12,0.010,3 wk ahead inc death,2020-08-01,quantile,366
,,,,,,2020-07-12,12,0.025,3 wk ahead inc death,2020-08-01,quantile,439
,,,,,,2020-07-12,12,0.050,3 wk ahead inc death,2020-08-01,quantile,510
,,,,,,2020-07-12,12,0.100,3 wk ahead inc death,2020-08-01,quantile,600
,,,,,,2020-07-12,12,0.150,3 wk ahead inc death,2020-08-01,quantile,675
,,,,,,2020-07-12,12,0.200,3 wk ahead inc death,2020-08-01,quantile,737
,,,,,,2020-07-12,12,0.250,3 wk ahead inc death,2020-08-01,quantile,804
,,,,,,2020-07-12,12,0.300,3 wk ahead inc death,2020-08-01,quantile,883
,,,,,,2020-07-12,12,0.350,3 wk ahead inc death,2020-08-01,quantile,958
,,,,,,2020-07-12,12,0.400,3 wk ahead inc death,2020-08-01,quantile,1019
,,,,,,2020-07-12,12,0.450,3 wk ahead inc death,2020-08-01,quantile,1095
,,,,,,2020-07-12,12,0.500,3 wk ahead inc death,2020-08-01,quantile,1180
,,,,,,2020-07-12,12,,3 wk ahead inc death,2020-08-01,point,1180
,,,,,,2020-07-12,12,0.550,3 wk ahead inc death,2020-08-01,quantile,1263
,,,,,,2020-07-12,12,0.600,3 wk ahead inc death,2020-08-01,quantile,1337
,,,,,,2020-07-12,12,0.650,3 wk ahead inc death,2020-08-01,quantile,1426
,,,,,,2020-07-12,12,0.700,3 wk ahead inc death,2020-08-01,quantile,1537
,,,,,,2020-07-12,12,0.750,3 wk ahead inc death,2020-08-01,quantile,1662
,,,,,,2020-07-12,12,0.800,3 wk ahead inc death,2020-08-01,quantile,1795
,,,,,,2020-07-12,12,0.850,3 wk ahead inc death,2020-08-01,quantile,1962
,,,,,,2020-07-12,12,0.900,3 wk ahead inc death,2020-08-01,quantile,2161
,,,,,,2020-07-12,12,0.950,3 wk ahead inc death,2020-08-01,quantile,2502
,,,,,,2020-07-12,12,0.975,3 wk ahead inc death,2020-08-01,quantile,2858
,,,,,,2020-07-12,12,0.990,3 wk ahead inc death,2020-08-01,quantile,3118
,,,,,,2020-07-12,12,0.010,4 wk ahead inc death,2020-08-08,quantile,316
,,,,,,2020-07-12,12,0.025,4 wk ahead inc death,2020-08-08,quantile,390
,,,,,,2020-07-12,12,0.050,4 wk ahead inc death,2020-08-08,quantile,479
,,,,,,2020-07-12,12,0.100,4 wk ahead inc death,2020-08-08,quantile,593
,,,,,,2020-07-12,12,0.150,4 wk ahead inc death,2020-08-08,quantile,697
,,,,,,2020-07-12,12,0.200,4 wk ahead inc death,2020-08-08,quantile,827
,,,,,,2020-07-12,12,0.250,4 wk ahead inc death,2020-08-08,quantile,916
,,,,,,2020-07-12,12,0.300,4 wk ahead inc death,2020-08-08,quantile,1032
,,,,,,2020-07-12,12,0.350,4 wk ahead inc death,2020-08-08,quantile,1143
,,,,,,2020-07-12,12,0.400,4 wk ahead inc death,2020-08-08,quantile,1240
,,,,,,2020-07-12,12,0.450,4 wk ahead inc death,2020-08-08,quantile,1387
,,,,,,2020-07-12,12,0.500,4 wk ahead inc death,2020-08-08,quantile,1486
,,,,,,2020-07-12,12,,4 wk ahead inc death,2020-08-08,point,1486
,,,,,,2020-07-12,12,0.550,4 wk ahead inc death,2020-08-08,quantile,1589
,,,,,,2020-07-12,12,0.600,4 wk ahead inc death,2020-08-08,quantile,1690
,,,,,,2020-07-12,12,0.650,4 wk ahead inc death,2020-08-08,quantile,1857
,,,,,,2020-07-12,12,0.700,4 wk ahead inc death,2020-08-08,quantile,2024
,,,,,,2020-07-12,12,0.750,4 wk ahead inc death,2020-08-08,quantile,2195
,,,,,,2020-07-12,12,0.800,4 wk ahead inc death,2020-08-08,quantile,2420
,,,,,,2020-07-12,12,0.850,4 wk ahead inc death,2020-08-08,quantile,2750
,,,,,,2020-07-12,12,0.900,4 wk ahead inc death,2020-08-08,quantile,3109
,,,,,,2020-07-12,12,0.950,4 wk ahead inc death,2020-08-08,quantile,3722
,,,,,,2020-07-12,12,0.975,4 wk ahead inc death,2020-08-08,quantile,4158
,,,,,,2020-07-12,12,0.990,4 wk ahead inc death,2020-08-08,quantile,5106
,,,,,,2020-07-12,13,0.010,1 wk ahead inc death,2020-07-18,quantile,70
,,,,,,2020-07-12,13,0.025,1 wk ahead inc death,2020-07-18,quantile,85
,,,,,,2020-07-12,13,0.050,1 wk ahead inc death,2020-07-18,quantile,99
,,,,,,2020-07-12,13,0.100,1 wk ahead inc death,2020-07-18,quantile,114
,,,,,,2020-07-12,13,0.150,1 wk ahead inc death,2020-07-18,quantile,126
,,,,,,2020-07-12,13,0.200,1 wk ahead inc death,2020-07-18,quantile,135
,,,,,,2020-07-12,13,0.250,1 wk ahead inc death,2020-07-18,quantile,144
,,,,,,2020-07-12,13,0.300,1 wk ahead inc death,2020-07-18,quantile,152
,,,,,,2020-07-12,13,0.350,1 wk ahead inc death,2020-07-18,quantile,160
,,,,,,2020-07-12,13,0.400,1 wk ahead inc death,2020-07-18,quantile,168
,,,,,,2020-07-12,13,0.450,1 wk ahead inc death,2020-07-18,quantile,177
,,,,,,2020-07-12,13,0.500,1 wk ahead inc death,2020-07-18,quantile,186
,,,,,,2020-07-12,13,,1 wk ahead inc death,2020-07-18,point,186
,,,,,,2020-07-12,13,0.550,1 wk ahead inc death,2020-07-18,quantile,196
,,,,,,2020-07-12,13,0.600,1 wk ahead inc death,2020-07-18,quantile,205
,,,,,,2020-07-12,13,0.650,1 wk ahead inc death,2020-07-18,quantile,215
,,,,,,2020-07-12,13,0.700,1 wk ahead inc death,2020-07-18,quantile,224
,,,,,,2020-07-12,13,0.750,1 wk ahead inc death,2020-07-18,quantile,235
,,,,,,2020-07-12,13,0.800,1 wk ahead inc death,2020-07-18,quantile,251
,,,,,,2020-07-12,13,0.850,1 wk ahead inc death,2020-07-18,quantile,266
,,,,,,2020-07-12,13,0.900,1 wk ahead inc death,2020-07-18,quantile,299
,,,,,,2020-07-12,13,0.950,1 wk ahead inc death,2020-07-18,quantile,344
,,,,,,2020-07-12,13,0.975,1 wk ahead inc death,2020-07-18,quantile,386
,,,,,,2020-07-12,13,0.990,1 wk ahead inc death,2020-07-18,quantile,475
,,,,,,2020-07-12,13,0.010,2 wk ahead inc death,2020-07-25,quantile,71
,,,,,,2020-07-12,13,0.025,2 wk ahead inc death,2020-07-25,quantile,85
,,,,,,2020-07-12,13,0.050,2 wk ahead inc death,2020-07-25,quantile,96
,,,,,,2020-07-12,13,0.100,2 wk ahead inc death,2020-07-25,quantile,118
,,,,,,2020-07-12,13,0.150,2 wk ahead inc death,2020-07-25,quantile,135
,,,,,,2020-07-12,13,0.200,2 wk ahead inc death,2020-07-25,quantile,149
,,,,,,2020-07-12,13,0.250,2 wk ahead inc death,2020-07-25,quantile,162
,,,,,,2020-07-12,13,0.300,2 wk ahead inc death,2020-07-25,quantile,173
,,,,,,2020-07-12,13,0.350,2 wk ahead inc death,2020-07-25,quantile,187
,,,,,,2020-07-12,13,0.400,2 wk ahead inc death,2020-07-25,quantile,202
,,,,,,2020-07-12,13,0.450,2 wk ahead inc death,2020-07-25,quantile,213
,,,,,,2020-07-12,13,0.500,2 wk ahead inc death,2020-07-25,quantile,227
,,,,,,2020-07-12,13,,2 wk ahead inc death,2020-07-25,point,227
,,,,,,2020-07-12,13,0.550,2 wk ahead inc death,2020-07-25,quantile,240
,,,,,,2020-07-12,13,0.600,2 wk ahead inc death,2020-07-25,quantile,252
,,,,,,2020-07-12,13,0.650,2 wk ahead inc death,2020-07-25,quantile,268
,,,,,,2020-07-12,13,0.700,2 wk ahead inc death,2020-07-25,quantile,288
,,,,,,2020-07-12,13,0.750,2 wk ahead inc death,2020-07-25,quantile,304
,,,,,,2020-07-12,13,0.800,2 wk ahead inc death,2020-07-25,quantile,329
,,,,,,2020-07-12,13,0.850,2 wk ahead inc death,2020-07-25,quantile,356
,,,,,,2020-07-12,13,0.900,2 wk ahead inc death,2020-07-25,quantile,401
,,,,,,2020-07-12,13,0.950,2 wk ahead inc death,2020-07-25,quantile,464
,,,,,,2020-07-12,13,0.975,2 wk ahead inc death,2020-07-25,quantile,531
,,,,,,2020-07-12,13,0.990,2 wk ahead inc death,2020-07-25,quantile,613
,,,,,,2020-07-12,13,0.010,3 wk ahead inc death,2020-08-01,quantile,68
,,,,,,2020-07-12,13,0.025,3 wk ahead inc death,2020-08-01,quantile,84
,,,,,,2020-07-12,13,0.050,3 wk ahead inc death,2020-08-01,quantile,95
,,,,,,2020-07-12,13,0.100,3 wk ahead inc death,2020-08-01,quantile,117
,,,,,,2020-07-12,13,0.150,3 wk ahead inc death,2020-08-01,quantile,139
,,,,,,2020-07-12,13,0.200,3 wk ahead inc death,2020-08-01,quantile,158
,,,,,,2020-07-12,13,0.250,3 wk ahead inc death,2020-08-01,quantile,178
,,,,,,2020-07-12,13,0.300,3 wk ahead inc death,2020-08-01,quantile,197
,,,,,,2020-07-12,13,0.350,3 wk ahead inc death,2020-08-01,quantile,215
,,,,,,2020-07-12,13,0.400,3 wk ahead inc death,2020-08-01,quantile,240
,,,,,,2020-07-12,13,0.450,3 wk ahead inc death,2020-08-01,quantile,262
,,,,,,2020-07-12,13,0.500,3 wk ahead inc death,2020-08-01,quantile,284
,,,,,,2020-07-12,13,,3 wk ahead inc death,2020-08-01,point,284
,,,,,,2020-07-12,13,0.550,3 wk ahead inc death,2020-08-01,quantile,303
,,,,,,2020-07-12,13,0.600,3 wk ahead inc death,2020-08-01,quantile,333
,,,,,,2020-07-12,13,0.650,3 wk ahead inc death,2020-08-01,quantile,356
,,,,,,2020-07-12,13,0.700,3 wk ahead inc death,2020-08-01,quantile,388
,,,,,,2020-07-12,13,0.750,3 wk ahead inc death,2020-08-01,quantile,416
,,,,,,2020-07-12,13,0.800,3 wk ahead inc death,2020-08-01,quantile,461
,,,,,,2020-07-12,13,0.850,3 wk ahead inc death,2020-08-01,quantile,499
,,,,,,2020-07-12,13,0.900,3 wk ahead inc death,2020-08-01,quantile,565
,,,,,,2020-07-12,13,0.950,3 wk ahead inc death,2020-08-01,quantile,671
,,,,,,2020-07-12,13,0.975,3 wk ahead inc death,2020-08-01,quantile,752
,,,,,,2020-07-12,13,0.990,3 wk ahead inc death,2020-08-01,quantile,890
,,,,,,2020-07-12,13,0.010,4 wk ahead inc death,2020-08-08,quantile,52
,,,,,,2020-07-12,13,0.025,4 wk ahead inc death,2020-08-08,quantile,64
,,,,,,2020-07-12,13,0.050,4 wk ahead inc death,2020-08-08,quantile,75
,,,,,,2020-07-12,13,0.100,4 wk ahead inc death,2020-08-08,quantile,113
,,,,,,2020-07-12,13,0.150,4 wk ahead inc death,2020-08-08,quantile,137
,,,,,,2020-07-12,13,0.200,4 wk ahead inc death,2020-08-08,quantile,167
,,,,,,2020-07-12,13,0.250,4 wk ahead inc death,2020-08-08,quantile,192
,,,,,,2020-07-12,13,0.300,4 wk ahead inc death,2020-08-08,quantile,219
,,,,,,2020-07-12,13,0.350,4 wk ahead inc death,2020-08-08,quantile,243
,,,,,,2020-07-12,13,0.400,4 wk ahead inc death,2020-08-08,quantile,278
,,,,,,2020-07-12,13,0.450,4 wk ahead inc death,2020-08-08,quantile,310
,,,,,,2020-07-12,13,0.500,4 wk ahead inc death,2020-08-08,quantile,344
,,,,,,2020-07-12,13,,4 wk ahead inc death,2020-08-08,point,344
,,,,,,2020-07-12,13,0.550,4 wk ahead inc death,2020-08-08,quantile,377
,,,,,,2020-07-12,13,0.600,4 wk ahead inc death,2020-08-08,quantile,409
,,,,,,2020-07-12,13,0.650,4 wk ahead inc death,2020-08-08,quantile,441
,,,,,,2020-07-12,13,0.700,4 wk ahead inc death,2020-08-08,quantile,490
,,,,,,2020-07-12,13,0.750,4 wk ahead inc death,2020-08-08,quantile,547
,,,,,,2020-07-12,13,0.800,4 wk ahead inc death,2020-08-08,quantile,611
,,,,,,2020-07-12,13,0.850,4 wk ahead inc death,2020-08-08,quantile,681
,,,,,,2020-07-12,13,0.900,4 wk ahead inc death,2020-08-08,quantile,757
,,,,,,2020-07-12,13,0.950,4 wk ahead inc death,2020-08-08,quantile,945
,,,,,,2020-07-12,13,0.975,4 wk ahead inc death,2020-08-08,quantile,1124
,,,,,,2020-07-12,13,0.990,4 wk ahead inc death,2020-08-08,quantile,1218
,,,,,,2020-07-12,66,0.010,1 wk ahead inc death,2020-07-18,quantile,0
,,,,,,2020-07-12,66,0.025,1 wk ahead inc death,2020-07-18,quantile,0
,,,,,,2020-07-12,66,0.050,1 wk ahead inc death,2020-07-18,quantile,0
,,,,,,2020-07-12,66,0.100,1 wk ahead inc death,2020-07-18,quantile,0
,,,,,,2020-07-12,66,0.150,1 wk ahead inc death,2020-07-18,quantile,0
,,,,,,2020-07-12,66,0.200,1 wk ahead inc death,2020-07-18,quantile,0
,,,,,,2020-07-12,66,0.250,1 wk ahead inc death,2020-07-18,quantile,0
,,,,,,2020-07-12,66,0.300,1 wk ahead inc death,2020-07-18,quantile,0
,,,,,,2020-07-12,66,0.350,1 wk ahead inc death,2020-07-18,quantile,0
,,,,,,2020-07-12,66,0.400,1 wk ahead inc death,2020-07-18,quantile,0
,,,,,,2020-07-12,66,0.450,1 wk ahead inc death,2020-07-18,quantile,0
,,,,,,2020-07-12,66,0.500,1 wk ahead inc death,2020-07-18,quantile,0
,,,,,,2020-07-12,66,,1 wk ahead inc death,2020-07-18,point,0
,,,,,,2020-07-12,66,0.550,1 wk ahead inc death,2020-07-18,quantile,0
,,,,,,2020-07-12,66,0.600,1 wk ahead inc death,2020-07-18,quantile,0
,,,,,,2020-07-12,66,0.650,1 wk ahead inc death,2020-07-18,quantile,0
,,,,,,2020-07-12,66,0.700,1 wk ahead inc death,2020-07-18,quantile,0
,,,,,,2020-07-12,66,0.750,1 wk ahead inc death,2020-07-18,quantile,0
,,,,,,2020-07-12,66,0.800,1 wk ahead inc death,2020-07-18,quantile,0
,,,,,,2020-07-12,66,0.850,1 wk ahead inc death,2020-07-18,quantile,1
,,,,,,2020-07-12,66,0.900,1 wk ahead inc death,2020-07-18,quantile,1
,,,,,,2020-07-12,66,0.950,1 wk ahead inc death,2020-07-18,quantile,1
,,,,,,2020-07-12,66,0.975,1 wk ahead inc death,2020-07-18,quantile,1
,,,,,,2020-07-12,66,0.990,1 wk ahead inc death,2020-07-18,quantile,2
,,,,,,2020-07-12,66,0.010,2 wk ahead inc death,2020-07-25,quantile,0
,,,,,,2020-07-12,66,0.025,2 wk ahead inc death,2020-07-25,quantile,0
,,,,,,2020-07-12,66,0.050,2 wk ahead inc death,2020-07-25,quantile,0
,,,,,,2020-07-12,66,0.100,2 wk ahead inc death,2020-07-25,quantile,0
,,,,,,2020-07-12,66,0.150,2 wk ahead inc death,2020-07-25,quantile,0
,,,,,,2020-07-12,66,0.200,2 wk ahead inc death,2020-07-25,quantile,0
,,,,,,2020-07-12,66,0.250,2 wk ahead inc death,2020-07-25,quantile,0
,,,,,,2020-07-12,66,0.300,2 wk ahead inc death,2020-07-25,quantile,0
,,,,,,2020-07-12,66,0.350,2 wk ahead inc death,2020-07-25,quantile,0
,,,,,,2020-07-12,66,0.400,2 wk ahead inc death,2020-07-25,quantile,0
,,,,,,2020-07-12,66,0.450,2 wk ahead inc death,2020-07-25,quantile,0
,,,,,,2020-07-12,66,0.500,2 wk ahead inc death,2020-07-25,quantile,0
,,,,,,2020-07-12,66,,2 wk ahead inc death,2020-07-25,point,0
,,,,,,2020-07-12,66,0.550,2 wk ahead inc death,2020-07-25,quantile,0
,,,,,,2020-07-12,66,0.600,2 wk ahead inc death,2020-07-25,quantile,0
,,,,,,2020-07-12,66,0.650,2 wk ahead inc death,2020-07-25,quantile,0
,,,,,,2020-07-12,66,0.700,2 wk ahead inc death,2020-07-25,quantile,0
,,,,,,2020-07-12,66,0.750,2 wk ahead inc death,2020-07-25,quantile,0
,,,,,,2020-07-12,66,0.800,2 wk ahead inc death,2020-07-25,quantile,0
,,,,,,2020-07-12,66,0.850,2 wk ahead inc death,2020-07-25,quantile,0
,,,,,,2020-07-12,66,0.900,2 wk ahead inc death,2020-07-25,quantile,1
,,,,,,2020-07-12,66,0.950,2 wk ahead inc death,2020-07-25,quantile,1
,,,,,,2020-07-12,66,0.975,2 wk ahead inc death,2020-07-25,quantile,1
,,,,,,2020-07-12,66,0.990,2 wk ahead inc death,2020-07-25,quantile,2
,,,,,,2020-07-12,66,0.010,3 wk ahead inc death,2020-08-01,quantile,0
,,,,,,2020-07-12,66,0.025,3 wk ahead inc death,2020-08-01,quantile,0
,,,,,,2020-07-12,66,0.050,3 wk ahead inc death,2020-08-01,quantile,0
,,,,,,2020-07-12,66,0.100,3 wk ahead inc death,2020-08-01,quantile,0
,,,,,,2020-07-12,66,0.150,3 wk ahead inc death,2020-08-01,quantile,0
,,,,,,2020-07-12,66,0.200,3 wk ahead inc death,2020-08-01,quantile,0
,,,,,,2020-07-12,66,0.250,3 wk ahead inc death,2020-08-01,quantile,0
,,,,,,2020-07-12,66,0.300,3 wk ahead inc death,2020-08-01,quantile,0
,,,,,,2020-07-12,66,0.350,3 wk ahead inc death,2020-08-01,quantile,0
,,,,,,2020-07-12,66,0.400,3 wk ahead inc death,2020-08-01,quantile,0
,,,,,,2020-07-12,66,0.450,3 wk ahead inc death,2020-08-01,quantile,0
,,,,,,2020-07-12,66,0.500,3 wk ahead inc death,2020-08-01,quantile,0
,,,,,,2020-07-12,66,,3 wk ahead inc death,2020-08-01,point,0
,,,,,,2020-07-12,66,0.550,3 wk ahead inc death,2020-08-01,quantile,0
,,,,,,2020-07-12,66,0.600,3 wk ahead inc death,2020-08-01,quantile,0
,,,,,,2020-07-12,66,0.650,3 wk ahead inc death,2020-08-01,quantile,0
,,,,,,2020-07-12,66,0.700,3 wk ahead inc death,2020-08-01,quantile,0
,,,,,,2020-07-12,66,0.750,3 wk ahead inc death,2020-08-01,quantile,0
,,,,,,2020-07-12,66,0.800,3 wk ahead inc death,2020-08-01,quantile,0
,,,,,,2020-07-12,66,0.850,3 wk ahead inc death,2020-08-01,quantile,0
,,,,,,2020-07-12,66,0.900,3 wk ahead inc death,2020-08-01,quantile,0
,,,,,,2020-07-12,66,0.950,3 wk ahead inc death,2020-08-01,quantile,1
,,,,,,2020-07-12,66,0.975,3 wk ahead inc death,2020-08-01,quantile,1
,,,,,,2020-07-12,66,0.990,3 wk ahead inc death,2020-08-01,quantile,1
,,,,,,2020-07-12,66,0.010,4 wk ahead inc death,2020-08-08,quantile,0
,,,,,,2020-07-12,66,0.025,4 wk ahead inc death,2020-08-08,quantile,0
,,,,,,2020-07-12,66,0.050,4 wk ahead inc death,2020-08-08,quantile,0
,,,,,,2020-07-12,66,0.100,4 wk ahead inc death,2020-08-08,quantile,0
,,,,,,2020-07-12,66,0.150,4 wk ahead inc death,2020-08-08,quantile,0
,,,,,,2020-07-12,66,0.200,4 wk ahead inc death,2020-08-08,quantile,0
,,,,,,2020-07-12,66,0.250,4 wk ahead inc death,2020-08-08,quantile,0
,,,,,,2020-07-12,66,0.300,4 wk ahead inc death,2020-08-08,quantile,0
,,,,,,2020-07-12,66,0.350,4 wk ahead inc death,2020-08-08,quantile,0
,,,,,,2020-07-12,66,0.400,4 wk ahead inc death,2020-08-08,quantile,0
,,,,,,2020-07-12,66,0.450,4 wk ahead inc death,2020-08-08,quantile,0
,,,,,,2020-07-12,66,0.500,4 wk ahead inc death,2020-08-08,quantile,0
,,,,,,2020-07-12,66,,4 wk ahead inc death,2020-08-08,point,0
,,,,,,2020-07-12,66,0.550,4 wk ahead inc death,2020-08-08,quantile,0
,,,,,,2020-07-12,66,0.600,4 wk ahead inc death,2020-08-08,quantile,0
,,,,,,2020-07-12,66,0.650,4 wk ahead inc death,2020-08-08,quantile,0
,,,,,,2020-07-12,66,0.700,4 wk ahead inc death,2020-08-08,quantile,0
,,,,,,2020-07-12,66,0.750,4 wk ahead inc death,2020-08-08,quantile,0
,,,,,,2020-07-12,66,0.800,4 wk ahead inc death,2020-08-08,quantile,0
,,,,,,2020-07-12,66,0.850,4 wk ahead inc death,2020-08-08,quantile,0
,,,,,,2020-07-12,66,0.900,4 wk ahead inc death,2020-08-08,quantile,0
,,,,,,2020-07-12,66,0.950,4 wk ahead inc death,2020-08-08,quantile,1
,,,,,,2020-07-12,66,0.975,4 wk ahead inc death,2020-08-08,quantile,1
,,,,,,2020-07-12,66,0.990,4 wk ahead inc death,2020-08-08,quantile,1
,,,,,,2020-07-12,15,0.010,1 wk ahead inc death,2020-07-18,quantile,0
,,,,,,2020-07-12,15,0.025,1 wk ahead inc death,2020-07-18,quantile,0
,,,,,,2020-07-12,15,0.050,1 wk ahead inc death,2020-07-18,quantile,0
,,,,,,2020-07-12,15,0.100,1 wk ahead inc death,2020-07-18,quantile,0
,,,,,,2020-07-12,15,0.150,1 wk ahead inc death,2020-07-18,quantile,0
,,,,,,2020-07-12,15,0.200,1 wk ahead inc death,2020-07-18,quantile,0
,,,,,,2020-07-12,15,0.250,1 wk ahead inc death,2020-07-18,quantile,0
,,,,,,2020-07-12,15,0.300,1 wk ahead inc death,2020-07-18,quantile,1
,,,,,,2020-07-12,15,0.350,1 wk ahead inc death,2020-07-18,quantile,1
,,,,,,2020-07-12,15,0.400,1 wk ahead inc death,2020-07-18,quantile,1
,,,,,,2020-07-12,15,0.450,1 wk ahead inc death,2020-07-18,quantile,1
,,,,,,2020-07-12,15,0.500,1 wk ahead inc death,2020-07-18,quantile,1
,,,,,,2020-07-12,15,,1 wk ahead inc death,2020-07-18,point,1
,,,,,,2020-07-12,15,0.550,1 wk ahead inc death,2020-07-18,quantile,1
,,,,,,2020-07-12,15,0.600,1 wk ahead inc death,2020-07-18,quantile,1
,,,,,,2020-07-12,15,0.650,1 wk ahead inc death,2020-07-18,quantile,2
,,,,,,2020-07-12,15,0.700,1 wk ahead inc death,2020-07-18,quantile,2
,,,,,,2020-07-12,15,0.750,1 wk ahead inc death,2020-07-18,quantile,2
,,,,,,2020-07-12,15,0.800,1 wk ahead inc death,2020-07-18,quantile,2
,,,,,,2020-07-12,15,0.850,1 wk ahead inc death,2020-07-18,quantile,3
,,,,,,2020-07-12,15,0.900,1 wk ahead inc death,2020-07-18,quantile,3
,,,,,,2020-07-12,15,0.950,1 wk ahead inc death,2020-07-18,quantile,4
,,,,,,2020-07-12,15,0.975,1 wk ahead inc death,2020-07-18,quantile,5
,,,,,,2020-07-12,15,0.990,1 wk ahead inc death,2020-07-18,quantile,6
,,,,,,2020-07-12,15,0.010,2 wk ahead inc death,2020-07-25,quantile,0
,,,,,,2020-07-12,15,0.025,2 wk ahead inc death,2020-07-25,quantile,0
,,,,,,2020-07-12,15,0.050,2 wk ahead inc death,2020-07-25,quantile,0
,,,,,,2020-07-12,15,0.100,2 wk ahead inc death,2020-07-25,quantile,0
,,,,,,2020-07-12,15,0.150,2 wk ahead inc death,2020-07-25,quantile,0
,,,,,,2020-07-12,15,0.200,2 wk ahead inc death,2020-07-25,quantile,0
,,,,,,2020-07-12,15,0.250,2 wk ahead inc death,2020-07-25,quantile,0
,,,,,,2020-07-12,15,0.300,2 wk ahead inc death,2020-07-25,quantile,1
,,,,,,2020-07-12,15,0.350,2 wk ahead inc death,2020-07-25,quantile,1
,,,,,,2020-07-12,15,0.400,2 wk ahead inc death,2020-07-25,quantile,1
,,,,,,2020-07-12,15,0.450,2 wk ahead inc death,2020-07-25,quantile,1
,,,,,,2020-07-12,15,0.500,2 wk ahead inc death,2020-07-25,quantile,1
,,,,,,2020-07-12,15,,2 wk ahead inc death,2020-07-25,point,1
,,,,,,2020-07-12,15,0.550,2 wk ahead inc death,2020-07-25,quantile,2
,,,,,,2020-07-12,15,0.600,2 wk ahead inc death,2020-07-25,quantile,2
,,,,,,2020-07-12,15,0.650,2 wk ahead inc death,2020-07-25,quantile,2
,,,,,,2020-07-12,15,0.700,2 wk ahead inc death,2020-07-25,quantile,2
,,,,,,2020-07-12,15,0.750,2 wk ahead inc death,2020-07-25,quantile,3
,,,,,,2020-07-12,15,0.800,2 wk ahead inc death,2020-07-25,quantile,3
,,,,,,2020-07-12,15,0.850,2 wk ahead inc death,2020-07-25,quantile,4
,,,,,,2020-07-12,15,0.900,2 wk ahead inc death,2020-07-25,quantile,4
,,,,,,2020-07-12,15,0.950,2 wk ahead inc death,2020-07-25,quantile,5
