quantile,value,type,location,target,forecast_date,target_end_date
0.010,3496,quantile,US,1 wk ahead inc death,2020-09-27,2020-10-03
0.025,3727,quantile,US,1 wk ahead inc death,2020-09-27,2020-10-03
0.050,3977,quantile,US,1 wk ahead inc death,2020-09-27,2020-10-03
0.100,4226,quantile,US,1 wk ahead inc death,2020-09-27,2020-10-03
0.150,4390,quantile,US,1 wk ahead inc death,2020-09-27,2020-10-03
0.200,4536,quantile,US,1 wk ahead inc death,2020-09-27,2020-10-03
0.250,4650,quantile,US,1 wk ahead inc death,2020-09-27,2020-10-03
0.300,4748,quantile,US,1 wk ahead inc death,2020-09-27,2020-10-03
0.350,4828,quantile,US,1 wk ahead inc death,2020-09-27,2020-10-03
0.400,4949,quantile,US,1 wk ahead inc death,2020-09-27,2020-10-03
0.450,5061,quantile,US,1 wk ahead inc death,2020-09-27,2020-10-03
0.500,5166,quantile,US,1 wk ahead inc death,2020-09-27,2020-10-03
,5166,point,US,1 wk ahead inc death,2020-09-27,2020-10-03
0.550,5239,quantile,US,1 wk ahead inc death,2020-09-27,2020-10-03
0.600,5356,quantile,US,1 wk ahead inc death,2020-09-27,2020-10-03
0.650,5445,quantile,US,1 wk ahead inc death,2020-09-27,2020-10-03
0.700,5563,quantile,US,1 wk ahead inc death,2020-09-27,2020-10-03
0.750,5690,quantile,US,1 wk ahead inc death,2020-09-27,2020-10-03
0.800,5888,quantile,US,1 wk ahead inc death,2020-09-27,2020-10-03
0.850,6062,quantile,US,1 wk ahead inc death,2020-09-27,2020-10-03
0.900,6364,quantile,US,1 wk ahead inc death,2020-09-27,2020-10-03
0.950,6750,quantile,US,1 wk ahead inc death,2020-09-27,2020-10-03
0.975,7044,quantile,US,1 wk ahead inc death,2020-09-27,2020-10-03
0.990,7456,quantile,US,1 wk ahead inc death,2020-09-27,2020-10-03
0.010,3317,quantile,US,2 wk ahead inc death,2020-09-27,2020-10-10
0.025,3497,quantile,US,2 wk ahead inc death,2020-09-27,2020-10-10
0.050,3715,quantile,US,2 wk ahead inc death,2020-09-27,2020-10-10
0.100,3982,quantile,US,2 wk ahead inc death,2020-09-27,2020-10-10
0.150,4160,quantile,US,2 wk ahead inc death,2020-09-27,2020-10-10
0.200,4293,quantile,US,2 wk ahead inc death,2020-09-27,2020-10-10
0.250,4430,quantile,US,2 wk ahead inc death,2020-09-27,2020-10-10
0.300,4567,quantile,US,2 wk ahead inc death,2020-09-27,2020-10-10
0.350,4674,quantile,US,2 wk ahead inc death,2020-09-27,2020-10-10
0.400,4790,quantile,US,2 wk ahead inc death,2020-09-27,2020-10-10
0.450,4929,quantile,US,2 wk ahead inc death,2020-09-27,2020-10-10
0.500,5046,quantile,US,2 wk ahead inc death,2020-09-27,2020-10-10
,5046,point,US,2 wk ahead inc death,2020-09-27,2020-10-10
0.550,5176,quantile,US,2 wk ahead inc death,2020-09-27,2020-10-10
0.600,5266,quantile,US,2 wk ahead inc death,2020-09-27,2020-10-10
0.650,5412,quantile,US,2 wk ahead inc death,2020-09-27,2020-10-10
0.700,5534,quantile,US,2 wk ahead inc death,2020-09-27,2020-10-10
0.750,5711,quantile,US,2 wk ahead inc death,2020-09-27,2020-10-10
0.800,5882,quantile,US,2 wk ahead inc death,2020-09-27,2020-10-10
0.850,6086,quantile,US,2 wk ahead inc death,2020-09-27,2020-10-10
0.900,6318,quantile,US,2 wk ahead inc death,2020-09-27,2020-10-10
0.950,6728,quantile,US,2 wk ahead inc death,2020-09-27,2020-10-10
0.975,7116,quantile,US,2 wk ahead inc death,2020-09-27,2020-10-10
0.990,7441,quantile,US,2 wk ahead inc death,2020-09-27,2020-10-10
0.010,2833,quantile,US,3 wk ahead inc death,2020-09-27,2020-10-17
0.025,3150,quantile,US,3 wk ahead inc death,2020-09-27,2020-10-17
0.050,3336,quantile,US,3 wk ahead inc death,2020-09-27,2020-10-17
0.100,3615,quantile,US,3 wk ahead inc death,2020-09-27,2020-10-17
0.150,3838,quantile,US,3 wk ahead inc death,2020-09-27,2020-10-17
0.200,4015,quantile,US,3 wk ahead inc death,2020-09-27,2020-10-17
0.250,4195,quantile,US,3 wk ahead inc death,2020-09-27,2020-10-17
0.300,4310,quantile,US,3 wk ahead inc death,2020-09-27,2020-10-17
0.350,4433,quantile,US,3 wk ahead inc death,2020-09-27,2020-10-17
0.400,4598,quantile,US,3 wk ahead inc death,2020-09-27,2020-10-17
0.450,4750,quantile,US,3 wk ahead inc death,2020-09-27,2020-10-17
0.500,4880,quantile,US,3 wk ahead inc death,2020-09-27,2020-10-17
,4880,point,US,3 wk ahead inc death,2020-09-27,2020-10-17
0.550,5027,quantile,US,3 wk ahead inc death,2020-09-27,2020-10-17
0.600,5148,quantile,US,3 wk ahead inc death,2020-09-27,2020-10-17
0.650,5354,quantile,US,3 wk ahead inc death,2020-09-27,2020-10-17
0.700,5532,quantile,US,3 wk ahead inc death,2020-09-27,2020-10-17
0.750,5798,quantile,US,3 wk ahead inc death,2020-09-27,2020-10-17
0.800,6005,quantile,US,3 wk ahead inc death,2020-09-27,2020-10-17
0.850,6293,quantile,US,3 wk ahead inc death,2020-09-27,2020-10-17
0.900,6683,quantile,US,3 wk ahead inc death,2020-09-27,2020-10-17
0.950,7218,quantile,US,3 wk ahead inc death,2020-09-27,2020-10-17
0.975,7796,quantile,US,3 wk ahead inc death,2020-09-27,2020-10-17
0.990,8752,quantile,US,3 wk ahead inc death,2020-09-27,2020-10-17
0.010,2395,quantile,US,4 wk ahead inc death,2020-09-27,2020-10-24
0.025,2566,quantile,US,4 wk ahead inc death,2020-09-27,2020-10-24
0.050,2803,quantile,US,4 wk ahead inc death,2020-09-27,2020-10-24
0.100,3083,quantile,US,4 wk ahead inc death,2020-09-27,2020-10-24
0.150,3311,quantile,US,4 wk ahead inc death,2020-09-27,2020-10-24
0.200,3522,quantile,US,4 wk ahead inc death,2020-09-27,2020-10-24
0.250,3708,quantile,US,4 wk ahead inc death,2020-09-27,2020-10-24
0.300,3902,quantile,US,4 wk ahead inc death,2020-09-27,2020-10-24
0.350,4111,quantile,US,4 wk ahead inc death,2020-09-27,2020-10-24
0.400,4331,quantile,US,4 wk ahead inc death,2020-09-27,2020-10-24
0.450,4574,quantile,US,4 wk ahead inc death,2020-09-27,2020-10-24
0.500,4736,quantile,US,4 wk ahead inc death,2020-09-27,2020-10-24
,4736,point,US,4 wk ahead inc death,2020-09-27,2020-10-24
0.550,4933,quantile,US,4 wk ahead inc death,2020-09-27,2020-10-24
0.600,5117,quantile,US,4 wk ahead inc death,2020-09-27,2020-10-24
0.650,5342,quantile,US,4 wk ahead inc death,2020-09-27,2020-10-24
0.700,5626,quantile,US,4 wk ahead inc death,2020-09-27,2020-10-24
0.750,5990,quantile,US,4 wk ahead inc death,2020-09-27,2020-10-24
