quantile,value,type,location,target,forecast_date,target_end_date
0.010,14172,quantile,US,1 wk ahead inc death,2021-01-31,2021-02-06
0.025,14701,quantile,US,1 wk ahead inc death,2021-01-31,2021-02-06
0.050,15238,quantile,US,1 wk ahead inc death,2021-01-31,2021-02-06
0.100,16168,quantile,US,1 wk ahead inc death,2021-01-31,2021-02-06
0.150,16697,quantile,US,1 wk ahead inc death,2021-01-31,2021-02-06
0.200,17232,quantile,US,1 wk ahead inc death,2021-01-31,2021-02-06
0.250,17641,quantile,US,1 wk ahead inc death,2021-01-31,2021-02-06
0.300,17901,quantile,US,1 wk ahead inc death,2021-01-31,2021-02-06
0.350,18291,quantile,US,1 wk ahead inc death,2021-01-31,2021-02-06
0.400,18675,quantile,US,1 wk ahead inc death,2021-01-31,2021-02-06
0.450,18993,quantile,US,1 wk ahead inc death,2021-01-31,2021-02-06
0.500,19403,quantile,US,1 wk ahead inc death,2021-01-31,2021-02-06
,19403,point,US,1 wk ahead inc death,2021-01-31,2021-02-06
0.550,19749,quantile,US,1 wk ahead inc death,2021-01-31,2021-02-06
0.600,20056,quantile,US,1 wk ahead inc death,2021-01-31,2021-02-06
0.650,20520,quantile,US,1 wk ahead inc death,2021-01-31,2021-02-06
0.700,20919,quantile,US,1 wk ahead inc death,2021-01-31,2021-02-06
0.750,21307,quantile,US,1 wk ahead inc death,2021-01-31,2021-02-06
0.800,21745,quantile,US,1 wk ahead inc death,2021-01-31,2021-02-06
0.850,22210,quantile,US,1 wk ahead inc death,2021-01-31,2021-02-06
0.900,22870,quantile,US,1 wk ahead inc death,2021-01-31,2021-02-06
0.950,23963,quantile,US,1 wk ahead inc death,2021-01-31,2021-02-06
0.975,24982,quantile,US,1 wk ahead inc death,2021-01-31,2021-02-06
0.990,26948,quantile,US,1 wk ahead inc death,2021-01-31,2021-02-06
0.010,11880,quantile,US,2 wk ahead inc death,2021-01-31,2021-02-13
0.025,12575,quantile,US,2 wk ahead inc death,2021-01-31,2021-02-13
0.050,13208,quantile,US,2 wk ahead inc death,2021-01-31,2021-02-13
0.100,13975,quantile,US,2 wk ahead inc death,2021-01-31,2021-02-13
0.150,14537,quantile,US,2 wk ahead inc death,2021-01-31,2021-02-13
0.200,15010,quantile,US,2 wk ahead inc death,2021-01-31,2021-02-13
0.250,15388,quantile,US,2 wk ahead inc death,2021-01-31,2021-02-13
0.300,15779,quantile,US,2 wk ahead inc death,2021-01-31,2021-02-13
0.350,16225,quantile,US,2 wk ahead inc death,2021-01-31,2021-02-13
0.400,16626,quantile,US,2 wk ahead inc death,2021-01-31,2021-02-13
0.450,16944,quantile,US,2 wk ahead inc death,2021-01-31,2021-02-13
